Orthogroup	H_sapiens.pep	P_troglodytes.pep
OG0011539	ENSG00000074416.14	ENSPTRG00000015348.5
OG0011540	ENSG00000114626.18	ENSPTRG00000015347.6
OG0011541	ENSG00000073111.14	ENSPTRG00000015345.4
OG0011542	ENSG00000111816.8	ENSPTRG00000018521.3
OG0011543	ENSG00000163870.16	ENSPTRG00000015344.6
OG0011544	ENSG00000249853.7	ENSPTRG00000018520.4
OG0011545	ENSG00000277443.3	ENSPTRG00000018517.3
OG0011546	ENSG00000057657.17	ENSPTRG00000018457.6
OG0011547	ENSG00000070476.15	ENSPTRG00000015332.4
OG0011548	ENSG00000159650.9	ENSPTRG00000015334.4
OG0011549	ENSG00000178409.13	ENSPTRG00000018465.7
OG0011550	ENSG00000025796.14	ENSPTRG00000018470.4
OG0011551	ENSG00000163528.13	ENSPTRG00000014647.6
OG0011552	ENSG00000081087.15	ENSPTRG00000018471.4
OG0011553	ENSG00000154767.14	ENSPTRG00000014649.4
OG0011554	ENSG00000118690.13	ENSPTRG00000018477.5
OG0011555	ENSG00000080546.13	ENSPTRG00000018479.5
OG0011556	ENSG00000177463.15	ENSPTRG00000014657.7
OG0011557	ENSG00000112367.10	ENSPTRG00000018492.6
OG0011558	ENSG00000131368.8	ENSPTRG00000014658.3
OG0011559	ENSG00000112290.13	ENSPTRG00000018494.5
OG0011560	ENSG00000168438.15	ENSPTRG00000018495.6
OG0011561	ENSG00000134109.11	ENSPTRG00000014573.5
OG0011562	ENSG00000203797.10	ENSPTRG00000018498.7
OG0011563	ENSG00000004809.14	ENSPTRG00000018499.6
OG0011564	ENSG00000112394.17	ENSPTRG00000018506.6
OG0011565	ENSG00000175928.6	ENSPTRG00000014566.5
OG0011566	ENSG00000072756.17	ENSPTRG00000014564.6
OG0011567	ENSG00000112761.20	ENSPTRG00000018512.7
OG0011568	ENSG00000011198.10	ENSPTRG00000014812.3
OG0011569	ENSG00000173769.4	ENSPTRG00000014813.5
OG0011570	ENSG00000179152.20	ENSPTRG00000014815.6
OG0011571	ENSG00000206557.6	ENSPTRG00000030286.4
OG0011572	ENSG00000182973.18	ENSPTRG00000014722.6
OG0011573	ENSG00000091317.8	ENSPTRG00000043555.1
OG0011574	ENSG00000170293.9	ENSPTRG00000014717.2
OG0011575	ENSG00000144645.14	ENSPTRG00000014714.5
OG0011576	ENSG00000172986.13	ENSPTRG00000015108.6
OG0011577	ENSG00000163513.19	ENSPTRG00000014711.6
OG0011578	ENSG00000163512.14	ENSPTRG00000014707.6
OG0011579	ENSG00000163508.13	ENSPTRG00000014705.4
OG0011580	ENSG00000114541.15	ENSPTRG00000015098.6
OG0011581	ENSG00000144746.7	ENSPTRG00000015096.3
OG0011582	ENSG00000144747.17	ENSPTRG00000015094.6
OG0011583	ENSG00000135324.6	ENSPTRG00000018387.5
OG0011584	ENSG00000065609.14	ENSPTRG00000051078.1
OG0011585	ENSG00000163378.14	ENSPTRG00000015092.7
OG0011586	ENSG00000146250.7	ENSPTRG00000018382.5
OG0011587	ENSG00000163376.11	ENSPTRG00000015086.5
OG0011588	ENSG00000118420.17	ENSPTRG00000018377.6
OG0011589	ENSG00000168306.13	ENSPTRG00000015061.6
OG0011590	ENSG00000083123.15	ENSPTRG00000018372.6
OG0011591	ENSG00000112742.10	ENSPTRG00000018371.5
OG0011592	ENSG00000118402.6	ENSPTRG00000043548.1
OG0011593	ENSG00000118418.14	ENSPTRG00000018366.6
OG0011594	ENSG00000163684.11	ENSPTRG00000048740.1
OG0011595	ENSG00000146243.14	ENSPTRG00000018363.4
OG0011596	ENSG00000269964.3	ENSPTRG00000044078.1
OG0011597	ENSG00000178537.10	ENSPTRG00000014900.4
OG0011598	ENSG00000177479.19	ENSPTRG00000014902.6
OG0011599	ENSG00000178467.18	ENSPTRG00000014903.6
OG0011600	ENSG00000178252.18	ENSPTRG00000014905.6
OG0011601	ENSG00000178149.17	ENSPTRG00000043430.1
OG0011602	ENSG00000111799.21	ENSPTRG00000018351.7
OG0011603	ENSG00000198218.11	ENSPTRG00000023070.5
OG0011604	ENSG00000009844.16	ENSPTRG00000018662.7
OG0011605	ENSG00000112414.15	ENSPTRG00000018663.6
OG0011606	ENSG00000010818.10	ENSPTRG00000018665.4
OG0011607	ENSG00000189007.16	ENSPTRG00000018669.6
OG0011608	ENSG00000034693.15	ENSPTRG00000018670.6
OG0011609	ENSG00000112282.18	ENSPTRG00000018601.6
OG0011610	ENSG00000177352.10	ENSPTRG00000014913.4
OG0011611	ENSG00000086758.16	ENSPTRG00000021930.6
OG0011612	ENSG00000232112.3	ENSPTRG00000041769.2
OG0011613	ENSG00000168137.17	ENSPTRG00000014586.6
OG0011614	ENSG00000163719.19	ENSPTRG00000023231.4
OG0011615	ENSG00000114026.21	ENSPTRG00000014593.7
OG0011616	ENSG00000135604.10	ENSPTRG00000052377.1
OG0011617	ENSG00000152818.18	ENSPTRG00000018680.7
OG0011618	ENSG00000241553.12	ENSPTRG00000039733.2
OG0011619	ENSG00000171135.15	ENSPTRG00000014601.6
OG0011620	ENSG00000163701.19	ENSPTRG00000014602.7
OG0011621	ENSG00000163703.18	ENSPTRG00000014604.7
OG0011622	ENSG00000112425.15	ENSPTRG00000018681.6
OG0011623	ENSG00000146414.16	ENSPTRG00000018683.7
OG0011624	ENSG00000111961.18	ENSPTRG00000018688.7
OG0011625	ENSG00000112530.11	ENSPTRG00000048824.1
OG0011626	ENSG00000112110.10	ENSPTRG00000018761.3
OG0011627	ENSG00000164694.17	ENSPTRG00000018754.6
OG0011628	ENSG00000146433.8	ENSPTRG00000018745.6
OG0011629	ENSG00000130338.13	ENSPTRG00000018743.7
OG0011630	ENSG00000122335.17	ENSPTRG00000018741.7
OG0011631	ENSG00000078269.15	ENSPTRG00000018739.7
OG0011632	ENSG00000130340.16	ENSPTRG00000018738.6
OG0011633	ENSG00000049618.23	ENSPTRG00000018733.6
OG0011634	ENSG00000074771.4	ENSPTRG00000018732.2
OG0011635	ENSG00000029639.11	ENSPTRG00000018730.7
OG0011636	ENSG00000112038.18	ENSPTRG00000018723.7
OG0011637	ENSG00000112029.10	ENSPTRG00000018721.5
OG0011638	ENSG00000146469.13	ENSPTRG00000018720.5
OG0011639	ENSG00000162843.17	ENSPTRG00000002166.7
OG0011640	ENSG00000054277.14	ENSPTRG00000002165.5
OG0011642	ENSG00000180875.5	ENSPTRG00000049478.1
OG0011643	ENSG00000116984.13	ENSPTRG00000002145.6
OG0011644	ENSG00000186197.14	ENSPTRG00000033991.3
OG0011645	ENSG00000086619.14	ENSPTRG00000002137.6
OG0011646	ENSG00000116962.15	ENSPTRG00000002135.7
OG0011647	ENSG00000059588.10	ENSPTRG00000002124.4
OG0011648	ENSG00000135750.15	ENSPTRG00000002120.6
OG0011649	ENSG00000135778.12	ENSPTRG00000002116.6
OG0011650	ENSG00000116991.10	ENSPTRG00000002114.6
OG0011651	ENSG00000162946.22	ENSPTRG00000002112.6
OG0011652	ENSG00000116918.15	ENSPTRG00000002111.6
OG0011653	ENSG00000010072.16	ENSPTRG00000002109.7
OG0011654	ENSG00000116903.7	ENSPTRG00000002108.3
OG0011655	ENSG00000069248.12	ENSPTRG00000002088.6
OG0011656	ENSG00000135776.5	ENSPTRG00000002090.4
OG0011657	ENSG00000135763.10	ENSPTRG00000002092.5
OG0011658	ENSG00000135775.14	ENSPTRG00000002095.5
OG0011659	ENSG00000135744.8	ENSPTRG00000002096.5
OG0011660	ENSG00000135773.13	ENSPTRG00000002097.6
OG0011661	ENSG00000173409.14	ENSPTRG00000002102.6
OG0011662	ENSG00000143633.13	ENSPTRG00000002106.6
OG0011663	ENSG00000008018.9	ENSPTRG00000018826.6
OG0011664	ENSG00000115163.15	ENSPTRG00000011740.7
OG0011665	ENSG00000186479.5	ENSPTRG00000016921.4
OG0011666	ENSG00000180992.7	ENSPTRG00000018213.4
OG0011667	ENSG00000146221.10	ENSPTRG00000018221.5
OG0011668	ENSG00000112130.17	ENSPTRG00000018121.6
OG0011669	ENSG00000137200.13	ENSPTRG00000018122.6
OG0011670	ENSG00000183826.18	ENSPTRG00000018126.6
OG0011671	ENSG00000124767.7	ENSPTRG00000018128.3
OG0011672	ENSG00000124688.13	ENSPTRG00000018207.6
OG0011673	ENSG00000171453.20	ENSPTRG00000018202.7
OG0011674	ENSG00000049323.16	ENSPTRG00000011821.6
OG0011675	ENSG00000163171.8	ENSPTRG00000052497.1
OG0011676	ENSG00000115841.20	ENSPTRG00000011842.6
OG0011677	ENSG00000008869.12	ENSPTRG00000011831.6
OG0011678	ENSG00000205221.12	ENSPTRG00000030515.4
OG0011679	ENSG00000003509.16	ENSPTRG00000011837.6
OG0011680	ENSG00000115828.17	ENSPTRG00000011839.4
OG0011681	ENSG00000152683.14	ENSPTRG00000011815.6
OG0011682	ENSG00000021574.12	ENSPTRG00000011812.5
OG0011683	ENSG00000277893.2	ENSPTRG00000044930.1
OG0011684	ENSG00000162878.13	ENSPTRG00000011862.5
OG0011685	ENSG00000112619.8	ENSPTRG00000018172.5
OG0011686	ENSG00000124496.12	ENSPTRG00000018170.6
OG0011687	ENSG00000143469.19	ENSPTRG00000001943.7
OG0011688	ENSG00000143493.13	ENSPTRG00000001955.6
OG0011689	ENSG00000143476.18	ENSPTRG00000001956.5
OG0011690	ENSG00000065600.12	ENSPTRG00000001960.4
OG0011691	ENSG00000117691.10	ENSPTRG00000001961.5
OG0011692	ENSG00000117697.15	ENSPTRG00000001966.7
OG0011693	ENSG00000174606.14	ENSPTRG00000001970.6
OG0011694	ENSG00000117707.16	ENSPTRG00000001974.6
OG0011695	ENSG00000152104.12	ENSPTRG00000001976.5
OG0011696	ENSG00000067533.6	ENSPTRG00000039779.2
OG0011697	ENSG00000092969.12	ENSPTRG00000001992.6
OG0011698	ENSG00000196660.10	ENSPTRG00000001994.6
OG0011699	ENSG00000162819.12	ENSPTRG00000002012.5
OG0011700	ENSG00000154309.8	ENSPTRG00000002013.6
OG0011701	ENSG00000143502.15	ENSPTRG00000002014.7
OG0011702	ENSG00000143514.17	ENSPTRG00000002017.7
OG0011703	ENSG00000163072.15, ENSG00000275326.4	ENSPTRG00000012604.6
OG0011704	ENSG00000172318.5	ENSPTRG00000012601.4
OG0011705	ENSG00000112167.10	ENSPTRG00000018132.6
OG0011706	ENSG00000164626.9	ENSPTRG00000018133.4
OG0011707	ENSG00000095981.10	ENSPTRG00000018135.5
OG0011708	ENSG00000164627.18	ENSPTRG00000018136.6
OG0011709	ENSG00000156564.9	ENSPTRG00000018141.5
OG0011710	ENSG00000189350.12	ENSPTRG00000011793.5
OG0011711	ENSG00000179270.7	ENSPTRG00000011794.3
OG0011712	ENSG00000115295.20	ENSPTRG00000011795.6
OG0011713	ENSG00000213626.13	ENSPTRG00000049406.1
OG0011714	ENSG00000158125.10	ENSPTRG00000011806.4
OG0011715	ENSG00000183814.15	ENSPTRG00000002048.6
OG0011716	ENSG00000182827.9	ENSPTRG00000002046.4
OG0011717	ENSG00000143751.10	ENSPTRG00000002044.6
OG0011718	ENSG00000143815.15	ENSPTRG00000002036.6
OG0011719	ENSG00000143771.12	ENSPTRG00000002025.7
OG0011720	ENSG00000143748.18	ENSPTRG00000046422.1
OG0011721	ENSG00000152154.11	ENSPTRG00000011859.5
OG0011722	ENSG00000011566.15	ENSPTRG00000011858.6
OG0011723	ENSG00000115904.13	ENSPTRG00000011857.5
OG0011724	ENSG00000163214.21	ENSPTRG00000011853.7
OG0011725	ENSG00000152147.11	ENSPTRG00000011852.2
OG0011726	ENSG00000143889.16	ENSPTRG00000011849.6
OG0011727	ENSG00000119787.14	ENSPTRG00000011846.7
OG0011728	ENSG00000101003.10	ENSPTRG00000050964.1
OG0011729	ENSG00000100997.20	ENSPTRG00000013340.7
OG0011730	ENSG00000100987.14	ENSPTRG00000013337.7
OG0011731	ENSG00000101474.12	ENSPTRG00000013335.6
OG0011732	ENSG00000095002.15	ENSPTRG00000050712.1
OG0011733	ENSG00000184261.5	ENSPTRG00000044458.1
OG0011734	ENSG00000116062.16	ENSPTRG00000011906.5
OG0011735	ENSG00000085760.15	ENSPTRG00000011929.6
OG0011736	ENSG00000115355.17	ENSPTRG00000011931.6
OG0011737	ENSG00000115380.20	ENSPTRG00000042961.1
OG0011738	ENSG00000055813.6	ENSPTRG00000011940.5
OG0011739	ENSG00000115392.11	ENSPTRG00000011942.5
OG0011740	ENSG00000119866.22	ENSPTRG00000011944.6
OG0011741	ENSG00000115421.13	ENSPTRG00000011948.6
OG0011742	ENSG00000285482.2, ENSG00000185000.12	ENSPTRG00000020692.4
OG0011744	ENSG00000170820.12	ENSPTRG00000011914.4
OG0011745	ENSG00000143942.5	ENSPTRG00000011917.5
OG0011746	ENSG00000068878.15	ENSPTRG00000011920.6
OG0011747	ENSG00000198786.2	ENSPTRG00000042651.1
OG0011748	ENSG00000181915.5	ENSPTRG00000040986.2
OG0011749	ENSG00000285377.2, ENSG00000100908.14	ENSPTRG00000006195.5
OG0011750	ENSG00000106400.12	ENSPTRG00000019525.5, ENSPTRG00000048537.1
OG0011751	ENSG00000173406.15	ENSPTRG00000000793.7
OG0011752	ENSG00000160741.17	ENSPTRG00000001366.6
OG0011753	ENSG00000167807.15, ENSG00000267673.6	ENSPTRG00000010465.5
OG0011754	ENSG00000108474.17	ENSPTRG00000008809.6
OG0011755	ENSG00000109083.13	ENSPTRG00000008911.5
OG0011756	ENSG00000007312.12	ENSPTRG00000009531.6
OG0011757	ENSG00000151418.11, ENSG00000263014.5	ENSPTRG00000001816.5
OG0011758	ENSG00000162598.13	ENSPTRG00000000801.5
OG0011759	ENSG00000160345.13	ENSPTRG00000043406.1, ENSPTRG00000021536.6
OG0011760	ENSG00000140600.17	ENSPTRG00000007393.5
OG0011761	ENSG00000128563.13	ENSPTRG00000039142.2, ENSPTRG00000048522.1
OG0011762	ENSG00000185985.10	ENSPTRG00000023037.5, ENSPTRG00000049407.1
OG0011763	ENSG00000123349.14	ENSPTRG00000005010.5
OG0011764	ENSG00000160993.4	ENSPTRG00000045709.1, ENSPTRG00000019538.4
OG0011765	ENSG00000198944.6	ENSPTRG00000048184.1, ENSPTRG00000042715.1
OG0011766	ENSG00000161036.13	ENSPTRG00000019539.5, ENSPTRG00000045731.1
OG0011767	ENSG00000102390.11	ENSPTRG00000022046.6
OG0011768	ENSG00000164877.19	ENSPTRG00000046493.1
OG0011769	ENSG00000153294.12	ENSPTRG00000018248.7
OG0011770	ENSG00000185721.13	ENSPTRG00000014272.6, ENSPTRG00000047186.1
OG0011771	ENSG00000106211.9	ENSPTRG00000049813.1, ENSPTRG00000019319.4
OG0011772	ENSG00000100105.18	ENSPTRG00000014268.5
OG0011773	ENSG00000125952.20	ENSPTRG00000006449.6
OG0011774	ENSG00000173614.14	ENSPTRG00000041202.2, ENSPTRG00000000124.4
OG0011775	ENSG00000182108.11	ENSPTRG00000051593.1, ENSPTRG00000043841.1, ENSPTRG00000052123.1
OG0011776	ENSG00000169714.16	ENSPTRG00000015369.6
OG0011777	ENSG00000100100.13	ENSPTRG00000014267.5
OG0011778	ENSG00000182541.18	ENSPTRG00000014266.6
OG0011780	ENSG00000278535.5, ENSG00000275397.2	ENSPTRG00000009048.6
OG0011781	ENSG00000275600.2, ENSG00000277161.2	ENSPTRG00000030908.3
OG0011782	ENSG00000072954.7	ENSPTRG00000045472.1, ENSPTRG00000010651.3
OG0011783	ENSG00000000003.15	ENSPTRG00000022087.5
OG0011784	ENSG00000185681.13	ENSPTRG00000021321.5
OG0011785	ENSG00000158816.15	ENSPTRG00000000286.6
OG0011786	ENSG00000174292.12, ENSG00000283781.1	ENSPTRG00000008681.6
OG0011787	ENSG00000160588.10	ENSPTRG00000004336.6
OG0011788	ENSG00000256980.5	ENSPTRG00000052071.1
OG0011788	ENSG00000135314.12	ENSPTRG00000050320.1, ENSPTRG00000051619.1
OG0011788	ENSG00000243501.5	ENSPTRG00000018341.6, ENSPTRG00000043224.1
OG0011789	ENSG00000119446.14	ENSPTRG00000021323.4
OG0011790	ENSG00000103375.11	ENSPTRG00000007905.3
OG0011791	ENSG00000186141.9	ENSPTRG00000001208.5
OG0011792	ENSG00000126603.8, ENSG00000274636.2	ENSPTRG00000007714.6
OG0011793	ENSG00000198354.7	ENSPTRG00000044021.1, ENSPTRG00000048239.1
OG0011793	ENSG00000198889.5	ENSPTRG00000043960.1
OG0011794	ENSG00000283563.1, ENSG00000206559.8	ENSPTRG00000030289.2
OG0011795	ENSG00000163479.14	ENSPTRG00000001442.5
OG0011796	ENSG00000149582.16	ENSPTRG00000004347.6
OG0011797	ENSG00000116586.12	ENSPTRG00000048190.1, ENSPTRG00000001445.7
OG0011798	ENSG00000173285.4	ENSPTRG00000001505.3
OG0011798	ENSG00000180708.5	ENSPTRG00000001503.5
OG0011799	ENSG00000203757.2	ENSPTRG00000030371.2
OG0011800	ENSG00000160785.13	ENSPTRG00000001449.5
OG0011801	ENSG00000099994.11	ENSPTRG00000014169.5, ENSPTRG00000043147.1
OG0011802	ENSG00000106031.9	ENSPTRG00000050384.1, ENSPTRG00000028643.3
OG0011804	ENSG00000263057.2, ENSG00000171431.4	ENSPTRG00000009135.3
OG0011806	ENSG00000106290.15	ENSPTRG00000019474.5
OG0011807	ENSG00000221890.4	ENSPTRG00000014380.6
OG0011808	ENSG00000179750.16	ENSPTRG00000014384.6
OG0011808	ENSG00000239713.9	ENSPTRG00000014387.7
OG0011809	ENSG00000119280.17	ENSPTRG00000002099.6
OG0011810	ENSG00000274336.2, ENSG00000089486.17	ENSPTRG00000023084.6
OG0011811	ENSG00000188186.10	ENSPTRG00000041498.2
OG0011812	ENSG00000099783.12	ENSPTRG00000010424.4
OG0011813	ENSG00000074855.11	ENSPTRG00000010669.5
OG0011814	ENSG00000285395.2, ENSG00000103489.12	ENSPTRG00000007819.7
OG0011815	ENSG00000167491.17	ENSPTRG00000044440.1, ENSPTRG00000010739.7
OG0011816	ENSG00000049540.17	ENSPTRG00000019283.6
OG0011817	ENSG00000169902.15	ENSPTRG00000043145.1, ENSPTRG00000019247.4
OG0011818	ENSG00000227801.8, ENSG00000230930.8, ENSG00000204248.11, ENSG00000223699.8, ENSG00000235708.8, ENSG00000206290.10	ENSPTRG00000018033.6
OG0011819	ENSG00000237123.2, ENSG00000237114.2, ENSG00000237165.2, ENSG00000206460.4, ENSG00000204539.4, ENSG00000137197.6	ENSPTRG00000049242.1
OG0011820	ENSG00000204542.3, ENSG00000231624.2, ENSG00000225543.2, ENSG00000224105.2, ENSG00000229432.2, ENSG00000206461.4	ENSPTRG00000017947.7
OG0011821	ENSG00000160404.18	ENSPTRG00000021396.6
OG0011822	ENSG00000161939.19, ENSG00000258315.5	ENSPTRG00000008655.7
OG0011823	ENSG00000219200.11	ENSPTRG00000030994.4
OG0011824	ENSG00000171169.9	ENSPTRG00000047413.1, ENSPTRG00000045521.1
OG0011825	ENSG00000224246.2, ENSG00000196260.5, ENSG00000225454.2, ENSG00000206465.4, ENSG00000237814.2, ENSG00000230072.2	ENSPTRG00000023665.3
OG0011826	ENSG00000176714.9	ENSPTRG00000050241.1, ENSPTRG00000011775.4
OG0011827	ENSG00000188833.9	ENSPTRG00000023906.5
OG0011828	ENSG00000288503.1, ENSG00000185163.10	ENSPTRG00000005647.6
OG0011829	ENSG00000167772.12	ENSPTRG00000010420.5
OG0011830	ENSG00000162734.12	ENSPTRG00000001545.6
OG0011831	ENSG00000183208.12, ENSG00000284626.1	ENSPTRG00000023568.5
OG0011832	ENSG00000233927.5	ENSPTRG00000040141.2
OG0011833	ENSG00000229314.5	ENSPTRG00000042989.1
OG0011833	ENSG00000228278.4	ENSPTRG00000021287.6
OG0011834	ENSG00000164305.19	ENSPTRG00000016640.6
OG0011835	ENSG00000171360.3	ENSPTRG00000009163.3
OG0011835	ENSG00000263022.1, ENSG00000108417.4	ENSPTRG00000009162.3
OG0011836	ENSG00000136688.11	ENSPTRG00000012374.6
OG0011836	ENSG00000136694.9	ENSPTRG00000012375.5
OG0011837	ENSG00000151615.3	ENSPTRG00000016492.4
OG0011838	ENSG00000277649.2, ENSG00000177370.5, ENSG00000278501.2	ENSPTRG00000008517.3
OG0011839	ENSG00000135248.15	ENSPTRG00000019667.6
OG0011839	ENSG00000205085.11	ENSPTRG00000028396.4
OG0011840	ENSG00000041357.16	ENSPTRG00000007345.6
OG0011841	ENSG00000129103.18	ENSPTRG00000019207.6, ENSPTRG00000047861.1
OG0011842	ENSG00000188624.3	ENSPTRG00000011176.3
OG0011842	ENSG00000204866.8	ENSPTRG00000041643.2
OG0011842	ENSG00000204869.8	ENSPTRG00000051124.1
OG0011843	ENSG00000119705.10	ENSPTRG00000030691.4
OG0011844	ENSG00000172724.12	ENSPTRG00000020890.4
OG0011845	ENSG00000132702.13	ENSPTRG00000047574.1
OG0011846	ENSG00000130165.10	ENSPTRG00000010512.5
OG0011847	ENSG00000282181.1, ENSG00000226807.6	ENSPTRG00000044474.1
OG0011848	ENSG00000108509.21	ENSPTRG00000023129.5
OG0011849	ENSG00000175206.10	ENSPTRG00000000155.6
OG0011850	ENSG00000079462.7	ENSPTRG00000011052.3
OG0011851	ENSG00000185523.6	ENSPTRG00000001967.5, ENSPTRG00000041487.2
OG0011852	ENSG00000034971.17	ENSPTRG00000001679.7
OG0011853	ENSG00000169488.6	ENSPTRG00000052057.1, ENSPTRG00000006079.5
OG0011854	ENSG00000186517.14	ENSPTRG00000001566.5
OG0011855	ENSG00000283473.4	ENSPTRG00000045933.1
OG0011855	ENSG00000283329.1	ENSPTRG00000045884.1
OG0011856	ENSG00000282633.1	ENSPTRG00000052419.1
OG0011856	ENSG00000276173.2	ENSPTRG00000043995.1
OG0011856	ENSG00000211890.4	ENSPTRG00000042911.1
OG0011857	ENSG00000172236.17, ENSG00000197253.13, ENSG00000095917.14	ENSPTRG00000007584.6
OG0011858	ENSG00000158793.14	ENSPTRG00000001570.6
OG0011859	ENSG00000267740.5, ENSG00000174886.13	ENSPTRG00000029161.5
OG0011860	ENSG00000091622.16	ENSPTRG00000008642.5
OG0011861	ENSG00000116691.11	ENSPTRG00000000160.4
OG0011862	ENSG00000134049.6, ENSG00000267228.7	ENSPTRG00000010002.3
OG0011863	ENSG00000133983.16	ENSPTRG00000045564.1
OG0011864	ENSG00000164929.17	ENSPTRG00000020488.6
OG0011865	ENSG00000015592.16	ENSPTRG00000020102.6
OG0011866	ENSG00000174982.3	ENSPTRG00000003604.3
OG0011867	ENSG00000244752.3	ENSPTRG00000014185.6
OG0011868	ENSG00000162430.17	ENSPTRG00000022721.5
OG0011869	ENSG00000188483.8	ENSPTRG00000042692.1, ENSPTRG00000044141.1
OG0011871	ENSG00000162775.16	ENSPTRG00000001074.6
OG0011872	ENSG00000141933.9	ENSPTRG00000049019.1
OG0011873	ENSG00000257950.3, ENSG00000083454.22	ENSPTRG00000008575.6
OG0011874	ENSG00000174808.12	ENSPTRG00000016168.4
OG0011875	ENSG00000113356.12	ENSPTRG00000017068.7, ENSPTRG00000045363.1
OG0011876	ENSG00000203760.8	ENSPTRG00000044162.1
OG0011877	ENSG00000116138.13	ENSPTRG00000000201.6
OG0011878	ENSG00000170619.10	ENSPTRG00000048363.1, ENSPTRG00000020718.6
OG0011879	ENSG00000175550.8	ENSPTRG00000003903.4
OG0011880	ENSG00000268861.7, ENSG00000104880.18	ENSPTRG00000010387.6
OG0011881	ENSG00000196154.12	ENSPTRG00000001348.7
OG0011882	ENSG00000154978.13	ENSPTRG00000019198.5
OG0011883	ENSG00000160796.18	ENSPTRG00000014864.6
OG0011884	ENSG00000107164.16	ENSPTRG00000021474.7
OG0011885	ENSG00000116809.11	ENSPTRG00000000211.6
OG0011886	ENSG00000254553.1, ENSG00000273274.2	ENSPTRG00000000485.4
OG0011887	ENSG00000224877.4	ENSPTRG00000041224.2
OG0011888	ENSG00000197779.13	ENSPTRG00000023331.5
OG0011888	ENSG00000105497.8	ENSPTRG00000011389.3
OG0011889	ENSG00000235453.10	ENSPTRG00000046844.1
OG0011890	ENSG00000129559.13, ENSG00000285246.2	ENSPTRG00000046344.1
OG0011891	ENSG00000140459.18, ENSG00000288362.1	ENSPTRG00000046983.1
OG0011892	ENSG00000256591.5, ENSG00000167985.6	ENSPTRG00000003743.4
OG0011893	ENSG00000164920.9	ENSPTRG00000020463.4
OG0011894	ENSG00000120314.18	ENSPTRG00000017323.5
OG0011895	ENSG00000163864.17	ENSPTRG00000015462.6
OG0011896	ENSG00000127364.3	ENSPTRG00000047526.1, ENSPTRG00000040235.2
OG0011897	ENSG00000174547.13	ENSPTRG00000044712.1, ENSPTRG00000003924.6
OG0011898	ENSG00000138100.13	ENSPTRG00000011759.6
OG0011899	ENSG00000186603.6	ENSPTRG00000000670.5
OG0011900	ENSG00000138085.16	ENSPTRG00000011755.4
OG0011901	ENSG00000181322.14	ENSPTRG00000015444.6
OG0011902	ENSG00000277069.2, ENSG00000182631.7	ENSPTRG00000016777.4
OG0011903	ENSG00000186009.5, ENSG00000288359.1	ENSPTRG00000006063.4
OG0011904	ENSG00000169836.5	ENSPTRG00000016331.5
OG0011905	ENSG00000141854.9, ENSG00000288191.1	ENSPTRG00000010581.4
OG0011906	ENSG00000156234.7	ENSPTRG00000016197.3
OG0011907	ENSG00000139437.18	ENSPTRG00000005432.5
OG0011908	ENSG00000284944.2, ENSG00000130772.14	ENSPTRG00000000431.5
OG0011909	ENSG00000274671.4, ENSG00000152939.17	ENSPTRG00000016951.7
OG0011910	ENSG00000115286.20	ENSPTRG00000010196.7
OG0011911	ENSG00000184344.4	ENSPTRG00000004615.4
OG0011912	ENSG00000117318.9, ENSG00000283060.2	ENSPTRG00000000331.4
OG0011913	ENSG00000135114.12	ENSPTRG00000005553.6
OG0011914	ENSG00000118137.9	ENSPTRG00000004316.6, ENSPTRG00000046016.1
OG0011915	ENSG00000169260.11, ENSG00000223687.4, ENSG00000233831.4, ENSG00000235178.4, ENSG00000197935.6, ENSG00000235589.4, ENSG00000225351.4	ENSPTRG00000017885.5
OG0011916	ENSG00000101220.17	ENSPTRG00000013204.7, ENSPTRG00000043785.1
OG0011917	ENSG00000285292.1	ENSPTRG00000019880.5
OG0011917	ENSG00000033050.9	ENSPTRG00000048152.1
OG0011918	ENSG00000104343.21	ENSPTRG00000020348.6
OG0011919	ENSG00000285617.1, ENSG00000187082.2, ENSG00000186579.3, ENSG00000275794.2, ENSG00000284937.2	ENSPTRG00000019961.3
OG0011920	ENSG00000135625.8	ENSPTRG00000012062.4
OG0011921	ENSG00000104904.12	ENSPTRG00000010230.5
OG0011922	ENSG00000175029.17	ENSPTRG00000003035.7
OG0011923	ENSG00000141873.11	ENSPTRG00000010242.4
OG0011924	ENSG00000205030.1	ENSPTRG00000044423.1
OG0011924	ENSG00000279395.3	ENSPTRG00000045812.1
OG0011925	ENSG00000105662.16	ENSPTRG00000010719.6
OG0011926	ENSG00000005007.12	ENSPTRG00000010721.5
OG0011927	ENSG00000165572.8	ENSPTRG00000044355.1
OG0011927	ENSG00000120696.9	ENSPTRG00000045760.1
OG0011928	ENSG00000180919.3	ENSPTRG00000003276.3
OG0011929	ENSG00000178096.9	ENSPTRG00000001241.4
OG0011930	ENSG00000105671.12	ENSPTRG00000010725.5
OG0011931	ENSG00000176601.13	ENSPTRG00000012490.6
OG0011932	ENSG00000181035.14	ENSPTRG00000010729.6
OG0011933	ENSG00000064545.15	ENSPTRG00000010730.5
OG0011934	ENSG00000064490.14	ENSPTRG00000010732.3
OG0011935	ENSG00000121851.13, ENSG00000280778.1	ENSPTRG00000001198.5
OG0011936	ENSG00000129932.10	ENSPTRG00000010263.4
OG0011938	ENSG00000179862.7	ENSPTRG00000000598.5
