Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0010338	ENSG00000100429.18	XP_015670160.1
OG0010339	ENSG00000175984.15	XP_015667536.1
OG0010340	ENSG00000134884.15	XP_015667311.1
OG0010341	ENSG00000116748.21	XP_015667537.1
OG0010342	ENSG00000126453.9	XP_029138842.1
OG0010343	ENSG00000153487.12	XP_015667308.1
OG0010344	ENSG00000102606.18	XP_015667304.1
OG0010345	ENSG00000196576.15	XP_015670166.1
OG0010346	ENSG00000130529.16	XP_015665665.1
OG0010347	ENSG00000048405.10	XP_015670164.1
OG0010348	ENSG00000170775.3	XP_015688014.2
OG0010349	ENSG00000134200.4	XP_015667551.1
OG0010351	ENSG00000116857.17	XP_015671825.1, XP_015671826.1
OG0010352	ENSG00000057593.13	XP_029140583.1
OG0010353	ENSG00000126218.12	XP_015674811.1
OG0010354	ENSG00000126231.14	XP_015674813.2
OG0010355	ENSG00000159166.15	XP_015671828.1
OG0010356	ENSG00000159173.19	XP_015671832.1
OG0010357	ENSG00000185896.11	XP_015674807.1
OG0010358	ENSG00000139835.14	XP_015674812.1
OG0010359	ENSG00000134369.15	XP_015668001.1
OG0010360	ENSG00000184497.13	XP_015681990.1
OG0010361	ENSG00000142552.8	XP_015665677.1, XP_015665678.1
OG0010362	ENSG00000126460.11	XP_015665681.1
OG0010363	ENSG00000176393.11	XP_015680665.1
OG0010364	ENSG00000106278.12	XP_029141273.1
OG0010365	ENSG00000126456.16	XP_015665683.1
OG0010366	ENSG00000002834.18	XP_015665684.1
OG0010367	ENSG00000170075.9	XP_015673787.1
OG0010368	ENSG00000196937.11	XP_015677760.1
OG0010369	ENSG00000204952.3	XP_015665636.1
OG0010370	ENSG00000283361.2	XP_015671958.1, XP_015671957.1
OG0010371	ENSG00000130177.16	XP_015671959.1
OG0010372	ENSG00000100422.14	XP_015678984.1
OG0010373	ENSG00000075240.17	XP_015687631.1
OG0010374	ENSG00000121931.16	XP_015673791.1
OG0010375	ENSG00000198824.7	XP_015671964.1
OG0010376	ENSG00000122180.5	XP_015673488.1
OG0010377	ENSG00000135960.10	XP_015675316.1
OG0010378	ENSG00000181982.18	XP_015683346.1
OG0010379	ENSG00000109606.13	XP_015683488.1
OG0010380	ENSG00000134375.11	XP_015673485.1
OG0010381	ENSG00000109819.9	XP_029142299.1
OG0010382	ENSG00000163431.13	XP_015673486.1
OG0010383	ENSG00000198892.6	XP_015673490.1
OG0010384	ENSG00000115665.9	XP_015681697.1
OG0010385	ENSG00000183155.5	XP_015671066.1
OG0010386	ENSG00000115652.14	XP_015672977.1
OG0010387	ENSG00000119147.10	XP_015672980.1
OG0010388	ENSG00000135966.13	XP_015670729.1
OG0010389	ENSG00000075568.17	XP_015686065.1
OG0010390	ENSG00000125998.8	XP_015671061.1
OG0010391	ENSG00000109805.10	XP_015672041.1
OG0010392	ENSG00000125965.9	XP_015671057.1
OG0010393	ENSG00000126001.16	XP_015671070.1
OG0010395	ENSG00000206190.12	XP_029142980.1
OG0010396	ENSG00000186297.12	XP_015666879.1
OG0010397	ENSG00000214078.12	XP_015671050.1, XP_015671048.1, XP_015671049.1
OG0010398	ENSG00000244462.8	XP_015671051.1
OG0010400	ENSG00000170471.15	XP_015669264.1
OG0010401	ENSG00000102218.6	XP_015667769.1
OG0010402	ENSG00000111203.13	XP_015682854.1
OG0010403	ENSG00000124177.15	XP_029139536.1
OG0010404	ENSG00000182378.14	XP_015667766.1
OG0010405	ENSG00000178605.13	XP_015667763.1
OG0010406	ENSG00000111206.12	XP_029142440.1
OG0010407	ENSG00000101342.10	XP_029139537.1
OG0010408	ENSG00000149639.15	XP_015669274.1
OG0010409	ENSG00000185960.14	XP_015671648.1, XP_029140011.1
OG0010410	ENSG00000047621.12	XP_015687044.2
OG0010411	ENSG00000214717.12	XP_029138841.1
OG0010412	ENSG00000002586.20	XP_015680926.1, XP_015681037.1
OG0010413	ENSG00000011105.14	XP_015683295.1
OG0010414	ENSG00000185652.12	XP_015683261.1
OG0010416	ENSG00000010278.14	XP_029143085.1, XP_015686400.1
OG0010417	ENSG00000101850.13	XP_015680888.1
OG0010418	ENSG00000047644.18	XP_029140172.1
OG0010419	ENSG00000047648.23	XP_015672510.1
OG0010420	ENSG00000169933.15	XP_029143066.1
OG0010421	ENSG00000139083.11	XP_015670104.1
OG0010422	ENSG00000100991.12	XP_015669270.1
OG0010423	ENSG00000046647.13	XP_015687401.1
OG0010424	ENSG00000181544.15	XP_015674395.1
OG0010425	ENSG00000130150.12	XP_015674394.1
OG0010426	ENSG00000101400.6	XP_015669262.1
OG0010427	ENSG00000186951.16	XP_015670106.1
OG0010428	ENSG00000130638.17	XP_015670950.1
OG0010429	ENSG00000173230.15	XP_029142075.1
OG0010430	ENSG00000077942.19	XP_015670949.1
OG0010431	ENSG00000128408.9	XP_015679062.1
OG0010432	ENSG00000077935.17	XP_015679059.1
OG0010433	ENSG00000056487.16	XP_015679519.1
OG0010434	ENSG00000130234.11	XP_029140508.1
OG0010435	ENSG00000186654.21	XP_015679520.1, XP_015685884.1
OG0010436	ENSG00000101464.10	XP_015672486.1
OG0010437	ENSG00000198646.14	XP_015672481.1
OG0010438	ENSG00000131067.17	XP_015672496.1
OG0010439	ENSG00000118707.10	XP_015672495.1
OG0010440	ENSG00000169895.6	XP_015673807.1
OG0010441	ENSG00000217442.4	XP_015667621.1
OG0010442	ENSG00000159307.19	XP_015675687.1
OG0010443	ENSG00000188158.15	XP_015677832.1
OG0010444	ENSG00000008086.13	XP_015680771.1
OG0010445	ENSG00000102104.9	XP_015680700.1
OG0010446	ENSG00000081026.19	XP_015675424.1
OG0010447	ENSG00000101452.15	XP_015668443.1
OG0010448	ENSG00000173698.18	XP_029141796.1
OG0010449	ENSG00000101445.10	XP_015668442.1
OG0010450	ENSG00000186472.20	XP_029139879.1
OG0010451	ENSG00000101438.4	XP_015675495.1
OG0010452	ENSG00000170381.14	XP_015680453.1
OG0010453	ENSG00000147010.18	XP_015680741.1
OG0010454	ENSG00000075213.11	XP_015682242.1
OG0010455	ENSG00000124145.6	XP_015671221.1
OG0010456	ENSG00000124232.11	XP_029142663.1, XP_015685157.1
OG0010457	ENSG00000124159.15	XP_015683547.1
OG0010458	ENSG00000124134.9	XP_015671849.2
OG0010459	ENSG00000185915.5	XP_015669914.1
OG0010460	ENSG00000091482.8	XP_015669909.1, XP_015669910.1
OG0010461	ENSG00000012174.12	XP_015669908.1
OG0010462	ENSG00000065328.16	XP_029142144.1
OG0010463	ENSG00000102174.9	XP_015669906.1
OG0010464	ENSG00000123131.13	XP_015683238.1
OG0010465	ENSG00000064205.10	XP_015681153.1
OG0010466	ENSG00000174010.9	XP_015683309.1
OG0010467	ENSG00000132824.14	XP_015685250.1
OG0010468	ENSG00000124120.11	XP_015685241.1
OG0010469	ENSG00000101074.4	XP_015685163.1
OG0010470	ENSG00000197296.6	XP_015685231.1
OG0010471	ENSG00000149635.3	XP_029142086.1, XP_015681601.2
OG0010472	ENSG00000158296.14	XP_015682061.1
OG0010473	ENSG00000064102.15	XP_015684287.1
OG0010474	ENSG00000197496.6	XP_015672137.1
OG0010475	ENSG00000111790.14	XP_015684286.1
OG0010476	ENSG00000064655.19	XP_015672136.1
OG0010477	ENSG00000004848.8	XP_015683431.1
OG0010479	ENSG00000198947.15	XP_029139026.1
OG0010480	ENSG00000157625.15	XP_015667973.1
OG0010481	ENSG00000124151.19	XP_015674712.2
OG0010482	ENSG00000120280.6	XP_015667977.1
OG0010483	ENSG00000169297.8	XP_015667970.1
OG0010484	ENSG00000196562.14	XP_015674711.1
OG0010485	ENSG00000047597.7	XP_015679398.1
OG0010486	ENSG00000165168.8	XP_015679396.1
OG0010487	ENSG00000101955.15	XP_029141529.1
OG0010488	ENSG00000182220.15	XP_015670394.1
OG0010489	ENSG00000124207.17	XP_015678283.1
OG0010490	ENSG00000180182.11	XP_015670393.1
OG0010491	ENSG00000158470.5	XP_015675235.1
OG0010492	ENSG00000187391.21	XP_029141794.1
OG0010493	ENSG00000158480.11	XP_015673605.1
OG0010494	ENSG00000006576.16	XP_015683136.1
OG0010495	ENSG00000124226.11	XP_015673606.1
OG0010496	ENSG00000188937.5	XP_029139781.1
OG0010497	ENSG00000135211.6	XP_015683135.1
OG0010498	ENSG00000127947.16	XP_015681159.1
OG0010499	ENSG00000240849.11	XP_029140357.1
OG0010500	ENSG00000087495.17	XP_015683542.1
OG0010501	ENSG00000132825.7	XP_015681238.1
OG0010502	ENSG00000196227.11	XP_029141879.1
OG0010503	ENSG00000124215.17	XP_015681235.1
OG0010504	ENSG00000149657.20	XP_015673622.1
OG0010505	ENSG00000184402.15	XP_015673627.1
OG0010506	ENSG00000130706.13	XP_015684064.1
OG0010507	ENSG00000277117.5, ENSG00000160223.17	XP_029139777.1
OG0010508	ENSG00000160218.13	XP_029141237.1
OG0010509	ENSG00000160216.20	XP_015678080.1
OG0010510	ENSG00000160207.9	XP_029139757.1
OG0010511	ENSG00000275993.3, ENSG00000142178.9	XP_015670249.1
OG0010512	ENSG00000149679.11	XP_015684310.1
OG0010513	ENSG00000130701.4	XP_029141838.1
OG0010514	ENSG00000101187.16	XP_015684851.1
OG0010515	ENSG00000101189.7	XP_029142267.1
OG0010516	ENSG00000160193.12	XP_015681669.1, XP_015686641.1
OG0010517	ENSG00000160191.18	XP_015681670.1
OG0010518	ENSG00000160188.10	XP_015677411.1
OG0010519	ENSG00000160183.16	XP_029141050.1
OG0010520	ENSG00000160179.18	XP_015680079.1
OG0010521	ENSG00000101191.17	XP_029141811.1
OG0010522	ENSG00000173276.14	XP_015680078.1
OG0010523	ENSG00000101194.18	XP_015680966.1
OG0010524	ENSG00000101197.13	XP_015679815.1
OG0010525	ENSG00000183421.12	XP_015678073.1
OG0010526	ENSG00000101199.13	XP_015672246.1
OG0010527	ENSG00000005249.13, ENSG00000284096.2	XP_015684275.1
OG0010528	ENSG00000183844.17	XP_015672414.1
OG0010529	ENSG00000182240.16	XP_015672415.2
OG0010530	ENSG00000105879.12	XP_015683580.2
OG0010532	ENSG00000182093.16, ENSG00000285815.1	XP_015669298.1
OG0010533	ENSG00000091140.14	XP_015684413.1
OG0010534	ENSG00000157557.13	XP_015669292.1
OG0010535	ENSG00000203883.7	XP_015682846.1
OG0010536	ENSG00000091136.14	XP_015684518.1, XP_015684958.1
OG0010537	ENSG00000157554.19	XP_015669291.1
OG0010538	ENSG00000157551.19	XP_015669290.1
OG0010539	ENSG00000157542.11	XP_015669297.1
OG0010540	ENSG00000157540.21	XP_015669289.1
OG0010541	ENSG00000157538.14	XP_015681700.1
OG0010542	ENSG00000185808.13	XP_015681678.1
OG0010543	ENSG00000159267.14	XP_015681667.1
OG0010544	ENSG00000159263.16	XP_015681655.1
OG0010545	ENSG00000159259.8	XP_015678664.1
OG0010546	ENSG00000101150.17	XP_015683661.1
OG0010547	ENSG00000139116.18	XP_015678932.1
OG0010548	ENSG00000159256.13	XP_015678662.1
OG0010549	ENSG00000159200.18	XP_015680786.1
OG0010550	ENSG00000276289.4, ENSG00000180509.12	XP_015682585.1
OG0010551	ENSG00000277277.3, ENSG00000222018.2	XP_015682586.1
OG0010552	ENSG00000159197.3	XP_015682589.1
OG0010553	ENSG00000243927.6	XP_015678567.1
OG0010554	ENSG00000100416.15	XP_015679244.1
OG0010555	ENSG00000078140.14	XP_015687444.1
OG0010556	ENSG00000150625.16	XP_015669427.1
OG0010557	ENSG00000078177.14	XP_015687441.1
OG0010558	ENSG00000168421.13	XP_015683924.1
OG0010559	ENSG00000163694.15	XP_015683475.1, XP_015683476.1
OG0010560	ENSG00000164107.8	XP_015670381.1
OG0010561	ENSG00000262938.6, ENSG00000205929.11	XP_015675185.1
OG0010562	ENSG00000159079.19	XP_015674963.1
OG0010563	ENSG00000132581.10	XP_015682946.1, XP_015684981.1
OG0010564	ENSG00000166979.13	XP_029140646.1
OG0010565	ENSG00000159055.4	XP_015674929.1
OG0010566	ENSG00000258472.9, ENSG00000167524.15	XP_015684540.1
OG0010567	ENSG00000109132.7	XP_015686131.1
OG0010568	ENSG00000156304.15	XP_015674906.1
OG0010569	ENSG00000109133.13	XP_015684731.1
OG0010570	ENSG00000142168.14	XP_015674917.1
OG0010571	ENSG00000188848.16	XP_015684366.1
OG0010572	ENSG00000156265.16	XP_015674873.1
OG0010573	ENSG00000215203.2	XP_015685173.1, XP_015684032.1
OG0010574	ENSG00000183783.7	XP_015682849.1
OG0010575	ENSG00000198862.14	XP_015679189.1
OG0010576	ENSG00000072201.14	XP_029142077.1
OG0010577	ENSG00000154736.6	XP_015670624.1
OG0010578	ENSG00000154734.15	XP_015670623.1
OG0010579	ENSG00000134853.12	XP_015683494.1
OG0010580	ENSG00000157404.15	XP_015678741.1
OG0010581	ENSG00000128052.10	XP_029141773.1
OG0010582	ENSG00000154646.9	XP_029139603.1
OG0010583	ENSG00000154645.14	XP_015669616.1
OG0010584	ENSG00000169855.20	XP_015679605.1
OG0010585	ENSG00000114480.13	XP_015679611.1
OG0010586	ENSG00000206538.9	XP_015673206.1
OG0010587	ENSG00000083937.9	XP_015673203.1
OG0010588	ENSG00000064835.11	XP_015673212.1
OG0010589	ENSG00000179097.5	XP_015673211.1
OG0010590	ENSG00000104723.21	XP_015671975.1
OG0010591	ENSG00000155970.12	XP_015686462.1
OG0010592	ENSG00000121634.5	XP_015673209.1
OG0010593	ENSG00000265107.3	XP_015673208.1
OG0010594	ENSG00000003987.14	XP_015686470.1
OG0010595	ENSG00000113845.10	XP_015673197.1
OG0010596	ENSG00000103160.12	XP_015678444.1
OG0010597	ENSG00000154099.18	XP_015678435.1
OG0010598	ENSG00000102878.16	XP_029141290.1
OG0010599	ENSG00000102871.16	XP_015678437.1
OG0010600	ENSG00000143167.12	XP_015675608.1
OG0010601	ENSG00000237172.4	XP_015678445.2
OG0010602	ENSG00000198842.10	XP_015675607.1
OG0010603	ENSG00000143190.23	XP_015682050.1
OG0010604	ENSG00000198821.10	XP_015682049.1
OG0010605	ENSG00000143158.11	XP_015683601.1
OG0010606	ENSG00000104760.17	XP_015686377.1
OG0010607	ENSG00000080200.10	XP_015687399.1
OG0010608	ENSG00000113966.10	XP_015687400.1
OG0010609	ENSG00000178750.3	XP_015677846.1
OG0010610	ENSG00000179021.10	XP_015674468.1
OG0010611	ENSG00000145476.16	XP_015687266.1
OG0010612	ENSG00000176040.13	XP_015685287.2, XP_015674477.1
OG0010613	ENSG00000164342.12	XP_015687267.1
OG0010614	ENSG00000144827.9	XP_015676953.1
OG0010615	ENSG00000240891.8	XP_015681471.1, XP_015684602.1
OG0010616	ENSG00000177707.11	XP_015685471.1
OG0010617	ENSG00000163507.14	XP_015677904.1
OG0010618	ENSG00000109762.16	XP_015687261.1
OG0010619	ENSG00000164323.14	XP_015687281.1
OG0010620	ENSG00000151725.12	XP_015687263.1
OG0010621	ENSG00000164303.11	XP_015687289.1
OG0010622	ENSG00000173320.12	XP_029143102.1
OG0010623	ENSG00000168564.6	XP_015687297.1
OG0010624	ENSG00000114446.5	XP_015677908.1
OG0010625	ENSG00000151718.16	XP_015687299.1
OG0010626	ENSG00000114439.19	XP_029141317.1
OG0010627	ENSG00000114423.22	XP_015671375.1
OG0010628	ENSG00000109674.4	XP_029139564.1
OG0010629	ENSG00000150630.4	XP_029139565.1
OG0010630	ENSG00000150627.15	XP_015669426.1
OG0010631	ENSG00000170044.8	XP_015677275.1
OG0010632	ENSG00000144802.11	XP_015668674.1
OG0010633	ENSG00000164161.10	XP_015670006.1
OG0010634	ENSG00000154174.8	XP_015685693.1
OG0010635	ENSG00000114021.12	XP_015676293.1
OG0010636	ENSG00000170185.10	XP_015672665.1
OG0010637	ENSG00000057019.16	XP_015676298.1
OG0010638	ENSG00000109452.12	XP_015672666.1, XP_029140221.1
OG0010639	ENSG00000144810.16	XP_015676299.1
OG0010640	ENSG00000064225.12	XP_015676300.1
OG0010641	ENSG00000116830.12	XP_015685115.2
OG0010642	ENSG00000170153.11	XP_015677034.1
OG0010643	ENSG00000143155.13	XP_015671516.1
OG0010644	ENSG00000109436.8	XP_015677070.1
OG0010645	ENSG00000143196.5	XP_015671498.1
OG0010646	ENSG00000143153.13	XP_015671487.1
OG0010647	ENSG00000143156.14	XP_015671476.1
OG0010648	ENSG00000196782.12	XP_029141163.1
OG0010649	ENSG00000117475.14	XP_015671465.1
OG0010650	ENSG00000145391.13	XP_015677776.1
OG0010651	ENSG00000172007.7	XP_015677774.1
OG0010652	ENSG00000198734.12	XP_029139968.1
OG0010653	ENSG00000189184.11	XP_015669021.1
OG0010654	ENSG00000144848.11	XP_015671396.1
OG0010655	ENSG00000091986.15	XP_015671373.1
OG0010656	ENSG00000197780.10	XP_015671349.1
OG0010657	ENSG00000164128.7	XP_015679471.1
OG0010658	ENSG00000144857.14	XP_015676807.1
OG0010659	ENSG00000145103.15	XP_015670401.1
OG0010660	ENSG00000178075.20	XP_015672348.1
OG0010661	ENSG00000151576.10	XP_015672345.1
OG0010662	ENSG00000171497.5	XP_015669825.1
OG0010663	ENSG00000184307.15	XP_015672343.1
OG0010664	ENSG00000181722.16	XP_015672347.1
OG0010665	ENSG00000172020.12	XP_015669097.1
OG0010666	ENSG00000114638.8	XP_015674667.1
OG0010667	ENSG00000031081.11	XP_029140558.1
OG0010668	ENSG00000121578.13	XP_015671666.1
OG0010669	ENSG00000133111.3	XP_015671676.2
OG0010670	ENSG00000133101.10	XP_015671673.2
OG0010671	ENSG00000133104.14	XP_015671669.1
OG0010672	ENSG00000109738.11	XP_015674825.1
OG0010673	ENSG00000145431.11	XP_015674824.1
OG0010674	ENSG00000133119.13	XP_015670723.1
OG0010675	ENSG00000164116.16	XP_015672030.1
OG0010676	ENSG00000083642.19	XP_015670720.1
OG0010677	ENSG00000121207.12	XP_029140087.1
OG0010678	ENSG00000171557.17	XP_029140625.1
OG0010679	ENSG00000171560.16	XP_015675043.1
OG0010680	ENSG00000139618.15	XP_015670735.1
OG0010681	ENSG00000171564.11	XP_015675042.1
OG0010682	ENSG00000171566.12	XP_015675034.1
OG0010683	ENSG00000284227.3, ENSG00000197410.14	XP_029140624.1
OG0010684	ENSG00000145423.5	XP_015673844.2
OG0010685	ENSG00000187676.8	XP_015670718.1
OG0010686	ENSG00000132965.9	XP_015670712.1
OG0010687	ENSG00000059691.12	XP_015680725.1
OG0010688	ENSG00000164142.16	XP_015680724.1
OG0010689	ENSG00000109686.18	XP_029140066.1
OG0010690	ENSG00000122042.10	XP_015687166.1
OG0010691	ENSG00000139514.13	XP_015687167.1
OG0010692	ENSG00000139508.14	XP_015678840.1, XP_015678839.1
OG0010693	ENSG00000071205.12	XP_015671934.1
OG0010694	ENSG00000164169.13	XP_015671935.1
OG0010695	ENSG00000149289.11	XP_015681187.2
OG0010696	ENSG00000164168.8	XP_015671936.1
OG0010697	ENSG00000137473.17	XP_015673673.1
OG0010698	ENSG00000132972.19	XP_029140142.1
OG0010699	ENSG00000138709.19	XP_015674944.1
OG0010700	ENSG00000164040.18	XP_015674943.1
OG0010701	ENSG00000196199.14	XP_015672322.1
OG0010702	ENSG00000121390.19	XP_015672316.1
OG0010703	ENSG00000164070.12	XP_015674949.1
OG0010704	ENSG00000121741.16	XP_015669898.1
OG0010705	ENSG00000165475.15	XP_015669901.1
OG0010706	ENSG00000196159.11	XP_029140462.1
OG0010707	ENSG00000172458.4	XP_015669902.1
OG0010708	ENSG00000151458.12	XP_015666981.1
OG0010709	ENSG00000145375.8	XP_015666959.1
OG0010710	ENSG00000181004.10	XP_015666935.1
OG0010711	ENSG00000164113.11	XP_015666738.1
OG0010712	ENSG00000165480.16	XP_015669905.2
OG0010713	ENSG00000180776.15	XP_015669896.1
OG0010714	ENSG00000165487.14	XP_015669897.1
OG0010715	ENSG00000151835.16	XP_015670366.1
OG0010716	ENSG00000127863.15	XP_015672514.1
OG0010717	ENSG00000138686.10	XP_015681430.1
OG0010718	ENSG00000027001.10	XP_015672519.1
OG0010719	ENSG00000165566.12	XP_029140174.1
OG0010720	ENSG00000149313.11	XP_015678973.1
OG0010721	ENSG00000173376.14	XP_015684419.1
OG0010722	ENSG00000182359.15	XP_015678974.1
OG0010723	ENSG00000170903.11	XP_015678975.1
OG0010724	ENSG00000138738.10	XP_029140449.1
OG0010725	ENSG00000183324.11	XP_015674069.1
OG0010726	ENSG00000187240.16	XP_015670205.1
OG0010727	ENSG00000145390.11	XP_015674065.2
OG0010728	ENSG00000172403.11	XP_015682475.2
OG0010729	ENSG00000150961.15	XP_015678775.1
OG0010730	ENSG00000145388.15	XP_015678774.1
OG0010731	ENSG00000145362.20	XP_029139821.1
OG0010732	ENSG00000149972.11	XP_029141216.1
OG0010733	ENSG00000073331.18	XP_015670574.1
OG0010734	ENSG00000138660.12	XP_015670575.1
OG0010735	ENSG00000174749.6	XP_015670581.1
OG0010736	ENSG00000087053.18	XP_029141629.1
OG0010737	ENSG00000138792.10	XP_015682445.1
OG0010738	ENSG00000166025.18	XP_015679310.2
OG0010739	ENSG00000134627.12	XP_015679266.1
OG0010740	ENSG00000183423.12	XP_015674464.1
OG0010741	ENSG00000196371.3	XP_015679265.1
OG0010742	ENSG00000257057.3	XP_015679264.1
OG0010743	ENSG00000123739.11	XP_015666930.1
OG0010744	ENSG00000138794.10	XP_015666700.1
OG0010745	ENSG00000110218.9	XP_015682687.1
OG0010746	ENSG00000005059.16	XP_015666813.1
OG0010747	ENSG00000138802.11	XP_015666585.1
OG0010748	ENSG00000188517.16	XP_015687374.1
OG0010749	ENSG00000165325.13	XP_015678583.1
OG0010750	ENSG00000180773.15	XP_015678584.1
OG0010751	ENSG00000138759.19	XP_015683190.1
OG0010752	ENSG00000138764.15	XP_015671864.2
OG0010753	ENSG00000138771.16	XP_015671865.1
OG0010754	ENSG00000118804.8	XP_015682638.1
OG0010755	ENSG00000077498.9	XP_015670209.1
OG0010756	ENSG00000109861.16	XP_029141386.1
OG0010757	ENSG00000138750.15	XP_015682640.1
OG0010758	ENSG00000166575.17	XP_015687598.1
OG0010759	ENSG00000174804.4	XP_015687596.1
OG0010760	ENSG00000138744.16	XP_015675633.2
OG0010761	ENSG00000149201.10	XP_015679408.1
OG0010762	ENSG00000149196.16	XP_015679407.1
OG0010763	ENSG00000132465.11	XP_015679320.1
OG0010764	ENSG00000074266.21	XP_015679406.1
OG0010765	ENSG00000132463.14	XP_015679316.1
OG0010766	ENSG00000179071.5	XP_015678244.1, XP_029142977.1
OG0010767	ENSG00000145321.13	XP_015674054.2
OG0010768	ENSG00000165490.13	XP_015682674.2
OG0010769	ENSG00000137509.11	XP_015682676.1
OG0010770	ENSG00000163541.12	XP_015682843.1
OG0010771	ENSG00000162951.11	XP_015683996.1
OG0010772	ENSG00000167315.18	XP_015667629.1
OG0010773	ENSG00000177576.11	XP_015682794.1
OG0010774	ENSG00000095015.6	XP_015676876.1
OG0010775	ENSG00000164512.18	XP_029140959.1
OG0010776	ENSG00000164509.15	XP_015679741.1
OG0010777	ENSG00000152670.19	XP_015679740.1
OG0010778	ENSG00000039123.16	XP_015679744.1
OG0010779	ENSG00000067248.10	XP_015679739.1
OG0010780	ENSG00000152669.9	XP_015667220.1
OG0010781	ENSG00000164283.13	XP_015667264.1
OG0010783	ENSG00000178996.14	XP_015678367.1
OG0010784	ENSG00000169271.3	XP_015678369.1
OG0010785	ENSG00000185305.11	XP_029141279.1
OG0010786	ENSG00000164258.12	XP_015678368.1
OG0010787	ENSG00000164171.11	XP_015670666.1
OG0010788	ENSG00000151883.18	XP_029140677.1
OG0010789	ENSG00000170571.12	XP_029140678.1
OG0010790	ENSG00000172239.14	XP_015675454.2
OG0010791	ENSG00000172244.9	XP_015684973.1, XP_029142915.1
OG0010792	ENSG00000151881.14	XP_015672610.1
OG0010793	ENSG00000177453.7	XP_015672609.1
OG0010794	ENSG00000112964.14	XP_015672608.2
OG0010795	ENSG00000151876.13	XP_015680744.1
OG0010796	ENSG00000205765.9	XP_015680745.1, XP_015686250.1
OG0010797	ENSG00000182836.10	XP_015675579.1
OG0010798	ENSG00000132356.11	XP_029140717.1
OG0010799	ENSG00000171522.6	XP_015675576.1
OG0010800	ENSG00000082074.18	XP_029140144.1
OG0010801	ENSG00000086200.16	XP_015674236.1
OG0010802	ENSG00000035499.13	XP_015680573.1
OG0010803	ENSG00000145632.15	XP_015670627.1
OG0010804	ENSG00000123219.13	XP_015668161.1
OG0010805	ENSG00000113593.12	XP_015668151.1
OG0010806	ENSG00000113597.18	XP_015668156.1, XP_015668155.1
OG0010807	ENSG00000153044.10	XP_015685446.1
OG0010808	ENSG00000164300.17	XP_015685387.1
OG0010809	ENSG00000113296.14	XP_015685397.1
OG0010810	ENSG00000152413.15	XP_015671913.1
OG0010811	ENSG00000152409.9	XP_029140063.1
OG0010812	ENSG00000113273.17	XP_015671916.1
OG0010813	ENSG00000085365.18	XP_015668182.1
OG0010814	ENSG00000171540.7	XP_015668183.1
OG0010815	ENSG00000164253.14	XP_015668179.1
OG0010816	ENSG00000145708.11	XP_015678194.1
OG0010817	ENSG00000181104.7	XP_015678199.1
OG0010818	ENSG00000145703.16	XP_029141256.1
OG0010819	ENSG00000164220.7	XP_015678202.1
OG0010820	ENSG00000122012.14	XP_015678196.1, XP_015678197.1
OG0010821	ENSG00000152359.15	XP_015675634.1
OG0010822	ENSG00000176928.7	XP_015675628.1
OG0010823	ENSG00000198780.12	XP_015675626.1
OG0010824	ENSG00000214944.9	XP_015675635.1
OG0010825	ENSG00000164338.10	XP_015674909.1
OG0010826	ENSG00000164331.10	XP_015674910.1
OG0010827	ENSG00000157111.13	XP_015674920.1
OG0010828	ENSG00000178175.12	XP_015674050.1
OG0010829	ENSG00000113048.16	XP_015674027.1
OG0010830	ENSG00000131711.15	XP_015674028.1
OG0010831	ENSG00000131844.16	XP_015674029.1
OG0010832	ENSG00000039319.17	XP_015674042.1
OG0010833	ENSG00000172497.9	XP_015670148.1
OG0010834	ENSG00000205464.12	XP_015665399.1
OG0010835	ENSG00000145681.11	XP_015665434.1
OG0010836	ENSG00000164180.13	XP_015671622.1
OG0010837	ENSG00000176055.10	XP_015679962.1
OG0010838	ENSG00000176018.13	XP_015679964.1
OG0010839	ENSG00000164199.18	XP_015679496.1
OG0010840	ENSG00000133302.13	XP_015668165.1
OG0010841	ENSG00000164291.17	XP_015687422.1
OG0010842	ENSG00000175449.14	XP_015687430.2
OG0010843	ENSG00000164292.13	XP_015687429.1
OG0010844	ENSG00000175426.11	XP_015687426.1
OG0010845	ENSG00000164307.13	XP_015687424.1
OG0010846	ENSG00000113441.16	XP_015687423.1
OG0010847	ENSG00000145721.12	XP_015669450.1
OG0010848	ENSG00000174136.13	XP_015679903.1
OG0010849	ENSG00000105607.13	XP_015668766.1
OG0010850	ENSG00000079999.14	XP_029139568.1
OG0010851	ENSG00000161888.11	XP_015669433.1
OG0010852	ENSG00000205279.8	XP_015676897.1
OG0010853	ENSG00000145808.10	XP_015670745.2
OG0010854	ENSG00000186367.7	XP_015670746.1
OG0010855	ENSG00000169567.12	XP_015677936.1
OG0010856	ENSG00000090054.15	XP_029141203.1
OG0010857	ENSG00000169071.15	XP_015677935.1
OG0010858	ENSG00000165025.15	XP_015676527.1
OG0010859	ENSG00000175893.11	XP_015673579.1
OG0010860	ENSG00000147869.5	XP_015673581.2
OG0010861	ENSG00000164946.19	XP_029140355.1
OG0010862	ENSG00000155158.20	XP_015675523.2
OG0010863	ENSG00000164975.15	XP_015675524.1
OG0010864	ENSG00000164989.17	XP_029140704.1
OG0010865	ENSG00000044459.15	XP_015677916.1
OG0010866	ENSG00000187764.11	XP_015678499.1
OG0010867	ENSG00000213694.5	XP_015678496.1
OG0010868	ENSG00000163827.13	XP_015672441.1
