Orthogroup	G_gallus.pep	A_carolinensis.pep
OG0011159	ENSGALG00000051280.1	ENSACAG00000017022.3
OG0011160	ENSGALG00000040761.2	ENSACAG00000015076.3
OG0011161	ENSGALG00000038714.2	ENSACAG00000017055.2
OG0011162	ENSGALG00000039088.3	ENSACAG00000017082.2
OG0011163	ENSGALG00000014152.6	ENSACAG00000014727.3
OG0011164	ENSGALG00000020488.5	ENSACAG00000022152.1
OG0011166	ENSGALG00000041774.3	ENSACAG00000025088.1
OG0011167	ENSGALG00000039974.2	ENSACAG00000017315.3
OG0011168	ENSGALG00000004362.6	ENSACAG00000013770.3
OG0011169	ENSGALG00000004328.7	ENSACAG00000013702.3
OG0011170	ENSGALG00000001577.7	ENSACAG00000017333.2
OG0011171	ENSGALG00000001563.3	ENSACAG00000017343.3
OG0011172	ENSGALG00000004306.6	ENSACAG00000013607.3
OG0011173	ENSGALG00000004267.6	ENSACAG00000013492.3
OG0011174	ENSGALG00000001036.7	ENSACAG00000017398.3
OG0011175	ENSGALG00000004191.5	ENSACAG00000017513.3
OG0011176	ENSGALG00000045511.2	ENSACAG00000009708.3
OG0011177	ENSGALG00000012059.7	ENSACAG00000009843.3
OG0011178	ENSGALG00000012049.6	ENSACAG00000010047.2
OG0011180	ENSGALG00000044814.2	ENSACAG00000010616.3
OG0011181	ENSGALG00000042351.2	ENSACAG00000017682.3
OG0011182	ENSGALG00000026167.3	ENSACAG00000017694.3
OG0011183	ENSGALG00000011704.6	ENSACAG00000010728.3
OG0011185	ENSGALG00000011689.6	ENSACAG00000011064.3
OG0011186	ENSGALG00000001311.6	ENSACAG00000017636.2
OG0011187	ENSGALG00000001348.5	ENSACAG00000017595.3
OG0011188	ENSGALG00000032632.3	ENSACAG00000005017.2
OG0011189	ENSGALG00000011671.6	ENSACAG00000004861.2
OG0011190	ENSGALG00000001518.5	ENSACAG00000017536.2
OG0011191	ENSGALG00000001021.6	ENSACAG00000017473.3
OG0011192	ENSGALG00000011652.7	ENSACAG00000004757.3
OG0011193	ENSGALG00000011630.7	ENSACAG00000004133.3
OG0011194	ENSGALG00000028770.3	ENSACAG00000004094.3
OG0011195	ENSGALG00000033314.3, ENSGALG00000042819.2, ENSGALG00000045238.2	ENSACAG00000029181.1
OG0011196	ENSGALG00000011593.6	ENSACAG00000003893.2
OG0011197	ENSGALG00000011592.7	ENSACAG00000003841.2
OG0011198	ENSGALG00000011354.4	ENSACAG00000005219.3
OG0011199	ENSGALG00000034212.2	ENSACAG00000005192.3
OG0011200	ENSGALG00000054909.1	ENSACAG00000002906.3
OG0011201	ENSGALG00000011375.5	ENSACAG00000002824.3
OG0011202	ENSGALG00000011386.7	ENSACAG00000002750.2
OG0011203	ENSGALG00000011393.6	ENSACAG00000002711.3
OG0011204	ENSGALG00000011402.7	ENSACAG00000002521.2
OG0011205	ENSGALG00000032452.2	ENSACAG00000016997.3
OG0011206	ENSGALG00000041800.3	ENSACAG00000016945.3
OG0011208	ENSGALG00000022166.4	ENSACAG00000001617.3
OG0011209	ENSGALG00000001618.6	ENSACAG00000016853.3
OG0011210	ENSGALG00000001626.5	ENSACAG00000011416.2
OG0011211	ENSGALG00000001725.6	ENSACAG00000016198.3
OG0011212	ENSGALG00000001777.7	ENSACAG00000008577.3
OG0011213	ENSGALG00000001790.6	ENSACAG00000008533.3
OG0011214	ENSGALG00000030511.3	ENSACAG00000010477.3
OG0011215	ENSGALG00000001862.4	ENSACAG00000008451.3
OG0011216	ENSGALG00000001883.6	ENSACAG00000008411.3
OG0011217	ENSGALG00000001955.4	ENSACAG00000008380.3
OG0011218	ENSGALG00000001971.6	ENSACAG00000008318.3
OG0011220	ENSGALG00000035153.2	ENSACAG00000009876.3
OG0011221	ENSGALG00000002008.7	ENSACAG00000008137.3
OG0011222	ENSGALG00000030548.2	ENSACAG00000006658.3
OG0011223	ENSGALG00000041025.3	ENSACAG00000008123.2
OG0011226	ENSGALG00000002062.7	ENSACAG00000007917.3
OG0011227	ENSGALG00000007350.7	ENSACAG00000007023.3
OG0011228	ENSGALG00000007362.7	ENSACAG00000007070.3
OG0011229	ENSGALG00000007370.3	ENSACAG00000007139.2
OG0011231	ENSGALG00000032903.3	ENSACAG00000007277.3
OG0011232	ENSGALG00000020479.5	ENSACAG00000007301.3
OG0011233	ENSGALG00000002194.5	ENSACAG00000007563.3
OG0011234	ENSGALG00000002278.6	ENSACAG00000007303.3
OG0011235	ENSGALG00000002415.6	ENSACAG00000006967.3
OG0011236	ENSGALG00000041522.2	ENSACAG00000008058.3
OG0011237	ENSGALG00000007999.6	ENSACAG00000006441.3
OG0011239	ENSGALG00000007955.6	ENSACAG00000006160.3
OG0011240	ENSGALG00000007822.6	ENSACAG00000006044.3
OG0011241	ENSGALG00000026295.3	ENSACAG00000005998.2
OG0011242	ENSGALG00000007808.5	ENSACAG00000005900.3
OG0011243	ENSGALG00000039347.3	ENSACAG00000008836.3
OG0011244	ENSGALG00000038769.3	ENSACAG00000005831.3
OG0011245	ENSGALG00000029445.2	ENSACAG00000005793.3
OG0011246	ENSGALG00000035816.2	ENSACAG00000005719.3
OG0011247	ENSGALG00000045529.2	ENSACAG00000009008.3
OG0011249	ENSGALG00000007747.6	ENSACAG00000005478.3
OG0011250	ENSGALG00000007723.6	ENSACAG00000005464.3
OG0011251	ENSGALG00000007702.7	ENSACAG00000005271.2
OG0011252	ENSGALG00000038812.3	ENSACAG00000005266.2
OG0011253	ENSGALG00000007676.7	ENSACAG00000005257.3
OG0011254	ENSGALG00000019761.5	ENSACAG00000005236.2
OG0011256	ENSGALG00000007661.6	ENSACAG00000005166.3
OG0011257	ENSGALG00000006857.6	ENSACAG00000005044.3
OG0011258	ENSGALG00000011224.6	ENSACAG00000014380.3
OG0011259	ENSGALG00000007623.6	ENSACAG00000004254.3
OG0011260	ENSGALG00000033515.2	ENSACAG00000014337.3
OG0011261	ENSGALG00000054770.1	ENSACAG00000014311.3
OG0011262	ENSGALG00000032915.3	ENSACAG00000014206.2
OG0011263	ENSGALG00000052741.1	ENSACAG00000028505.1
OG0011264	ENSGALG00000011306.6	ENSACAG00000013847.3
OG0011265	ENSGALG00000011318.7	ENSACAG00000013685.3
OG0011266	ENSGALG00000033811.2	ENSACAG00000013525.3
OG0011267	ENSGALG00000007386.6	ENSACAG00000001586.3
OG0011268	ENSGALG00000007367.6	ENSACAG00000001679.3
OG0011269	ENSGALG00000007364.7	ENSACAG00000001698.1
OG0011270	ENSGALG00000027991.3	ENSACAG00000012954.3
OG0011271	ENSGALG00000002954.6	ENSACAG00000002284.3
OG0011272	ENSGALG00000012187.6	ENSACAG00000002486.3
OG0011273	ENSGALG00000012190.6	ENSACAG00000002453.2
OG0011274	ENSGALG00000040896.3	ENSACAG00000009470.3
OG0011275	ENSGALG00000012214.5	ENSACAG00000002073.3
OG0011276	ENSGALG00000012259.7	ENSACAG00000001575.3
OG0011277	ENSGALG00000002841.5	ENSACAG00000010094.3
OG0011278	ENSGALG00000012355.6	ENSACAG00000000804.3
OG0011279	ENSGALG00000002900.6	ENSACAG00000010278.3
OG0011280	ENSGALG00000029083.3	ENSACAG00000000334.2
OG0011281	ENSGALG00000038290.3	ENSACAG00000010570.3
OG0011282	ENSGALG00000042814.2	ENSACAG00000010637.3
OG0011283	ENSGALG00000012418.6	ENSACAG00000003164.3
OG0011284	ENSGALG00000012424.6	ENSACAG00000003082.3
OG0011285	ENSGALG00000040465.2	ENSACAG00000023811.2
OG0011286	ENSGALG00000001726.6	ENSACAG00000028809.1
OG0011287	ENSGALG00000001750.6	ENSACAG00000028511.1
OG0011288	ENSGALG00000001826.7	ENSACAG00000004873.3
OG0011289	ENSGALG00000027809.4	ENSACAG00000016094.2
OG0011290	ENSGALG00000001850.7	ENSACAG00000004938.2
OG0011291	ENSGALG00000002113.6	ENSACAG00000015930.3
OG0011292	ENSGALG00000038627.2	ENSACAG00000015809.3
OG0011293	ENSGALG00000001383.6	ENSACAG00000015764.3
OG0011294	ENSGALG00000039652.2	ENSACAG00000015707.3
OG0011295	ENSGALG00000002866.6	ENSACAG00000010727.3
OG0011296	ENSGALG00000002891.7	ENSACAG00000010677.2
OG0011297	ENSGALG00000039628.2	ENSACAG00000015542.3
OG0011298	ENSGALG00000002790.6	ENSACAG00000015469.3
OG0011299	ENSGALG00000002944.5	ENSACAG00000010170.3
OG0011300	ENSGALG00000040035.3	ENSACAG00000015418.3
OG0011301	ENSGALG00000037395.2	ENSACAG00000015415.3
OG0011302	ENSGALG00000002831.6	ENSACAG00000015268.3
OG0011303	ENSGALG00000040360.2	ENSACAG00000015246.3
OG0011304	ENSGALG00000002863.6	ENSACAG00000015210.3
OG0011305	ENSGALG00000002878.7	ENSACAG00000015164.2
OG0011306	ENSGALG00000003136.6	ENSACAG00000025864.2
OG0011307	ENSGALG00000003148.6	ENSACAG00000009635.3
OG0011308	ENSGALG00000002886.4	ENSACAG00000015142.2
OG0011309	ENSGALG00000003553.6	ENSACAG00000015468.3
OG0011310	ENSGALG00000002893.6	ENSACAG00000029372.1
OG0011311	ENSGALG00000010047.6	ENSACAG00000009669.3
OG0011312	ENSGALG00000010036.6	ENSACAG00000009506.2
OG0011313	ENSGALG00000003578.6	ENSACAG00000015637.3
OG0011314	ENSGALG00000031255.2	ENSACAG00000013427.2
OG0011315	ENSGALG00000033012.2	ENSACAG00000013420.2
OG0011316	ENSGALG00000043744.3	ENSACAG00000013413.3
OG0011317	ENSGALG00000008145.5	ENSACAG00000016013.3
OG0011318	ENSGALG00000008155.6	ENSACAG00000016086.3
OG0011319	ENSGALG00000008803.7, ENSGALG00000045898.2	ENSACAG00000004660.2
OG0011320	ENSGALG00000036666.2	ENSACAG00000013070.3
OG0011321	ENSGALG00000031487.3	ENSACAG00000011477.3
OG0011322	ENSGALG00000004288.6	ENSACAG00000009425.3
OG0011324	ENSGALG00000004236.7	ENSACAG00000009729.3
OG0011325	ENSGALG00000030419.2	ENSACAG00000005717.3
OG0011326	ENSGALG00000021031.5	ENSACAG00000010490.2
OG0011327	ENSGALG00000040817.2	ENSACAG00000000840.3
OG0011328	ENSGALG00000041884.2	ENSACAG00000000808.2
OG0011329	ENSGALG00000008847.6	ENSACAG00000006033.3
OG0011330	ENSGALG00000039458.2	ENSACAG00000004208.2
OG0011331	ENSGALG00000034011.2	ENSACAG00000004022.3
OG0011332	ENSGALG00000008858.7	ENSACAG00000005865.3
OG0011333	ENSGALG00000037727.2	ENSACAG00000014332.3
OG0011334	ENSGALG00000008866.7	ENSACAG00000005832.3
OG0011335	ENSGALG00000033512.2	ENSACAG00000015039.3
OG0011336	ENSGALG00000028602.4	ENSACAG00000015037.3
OG0011337	ENSGALG00000040348.2	ENSACAG00000005744.3
OG0011338	ENSGALG00000008930.4	ENSACAG00000005727.1
OG0011339	ENSGALG00000008810.6	ENSACAG00000005568.3
OG0011340	ENSGALG00000029195.2	ENSACAG00000014420.3
OG0011341	ENSGALG00000004320.6	ENSACAG00000025202.2
OG0011342	ENSGALG00000019842.5	ENSACAG00000005336.3
OG0011343	ENSGALG00000016674.6	ENSACAG00000005118.3
OG0011344	ENSGALG00000016673.6	ENSACAG00000005070.3
OG0011345	ENSGALG00000047621.1	ENSACAG00000005066.3
OG0011346	ENSGALG00000004363.6	ENSACAG00000004980.3
OG0011347	ENSGALG00000004496.8	ENSACAG00000010675.3
OG0011348	ENSGALG00000004555.5	ENSACAG00000014750.1
OG0011349	ENSGALG00000027330.3	ENSACAG00000014813.2
OG0011350	ENSGALG00000005616.7	ENSACAG00000015011.2
OG0011351	ENSGALG00000003904.7	ENSACAG00000004551.3
OG0011352	ENSGALG00000005672.6	ENSACAG00000015182.3
OG0011353	ENSGALG00000030613.2	ENSACAG00000015352.3
OG0011354	ENSGALG00000027096.3	ENSACAG00000001605.3
OG0011355	ENSGALG00000005725.7	ENSACAG00000015531.3
OG0011356	ENSGALG00000008811.6	ENSACAG00000001717.3
OG0011357	ENSGALG00000008778.6	ENSACAG00000002009.3
OG0011358	ENSGALG00000008760.7	ENSACAG00000001044.3
OG0011359	ENSGALG00000005802.6	ENSACAG00000015792.3
OG0011360	ENSGALG00000008757.5	ENSACAG00000000999.2
OG0011361	ENSGALG00000008756.4	ENSACAG00000000871.3
OG0011362	ENSGALG00000008734.6	ENSACAG00000000663.3
OG0011363	ENSGALG00000009042.6	ENSACAG00000001110.3
OG0011364	ENSGALG00000009169.6	ENSACAG00000000575.3
OG0011365	ENSGALG00000002191.5	ENSACAG00000015608.2
OG0011366	ENSGALG00000014381.7	ENSACAG00000016946.3
OG0011367	ENSGALG00000002203.6	ENSACAG00000025540.2
OG0011368	ENSGALG00000037494.2	ENSACAG00000016983.1
OG0011369	ENSGALG00000006160.6	ENSACAG00000017109.3
OG0011370	ENSGALG00000002457.6	ENSACAG00000016226.3
OG0011371	ENSGALG00000010014.4	ENSACAG00000004247.3
OG0011372	ENSGALG00000016985.6	ENSACAG00000016400.3
OG0011373	ENSGALG00000002528.6	ENSACAG00000016481.1
OG0011374	ENSGALG00000008627.5	ENSACAG00000004636.3
OG0011375	ENSGALG00000017035.6	ENSACAG00000016560.3
OG0011376	ENSGALG00000017034.6	ENSACAG00000016628.3
OG0011377	ENSGALG00000017033.6	ENSACAG00000016639.3
OG0011378	ENSGALG00000032029.3	ENSACAG00000004798.2
OG0011379	ENSGALG00000017026.5	ENSACAG00000016762.3
OG0011380	ENSGALG00000017025.4	ENSACAG00000016806.3
OG0011381	ENSGALG00000017023.7	ENSACAG00000016821.3
OG0011382	ENSGALG00000017022.6	ENSACAG00000016829.3
OG0011383	ENSGALG00000008716.5	ENSACAG00000016901.2
OG0011384	ENSGALG00000033138.2	ENSACAG00000022673.1
OG0011385	ENSGALG00000009020.7	ENSACAG00000001567.3
OG0011386	ENSGALG00000045514.2	ENSACAG00000005472.3
OG0011387	ENSGALG00000008996.7	ENSACAG00000001973.3
OG0011388	ENSGALG00000043290.2	ENSACAG00000005587.3
OG0011389	ENSGALG00000008947.6	ENSACAG00000002086.2
OG0011390	ENSGALG00000032273.2	ENSACAG00000007117.3
OG0011391	ENSGALG00000008918.5	ENSACAG00000002255.3
OG0011392	ENSGALG00000008907.6	ENSACAG00000002271.3
OG0011393	ENSGALG00000008845.6	ENSACAG00000003084.3
OG0011394	ENSGALG00000016996.7	ENSACAG00000014770.2
OG0011395	ENSGALG00000033405.2	ENSACAG00000006017.3
OG0011396	ENSGALG00000041981.2	ENSACAG00000006124.2
OG0011397	ENSGALG00000016992.6	ENSACAG00000014570.2
OG0011398	ENSGALG00000033232.3	ENSACAG00000006510.2
OG0011399	ENSGALG00000007610.7	ENSACAG00000006880.3
OG0011401	ENSGALG00000007663.6	ENSACAG00000007076.3
OG0011402	ENSGALG00000017365.6	ENSACAG00000007202.3
OG0011403	ENSGALG00000007669.6	ENSACAG00000022061.2
OG0011404	ENSGALG00000037784.2	ENSACAG00000007264.3
OG0011405	ENSGALG00000002510.6	ENSACAG00000007267.3
OG0011407	ENSGALG00000002486.6	ENSACAG00000007557.3
OG0011408	ENSGALG00000049511.1	ENSACAG00000007744.3
OG0011409	ENSGALG00000016725.6	ENSACAG00000013496.3
OG0011410	ENSGALG00000003738.7	ENSACAG00000007967.3
OG0011411	ENSGALG00000003799.5	ENSACAG00000008007.3
OG0011412	ENSGALG00000016713.6	ENSACAG00000013175.3
OG0011413	ENSGALG00000044279.2	ENSACAG00000013170.2
OG0011414	ENSGALG00000003103.7	ENSACAG00000008410.3
OG0011415	ENSGALG00000002919.7	ENSACAG00000008460.3
OG0011416	ENSGALG00000016684.6	ENSACAG00000012398.2
OG0011417	ENSGALG00000017017.6	ENSACAG00000012150.3
OG0011418	ENSGALG00000017019.5	ENSACAG00000011999.3
OG0011419	ENSGALG00000017015.7	ENSACAG00000011679.3
OG0011420	ENSGALG00000016501.5	ENSACAG00000011677.3
OG0011421	ENSGALG00000028871.3	ENSACAG00000009348.3
OG0011422	ENSGALG00000016497.4	ENSACAG00000011587.2
OG0011423	ENSGALG00000037872.2	ENSACAG00000011448.3
OG0011424	ENSGALG00000001849.5	ENSACAG00000009108.3
OG0011425	ENSGALG00000016470.6	ENSACAG00000001600.2
OG0011426	ENSGALG00000016469.4	ENSACAG00000001604.2
OG0011427	ENSGALG00000016468.6	ENSACAG00000001607.3
OG0011428	ENSGALG00000016463.7	ENSACAG00000000956.3
OG0011429	ENSGALG00000000785.7	ENSACAG00000021969.2
OG0011430	ENSGALG00000041338.2	ENSACAG00000008693.3
OG0011431	ENSGALG00000038951.2	ENSACAG00000008638.3
OG0011432	ENSGALG00000035883.2	ENSACAG00000006892.3
OG0011433	ENSGALG00000002131.6	ENSACAG00000006950.3
OG0011434	ENSGALG00000042614.2	ENSACAG00000010861.3
OG0011435	ENSGALG00000050390.1	ENSACAG00000006995.3
OG0011436	ENSGALG00000002253.7	ENSACAG00000028931.1
OG0011437	ENSGALG00000016459.6	ENSACAG00000000402.3
OG0011438	ENSGALG00000016457.7	ENSACAG00000000384.3
OG0011439	ENSGALG00000016455.7	ENSACAG00000000267.3
OG0011440	ENSGALG00000050969.1	ENSACAG00000007689.2
OG0011442	ENSGALG00000016448.6	ENSACAG00000013086.2
OG0011443	ENSGALG00000016447.7	ENSACAG00000012985.3
OG0011444	ENSGALG00000003832.6	ENSACAG00000011356.3
OG0011445	ENSGALG00000003839.6	ENSACAG00000011406.3
OG0011446	ENSGALG00000016445.5	ENSACAG00000012738.3
OG0011447	ENSGALG00000004517.6	ENSACAG00000011554.3
OG0011448	ENSGALG00000016444.7	ENSACAG00000012600.3
OG0011449	ENSGALG00000027695.3	ENSACAG00000011701.3
OG0011451	ENSGALG00000054430.1	ENSACAG00000006619.2
OG0011452	ENSGALG00000016424.6	ENSACAG00000001759.3
OG0011453	ENSGALG00000003948.7	ENSACAG00000006743.3
OG0011454	ENSGALG00000001459.6	ENSACAG00000006898.3
OG0011455	ENSGALG00000016412.4	ENSACAG00000002267.3
OG0011456	ENSGALG00000043825.2	ENSACAG00000006939.3
OG0011457	ENSGALG00000028709.3	ENSACAG00000007048.2
OG0011458	ENSGALG00000016400.5	ENSACAG00000007061.3
OG0011459	ENSGALG00000043672.2	ENSACAG00000006988.3
OG0011460	ENSGALG00000016309.6	ENSACAG00000008404.2
OG0011461	ENSGALG00000016313.6	ENSACAG00000008412.3
OG0011462	ENSGALG00000042863.3	ENSACAG00000007129.2
OG0011463	ENSGALG00000016316.5	ENSACAG00000008561.3
OG0011464	ENSGALG00000001642.6	ENSACAG00000007417.3
OG0011465	ENSGALG00000001655.7	ENSACAG00000007470.2
OG0011466	ENSGALG00000036189.2	ENSACAG00000009115.3
OG0011467	ENSGALG00000016477.6	ENSACAG00000007095.3
OG0011468	ENSGALG00000001709.6	ENSACAG00000008198.3
OG0011469	ENSGALG00000001753.6	ENSACAG00000008228.3
OG0011470	ENSGALG00000016476.7	ENSACAG00000014548.3
OG0011471	ENSGALG00000016479.5	ENSACAG00000014474.3
OG0011472	ENSGALG00000001945.6	ENSACAG00000008376.3
OG0011473	ENSGALG00000016481.7	ENSACAG00000010491.3
OG0011474	ENSGALG00000002016.6	ENSACAG00000008408.3
OG0011475	ENSGALG00000016486.6	ENSACAG00000010669.3
OG0011476	ENSGALG00000004661.6	ENSACAG00000008923.3
OG0011477	ENSGALG00000016491.6	ENSACAG00000010692.3
OG0011478	ENSGALG00000004695.7	ENSACAG00000009093.3
OG0011479	ENSGALG00000004722.7	ENSACAG00000009126.3
OG0011480	ENSGALG00000026080.3	ENSACAG00000009166.3
OG0011481	ENSGALG00000004813.5	ENSACAG00000009212.3
OG0011482	ENSGALG00000022887.6	ENSACAG00000005105.2
OG0011483	ENSGALG00000016356.7	ENSACAG00000005283.3
OG0011484	ENSGALG00000004930.5	ENSACAG00000010219.2
OG0011485	ENSGALG00000028744.4	ENSACAG00000029169.1
OG0011486	ENSGALG00000016377.6	ENSACAG00000005554.3
OG0011487	ENSGALG00000004937.6	ENSACAG00000010299.3
OG0011488	ENSGALG00000004974.5	ENSACAG00000013360.3
OG0011489	ENSGALG00000016385.6	ENSACAG00000005804.3
OG0011490	ENSGALG00000025959.3	ENSACAG00000029532.1
OG0011491	ENSGALG00000044299.2	ENSACAG00000013119.3
OG0011492	ENSGALG00000005034.7	ENSACAG00000012998.3
OG0011493	ENSGALG00000016282.6	ENSACAG00000006590.3
OG0011494	ENSGALG00000005042.6	ENSACAG00000012926.2
OG0011495	ENSGALG00000016174.6	ENSACAG00000008167.3
OG0011496	ENSGALG00000005419.6	ENSACAG00000005894.3
OG0011497	ENSGALG00000015959.6	ENSACAG00000008477.3
OG0011498	ENSGALG00000035045.2	ENSACAG00000005826.3
OG0011499	ENSGALG00000031590.2	ENSACAG00000008491.3
OG0011500	ENSGALG00000005481.4	ENSACAG00000005759.3
OG0011501	ENSGALG00000015951.6	ENSACAG00000008532.3
OG0011502	ENSGALG00000005499.6	ENSACAG00000005729.2
OG0011503	ENSGALG00000005506.7	ENSACAG00000005724.3
OG0011504	ENSGALG00000015465.7	ENSACAG00000010080.3
OG0011505	ENSGALG00000015466.5	ENSACAG00000010256.3
OG0011506	ENSGALG00000005537.6	ENSACAG00000005604.3
OG0011507	ENSGALG00000015489.6	ENSACAG00000010511.3
OG0011508	ENSGALG00000015490.6	ENSACAG00000010524.2
OG0011509	ENSGALG00000015517.6	ENSACAG00000002122.3
OG0011510	ENSGALG00000015570.4	ENSACAG00000002117.2
OG0011511	ENSGALG00000015596.6	ENSACAG00000008524.3
OG0011512	ENSGALG00000015605.5	ENSACAG00000014366.3
OG0011513	ENSGALG00000015768.6	ENSACAG00000014451.3
OG0011514	ENSGALG00000015779.6	ENSACAG00000014701.3
OG0011515	ENSGALG00000015791.7	ENSACAG00000014837.3
OG0011516	ENSGALG00000005688.7	ENSACAG00000001921.3
OG0011517	ENSGALG00000005696.6	ENSACAG00000001874.3
OG0011518	ENSGALG00000015808.7	ENSACAG00000015094.3
OG0011519	ENSGALG00000015810.6	ENSACAG00000015127.3
OG0011520	ENSGALG00000035472.2	ENSACAG00000015199.2
OG0011521	ENSGALG00000015824.6	ENSACAG00000015229.2
OG0011522	ENSGALG00000015590.6	ENSACAG00000002330.3
OG0011523	ENSGALG00000044342.2	ENSACAG00000023781.1
OG0011524	ENSGALG00000014834.6	ENSACAG00000001865.2
OG0011525	ENSGALG00000014841.7	ENSACAG00000001787.3
OG0011526	ENSGALG00000013651.6	ENSACAG00000001694.3
OG0011527	ENSGALG00000014868.7	ENSACAG00000001363.3
OG0011528	ENSGALG00000038420.2	ENSACAG00000001260.3
OG0011529	ENSGALG00000014873.3	ENSACAG00000007625.2
OG0011530	ENSGALG00000014876.6	ENSACAG00000007537.3
OG0011531	ENSGALG00000005897.5	ENSACAG00000006015.3
OG0011532	ENSGALG00000005907.7	ENSACAG00000005839.2
OG0011533	ENSGALG00000014881.6	ENSACAG00000017700.3
OG0011534	ENSGALG00000014892.6	ENSACAG00000017676.3
OG0011535	ENSGALG00000014907.6	ENSACAG00000014255.3
OG0011536	ENSGALG00000014917.6	ENSACAG00000014238.3
OG0011537	ENSGALG00000014918.7	ENSACAG00000014185.3
OG0011538	ENSGALG00000005972.6	ENSACAG00000007321.2
OG0011539	ENSGALG00000032736.2	ENSACAG00000007334.3
OG0011540	ENSGALG00000005999.5	ENSACAG00000007369.2
OG0011541	ENSGALG00000006037.6	ENSACAG00000007455.3
OG0011542	ENSGALG00000014979.6	ENSACAG00000012316.3
OG0011543	ENSGALG00000006047.5	ENSACAG00000007501.3
OG0011544	ENSGALG00000026594.3	ENSACAG00000012310.3
OG0011545	ENSGALG00000037726.2	ENSACAG00000012165.3
OG0011546	ENSGALG00000015388.6	ENSACAG00000005496.3
OG0011547	ENSGALG00000030487.2	ENSACAG00000013807.3
OG0011548	ENSGALG00000006306.6	ENSACAG00000013744.3
OG0011549	ENSGALG00000015314.6	ENSACAG00000005763.3
OG0011550	ENSGALG00000015308.6	ENSACAG00000005829.3
OG0011551	ENSGALG00000006328.5	ENSACAG00000013659.2
OG0011552	ENSGALG00000015306.3	ENSACAG00000029292.1
OG0011553	ENSGALG00000006357.6	ENSACAG00000013515.3
OG0011554	ENSGALG00000015289.7	ENSACAG00000006072.3
OG0011555	ENSGALG00000015286.6	ENSACAG00000006083.3
OG0011556	ENSGALG00000008519.6	ENSACAG00000012082.3
OG0011557	ENSGALG00000015070.6	ENSACAG00000006338.3
OG0011558	ENSGALG00000008506.6	ENSACAG00000012285.2
OG0011559	ENSGALG00000015066.6	ENSACAG00000010686.3
OG0011560	ENSGALG00000015061.6	ENSACAG00000010739.2
OG0011561	ENSGALG00000008320.5	ENSACAG00000012377.3
OG0011562	ENSGALG00000015057.6	ENSACAG00000010896.3
OG0011563	ENSGALG00000015055.6	ENSACAG00000010941.3
OG0011564	ENSGALG00000015040.7	ENSACAG00000011354.3
OG0011565	ENSGALG00000035099.2	ENSACAG00000026715.2
OG0011566	ENSGALG00000017368.6	ENSACAG00000005657.3
OG0011567	ENSGALG00000019934.5	ENSACAG00000011793.2
OG0011568	ENSGALG00000040363.3	ENSACAG00000014950.3
OG0011569	ENSGALG00000054787.1	ENSACAG00000014946.3
OG0011570	ENSGALG00000011498.5	ENSACAG00000014913.3
OG0011571	ENSGALG00000019622.5	ENSACAG00000014882.3
OG0011572	ENSGALG00000011494.6	ENSACAG00000014782.3
OG0011573	ENSGALG00000011490.6	ENSACAG00000014679.2
OG0011574	ENSGALG00000011484.6	ENSACAG00000029558.1
OG0011575	ENSGALG00000050427.1	ENSACAG00000014540.3
OG0011576	ENSGALG00000007804.5	ENSACAG00000014845.3
OG0011577	ENSGALG00000011442.6	ENSACAG00000014301.3
OG0011578	ENSGALG00000011428.6	ENSACAG00000014247.3
OG0011579	ENSGALG00000027247.4	ENSACAG00000014201.3
OG0011580	ENSGALG00000037791.2	ENSACAG00000015389.3
OG0011581	ENSGALG00000038904.2	ENSACAG00000015376.3
OG0011582	ENSGALG00000013408.6	ENSACAG00000015244.3
OG0011583	ENSGALG00000015838.6	ENSACAG00000003956.2
OG0011584	ENSGALG00000015846.6	ENSACAG00000003998.3
OG0011585	ENSGALG00000013406.6	ENSACAG00000015231.3
OG0011586	ENSGALG00000055053.1	ENSACAG00000004285.2
OG0011587	ENSGALG00000007569.7	ENSACAG00000015104.3
OG0011588	ENSGALG00000015860.6	ENSACAG00000023044.2
OG0011589	ENSGALG00000007132.6	ENSACAG00000011418.3
OG0011590	ENSGALG00000040702.2	ENSACAG00000017347.3
OG0011591	ENSGALG00000015874.6	ENSACAG00000017368.3
OG0011592	ENSGALG00000015876.6	ENSACAG00000017409.3
OG0011594	ENSGALG00000048543.1	ENSACAG00000011880.2
OG0011595	ENSGALG00000015892.5	ENSACAG00000004784.3
OG0011596	ENSGALG00000041938.2	ENSACAG00000029103.1
OG0011597	ENSGALG00000028227.4	ENSACAG00000012132.3
OG0011598	ENSGALG00000006956.6	ENSACAG00000012184.3
OG0011599	ENSGALG00000006937.5	ENSACAG00000012274.3
OG0011600	ENSGALG00000006936.6	ENSACAG00000012328.3
OG0011601	ENSGALG00000036976.2	ENSACAG00000012386.2
OG0011602	ENSGALG00000015908.7	ENSACAG00000005078.3
OG0011603	ENSGALG00000006867.7	ENSACAG00000012576.2
OG0011604	ENSGALG00000013810.7	ENSACAG00000008420.3
OG0011605	ENSGALG00000013803.7	ENSACAG00000008206.3
OG0011606	ENSGALG00000013795.7	ENSACAG00000008187.2
OG0011607	ENSGALG00000019976.5	ENSACAG00000028361.1
OG0011608	ENSGALG00000013777.6	ENSACAG00000008093.3
OG0011609	ENSGALG00000040607.2	ENSACAG00000001630.3
OG0011610	ENSGALG00000006787.7	ENSACAG00000027709.1
