Orthogroup	G_gallus.pep	C_familiaris.pep
OG0011781	ENSGALG00000023554.4	ENSCAFG00000017836.2
OG0011782	ENSGALG00000003778.5	ENSCAFG00000030694.2
OG0011783	ENSGALG00000006808.6	ENSCAFG00000031531.2, ENSCAFG00000017521.4
OG0011784	ENSGALG00000044151.2	ENSCAFG00000020280.5
OG0011785	ENSGALG00000052986.1	ENSCAFG00000015069.5
OG0011787	ENSGALG00000021271.5	ENSCAFG00000012809.5
OG0011789	ENSGALG00000028167.4	ENSCAFG00000030041.2
OG0011790	ENSGALG00000053053.1	ENSCAFG00000017480.4
OG0011791	ENSGALG00000052515.1	ENSCAFG00000011257.5
OG0011792	ENSGALG00000034737.2	ENSCAFG00000019227.4
OG0011795	ENSGALG00000000764.7	ENSCAFG00000016882.4
OG0011797	ENSGALG00000053058.1	ENSCAFG00000029618.2
OG0011800	ENSGALG00000052506.1	ENSCAFG00000016851.4
OG0011801	ENSGALG00000005824.6	ENSCAFG00000013923.5
OG0011802	ENSGALG00000027234.4	ENSCAFG00000002970.4
OG0011804	ENSGALG00000019716.5	ENSCAFG00000016003.4
OG0011806	ENSGALG00000049138.1	ENSCAFG00000014601.6
OG0011807	ENSGALG00000041604.2	ENSCAFG00000001367.5
OG0011809	ENSGALG00000026600.3	ENSCAFG00000011960.4
OG0011810	ENSGALG00000036502.2	ENSCAFG00000019204.4
OG0011812	ENSGALG00000000377.6	ENSCAFG00000018524.4
OG0011813	ENSGALG00000034615.2	ENSCAFG00000015416.5
OG0011814	ENSGALG00000006757.6	ENSCAFG00000018177.4
OG0011815	ENSGALG00000042900.2	ENSCAFG00000014267.4
OG0011817	ENSGALG00000002598.7	ENSCAFG00000010761.4
OG0011821	ENSGALG00000026424.4	ENSCAFG00000020120.4
OG0011822	ENSGALG00000050005.1	ENSCAFG00000015964.4
OG0011823	ENSGALG00000050001.1	ENSCAFG00000015960.4
OG0011824	ENSGALG00000027734.4	ENSCAFG00000020093.1
OG0011827	ENSGALG00000008936.6, ENSGALG00000008932.6, ENSGALG00000021274.4	ENSCAFG00000019434.5
OG0011828	ENSGALG00000032690.3	ENSCAFG00000006320.4
OG0011829	ENSGALG00000000619.6	ENSCAFG00000018506.4
OG0011830	ENSGALG00000051412.1	ENSCAFG00000012475.4
OG0011831	ENSGALG00000045045.2	ENSCAFG00000023738.3
OG0011832	ENSGALG00000049538.1	ENSCAFG00000045671.1
OG0011833	ENSGALG00000005099.6	ENSCAFG00000003331.4
OG0011834	ENSGALG00000010638.6	ENSCAFG00000007750.5
OG0011837	ENSGALG00000037094.2	ENSCAFG00000007756.4
OG0011838	ENSGALG00000004383.5	ENSCAFG00000031516.2
OG0011840	ENSGALG00000003046.6	ENSCAFG00000016728.4
OG0011841	ENSGALG00000002463.6	ENSCAFG00000010156.4
OG0011843	ENSGALG00000031238.3	ENSCAFG00000017230.4
OG0011844	ENSGALG00000028256.3	ENSCAFG00000001954.5
OG0011845	ENSGALG00000013234.7	ENSCAFG00000016781.5
OG0011846	ENSGALG00000032489.2	ENSCAFG00000041379.1, ENSCAFG00000028831.2
OG0011848	ENSGALG00000033569.3	ENSCAFG00000015674.5
OG0011849	ENSGALG00000004574.6	ENSCAFG00000016539.4
OG0011852	ENSGALG00000021074.6	ENSCAFG00000014924.4
OG0011854	ENSGALG00000054971.1, ENSGALG00000051056.1	ENSCAFG00000012716.4
OG0011855	ENSGALG00000021163.4	ENSCAFG00000041053.1
OG0011858	ENSGALG00000007585.6	ENSCAFG00000012736.4
OG0011859	ENSGALG00000021692.5	ENSCAFG00000018753.4
OG0011860	ENSGALG00000006034.6	ENSCAFG00000015453.4
OG0011861	ENSGALG00000044581.2	ENSCAFG00000016433.5
OG0011862	ENSGALG00000032061.2	ENSCAFG00000041930.1
OG0011863	ENSGALG00000020449.5	ENSCAFG00000028922.2
OG0011864	ENSGALG00000051919.1	ENSCAFG00000032147.2
OG0011865	ENSGALG00000030929.2	ENSCAFG00000008715.5
OG0011866	ENSGALG00000051800.1	ENSCAFG00000014385.3, ENSCAFG00000008267.3, ENSCAFG00000015171.3
OG0011867	ENSGALG00000026086.4	ENSCAFG00000023827.3
OG0011868	ENSGALG00000001003.6	ENSCAFG00000044834.1
OG0011869	ENSGALG00000053552.1	ENSCAFG00000019990.4
OG0011871	ENSGALG00000000401.6	ENSCAFG00000019789.4
OG0011872	ENSGALG00000026780.4	ENSCAFG00000019719.4
OG0011873	ENSGALG00000004613.4	ENSCAFG00000023152.4
OG0011874	ENSGALG00000028608.2	ENSCAFG00000009013.4
OG0011875	ENSGALG00000014650.5	ENSCAFG00000046267.1
OG0011876	ENSGALG00000027454.3	ENSCAFG00000029836.2
OG0011877	ENSGALG00000032832.2	ENSCAFG00000016253.4
OG0011878	ENSGALG00000008867.5	ENSCAFG00000001673.4
OG0011879	ENSGALG00000047273.1	ENSCAFG00000028476.2
OG0011880	ENSGALG00000003572.6	ENSCAFG00000018211.5
OG0011881	ENSGALG00000026613.3, ENSGALG00000037599.2	ENSCAFG00000017552.4
OG0011882	ENSGALG00000042773.3	ENSCAFG00000003474.4
OG0011883	ENSGALG00000039120.3	ENSCAFG00000013517.4
OG0011884	ENSGALG00000003941.6	ENSCAFG00000019942.5
OG0011885	ENSGALG00000035352.2	ENSCAFG00000016122.4
OG0011886	ENSGALG00000003408.3	ENSCAFG00000023754.4
OG0011887	ENSGALG00000036659.2	ENSCAFG00000028925.2
OG0011890	ENSGALG00000036955.2	ENSCAFG00000012097.4
OG0011891	ENSGALG00000034982.2	ENSCAFG00000017888.4
OG0011892	ENSGALG00000040632.2	ENSCAFG00000030303.2
OG0011893	ENSGALG00000037695.2	ENSCAFG00000000493.4
OG0011894	ENSGALG00000029199.2	ENSCAFG00000049927.1
OG0011895	ENSGALG00000026187.3	ENSCAFG00000007624.4
OG0011898	ENSGALG00000033203.3	ENSCAFG00000004835.4
OG0011899	ENSGALG00000023348.4	ENSCAFG00000004619.3
OG0011900	ENSGALG00000050178.1	ENSCAFG00000004825.4
OG0011901	ENSGALG00000031071.2	ENSCAFG00000007538.4
OG0011902	ENSGALG00000017411.6	ENSCAFG00000031598.2
OG0011903	ENSGALG00000016822.5	ENSCAFG00000006390.4
OG0011904	ENSGALG00000004248.6, ENSGALG00000010596.6	ENSCAFG00000010855.5
OG0011906	ENSGALG00000052558.1, ENSGALG00000045607.2, ENSGALG00000010338.6, ENSGALG00000029532.3	ENSCAFG00000008692.4
OG0011907	ENSGALG00000035049.3	ENSCAFG00000010765.4
OG0011908	ENSGALG00000028149.3	ENSCAFG00000030600.2
OG0011909	ENSGALG00000027140.3	ENSCAFG00000007797.5
OG0011910	ENSGALG00000009703.6	ENSCAFG00000019529.4
OG0011911	ENSGALG00000003161.4	ENSCAFG00000032763.2
OG0011912	ENSGALG00000035317.2	ENSCAFG00000013269.4
OG0011914	ENSGALG00000007114.7	ENSCAFG00000013320.5
OG0011916	ENSGALG00000047323.1	ENSCAFG00000043071.1
OG0011917	ENSGALG00000034573.2	ENSCAFG00000004830.4
OG0011918	ENSGALG00000040097.2	ENSCAFG00000008119.5
OG0011920	ENSGALG00000016086.7	ENSCAFG00000031530.2
OG0011921	ENSGALG00000000812.6	ENSCAFG00000019411.5
OG0011922	ENSGALG00000009738.6	ENSCAFG00000012775.5
OG0011923	ENSGALG00000020582.6	ENSCAFG00000031660.2
OG0011925	ENSGALG00000003304.6	ENSCAFG00000014647.5
OG0011926	ENSGALG00000003220.6	ENSCAFG00000014578.4
OG0011929	ENSGALG00000054703.1	ENSCAFG00000046093.1
OG0011930	ENSGALG00000003130.7	ENSCAFG00000014512.4
OG0011931	ENSGALG00000011502.6, ENSGALG00000054339.1	ENSCAFG00000005038.4
OG0011932	ENSGALG00000002621.6	ENSCAFG00000014386.4
OG0011933	ENSGALG00000025809.3	ENSCAFG00000014369.4
OG0011934	ENSGALG00000037261.3	ENSCAFG00000014341.4
OG0011936	ENSGALG00000017524.4	ENSCAFG00000019225.3
OG0011987	ENSGALG00000012220.6	ENSCAFG00000014897.4
OG0011988	ENSGALG00000007594.5	ENSCAFG00000016550.4
OG0011990	ENSGALG00000041790.2	ENSCAFG00000014940.4
OG0011994	ENSGALG00000006211.6	ENSCAFG00000007053.4
OG0011997	ENSGALG00000007242.6	ENSCAFG00000019037.3
OG0011998	ENSGALG00000029537.3	ENSCAFG00000018035.4
OG0011999	ENSGALG00000035576.2	ENSCAFG00000030200.2
OG0012000	ENSGALG00000030255.2	ENSCAFG00000003303.5
OG0012001	ENSGALG00000054017.1	ENSCAFG00000015724.4
OG0012002	ENSGALG00000039284.3	ENSCAFG00000018077.4
OG0012003	ENSGALG00000004832.6	ENSCAFG00000017959.4
OG0012004	ENSGALG00000026944.3	ENSCAFG00000024150.2
OG0012007	ENSGALG00000007944.5	ENSCAFG00000010673.5
OG0012008	ENSGALG00000007924.2	ENSCAFG00000010652.4
OG0012010	ENSGALG00000037052.2	ENSCAFG00000010699.4
OG0012011	ENSGALG00000030994.2	ENSCAFG00000016747.3
OG0012012	ENSGALG00000053648.1	ENSCAFG00000010585.4
OG0012014	ENSGALG00000016003.6	ENSCAFG00000006407.4
OG0012016	ENSGALG00000008113.6	ENSCAFG00000010953.4
OG0012017	ENSGALG00000002412.6	ENSCAFG00000030134.2
OG0012018	ENSGALG00000036160.2	ENSCAFG00000010947.5
OG0012019	ENSGALG00000044433.2	ENSCAFG00000030390.2
OG0012022	ENSGALG00000000528.6	ENSCAFG00000019803.4
OG0012024	ENSGALG00000033557.2	ENSCAFG00000014076.4
OG0012026	ENSGALG00000036645.2	ENSCAFG00000014112.5
OG0012027	ENSGALG00000030118.2	ENSCAFG00000008457.4
OG0012028	ENSGALG00000022440.4	ENSCAFG00000030104.2
OG0012030	ENSGALG00000030436.1	ENSCAFG00000022732.2
OG0012031	ENSGALG00000032456.1	ENSCAFG00000022726.1
OG0012032	ENSGALG00000032142.1	ENSCAFG00000022723.1
OG0012033	ENSGALG00000043768.2	ENSCAFG00000022717.1
OG0012034	ENSGALG00000042750.1	ENSCAFG00000022713.1
OG0012035	ENSGALG00000040770.2	ENSCAFG00000016034.5
OG0012037	ENSGALG00000007930.7	ENSCAFG00000017454.5
OG0012038	ENSGALG00000028465.3	ENSCAFG00000019883.3
OG0012040	ENSGALG00000007979.6	ENSCAFG00000017469.4
OG0012045	ENSGALG00000004358.7	ENSCAFG00000016345.4
OG0012049	ENSGALG00000001608.7	ENSCAFG00000006252.4
OG0012050	ENSGALG00000050637.1	ENSCAFG00000004175.4
OG0012052	ENSGALG00000041384.2	ENSCAFG00000005141.5
OG0012055	ENSGALG00000006351.5	ENSCAFG00000015712.5
OG0012057	ENSGALG00000008135.6	ENSCAFG00000010971.5
OG0012061	ENSGALG00000006758.7	ENSCAFG00000032685.2
OG0012062	ENSGALG00000052760.1	ENSCAFG00000013555.3
OG0012064	ENSGALG00000002527.5	ENSCAFG00000019733.5
OG0012065	ENSGALG00000032642.2	ENSCAFG00000013136.5
OG0012070	ENSGALG00000028437.4	ENSCAFG00000029972.2
OG0012071	ENSGALG00000042322.2	ENSCAFG00000019277.4
OG0012074	ENSGALG00000038688.2	ENSCAFG00000010709.6
OG0012076	ENSGALG00000005083.7	ENSCAFG00000018248.4
OG0012078	ENSGALG00000005087.7	ENSCAFG00000018245.5
OG0012081	ENSGALG00000013532.7	ENSCAFG00000007104.4
OG0012082	ENSGALG00000006371.7	ENSCAFG00000025012.3
OG0012083	ENSGALG00000054988.1	ENSCAFG00000019845.4
OG0012087	ENSGALG00000003154.7	ENSCAFG00000018890.4
OG0012089	ENSGALG00000041764.2	ENSCAFG00000003456.4
OG0012090	ENSGALG00000031328.2	ENSCAFG00000005606.5
OG0012091	ENSGALG00000038771.3	ENSCAFG00000028953.2
OG0012092	ENSGALG00000003914.6	ENSCAFG00000015694.4
OG0012093	ENSGALG00000016651.7	ENSCAFG00000008018.4
OG0012094	ENSGALG00000053132.1	ENSCAFG00000012877.4
OG0012097	ENSGALG00000008239.7	ENSCAFG00000012111.4
OG0012100	ENSGALG00000014638.6	ENSCAFG00000016944.6
OG0012101	ENSGALG00000050158.1	ENSCAFG00000004587.4
OG0012104	ENSGALG00000006445.6	ENSCAFG00000013922.3
OG0012106	ENSGALG00000047515.1	ENSCAFG00000015776.3
OG0012108	ENSGALG00000032223.2	ENSCAFG00000005015.5
OG0012109	ENSGALG00000029760.3	ENSCAFG00000001405.4
OG0012120	ENSGALG00000017321.5	ENSCAFG00000005594.4
OG0012123	ENSGALG00000043827.2	ENSCAFG00000000967.2
OG0012124	ENSGALG00000041748.2	ENSCAFG00000000997.4
OG0012128	ENSGALG00000008070.6	ENSCAFG00000012343.4
OG0012129	ENSGALG00000038667.2	ENSCAFG00000005623.2
OG0012131	ENSGALG00000031243.2	ENSCAFG00000004698.4
OG0012134	ENSGALG00000045606.2	ENSCAFG00000010629.5
OG0012135	ENSGALG00000007358.5	ENSCAFG00000017138.4
OG0012136	ENSGALG00000023904.4	ENSCAFG00000010169.3
OG0012137	ENSGALG00000047514.1	ENSCAFG00000007407.4
OG0012140	ENSGALG00000013768.6	ENSCAFG00000000312.6
OG0012142	ENSGALG00000017302.6	ENSCAFG00000005437.4
OG0012143	ENSGALG00000001048.6	ENSCAFG00000028621.2
OG0012145	ENSGALG00000053332.1	ENSCAFG00000019368.4
OG0012146	ENSGALG00000001900.6	ENSCAFG00000001962.4
OG0012148	ENSGALG00000009202.5	ENSCAFG00000013640.4
OG0012152	ENSGALG00000005077.6	ENSCAFG00000019631.4
OG0012153	ENSGALG00000029583.2	ENSCAFG00000013089.4
OG0012155	ENSGALG00000001689.6	ENSCAFG00000017964.5
OG0012159	ENSGALG00000054900.1	ENSCAFG00000013730.5
OG0012161	ENSGALG00000004215.7	ENSCAFG00000011038.4
OG0012165	ENSGALG00000006460.6	ENSCAFG00000007107.4
OG0012166	ENSGALG00000006467.7	ENSCAFG00000007118.4
OG0012168	ENSGALG00000006586.6	ENSCAFG00000031042.2
OG0012170	ENSGALG00000007681.6	ENSCAFG00000010964.4
OG0012173	ENSGALG00000007030.6	ENSCAFG00000017726.4
OG0012174	ENSGALG00000005249.6	ENSCAFG00000002289.5
OG0012176	ENSGALG00000021520.5	ENSCAFG00000019781.4
OG0012177	ENSGALG00000042705.2	ENSCAFG00000023367.3
OG0012181	ENSGALG00000016774.6	ENSCAFG00000002223.5
OG0012188	ENSGALG00000002069.6	ENSCAFG00000002017.4
OG0012190	ENSGALG00000026674.3	ENSCAFG00000031428.2
OG0012193	ENSGALG00000035650.3	ENSCAFG00000031073.1
OG0012197	ENSGALG00000029383.3	ENSCAFG00000015836.4
OG0012198	ENSGALG00000026836.3, ENSGALG00000054999.1	ENSCAFG00000010930.5
OG0012201	ENSGALG00000027742.3	ENSCAFG00000028477.2
OG0012203	ENSGALG00000035211.2	ENSCAFG00000019619.5
OG0012204	ENSGALG00000039206.2	ENSCAFG00000006546.4
OG0012207	ENSGALG00000041435.2	ENSCAFG00000017362.4
OG0012208	ENSGALG00000038782.2	ENSCAFG00000000375.4
OG0012210	ENSGALG00000013861.6	ENSCAFG00000000267.3
OG0012212	ENSGALG00000028294.4	ENSCAFG00000012429.6
OG0012213	ENSGALG00000045901.2	ENSCAFG00000019509.3
OG0012214	ENSGALG00000012392.6	ENSCAFG00000000404.4
OG0012215	ENSGALG00000012412.6	ENSCAFG00000000413.4
OG0012217	ENSGALG00000051947.1	ENSCAFG00000004419.4
OG0012218	ENSGALG00000054251.1	ENSCAFG00000031192.3
OG0012219	ENSGALG00000002960.7	ENSCAFG00000010096.4
OG0012220	ENSGALG00000000535.6	ENSCAFG00000019676.4
OG0012221	ENSGALG00000038758.2	ENSCAFG00000008544.4
OG0012225	ENSGALG00000001081.7	ENSCAFG00000019470.5
OG0012233	ENSGALG00000005132.6	ENSCAFG00000020394.4
OG0012234	ENSGALG00000004101.5	ENSCAFG00000017813.3
OG0012235	ENSGALG00000053914.1	ENSCAFG00000015972.4
OG0012236	ENSGALG00000003911.5	ENSCAFG00000031724.2
OG0012238	ENSGALG00000026225.4	ENSCAFG00000011453.5
OG0012239	ENSGALG00000013995.5	ENSCAFG00000000187.3
OG0012241	ENSGALG00000029731.2	ENSCAFG00000006502.4
OG0012242	ENSGALG00000010079.6	ENSCAFG00000015005.4
OG0012243	ENSGALG00000043799.2	ENSCAFG00000000882.4
OG0012246	ENSGALG00000006008.6	ENSCAFG00000013185.4
OG0012248	ENSGALG00000030706.2	ENSCAFG00000012144.5
OG0012253	ENSGALG00000030095.2	ENSCAFG00000006159.5
OG0012259	ENSGALG00000048002.1	ENSCAFG00000012423.5
OG0012260	ENSGALG00000021340.6	ENSCAFG00000002077.5
OG0012263	ENSGALG00000035623.2	ENSCAFG00000014013.4
OG0012264	ENSGALG00000000044.7	ENSCAFG00000019660.3
OG0012266	ENSGALG00000040687.3	ENSCAFG00000043715.1
OG0012267	ENSGALG00000035630.3	ENSCAFG00000004598.4
OG0012268	ENSGALG00000021365.6	ENSCAFG00000001937.4
OG0012269	ENSGALG00000036365.2	ENSCAFG00000012719.5
OG0012272	ENSGALG00000039224.3	ENSCAFG00000025196.4
OG0012274	ENSGALG00000005377.6	ENSCAFG00000020031.4
OG0012276	ENSGALG00000007430.7	ENSCAFG00000012572.4
OG0012277	ENSGALG00000018439.6	ENSCAFG00000012935.4
OG0012278	ENSGALG00000003242.5	ENSCAFG00000006126.4
OG0012280	ENSGALG00000000903.7	ENSCAFG00000020066.5
OG0012281	ENSGALG00000000901.5	ENSCAFG00000020184.4
OG0012284	ENSGALG00000032634.3	ENSCAFG00000008517.4
OG0012285	ENSGALG00000026761.3	ENSCAFG00000003598.4
OG0012287	ENSGALG00000045875.2	ENSCAFG00000032433.2
OG0012289	ENSGALG00000001256.6	ENSCAFG00000008933.4
OG0012290	ENSGALG00000031214.2	ENSCAFG00000018452.5
OG0012292	ENSGALG00000043439.2	ENSCAFG00000047342.1
OG0012293	ENSGALG00000001167.5	ENSCAFG00000010259.2
OG0012294	ENSGALG00000001161.6	ENSCAFG00000032412.2
OG0012295	ENSGALG00000046164.2	ENSCAFG00000006420.5
OG0012299	ENSGALG00000038930.3	ENSCAFG00000042749.1
OG0012302	ENSGALG00000008834.6	ENSCAFG00000020315.5
OG0012306	ENSGALG00000001037.6	ENSCAFG00000020206.4
OG0012307	ENSGALG00000008733.6	ENSCAFG00000020300.4
OG0012310	ENSGALG00000002307.7	ENSCAFG00000015917.5
OG0012311	ENSGALG00000002303.5	ENSCAFG00000015921.4
OG0012317	ENSGALG00000033630.3	ENSCAFG00000000677.5
OG0012318	ENSGALG00000039011.3	ENSCAFG00000000676.4
OG0012320	ENSGALG00000006780.7	ENSCAFG00000015452.4
OG0012322	ENSGALG00000003478.4	ENSCAFG00000019877.4
OG0012325	ENSGALG00000009680.6	ENSCAFG00000012747.4
OG0012326	ENSGALG00000027232.3	ENSCAFG00000029901.2
OG0012327	ENSGALG00000054015.1	ENSCAFG00000017587.6
OG0012329	ENSGALG00000009069.6	ENSCAFG00000005335.5
OG0012331	ENSGALG00000040297.3	ENSCAFG00000015137.4
OG0012332	ENSGALG00000041473.2	ENSCAFG00000049076.1
OG0012333	ENSGALG00000040925.3	ENSCAFG00000012692.5
OG0012334	ENSGALG00000019554.5, ENSGALG00000019553.4	ENSCAFG00000023582.3
OG0012335	ENSGALG00000035199.3	ENSCAFG00000030644.2
OG0012337	ENSGALG00000000975.6	ENSCAFG00000019504.5
OG0012338	ENSGALG00000024122.4	ENSCAFG00000018519.5
OG0012340	ENSGALG00000039170.2	ENSCAFG00000001351.4
OG0012342	ENSGALG00000004103.6	ENSCAFG00000016655.4
OG0012343	ENSGALG00000032984.3	ENSCAFG00000013759.6
OG0012344	ENSGALG00000039685.2	ENSCAFG00000013008.3
OG0012346	ENSGALG00000050503.1	ENSCAFG00000019328.4
OG0012347	ENSGALG00000004189.6	ENSCAFG00000016491.2
OG0012348	ENSGALG00000011865.6	ENSCAFG00000012922.4
OG0012350	ENSGALG00000009973.6	ENSCAFG00000002538.4
OG0012351	ENSGALG00000035136.3	ENSCAFG00000003008.5
OG0012352	ENSGALG00000002646.6	ENSCAFG00000028669.2
OG0012358	ENSGALG00000027980.4	ENSCAFG00000025549.4
OG0012364	ENSGALG00000013893.7	ENSCAFG00000016053.4
OG0012366	ENSGALG00000001304.6	ENSCAFG00000019211.5
OG0012368	ENSGALG00000012885.7	ENSCAFG00000000068.6
OG0012370	ENSGALG00000014685.6	ENSCAFG00000049407.1
OG0012371	ENSGALG00000005066.6	ENSCAFG00000020095.4
OG0012374	ENSGALG00000034325.2	ENSCAFG00000019082.5
OG0012376	ENSGALG00000003285.6	ENSCAFG00000016657.5
OG0012378	ENSGALG00000002519.7	ENSCAFG00000019730.4
OG0012380	ENSGALG00000012470.5	ENSCAFG00000029093.2
OG0012381	ENSGALG00000007326.6	ENSCAFG00000019010.3
OG0012383	ENSGALG00000005160.6	ENSCAFG00000017665.4
OG0012386	ENSGALG00000008063.7	ENSCAFG00000017512.4
OG0012387	ENSGALG00000045842.2	ENSCAFG00000008962.5
OG0012392	ENSGALG00000032031.3	ENSCAFG00000008925.4
OG0012394	ENSGALG00000037644.2	ENSCAFG00000008906.5
OG0012395	ENSGALG00000027700.4	ENSCAFG00000017129.4
OG0012397	ENSGALG00000049273.1	ENSCAFG00000018796.4
OG0012399	ENSGALG00000008319.6	ENSCAFG00000009076.4
OG0012400	ENSGALG00000013371.6	ENSCAFG00000019278.4
OG0012403	ENSGALG00000005975.6	ENSCAFG00000016189.3
OG0012405	ENSGALG00000052646.1	ENSCAFG00000019444.4
OG0012407	ENSGALG00000041346.3	ENSCAFG00000007026.5
OG0012408	ENSGALG00000005422.6	ENSCAFG00000028553.2, ENSCAFG00000049380.1
OG0012409	ENSGALG00000005451.6	ENSCAFG00000008090.4
OG0012410	ENSGALG00000030031.2	ENSCAFG00000028514.2
OG0012412	ENSGALG00000053965.1	ENSCAFG00000013661.5
OG0012415	ENSGALG00000011469.6	ENSCAFG00000014490.4
OG0012416	ENSGALG00000052546.1	ENSCAFG00000045412.1
OG0012417	ENSGALG00000015977.6	ENSCAFG00000006089.4
OG0012419	ENSGALG00000001533.6	ENSCAFG00000020347.5
OG0012422	ENSGALG00000001214.6	ENSCAFG00000031576.2
OG0012423	ENSGALG00000004793.6	ENSCAFG00000019078.5
OG0012425	ENSGALG00000011904.6	ENSCAFG00000015647.5
OG0012430	ENSGALG00000050403.1	ENSCAFG00000005000.3
OG0012431	ENSGALG00000028666.4	ENSCAFG00000015570.4
OG0012432	ENSGALG00000038461.3	ENSCAFG00000000126.4
OG0012434	ENSGALG00000054655.1	ENSCAFG00000000107.4
OG0012435	ENSGALG00000002525.7	ENSCAFG00000007068.5
OG0012436	ENSGALG00000001093.7	ENSCAFG00000019487.4
OG0012438	ENSGALG00000034675.2	ENSCAFG00000025085.4
OG0012440	ENSGALG00000038145.3	ENSCAFG00000019515.4
OG0012441	ENSGALG00000053670.1	ENSCAFG00000049181.1
OG0012444	ENSGALG00000004221.6	ENSCAFG00000030698.2
OG0012446	ENSGALG00000007257.5	ENSCAFG00000018953.4
OG0012449	ENSGALG00000023682.5	ENSCAFG00000042336.1
OG0012450	ENSGALG00000019489.5	ENSCAFG00000018122.4
OG0012453	ENSGALG00000002000.6	ENSCAFG00000017652.4
OG0012454	ENSGALG00000001058.6	ENSCAFG00000019474.5
OG0012455	ENSGALG00000028809.3	ENSCAFG00000014874.4
OG0012457	ENSGALG00000015086.6	ENSCAFG00000014108.4
OG0012459	ENSGALG00000005086.6	ENSCAFG00000015190.4
OG0012463	ENSGALG00000005401.7	ENSCAFG00000031441.2
OG0012464	ENSGALG00000015459.6, ENSGALG00000049581.1	ENSCAFG00000029579.1
OG0012467	ENSGALG00000031570.3	ENSCAFG00000008561.4
OG0012469	ENSGALG00000003743.5	ENSCAFG00000046619.1
OG0012472	ENSGALG00000005000.6	ENSCAFG00000015413.5
OG0012475	ENSGALG00000032308.2	ENSCAFG00000015441.4
OG0012476	ENSGALG00000008949.5	ENSCAFG00000011219.5
OG0012477	ENSGALG00000003398.7	ENSCAFG00000005847.5
OG0012479	ENSGALG00000033137.3	ENSCAFG00000019949.4
OG0012480	ENSGALG00000006788.7	ENSCAFG00000008832.4
OG0012482	ENSGALG00000028047.3	ENSCAFG00000029187.2
OG0012483	ENSGALG00000008840.6	ENSCAFG00000010928.5
OG0012485	ENSGALG00000040929.3	ENSCAFG00000009332.3
OG0012487	ENSGALG00000005805.7	ENSCAFG00000004931.5
OG0012489	ENSGALG00000020922.6	ENSCAFG00000013460.4
OG0012490	ENSGALG00000006567.6	ENSCAFG00000011716.4
OG0012492	ENSGALG00000051773.1	ENSCAFG00000011695.5
OG0012494	ENSGALG00000023640.5	ENSCAFG00000006836.4
OG0012495	ENSGALG00000026192.3	ENSCAFG00000007617.4
OG0012496	ENSGALG00000000667.6	ENSCAFG00000002579.5
OG0012497	ENSGALG00000017102.5	ENSCAFG00000006823.1
OG0012499	ENSGALG00000039334.2	ENSCAFG00000009075.4
OG0012501	ENSGALG00000052499.1	ENSCAFG00000008114.4
OG0012502	ENSGALG00000004336.7	ENSCAFG00000005743.4
OG0012507	ENSGALG00000001604.6	ENSCAFG00000009737.4
OG0012508	ENSGALG00000028115.3	ENSCAFG00000012290.3
OG0012512	ENSGALG00000017327.4	ENSCAFG00000005628.4
OG0012513	ENSGALG00000005268.7	ENSCAFG00000005272.4
OG0012514	ENSGALG00000030268.2	ENSCAFG00000005332.4
OG0012516	ENSGALG00000044726.2	ENSCAFG00000019683.5
OG0012518	ENSGALG00000045092.2	ENSCAFG00000000214.4
OG0012520	ENSGALG00000008611.5	ENSCAFG00000023631.4
OG0012521	ENSGALG00000000911.7	ENSCAFG00000011459.5
OG0012522	ENSGALG00000008613.6	ENSCAFG00000046020.1, ENSCAFG00000044483.1
OG0012523	ENSGALG00000000630.5	ENSCAFG00000020294.4
OG0012524	ENSGALG00000049589.1	ENSCAFG00000011518.4
OG0012526	ENSGALG00000023454.4	ENSCAFG00000029601.2
OG0012527	ENSGALG00000033971.2	ENSCAFG00000019293.4
OG0012528	ENSGALG00000005315.7	ENSCAFG00000019614.3
OG0012529	ENSGALG00000006189.6	ENSCAFG00000004885.4
OG0012530	ENSGALG00000028283.3	ENSCAFG00000023030.4
OG0012531	ENSGALG00000050508.1	ENSCAFG00000004687.5
OG0012532	ENSGALG00000016301.5	ENSCAFG00000002316.5
OG0012534	ENSGALG00000013748.7	ENSCAFG00000000038.5
OG0012535	ENSGALG00000016300.6	ENSCAFG00000002322.4
OG0012536	ENSGALG00000031975.2	ENSCAFG00000001505.4
OG0012537	ENSGALG00000016296.6	ENSCAFG00000002331.5
OG0012538	ENSGALG00000044510.2	ENSCAFG00000023159.3
OG0012544	ENSGALG00000042534.2	ENSCAFG00000000011.5
OG0012547	ENSGALG00000052374.1	ENSCAFG00000017351.6
OG0012553	ENSGALG00000006797.6	ENSCAFG00000029140.2
OG0012555	ENSGALG00000012677.7	ENSCAFG00000010226.4
OG0012556	ENSGALG00000007082.6	ENSCAFG00000003685.5
OG0012562	ENSGALG00000012489.7	ENSCAFG00000013977.5
OG0012564	ENSGALG00000014997.6	ENSCAFG00000011012.4
OG0012565	ENSGALG00000003921.5	ENSCAFG00000009684.4
OG0012566	ENSGALG00000017323.6	ENSCAFG00000005598.4
OG0012568	ENSGALG00000042030.2	ENSCAFG00000005527.4
OG0012570	ENSGALG00000052975.1	ENSCAFG00000008509.4
OG0012572	ENSGALG00000051597.1	ENSCAFG00000043972.1
OG0012577	ENSGALG00000001994.7	ENSCAFG00000019663.4
OG0012579	ENSGALG00000009085.6	ENSCAFG00000019133.5
