Orthogroup	G_gallus.pep	P_troglodytes.pep
OG0011268	ENSGALG00000007367.6	ENSPTRG00000045369.1
OG0011269	ENSGALG00000007364.7	ENSPTRG00000009413.4
OG0011270	ENSGALG00000027991.3	ENSPTRG00000012927.4
OG0011271	ENSGALG00000002954.6	ENSPTRG00000009417.5
OG0011272	ENSGALG00000012187.6	ENSPTRG00000012485.4
OG0011273	ENSGALG00000012190.6	ENSPTRG00000012486.6
OG0011274	ENSGALG00000040896.3	ENSPTRG00000009791.5
OG0011275	ENSGALG00000012214.5	ENSPTRG00000012491.6
OG0011276	ENSGALG00000012259.7	ENSPTRG00000012496.6
OG0011277	ENSGALG00000002841.5	ENSPTRG00000009787.3
OG0011278	ENSGALG00000012355.6	ENSPTRG00000012500.4
OG0011279	ENSGALG00000002900.6	ENSPTRG00000009781.4
OG0011280	ENSGALG00000029083.3	ENSPTRG00000012505.3
OG0011281	ENSGALG00000038290.3	ENSPTRG00000009772.4
OG0011282	ENSGALG00000042814.2	ENSPTRG00000041870.2
OG0011283	ENSGALG00000012418.6	ENSPTRG00000012509.7
OG0011284	ENSGALG00000012424.6	ENSPTRG00000012511.6
OG0011285	ENSGALG00000040465.2	ENSPTRG00000012513.5
OG0011286	ENSGALG00000001726.6	ENSPTRG00000017502.4
OG0011287	ENSGALG00000001750.6	ENSPTRG00000017504.5
OG0011288	ENSGALG00000001826.7	ENSPTRG00000017506.5
OG0011289	ENSGALG00000027809.4	ENSPTRG00000028509.3
OG0011290	ENSGALG00000001850.7	ENSPTRG00000017507.5
OG0011291	ENSGALG00000002113.6	ENSPTRG00000017517.4
OG0011292	ENSGALG00000038627.2	ENSPTRG00000017388.5
OG0011293	ENSGALG00000001383.6	ENSPTRG00000017389.6
OG0011294	ENSGALG00000039652.2	ENSPTRG00000017402.6
OG0011295	ENSGALG00000002866.6	ENSPTRG00000012875.6
OG0011296	ENSGALG00000002891.7	ENSPTRG00000012876.4
OG0011297	ENSGALG00000039628.2	ENSPTRG00000017394.6
OG0011298	ENSGALG00000002790.6	ENSPTRG00000017393.7
OG0011299	ENSGALG00000002944.5	ENSPTRG00000012881.5
OG0011300	ENSGALG00000040035.3	ENSPTRG00000017391.5
OG0011301	ENSGALG00000037395.2	ENSPTRG00000044878.1
OG0011302	ENSGALG00000002831.6	ENSPTRG00000017531.6
OG0011303	ENSGALG00000040360.2	ENSPTRG00000017534.3
OG0011304	ENSGALG00000002863.6	ENSPTRG00000017535.6
OG0011305	ENSGALG00000002878.7	ENSPTRG00000017540.5
OG0011306	ENSGALG00000003136.6	ENSPTRG00000048797.1
OG0011307	ENSGALG00000003148.6	ENSPTRG00000012885.6
OG0011308	ENSGALG00000002886.4	ENSPTRG00000017542.5
OG0011309	ENSGALG00000003553.6	ENSPTRG00000012889.6
OG0011310	ENSGALG00000002893.6	ENSPTRG00000017543.5
OG0011311	ENSGALG00000010047.6	ENSPTRG00000011778.5
OG0011312	ENSGALG00000010036.6	ENSPTRG00000049710.1
OG0011313	ENSGALG00000003578.6	ENSPTRG00000012892.6
OG0011314	ENSGALG00000031255.2	ENSPTRG00000017361.7
OG0011315	ENSGALG00000033012.2	ENSPTRG00000017360.6
OG0011316	ENSGALG00000043744.3	ENSPTRG00000017358.6
OG0011317	ENSGALG00000008145.5	ENSPTRG00000012783.6
OG0011318	ENSGALG00000008155.6	ENSPTRG00000012787.5
OG0011319	ENSGALG00000008803.7, ENSGALG00000045898.2	ENSPTRG00000022953.5
OG0011320	ENSGALG00000036666.2	ENSPTRG00000017229.4
OG0011321	ENSGALG00000031487.3	ENSPTRG00000017231.6
OG0011322	ENSGALG00000004288.6	ENSPTRG00000013097.5
OG0011324	ENSGALG00000004236.7	ENSPTRG00000028947.4
OG0011325	ENSGALG00000030419.2	ENSPTRG00000012747.6
OG0011326	ENSGALG00000021031.5	ENSPTRG00000013071.4
OG0011327	ENSGALG00000040817.2	ENSPTRG00000012745.5
OG0011328	ENSGALG00000041884.2	ENSPTRG00000012743.6
OG0011329	ENSGALG00000008847.6	ENSPTRG00000011978.6
OG0011330	ENSGALG00000039458.2	ENSPTRG00000012738.4
OG0011331	ENSGALG00000034011.2	ENSPTRG00000012737.6
OG0011332	ENSGALG00000008858.7	ENSPTRG00000011974.5
OG0011333	ENSGALG00000037727.2	ENSPTRG00000012735.6
OG0011334	ENSGALG00000008866.7	ENSPTRG00000024270.6
OG0011335	ENSGALG00000033512.2	ENSPTRG00000017545.6
OG0011336	ENSGALG00000028602.4	ENSPTRG00000017547.3
OG0011337	ENSGALG00000040348.2	ENSPTRG00000011969.6
OG0011338	ENSGALG00000008930.4	ENSPTRG00000051560.1
OG0011339	ENSGALG00000008810.6	ENSPTRG00000011964.5
OG0011340	ENSGALG00000029195.2	ENSPTRG00000017379.6
OG0011341	ENSGALG00000004320.6	ENSPTRG00000017435.4
OG0011342	ENSGALG00000019842.5	ENSPTRG00000018268.4
OG0011343	ENSGALG00000016674.6	ENSPTRG00000018277.7
OG0011344	ENSGALG00000016673.6	ENSPTRG00000040958.2
OG0011345	ENSGALG00000047621.1	ENSPTRG00000014021.6
OG0011346	ENSGALG00000004363.6	ENSPTRG00000014019.3
OG0011347	ENSGALG00000004496.8	ENSPTRG00000017428.6
OG0011348	ENSGALG00000004555.5	ENSPTRG00000017423.6
OG0011349	ENSGALG00000027330.3	ENSPTRG00000017420.6
OG0011350	ENSGALG00000005616.7	ENSPTRG00000017415.7
OG0011351	ENSGALG00000003904.7	ENSPTRG00000013075.6
OG0011352	ENSGALG00000005672.6	ENSPTRG00000017413.4
OG0011353	ENSGALG00000030613.2	ENSPTRG00000044533.1
OG0011354	ENSGALG00000027096.3	ENSPTRG00000047293.1
OG0011355	ENSGALG00000005725.7	ENSPTRG00000017409.6
OG0011356	ENSGALG00000008811.6	ENSPTRG00000011985.4
OG0011357	ENSGALG00000008778.6	ENSPTRG00000011992.5
OG0011358	ENSGALG00000008760.7	ENSPTRG00000041941.2
OG0011359	ENSGALG00000005802.6	ENSPTRG00000017639.6
OG0011360	ENSGALG00000008757.5	ENSPTRG00000012002.3
OG0011361	ENSGALG00000008756.4	ENSPTRG00000012003.5
OG0011362	ENSGALG00000008734.6	ENSPTRG00000013273.4
OG0011363	ENSGALG00000009042.6	ENSPTRG00000013256.5
OG0011364	ENSGALG00000009169.6	ENSPTRG00000013231.5
OG0011365	ENSGALG00000002191.5	ENSPTRG00000017522.5
OG0011366	ENSGALG00000014381.7	ENSPTRG00000048246.1, ENSPTRG00000017601.6
OG0011367	ENSGALG00000002203.6	ENSPTRG00000017524.4
OG0011368	ENSGALG00000037494.2	ENSPTRG00000017278.4
OG0011369	ENSGALG00000006160.6	ENSPTRG00000017273.4
OG0011370	ENSGALG00000002457.6	ENSPTRG00000017293.6
OG0011371	ENSGALG00000010014.4	ENSPTRG00000011896.5
OG0011372	ENSGALG00000016985.6	ENSPTRG00000005852.6
OG0011373	ENSGALG00000002528.6	ENSPTRG00000017300.5
OG0011374	ENSGALG00000008627.5	ENSPTRG00000018193.6
OG0011375	ENSGALG00000017035.6	ENSPTRG00000005805.5
OG0011376	ENSGALG00000017034.6	ENSPTRG00000005806.4
OG0011377	ENSGALG00000017033.6	ENSPTRG00000005808.4
OG0011378	ENSGALG00000032029.3	ENSPTRG00000018189.6
OG0011379	ENSGALG00000017026.5	ENSPTRG00000005902.6
OG0011380	ENSGALG00000017025.4	ENSPTRG00000005903.4
OG0011381	ENSGALG00000017023.7	ENSPTRG00000024302.3
OG0011382	ENSGALG00000017022.6	ENSPTRG00000005898.7
OG0011383	ENSGALG00000008716.5	ENSPTRG00000013263.6
OG0011384	ENSGALG00000033138.2	ENSPTRG00000000608.6
OG0011385	ENSGALG00000009020.7	ENSPTRG00000013250.5
OG0011386	ENSGALG00000045514.2	ENSPTRG00000018179.7
OG0011387	ENSGALG00000008996.7	ENSPTRG00000013245.6
OG0011388	ENSGALG00000043290.2	ENSPTRG00000018178.3
OG0011389	ENSGALG00000008947.6	ENSPTRG00000013244.6
OG0011390	ENSGALG00000032273.2	ENSPTRG00000012366.7
OG0011391	ENSGALG00000008918.5	ENSPTRG00000013243.3
OG0011392	ENSGALG00000008907.6	ENSPTRG00000013242.7
OG0011393	ENSGALG00000008845.6	ENSPTRG00000013239.4
OG0011394	ENSGALG00000016996.7	ENSPTRG00000005863.6
OG0011395	ENSGALG00000033405.2	ENSPTRG00000017586.6
OG0011396	ENSGALG00000041981.2	ENSPTRG00000017585.6
OG0011397	ENSGALG00000016992.6	ENSPTRG00000005858.7
OG0011398	ENSGALG00000033232.3	ENSPTRG00000017580.6
OG0011399	ENSGALG00000007610.7	ENSPTRG00000017282.5
OG0011401	ENSGALG00000007663.6	ENSPTRG00000017286.5
OG0011402	ENSGALG00000017365.6	ENSPTRG00000017287.6
OG0011403	ENSGALG00000007669.6	ENSPTRG00000045439.1
OG0011404	ENSGALG00000037784.2	ENSPTRG00000014926.5
OG0011405	ENSGALG00000002510.6	ENSPTRG00000014933.3
OG0011407	ENSGALG00000002486.6	ENSPTRG00000050058.1
OG0011408	ENSGALG00000049511.1	ENSPTRG00000014931.4
OG0011409	ENSGALG00000016725.6	ENSPTRG00000018249.5
OG0011410	ENSGALG00000003738.7	ENSPTRG00000014606.2
OG0011411	ENSGALG00000003799.5	ENSPTRG00000014920.6
OG0011412	ENSGALG00000016713.6	ENSPTRG00000018238.6
OG0011413	ENSGALG00000044279.2	ENSPTRG00000018237.6
OG0011414	ENSGALG00000003103.7	ENSPTRG00000014941.4
OG0011415	ENSGALG00000002919.7	ENSPTRG00000014942.5
OG0011416	ENSGALG00000016684.6	ENSPTRG00000018261.7
OG0011417	ENSGALG00000017017.6	ENSPTRG00000034415.3
OG0011418	ENSGALG00000017019.5	ENSPTRG00000005892.5
OG0011419	ENSGALG00000017015.7	ENSPTRG00000005886.6
OG0011420	ENSGALG00000016501.5	ENSPTRG00000011709.4
OG0011421	ENSGALG00000028871.3	ENSPTRG00000043890.1
OG0011422	ENSGALG00000016497.4	ENSPTRG00000011705.3
OG0011423	ENSGALG00000037872.2	ENSPTRG00000011702.6
OG0011424	ENSGALG00000001849.5	ENSPTRG00000014927.6
OG0011425	ENSGALG00000016470.6	ENSPTRG00000011680.6
OG0011426	ENSGALG00000016469.4	ENSPTRG00000011679.4
OG0011427	ENSGALG00000016468.6	ENSPTRG00000011678.5
OG0011428	ENSGALG00000016463.7	ENSPTRG00000011673.5
OG0011429	ENSGALG00000000785.7	ENSPTRG00000014956.6
OG0011430	ENSGALG00000041338.2	ENSPTRG00000050779.1
OG0011431	ENSGALG00000038951.2	ENSPTRG00000014959.7
OG0011432	ENSGALG00000035883.2	ENSPTRG00000014960.7
OG0011433	ENSGALG00000002131.6	ENSPTRG00000014961.4
OG0011434	ENSGALG00000042614.2	ENSPTRG00000011668.3
OG0011435	ENSGALG00000050390.1	ENSPTRG00000014962.6
OG0011436	ENSGALG00000002253.7	ENSPTRG00000014966.5
OG0011437	ENSGALG00000016459.6	ENSPTRG00000046886.1
OG0011438	ENSGALG00000016457.7	ENSPTRG00000011666.6
OG0011439	ENSGALG00000016455.7	ENSPTRG00000022786.5
OG0011440	ENSGALG00000050969.1	ENSPTRG00000050387.1
OG0011442	ENSGALG00000016448.6	ENSPTRG00000030563.3
OG0011443	ENSGALG00000016447.7	ENSPTRG00000011653.5
OG0011444	ENSGALG00000003832.6	ENSPTRG00000043742.1
OG0011445	ENSGALG00000003839.6	ENSPTRG00000014976.6
OG0011446	ENSGALG00000016445.5	ENSPTRG00000011651.6
OG0011447	ENSGALG00000004517.6	ENSPTRG00000014981.6
OG0011448	ENSGALG00000016444.7	ENSPTRG00000011650.6
OG0011449	ENSGALG00000027695.3	ENSPTRG00000014983.7
OG0011451	ENSGALG00000054430.1	ENSPTRG00000014995.6
OG0011452	ENSGALG00000016424.6	ENSPTRG00000011638.3
OG0011453	ENSGALG00000003948.7	ENSPTRG00000014991.5
OG0011454	ENSGALG00000001459.6	ENSPTRG00000015000.3
OG0011455	ENSGALG00000016412.4	ENSPTRG00000011634.4
OG0011456	ENSGALG00000043825.2	ENSPTRG00000015001.6
OG0011457	ENSGALG00000028709.3	ENSPTRG00000011630.5
OG0011458	ENSGALG00000016400.5	ENSPTRG00000011629.4
OG0011459	ENSGALG00000043672.2	ENSPTRG00000015002.4
OG0011460	ENSGALG00000016309.6	ENSPTRG00000018291.4
OG0011461	ENSGALG00000016313.6	ENSPTRG00000018290.5
OG0011462	ENSGALG00000042863.3	ENSPTRG00000015006.3
OG0011463	ENSGALG00000016316.5	ENSPTRG00000018288.5
OG0011464	ENSGALG00000001642.6	ENSPTRG00000015010.6
OG0011465	ENSGALG00000001655.7	ENSPTRG00000015011.5
OG0011466	ENSGALG00000036189.2	ENSPTRG00000019947.7
OG0011467	ENSGALG00000016477.6	ENSPTRG00000011686.6
OG0011468	ENSGALG00000001709.6	ENSPTRG00000048402.1
OG0011469	ENSGALG00000001753.6	ENSPTRG00000015019.6
OG0011470	ENSGALG00000016476.7	ENSPTRG00000011685.5
OG0011471	ENSGALG00000016479.5	ENSPTRG00000011690.4
OG0011472	ENSGALG00000001945.6	ENSPTRG00000015022.4
OG0011473	ENSGALG00000016481.7	ENSPTRG00000011692.6
OG0011474	ENSGALG00000002016.6	ENSPTRG00000015023.5
OG0011475	ENSGALG00000016486.6	ENSPTRG00000011696.6
OG0011476	ENSGALG00000004661.6	ENSPTRG00000014888.6
OG0011477	ENSGALG00000016491.6	ENSPTRG00000011699.7
OG0011478	ENSGALG00000004695.7	ENSPTRG00000021114.6
OG0011479	ENSGALG00000004722.7	ENSPTRG00000021113.6
OG0011480	ENSGALG00000026080.3	ENSPTRG00000021112.4
OG0011481	ENSGALG00000004813.5	ENSPTRG00000021108.6
OG0011482	ENSGALG00000022887.6	ENSPTRG00000031045.3
OG0011483	ENSGALG00000016356.7	ENSPTRG00000019935.7
OG0011484	ENSGALG00000004930.5	ENSPTRG00000030304.4
OG0011485	ENSGALG00000028744.4	ENSPTRG00000011607.6
OG0011486	ENSGALG00000016377.6	ENSPTRG00000011612.5
OG0011487	ENSGALG00000004937.6	ENSPTRG00000014626.6
OG0011488	ENSGALG00000004974.5	ENSPTRG00000014632.7
OG0011489	ENSGALG00000016385.6	ENSPTRG00000011621.6
OG0011490	ENSGALG00000025959.3	ENSPTRG00000046408.1
OG0011491	ENSGALG00000044299.2	ENSPTRG00000015363.4
OG0011492	ENSGALG00000005034.7	ENSPTRG00000015362.5
OG0011493	ENSGALG00000016282.6	ENSPTRG00000018306.7
OG0011494	ENSGALG00000005042.6	ENSPTRG00000014639.5
OG0011495	ENSGALG00000016174.6	ENSPTRG00000018326.5
OG0011496	ENSGALG00000005419.6	ENSPTRG00000015035.6
OG0011497	ENSGALG00000015959.6	ENSPTRG00000018333.7
OG0011498	ENSGALG00000035045.2	ENSPTRG00000015038.6
OG0011499	ENSGALG00000031590.2	ENSPTRG00000018334.3
OG0011500	ENSGALG00000005481.4	ENSPTRG00000015041.6
OG0011501	ENSGALG00000015951.6	ENSPTRG00000018335.5
OG0011502	ENSGALG00000005499.6	ENSPTRG00000015043.6
OG0011503	ENSGALG00000005506.7	ENSPTRG00000015044.4
OG0011504	ENSGALG00000015465.7	ENSPTRG00000018448.6
OG0011505	ENSGALG00000015466.5	ENSPTRG00000018447.6
OG0011506	ENSGALG00000005537.6	ENSPTRG00000015046.5
OG0011507	ENSGALG00000015489.6	ENSPTRG00000018440.5
OG0011508	ENSGALG00000015490.6	ENSPTRG00000018438.3
OG0011509	ENSGALG00000015517.6	ENSPTRG00000018436.6
OG0011510	ENSGALG00000015570.4	ENSPTRG00000018434.4
OG0011511	ENSGALG00000015596.6	ENSPTRG00000018427.6
OG0011512	ENSGALG00000015605.5	ENSPTRG00000018426.5
OG0011513	ENSGALG00000015768.6	ENSPTRG00000018421.6
OG0011514	ENSGALG00000015779.6	ENSPTRG00000018416.6
OG0011515	ENSGALG00000015791.7	ENSPTRG00000018409.7
OG0011516	ENSGALG00000005688.7	ENSPTRG00000015055.5
OG0011517	ENSGALG00000005696.6	ENSPTRG00000015056.6
OG0011518	ENSGALG00000015808.7	ENSPTRG00000018405.7
OG0011519	ENSGALG00000015810.6	ENSPTRG00000034305.3
OG0011520	ENSGALG00000035472.2	ENSPTRG00000018400.6
OG0011521	ENSGALG00000015824.6	ENSPTRG00000018398.4
OG0011522	ENSGALG00000015590.6	ENSPTRG00000018429.4
OG0011523	ENSGALG00000044342.2	ENSPTRG00000018576.5
OG0011524	ENSGALG00000014834.6	ENSPTRG00000018575.7
OG0011525	ENSGALG00000014841.7	ENSPTRG00000018573.7
OG0011526	ENSGALG00000013651.6	ENSPTRG00000018571.6
OG0011527	ENSGALG00000014868.7	ENSPTRG00000018562.3
OG0011528	ENSGALG00000038420.2	ENSPTRG00000018561.5
OG0011529	ENSGALG00000014873.3	ENSPTRG00000051898.1
OG0011530	ENSGALG00000014876.6	ENSPTRG00000018559.7
OG0011531	ENSGALG00000005897.5	ENSPTRG00000015372.5
OG0011532	ENSGALG00000005907.7	ENSPTRG00000015358.3
OG0011533	ENSGALG00000014881.6	ENSPTRG00000018555.6
OG0011534	ENSGALG00000014892.6	ENSPTRG00000018549.6
OG0011535	ENSGALG00000014907.6	ENSPTRG00000018545.7
OG0011536	ENSGALG00000014917.6	ENSPTRG00000018542.5
OG0011537	ENSGALG00000014918.7	ENSPTRG00000018540.4
OG0011538	ENSGALG00000005972.6	ENSPTRG00000015350.6
OG0011539	ENSGALG00000032736.2	ENSPTRG00000015348.5
OG0011540	ENSGALG00000005999.5	ENSPTRG00000015347.6
OG0011541	ENSGALG00000006037.6	ENSPTRG00000015345.4
OG0011542	ENSGALG00000014979.6	ENSPTRG00000018521.3
OG0011543	ENSGALG00000006047.5	ENSPTRG00000015344.6
OG0011544	ENSGALG00000026594.3	ENSPTRG00000018520.4
OG0011545	ENSGALG00000037726.2	ENSPTRG00000018517.3
OG0011546	ENSGALG00000015388.6	ENSPTRG00000018457.6
OG0011547	ENSGALG00000030487.2	ENSPTRG00000015332.4
OG0011548	ENSGALG00000006306.6	ENSPTRG00000015334.4
OG0011549	ENSGALG00000015314.6	ENSPTRG00000018465.7
OG0011550	ENSGALG00000015308.6	ENSPTRG00000018470.4
OG0011551	ENSGALG00000006328.5	ENSPTRG00000014647.6
OG0011552	ENSGALG00000015306.3	ENSPTRG00000018471.4
OG0011553	ENSGALG00000006357.6	ENSPTRG00000014649.4
OG0011554	ENSGALG00000015289.7	ENSPTRG00000018477.5
OG0011555	ENSGALG00000015286.6	ENSPTRG00000018479.5
OG0011556	ENSGALG00000008519.6	ENSPTRG00000014657.7
OG0011557	ENSGALG00000015070.6	ENSPTRG00000018492.6
OG0011558	ENSGALG00000008506.6	ENSPTRG00000014658.3
OG0011559	ENSGALG00000015066.6	ENSPTRG00000018494.5
OG0011560	ENSGALG00000015061.6	ENSPTRG00000018495.6
OG0011561	ENSGALG00000008320.5	ENSPTRG00000014573.5
OG0011562	ENSGALG00000015057.6	ENSPTRG00000018498.7
OG0011563	ENSGALG00000015055.6	ENSPTRG00000018499.6
OG0011564	ENSGALG00000015040.7	ENSPTRG00000018506.6
OG0011565	ENSGALG00000035099.2	ENSPTRG00000014566.5
OG0011566	ENSGALG00000017368.6	ENSPTRG00000014564.6
OG0011567	ENSGALG00000019934.5	ENSPTRG00000018512.7
OG0011568	ENSGALG00000040363.3	ENSPTRG00000014812.3
OG0011569	ENSGALG00000054787.1	ENSPTRG00000014813.5
OG0011570	ENSGALG00000011498.5	ENSPTRG00000014815.6
OG0011571	ENSGALG00000019622.5	ENSPTRG00000030286.4
OG0011572	ENSGALG00000011494.6	ENSPTRG00000014722.6
OG0011573	ENSGALG00000011490.6	ENSPTRG00000043555.1
OG0011574	ENSGALG00000011484.6	ENSPTRG00000014717.2
OG0011575	ENSGALG00000050427.1	ENSPTRG00000014714.5
OG0011576	ENSGALG00000007804.5	ENSPTRG00000015108.6
OG0011577	ENSGALG00000011442.6	ENSPTRG00000014711.6
OG0011578	ENSGALG00000011428.6	ENSPTRG00000014707.6
OG0011579	ENSGALG00000027247.4	ENSPTRG00000014705.4
OG0011580	ENSGALG00000037791.2	ENSPTRG00000015098.6
OG0011581	ENSGALG00000038904.2	ENSPTRG00000015096.3
OG0011582	ENSGALG00000013408.6	ENSPTRG00000015094.6
OG0011583	ENSGALG00000015838.6	ENSPTRG00000018387.5
OG0011584	ENSGALG00000015846.6	ENSPTRG00000051078.1
OG0011585	ENSGALG00000013406.6	ENSPTRG00000015092.7
OG0011586	ENSGALG00000055053.1	ENSPTRG00000018382.5
OG0011587	ENSGALG00000007569.7	ENSPTRG00000015086.5
OG0011588	ENSGALG00000015860.6	ENSPTRG00000018377.6
OG0011589	ENSGALG00000007132.6	ENSPTRG00000015061.6
OG0011590	ENSGALG00000040702.2	ENSPTRG00000018372.6
OG0011591	ENSGALG00000015874.6	ENSPTRG00000018371.5
OG0011592	ENSGALG00000015876.6	ENSPTRG00000043548.1
OG0011594	ENSGALG00000048543.1	ENSPTRG00000048740.1
OG0011595	ENSGALG00000015892.5	ENSPTRG00000018363.4
OG0011596	ENSGALG00000041938.2	ENSPTRG00000044078.1
OG0011597	ENSGALG00000028227.4	ENSPTRG00000014900.4
OG0011598	ENSGALG00000006956.6	ENSPTRG00000014902.6
OG0011599	ENSGALG00000006937.5	ENSPTRG00000014903.6
OG0011600	ENSGALG00000006936.6	ENSPTRG00000014905.6
OG0011601	ENSGALG00000036976.2	ENSPTRG00000043430.1
OG0011602	ENSGALG00000015908.7	ENSPTRG00000018351.7
OG0011603	ENSGALG00000006867.7	ENSPTRG00000023070.5
OG0011604	ENSGALG00000013810.7	ENSPTRG00000018662.7
OG0011605	ENSGALG00000013803.7	ENSPTRG00000018663.6
OG0011606	ENSGALG00000013795.7	ENSPTRG00000018665.4
OG0011607	ENSGALG00000019976.5	ENSPTRG00000018669.6
OG0011608	ENSGALG00000013777.6	ENSPTRG00000018670.6
OG0011609	ENSGALG00000040607.2	ENSPTRG00000018601.6
OG0011610	ENSGALG00000006787.7	ENSPTRG00000014913.4
OG0011611	ENSGALG00000032644.2	ENSPTRG00000021930.6
OG0011613	ENSGALG00000006571.6	ENSPTRG00000014586.6
OG0011614	ENSGALG00000006601.6	ENSPTRG00000023231.4
OG0011616	ENSGALG00000011673.5	ENSPTRG00000052377.1
OG0011617	ENSGALG00000012256.5	ENSPTRG00000018680.7
OG0011618	ENSGALG00000006691.6	ENSPTRG00000039733.2
OG0011619	ENSGALG00000031797.2	ENSPTRG00000014601.6
OG0011620	ENSGALG00000054572.1	ENSPTRG00000014602.7
OG0011621	ENSGALG00000042387.2	ENSPTRG00000014604.7
OG0011622	ENSGALG00000012275.6	ENSPTRG00000018681.6
OG0011623	ENSGALG00000012289.6	ENSPTRG00000018683.7
OG0011624	ENSGALG00000012342.6	ENSPTRG00000018688.7
OG0011625	ENSGALG00000011560.7	ENSPTRG00000048824.1
OG0011626	ENSGALG00000011625.7	ENSPTRG00000018761.3
OG0011627	ENSGALG00000011663.6	ENSPTRG00000018754.6
OG0011628	ENSGALG00000013737.5	ENSPTRG00000018745.6
OG0011629	ENSGALG00000037377.2	ENSPTRG00000018743.7
OG0011630	ENSGALG00000013732.7	ENSPTRG00000018741.7
OG0011631	ENSGALG00000013727.6	ENSPTRG00000018739.7
OG0011632	ENSGALG00000013710.6	ENSPTRG00000018738.6
OG0011633	ENSGALG00000013683.7	ENSPTRG00000018733.6
OG0011634	ENSGALG00000013659.5	ENSPTRG00000018732.2
OG0011635	ENSGALG00000013647.7	ENSPTRG00000018730.7
OG0011636	ENSGALG00000013616.6	ENSPTRG00000018723.7
OG0011637	ENSGALG00000013607.6	ENSPTRG00000018721.5
OG0011638	ENSGALG00000013604.7	ENSPTRG00000018720.5
OG0011639	ENSGALG00000010760.7	ENSPTRG00000002166.7
OG0011640	ENSGALG00000010762.3	ENSPTRG00000002165.5
OG0011642	ENSGALG00000055021.1	ENSPTRG00000049478.1
OG0011643	ENSGALG00000014464.6	ENSPTRG00000002145.6
OG0011644	ENSGALG00000031763.2	ENSPTRG00000033991.3
OG0011645	ENSGALG00000040000.2	ENSPTRG00000002137.6
OG0011646	ENSGALG00000042079.3	ENSPTRG00000002135.7
OG0011647	ENSGALG00000011000.6	ENSPTRG00000002124.4
OG0011648	ENSGALG00000011005.5	ENSPTRG00000002120.6
OG0011649	ENSGALG00000053073.1	ENSPTRG00000002116.6
OG0011650	ENSGALG00000037506.2	ENSPTRG00000002114.6
OG0011651	ENSGALG00000039349.2	ENSPTRG00000002112.6
OG0011652	ENSGALG00000037177.3	ENSPTRG00000002111.6
OG0011653	ENSGALG00000011065.6	ENSPTRG00000002109.7
OG0011654	ENSGALG00000043280.2	ENSPTRG00000002108.3
OG0011655	ENSGALG00000011091.6	ENSPTRG00000002088.6
OG0011656	ENSGALG00000011096.6	ENSPTRG00000002090.4
OG0011657	ENSGALG00000011101.6	ENSPTRG00000002092.5
OG0011658	ENSGALG00000011114.6	ENSPTRG00000002095.5
OG0011659	ENSGALG00000011117.6	ENSPTRG00000002096.5
OG0011660	ENSGALG00000011136.6	ENSPTRG00000002097.6
OG0011661	ENSGALG00000011155.6	ENSPTRG00000002102.6
OG0011662	ENSGALG00000044278.2	ENSPTRG00000002106.6
OG0011663	ENSGALG00000011174.6	ENSPTRG00000018826.6
OG0011664	ENSGALG00000037735.2	ENSPTRG00000011740.7
OG0011665	ENSGALG00000027389.3	ENSPTRG00000016921.4
OG0011666	ENSGALG00000010285.6	ENSPTRG00000018213.4
OG0011667	ENSGALG00000010165.6	ENSPTRG00000018221.5
OG0011668	ENSGALG00000023256.4	ENSPTRG00000018121.6
OG0011669	ENSGALG00000010149.6	ENSPTRG00000018122.6
OG0011670	ENSGALG00000010131.6	ENSPTRG00000018126.6
OG0011671	ENSGALG00000010127.7	ENSPTRG00000018128.3
OG0011672	ENSGALG00000027871.4	ENSPTRG00000018207.6
OG0011673	ENSGALG00000010349.7	ENSPTRG00000018202.7
OG0011674	ENSGALG00000010448.7	ENSPTRG00000011821.6
OG0011675	ENSGALG00000010551.6	ENSPTRG00000052497.1
OG0011676	ENSGALG00000010554.6	ENSPTRG00000011842.6
OG0011677	ENSGALG00000010571.6	ENSPTRG00000011831.6
OG0011678	ENSGALG00000010583.6	ENSPTRG00000030515.4
OG0011679	ENSGALG00000010609.7	ENSPTRG00000011837.6
OG0011680	ENSGALG00000032440.3	ENSPTRG00000011839.4
OG0011681	ENSGALG00000010618.4	ENSPTRG00000011815.6
OG0011682	ENSGALG00000010620.7	ENSPTRG00000011812.5
OG0011683	ENSGALG00000010625.6	ENSPTRG00000044930.1
OG0011684	ENSGALG00000042511.3	ENSPTRG00000011862.5
OG0011685	ENSGALG00000009909.3	ENSPTRG00000018172.5
OG0011686	ENSGALG00000009896.6	ENSPTRG00000018170.6
OG0011687	ENSGALG00000009884.6	ENSPTRG00000001943.7
OG0011688	ENSGALG00000009843.6	ENSPTRG00000001955.6
OG0011689	ENSGALG00000009837.5	ENSPTRG00000001956.5
OG0011690	ENSGALG00000009822.7	ENSPTRG00000001960.4
OG0011691	ENSGALG00000009821.6	ENSPTRG00000001961.5
OG0011692	ENSGALG00000009814.5	ENSPTRG00000001966.7
OG0011693	ENSGALG00000009802.7	ENSPTRG00000001970.6
OG0011694	ENSGALG00000009791.6	ENSPTRG00000001974.6
OG0011695	ENSGALG00000009784.6	ENSPTRG00000001976.5
OG0011696	ENSGALG00000009615.7	ENSPTRG00000039779.2
OG0011697	ENSGALG00000009612.6	ENSPTRG00000001992.6
OG0011698	ENSGALG00000026727.4	ENSPTRG00000001994.6
