Orthogroup	G_gallus.pep	N_naja.pep
OG0011766	ENSGALG00000001852.7	Nana00468-RA
OG0011767	ENSGALG00000046740.1	Nana28035-RB
OG0011768	ENSGALG00000004070.6	Nana34474-RA
OG0011770	ENSGALG00000006921.7	Nana35493-RA
OG0011771	ENSGALG00000001926.6	Nana00522-RA
OG0011772	ENSGALG00000006934.6	Nana35490-RB, Nana35490-RA
OG0011773	ENSGALG00000032249.2	Nana04014-RA
OG0011774	ENSGALG00000043318.2	Nana37512-RB
OG0011775	ENSGALG00000035113.2	Nana34576-RA
OG0011776	ENSGALG00000005001.7	Nana08439-RA
OG0011777	ENSGALG00000006942.5	Nana35488-RA
OG0011778	ENSGALG00000006950.6	Nana35486-RA, Nana35485-RA
OG0011780	ENSGALG00000005403.4	Nana00282-RA
OG0011781	ENSGALG00000023554.4	Nana00279-RA
OG0011782	ENSGALG00000003778.5	Nana06015-RA
OG0011783	ENSGALG00000006808.6	Nana32299-RA
OG0011784	ENSGALG00000044151.2	Nana36780-RA
OG0011785	ENSGALG00000052986.1	Nana20760-RA, Nana37629-RA
OG0011787	ENSGALG00000021271.5	Nana29067-RA
OG0011789	ENSGALG00000028167.4	Nana36784-RA, Nana36784-RB
OG0011790	ENSGALG00000053053.1	Nana33779-RA
OG0011791	ENSGALG00000052515.1	Nana35610-RB, Nana35610-RA
OG0011792	ENSGALG00000034737.2	Nana34618-RA
OG0011795	ENSGALG00000000764.7	Nana35840-RB
OG0011797	ENSGALG00000053058.1	Nana35686-RA
OG0011800	ENSGALG00000052506.1	Nana35700-RA
OG0011801	ENSGALG00000005824.6	Nana39266-RA
OG0011802	ENSGALG00000027234.4	Nana21861-RA
OG0011804	ENSGALG00000019716.5	Nana23090-RA
OG0011806	ENSGALG00000049138.1	Nana39176-RA
OG0011807	ENSGALG00000041604.2	Nana27266-RA
OG0011809	ENSGALG00000026600.3	Nana01629-RA
OG0011810	ENSGALG00000036502.2	Nana34611-RA
OG0011812	ENSGALG00000000377.6	Nana06525-RB, Nana06525-RA
OG0011813	ENSGALG00000034615.2	Nana06089-RB, Nana06089-RA
OG0011814	ENSGALG00000006757.6	Nana34143-RA
OG0011815	ENSGALG00000042900.2	Nana06238-RA
OG0011817	ENSGALG00000002598.7	Nana00562-RA
OG0011821	ENSGALG00000026424.4	Nana36565-RA
OG0011822	ENSGALG00000050005.1	Nana38736-RA
OG0011823	ENSGALG00000050001.1	Nana38735-RA
OG0011824	ENSGALG00000027734.4	Nana36584-RA
OG0011828	ENSGALG00000032690.3	Nana35574-RC
OG0011829	ENSGALG00000000619.6	Nana06521-RA
OG0011830	ENSGALG00000051412.1	Nana36355-RA
OG0011831	ENSGALG00000045045.2	Nana33624-RF
OG0011832	ENSGALG00000049538.1	Nana06608-RA
OG0011834	ENSGALG00000010638.6	Nana18201-RA
OG0011837	ENSGALG00000037094.2	Nana17975-RA
OG0011840	ENSGALG00000003046.6	Nana32949-RA
OG0011841	ENSGALG00000002463.6	Nana00570-RA
OG0011843	ENSGALG00000031238.3	Nana05415-RA
OG0011845	ENSGALG00000013234.7	Nana35663-RA
OG0011848	ENSGALG00000033569.3	Nana39293-RA, Nana39293-RB
OG0011849	ENSGALG00000004574.6	Nana37186-RA, Nana37188-RA
OG0011852	ENSGALG00000021074.6	Nana15285-RC, Nana15285-RB
OG0011854	ENSGALG00000054971.1, ENSGALG00000051056.1	Nana35779-RB
OG0011858	ENSGALG00000007585.6	Nana35749-RB, Nana35749-RA
OG0011859	ENSGALG00000021692.5	Nana06054-RA
OG0011860	ENSGALG00000006034.6	Nana00634-RA, Nana00634-RB
OG0011861	ENSGALG00000044581.2	Nana37194-RC, Nana37194-RB, Nana37194-RA
OG0011862	ENSGALG00000032061.2	Nana12610-RA
OG0011863	ENSGALG00000020449.5	Nana04963-RA
OG0011864	ENSGALG00000051919.1	Nana16723-RA
OG0011865	ENSGALG00000030929.2	Nana00723-RA
OG0011867	ENSGALG00000026086.4	Nana34707-RD, Nana34707-RA
OG0011868	ENSGALG00000001003.6	Nana30082-RA
OG0011869	ENSGALG00000053552.1	Nana36824-RA
OG0011871	ENSGALG00000000401.6	Nana14325-RC, Nana14325-RB
OG0011872	ENSGALG00000026780.4	Nana06347-RA
OG0011873	ENSGALG00000004613.4	Nana00139-RA
OG0011874	ENSGALG00000028608.2	Nana22783-RA
OG0011876	ENSGALG00000027454.3	Nana01997-RA
OG0011877	ENSGALG00000032832.2	Nana37636-RA, Nana37636-RB
OG0011878	ENSGALG00000008867.5	Nana32429-RA
OG0011879	ENSGALG00000047273.1	Nana35909-RA
OG0011880	ENSGALG00000003572.6	Nana06041-RA
OG0011882	ENSGALG00000042773.3	Nana22530-RA
OG0011883	ENSGALG00000039120.3	Nana21106-RB, Nana21106-RA
OG0011884	ENSGALG00000003941.6	Nana36858-RA
OG0011885	ENSGALG00000035352.2	Nana37270-RC, Nana37270-RA, Nana37270-RB
OG0011886	ENSGALG00000003408.3	Nana29836-RA
OG0011887	ENSGALG00000036659.2	Nana09717-RA, Nana09717-RB
OG0011890	ENSGALG00000036955.2	Nana24266-RA
OG0011891	ENSGALG00000034982.2	Nana32972-RA
OG0011892	ENSGALG00000040632.2	Nana04172-RA
OG0011893	ENSGALG00000037695.2	Nana16661-RA
OG0011895	ENSGALG00000026187.3	Nana20210-RA
OG0011898	ENSGALG00000033203.3	Nana00676-RB, Nana00676-RA
OG0011899	ENSGALG00000023348.4	Nana14401-RA
OG0011900	ENSGALG00000050178.1	Nana00682-RB, Nana00682-RA
OG0011901	ENSGALG00000031071.2	Nana22426-RA, Nana20057-RA
OG0011902	ENSGALG00000017411.6	Nana12454-RA
OG0011903	ENSGALG00000016822.5	Nana26194-RA
OG0011904	ENSGALG00000004248.6, ENSGALG00000010596.6	Nana17819-RA
OG0011907	ENSGALG00000035049.3	Nana34715-RA, Nana34715-RB
OG0011908	ENSGALG00000028149.3	Nana30172-RA
OG0011909	ENSGALG00000027140.3	Nana12143-RA
OG0011910	ENSGALG00000009703.6	Nana06308-RA, Nana06308-RB
OG0011911	ENSGALG00000003161.4	Nana06272-RA
OG0011912	ENSGALG00000035317.2	Nana30188-RA
OG0011914	ENSGALG00000007114.7	Nana29016-RA
OG0011916	ENSGALG00000047323.1	Nana17324-RA
OG0011917	ENSGALG00000034573.2	Nana38777-RA
OG0011918	ENSGALG00000040097.2	Nana16468-RA
OG0011920	ENSGALG00000016086.7	Nana17308-RA, Nana17309-RA
OG0011921	ENSGALG00000000812.6	Nana06204-RA, Nana06204-RB
OG0011922	ENSGALG00000009738.6	Nana19523-RA
OG0011923	ENSGALG00000020582.6	Nana06734-RA
OG0011925	ENSGALG00000003304.6	Nana06280-RA, Nana06279-RA
OG0011926	ENSGALG00000003220.6	Nana06273-RA, Nana06273-RB
OG0011929	ENSGALG00000054703.1	Nana36371-RA, Nana36371-RB
OG0011930	ENSGALG00000003130.7	Nana06267-RB, Nana06267-RA
OG0011931	ENSGALG00000011502.6, ENSGALG00000054339.1	Nana03671-RA
OG0011932	ENSGALG00000002621.6	Nana06259-RA, Nana06259-RB
OG0011933	ENSGALG00000025809.3	Nana06258-RB, Nana06258-RA
OG0011934	ENSGALG00000037261.3	Nana06251-RB, Nana06251-RA
OG0011936	ENSGALG00000017524.4	Nana06142-RA
OG0011938	ENSGALG00000000678.5	Nana30289-RB, Nana30289-RA
OG0011939	ENSGALG00000002618.5	Nana00560-RA, Nana00560-RB
OG0011940	ENSGALG00000002576.7, ENSGALG00000002558.5	Nana00564-RA
OG0011941	ENSGALG00000005695.7	Nana34677-RB, Nana34677-RA
OG0011942	ENSGALG00000053468.1	Nana38282-RA
OG0011943	ENSGALG00000044805.2	Nana28845-RA
OG0011944	ENSGALG00000046965.1	Nana35703-RA
OG0011986	ENSGALG00000008623.7	Nana36969-RA
OG0011987	ENSGALG00000012220.6	Nana05901-RA
OG0011988	ENSGALG00000007594.5	Nana32057-RA
OG0011989	ENSGALG00000032039.3	Nana03367-RA
OG0011994	ENSGALG00000006211.6	Nana13256-RA
OG0012000	ENSGALG00000030255.2	Nana36732-RA
OG0012001	ENSGALG00000054017.1	Nana36079-RA
OG0012003	ENSGALG00000004832.6	Nana32720-RA
OG0012006	ENSGALG00000009229.6	Nana34056-RA
OG0012007	ENSGALG00000007944.5	Nana03228-RA
OG0012008	ENSGALG00000007924.2	Nana03229-RA
OG0012009	ENSGALG00000003313.6	Nana29876-RA, Nana29876-RC, Nana29876-RB
OG0012012	ENSGALG00000053648.1	Nana29839-RA
OG0012017	ENSGALG00000002412.6	Nana12884-RA
OG0012018	ENSGALG00000036160.2	Nana03213-RA
OG0012022	ENSGALG00000000528.6	Nana31819-RA
OG0012024	ENSGALG00000033557.2	Nana33603-RA
OG0012027	ENSGALG00000030118.2	Nana17524-RA
OG0012028	ENSGALG00000022440.4	Nana29758-RA
OG0012029	ENSGALG00000034585.3	Nana22172-RA
OG0012035	ENSGALG00000040770.2	Nana34359-RA
OG0012038	ENSGALG00000028465.3	Nana31763-RA
OG0012044	ENSGALG00000012952.4	Nana15635-RA
OG0012045	ENSGALG00000004358.7	Nana34408-RA
OG0012053	ENSGALG00000004853.6	Nana31378-RA
OG0012054	ENSGALG00000006352.6	Nana19304-RA
OG0012055	ENSGALG00000006351.5	Nana19301-RA
OG0012060	ENSGALG00000003986.6	Nana30019-RA
OG0012061	ENSGALG00000006758.7	Nana28843-RA
OG0012063	ENSGALG00000007625.6	Nana04760-RC
OG0012064	ENSGALG00000002527.5	Nana37504-RA
OG0012070	ENSGALG00000028437.4	Nana37243-RA
OG0012078	ENSGALG00000005087.7	Nana34541-RA
OG0012079	ENSGALG00000048159.1	Nana36721-RB
OG0012080	ENSGALG00000000934.6	Nana37015-RA
OG0012083	ENSGALG00000054988.1	Nana31793-RA
OG0012089	ENSGALG00000041764.2	Nana22708-RA
OG0012091	ENSGALG00000038771.3	Nana22709-RA
OG0012092	ENSGALG00000003914.6	Nana06008-RA
OG0012093	ENSGALG00000016651.7	Nana00796-RA
OG0012100	ENSGALG00000014638.6	Nana36142-RA
OG0012106	ENSGALG00000047515.1	Nana10570-RA
OG0012110	ENSGALG00000000835.5	Nana06198-RA
OG0012120	ENSGALG00000017321.5	Nana25508-RA
OG0012123	ENSGALG00000043827.2	Nana16847-RA
OG0012133	ENSGALG00000007365.8	Nana33434-RA
OG0012136	ENSGALG00000023904.4	Nana04666-RA
OG0012137	ENSGALG00000047514.1	Nana31075-RA
OG0012141	ENSGALG00000040182.3	Nana06307-RA
OG0012142	ENSGALG00000017302.6	Nana25536-RA
OG0012146	ENSGALG00000001900.6	Nana12839-RA
OG0012147	ENSGALG00000004107.6	Nana32157-RA
OG0012149	ENSGALG00000004111.2	Nana32156-RA
OG0012152	ENSGALG00000005077.6	Nana32235-RA
OG0012153	ENSGALG00000029583.2	Nana27183-RA
OG0012154	ENSGALG00000017262.7	Nana25446-RA
OG0012156	ENSGALG00000007007.7	Nana19423-RA
OG0012161	ENSGALG00000004215.7	Nana09807-RA
OG0012166	ENSGALG00000006467.7	Nana39367-RA
OG0012167	ENSGALG00000007315.6	Nana08030-RA
OG0012173	ENSGALG00000007030.6	Nana34232-RB, Nana34232-RA
OG0012174	ENSGALG00000005249.6	Nana08403-RA
OG0012176	ENSGALG00000021520.5	Nana37118-RA
OG0012177	ENSGALG00000042705.2	Nana00738-RA
OG0012181	ENSGALG00000016774.6	Nana26093-RA
OG0012193	ENSGALG00000035650.3	Nana26697-RA
OG0012200	ENSGALG00000038433.2	Nana26683-RA
OG0012201	ENSGALG00000027742.3	Nana23931-RA
OG0012204	ENSGALG00000039206.2	Nana28126-RA
OG0012207	ENSGALG00000041435.2	Nana36068-RA
OG0012208	ENSGALG00000038782.2	Nana01818-RA
OG0012210	ENSGALG00000013861.6	Nana01914-RA
OG0012213	ENSGALG00000045901.2	Nana36713-RA
OG0012219	ENSGALG00000002960.7	Nana15358-RA
OG0012235	ENSGALG00000053914.1	Nana39004-RA
OG0012236	ENSGALG00000003911.5	Nana09843-RA
OG0012238	ENSGALG00000026225.4	Nana09849-RA
OG0012239	ENSGALG00000013995.5	Nana01965-RA
OG0012241	ENSGALG00000029731.2	Nana25685-RA
OG0012242	ENSGALG00000010079.6	Nana37258-RI
OG0012245	ENSGALG00000024318.4	Nana30207-RA, Nana30209-RA
OG0012246	ENSGALG00000006008.6	Nana33232-RA
OG0012247	ENSGALG00000002452.6	Nana12904-RA
OG0012248	ENSGALG00000030706.2	Nana30143-RA
OG0012249	ENSGALG00000013409.6, ENSGALG00000047941.1	Nana30164-RA, Nana30167-RA, Nana30165-RA
OG0012251	ENSGALG00000007624.6	Nana13546-RA
OG0012260	ENSGALG00000021340.6	Nana12896-RA
OG0012265	ENSGALG00000004416.6	Nana38226-RA
OG0012267	ENSGALG00000035630.3	Nana22268-RA
OG0012268	ENSGALG00000021365.6	Nana12817-RA
OG0012274	ENSGALG00000005377.6	Nana31288-RA
OG0012275	ENSGALG00000021553.5	Nana36442-RA
OG0012277	ENSGALG00000018439.6	Nana03415-RA
OG0012279	ENSGALG00000021273.6	Nana29073-RA
OG0012280	ENSGALG00000000903.7	Nana31884-RA
OG0012284	ENSGALG00000032634.3	Nana31038-RA
OG0012286	ENSGALG00000016154.3	Nana17096-RA
OG0012287	ENSGALG00000045875.2	Nana17102-RA
OG0012289	ENSGALG00000001256.6	Nana31141-RA
OG0012295	ENSGALG00000046164.2	Nana25642-RA
OG0012296	ENSGALG00000003441.5	Nana36909-RA
OG0012299	ENSGALG00000038930.3	Nana33053-RA
OG0012301	ENSGALG00000049153.1	Nana31831-RA
OG0012302	ENSGALG00000008834.6	Nana14801-RA
OG0012309	ENSGALG00000002517.5	Nana29955-RA
OG0012317	ENSGALG00000033630.3	Nana16741-RA
OG0012318	ENSGALG00000039011.3	Nana16740-RA
OG0012323	ENSGALG00000036346.2	Nana06200-RA
OG0012325	ENSGALG00000009680.6	Nana30087-RA
OG0012329	ENSGALG00000009069.6	Nana01287-RA
OG0012330	ENSGALG00000010375.6	Nana30095-RA
OG0012333	ENSGALG00000040925.3	Nana34922-RA
OG0012335	ENSGALG00000035199.3	Nana16714-RA
OG0012337	ENSGALG00000000975.6	Nana37609-RA
OG0012338	ENSGALG00000024122.4	Nana34316-RA
OG0012340	ENSGALG00000039170.2	Nana14272-RA
OG0012342	ENSGALG00000004103.6	Nana32792-RA
OG0012343	ENSGALG00000032984.3	Nana33258-RA
OG0012344	ENSGALG00000039685.2	Nana13307-RA
OG0012345	ENSGALG00000004209.6	Nana34457-RA
OG0012346	ENSGALG00000050503.1	Nana37432-RA
OG0012350	ENSGALG00000009973.6	Nana01020-RA
OG0012351	ENSGALG00000035136.3	Nana11408-RA
OG0012352	ENSGALG00000002646.6	Nana03307-RA
OG0012358	ENSGALG00000027980.4	Nana19615-RA
OG0012360	ENSGALG00000042375.2	Nana17171-RA
OG0012366	ENSGALG00000001304.6	Nana37337-RA
OG0012376	ENSGALG00000003285.6	Nana08723-RA
OG0012378	ENSGALG00000002519.7	Nana37503-RA
OG0012379	ENSGALG00000028759.3	Nana03591-RA
OG0012385	ENSGALG00000007994.5	Nana13613-RA
OG0012386	ENSGALG00000008063.7	Nana33582-RA
OG0012387	ENSGALG00000045842.2	Nana28343-RA
OG0012388	ENSGALG00000001841.7	Nana33942-RA
OG0012395	ENSGALG00000027700.4	Nana36063-RA
OG0012400	ENSGALG00000013371.6	Nana06361-RA
OG0012403	ENSGALG00000005975.6	Nana26763-RA
OG0012404	ENSGALG00000035752.2	Nana16499-RA
OG0012405	ENSGALG00000052646.1	Nana36728-RA
OG0012407	ENSGALG00000041346.3	Nana26738-RA
OG0012410	ENSGALG00000030031.2	Nana16392-RA
OG0012411	ENSGALG00000038629.2	Nana06314-RA
OG0012415	ENSGALG00000011469.6	Nana03837-RA
OG0012416	ENSGALG00000052546.1	Nana30818-RA
OG0012419	ENSGALG00000001533.6	Nana31351-RB
OG0012422	ENSGALG00000001214.6	Nana31362-RA
OG0012425	ENSGALG00000011904.6	Nana05807-RA
OG0012431	ENSGALG00000028666.4	Nana05822-RA
OG0012434	ENSGALG00000054655.1	Nana12502-RB, Nana12502-RA
OG0012440	ENSGALG00000038145.3	Nana36765-RA
OG0012441	ENSGALG00000053670.1	Nana36602-RA
OG0012442	ENSGALG00000015320.4	Nana11262-RA
OG0012443	ENSGALG00000002913.6	Nana35389-RA
OG0012444	ENSGALG00000004221.6	Nana30035-RA
OG0012445	ENSGALG00000031094.2	Nana32032-RA
OG0012446	ENSGALG00000007257.5	Nana34572-RA
OG0012448	ENSGALG00000033198.2	Nana33129-RA
OG0012450	ENSGALG00000019489.5	Nana16226-RA
OG0012453	ENSGALG00000002000.6	Nana33117-RA
OG0012455	ENSGALG00000028809.3	Nana18815-RA
OG0012459	ENSGALG00000005086.6	Nana18907-RA
OG0012460	ENSGALG00000051665.1	Nana15780-RA
OG0012461	ENSGALG00000030305.2	Nana30294-RA
OG0012466	ENSGALG00000030888.2	Nana34536-RE
OG0012467	ENSGALG00000031570.3	Nana17506-RA
OG0012471	ENSGALG00000033083.2	Nana26666-RA
OG0012472	ENSGALG00000005000.6	Nana18928-RA
OG0012476	ENSGALG00000008949.5	Nana19700-RA
OG0012483	ENSGALG00000008840.6	Nana19717-RA
OG0012486	ENSGALG00000043185.2	Nana30231-RA
OG0012492	ENSGALG00000051773.1	Nana28757-RA
OG0012493	ENSGALG00000032988.3	Nana05077-RB
OG0012496	ENSGALG00000000667.6	Nana30266-RA
OG0012497	ENSGALG00000017102.5	Nana25110-RA
OG0012499	ENSGALG00000039334.2	Nana05088-RA
OG0012501	ENSGALG00000052499.1	Nana00785-RA
OG0012502	ENSGALG00000004336.7	Nana25565-RA
OG0012505	ENSGALG00000054659.1	Nana16122-RA
OG0012508	ENSGALG00000028115.3	Nana30124-RA
OG0012511	ENSGALG00000042137.2	Nana14131-RA
OG0012512	ENSGALG00000017327.4	Nana25500-RA
OG0012515	ENSGALG00000005297.4	Nana21142-RA
OG0012516	ENSGALG00000044726.2	Nana37034-RA
OG0012518	ENSGALG00000045092.2	Nana11949-RA
OG0012520	ENSGALG00000008611.5	Nana32402-RA
OG0012521	ENSGALG00000000911.7	Nana14088-RA, Nana14087-RA
OG0012524	ENSGALG00000049589.1	Nana14084-RA
OG0012528	ENSGALG00000005315.7	Nana33678-RA
OG0012530	ENSGALG00000028283.3	Nana00390-RA
OG0012532	ENSGALG00000016301.5	Nana02403-RA
OG0012533	ENSGALG00000009945.7	Nana26909-RA
OG0012535	ENSGALG00000016300.6	Nana02402-RA
OG0012537	ENSGALG00000016296.6	Nana02397-RA
OG0012538	ENSGALG00000044510.2	Nana15998-RA
OG0012541	ENSGALG00000010044.5	Nana26923-RA
OG0012545	ENSGALG00000031754.2	Nana15951-RA
OG0012546	ENSGALG00000048700.1	Nana31233-RA
OG0012547	ENSGALG00000052374.1	Nana08759-RA
OG0012549	ENSGALG00000000820.4	Nana30303-RA
OG0012551	ENSGALG00000003323.7	Nana31151-RA
OG0012553	ENSGALG00000006797.6	Nana21292-RA
OG0012554	ENSGALG00000052980.1, ENSGALG00000047995.1	Nana23528-RA
OG0012556	ENSGALG00000007082.6	Nana21316-RA
OG0012558	ENSGALG00000013095.7	Nana27559-RA, Nana27558-RA
OG0012559	ENSGALG00000035047.2	Nana00976-RA, Nana00976-RB
OG0012560	ENSGALG00000012179.6	Nana05889-RA
OG0012561	ENSGALG00000012700.3	Nana15858-RA
OG0012564	ENSGALG00000014997.6	Nana11000-RA
OG0012565	ENSGALG00000003921.5	Nana13693-RA
OG0012568	ENSGALG00000042030.2	Nana25522-RA
OG0012569	ENSGALG00000026070.3	Nana36340-RA, Nana36340-RD, Nana36340-RB
OG0012570	ENSGALG00000052975.1	Nana31034-RA
OG0012574	ENSGALG00000002766.7	Nana31087-RA
OG0012577	ENSGALG00000001994.7	Nana34015-RA
OG0012582	ENSGALG00000007694.7	Nana21423-RA
OG0012583	ENSGALG00000044620.2	Nana17311-RA
OG0012585	ENSGALG00000042082.2	Nana16339-RA
OG0012587	ENSGALG00000015612.6	Nana12870-RA
OG0012588	ENSGALG00000001944.6	Nana11203-RA
OG0012593	ENSGALG00000020575.6	Nana03547-RA
OG0012594	ENSGALG00000041456.3	Nana19356-RA
OG0012596	ENSGALG00000027184.3	Nana04589-RA
OG0012601	ENSGALG00000015400.5	Nana24844-RA
OG0012602	ENSGALG00000008954.6	Nana21463-RA
OG0012607	ENSGALG00000047463.1	Nana15147-RA
OG0012609	ENSGALG00000003114.2	Nana09965-RA
OG0012613	ENSGALG00000030831.3	Nana36741-RA
OG0012614	ENSGALG00000026658.4	Nana37182-RA
OG0012617	ENSGALG00000003227.5	Nana09953-RA
OG0012621	ENSGALG00000042471.3	Nana27758-RA
OG0012622	ENSGALG00000034326.2	Nana22209-RA
OG0012623	ENSGALG00000036894.2	Nana36756-RB
OG0012624	ENSGALG00000007533.6	Nana13539-RA
OG0012628	ENSGALG00000047017.1	Nana28257-RA
OG0012632	ENSGALG00000017376.6	Nana14987-RA
OG0012635	ENSGALG00000031735.2	Nana04153-RA
OG0012637	ENSGALG00000014030.7	Nana27668-RA
OG0012640	ENSGALG00000003179.6	Nana37551-RA
OG0012643	ENSGALG00000004476.5	Nana08536-RA
OG0012647	ENSGALG00000026373.3	Nana27660-RA
OG0012648	ENSGALG00000035447.3	Nana33731-RA
OG0012649	ENSGALG00000006394.5	Nana33727-RA
OG0012651	ENSGALG00000013229.7	Nana27655-RA
OG0012652	ENSGALG00000013211.5	Nana27653-RA
OG0012653	ENSGALG00000032051.3	Nana04166-RA
OG0012654	ENSGALG00000030383.3	Nana20620-RA
OG0012658	ENSGALG00000011391.6	Nana05707-RA
OG0012666	ENSGALG00000044245.2	Nana35165-RA
OG0012670	ENSGALG00000037941.3	Nana09871-RA
OG0012673	ENSGALG00000013134.6	Nana27578-RA
OG0012680	ENSGALG00000012938.6	Nana27474-RA
OG0012681	ENSGALG00000012953.7	Nana27479-RA
OG0012682	ENSGALG00000010794.5	Nana21696-RA
OG0012684	ENSGALG00000019651.5	Nana21714-RA
OG0012686	ENSGALG00000033641.2	Nana15496-RA
OG0012687	ENSGALG00000030836.2	Nana15498-RA
OG0012688	ENSGALG00000000884.6	Nana15499-RA
OG0012695	ENSGALG00000011022.5	Nana21800-RA
OG0012697	ENSGALG00000011283.6	Nana21944-RA
OG0012698	ENSGALG00000038747.3	Nana20370-RA
OG0012699	ENSGALG00000013031.6	Nana27528-RA
OG0012703	ENSGALG00000034507.2	Nana20319-RA
OG0012704	ENSGALG00000019286.5	Nana27541-RA
OG0012705	ENSGALG00000011202.6	Nana21901-RA
OG0012706	ENSGALG00000027654.3	Nana15545-RA
OG0012707	ENSGALG00000013061.5	Nana15548-RA
OG0012712	ENSGALG00000005030.7	Nana20269-RA
OG0012718	ENSGALG00000048624.1	Nana20247-RA
OG0012720	ENSGALG00000029677.3	Nana22428-RA
OG0012721	ENSGALG00000048261.1	Nana20189-RA
OG0012722	ENSGALG00000036111.3	Nana20183-RA
OG0012723	ENSGALG00000005554.3	Nana20178-RA
OG0012726	ENSGALG00000012541.6	Nana27335-RA
OG0012727	ENSGALG00000043650.3	Nana14869-RA
OG0012728	ENSGALG00000049181.1	Nana22585-RA
OG0012729	ENSGALG00000043493.2	Nana22613-RA
OG0012730	ENSGALG00000037940.2	Nana22615-RA
OG0012732	ENSGALG00000006547.5	Nana20089-RB
OG0012733	ENSGALG00000006543.6	Nana20086-RB
OG0012734	ENSGALG00000012457.5	Nana27316-RA
OG0012735	ENSGALG00000012454.4	Nana27314-RA
OG0012736	ENSGALG00000042365.2	Nana27311-RA
OG0012741	ENSGALG00000036867.2	Nana27265-RA
OG0012742	ENSGALG00000013129.6	Nana22701-RA
OG0012743	ENSGALG00000012034.6	Nana27240-RA
OG0012746	ENSGALG00000011966.4	Nana27224-RB
OG0012747	ENSGALG00000040264.2	Nana20016-RA
OG0012748	ENSGALG00000011957.4	Nana27221-RA
OG0012749	ENSGALG00000047448.1	Nana14563-RA
OG0012750	ENSGALG00000010801.7	Nana14561-RA
OG0012754	ENSGALG00000049976.1	Nana14308-RA
OG0012757	ENSGALG00000000442.6	Nana14332-RA
OG0012761	ENSGALG00000029166.3	Nana19935-RA
OG0012762	ENSGALG00000002804.5	Nana22894-RA
OG0012764	ENSGALG00000008270.6	Nana19804-RA
OG0012767	ENSGALG00000008523.7	Nana19755-RA
OG0012768	ENSGALG00000011168.7	Nana27028-RA
OG0012769	ENSGALG00000045093.2	Nana27027-RA
OG0012770	ENSGALG00000043605.2	Nana14423-RA
OG0012771	ENSGALG00000030179.2	Nana19188-RA
OG0012773	ENSGALG00000031423.2	Nana14491-RA
OG0012774	ENSGALG00000010183.6	Nana26931-RA
OG0012775	ENSGALG00000033807.2	Nana19220-RA
OG0012778	ENSGALG00000010633.7	Nana14513-RA
OG0012780	ENSGALG00000044849.2	Nana19496-RA
OG0012781	ENSGALG00000040498.2	Nana14514-RA
OG0012784	ENSGALG00000010493.7	Nana19434-RA
OG0012787	ENSGALG00000009606.7	Nana19574-RB, Nana19574-RC, Nana19574-RD, Nana19574-RA
OG0012788	ENSGALG00000000639.5	Nana14156-RA
OG0012790	ENSGALG00000037043.2	Nana14160-RA
OG0012791	ENSGALG00000009718.7	Nana19533-RA
OG0012792	ENSGALG00000028308.4	Nana23081-RA
OG0012795	ENSGALG00000052763.1	Nana14180-RA
OG0012797	ENSGALG00000016965.6	Nana26635-RA
OG0012798	ENSGALG00000002588.4	Nana14212-RA
OG0012800	ENSGALG00000002675.7	Nana14216-RA
OG0012802	ENSGALG00000026536.4	Nana14242-RA
OG0012804	ENSGALG00000009638.6	Nana26880-RA
OG0012806	ENSGALG00000009596.5	Nana26885-RA
OG0012808	ENSGALG00000032190.3	Nana14282-RA
OG0012809	ENSGALG00000033154.3	Nana23217-RA
OG0012816	ENSGALG00000046427.2	Nana23254-RA
OG0012818	ENSGALG00000009439.2	Nana29721-RA
OG0012820	ENSGALG00000036678.2	Nana23267-RA
OG0012821	ENSGALG00000001191.5	Nana23269-RA
OG0012822	ENSGALG00000009929.4	Nana23272-RA
OG0012823	ENSGALG00000046316.2	Nana23276-RA
OG0012825	ENSGALG00000001480.5	Nana14030-RA
OG0012833	ENSGALG00000016859.7	Nana26274-RA
OG0012839	ENSGALG00000000336.7	Nana13935-RA
OG0012840	ENSGALG00000016820.6	Nana26190-RA
OG0012841	ENSGALG00000036093.3	Nana13917-RA
OG0012842	ENSGALG00000000102.6	Nana13911-RA
OG0012843	ENSGALG00000036491.3	Nana13908-RA
OG0012846	ENSGALG00000016716.6	Nana26031-RD, Nana26031-RC, Nana26031-RA, Nana26031-RB, Nana26031-RE
OG0012847	ENSGALG00000016689.7	Nana26023-RA
OG0012849	ENSGALG00000003281.6	Nana13834-RA
OG0012851	ENSGALG00000043916.2	Nana29405-RA
OG0012852	ENSGALG00000031666.2	Nana29423-RA
OG0012853	ENSGALG00000016581.5	Nana25905-RA
OG0012854	ENSGALG00000016575.7	Nana25901-RA
OG0012855	ENSGALG00000036598.3	Nana29492-RA
OG0012856	ENSGALG00000029168.3	Nana25890-RA
OG0012857	ENSGALG00000016545.7	Nana25881-RA
OG0012858	ENSGALG00000021656.6	Nana13977-RA
OG0012859	ENSGALG00000016537.6	Nana25869-RA
OG0012860	ENSGALG00000001845.6	Nana13979-RA
OG0012861	ENSGALG00000003550.6	Nana13728-RA
OG0012862	ENSGALG00000004110.6	Nana13680-RA
OG0012863	ENSGALG00000004146.5	Nana13677-RA
OG0012865	ENSGALG00000031331.2	Nana13671-RA
OG0012866	ENSGALG00000014042.7	Nana29211-RA
OG0012867	ENSGALG00000014096.5	Nana29223-RA
