Orthogroup	G_gallus.pep	H_sapiens.pep
OG0010258	ENSGALG00000032149.2	ENSG00000006025.12
OG0010259	ENSGALG00000033074.2	ENSG00000189079.17
OG0010260	ENSGALG00000000560.6	ENSG00000164530.15
OG0010261	ENSGALG00000000186.5	ENSG00000137409.19
OG0010262	ENSGALG00000035853.3	ENSG00000141295.14
OG0010263	ENSGALG00000014496.7	ENSG00000007062.11
OG0010264	ENSGALG00000047863.1	ENSG00000189120.5
OG0010265	ENSGALG00000036683.2	ENSG00000108439.10
OG0010266	ENSGALG00000046413.2	ENSG00000167183.3
OG0010267	ENSGALG00000016895.6	ENSG00000134874.17
OG0010269	ENSGALG00000025774.3	ENSG00000173917.10
OG0010270	ENSGALG00000034907.2	ENSG00000120075.5
OG0010271	ENSGALG00000009556.6	ENSG00000139174.12
OG0010272	ENSGALG00000016915.6	ENSG00000005810.18
OG0010273	ENSGALG00000001315.6	ENSG00000159202.18
OG0010274	ENSGALG00000009532.4	ENSG00000151233.11
OG0010275	ENSGALG00000016919.5	ENSG00000102794.10
OG0010276	ENSGALG00000009523.7	ENSG00000018236.15
OG0010277	ENSGALG00000034347.2	ENSG00000116852.14
OG0010278	ENSGALG00000016925.6	ENSG00000136111.14
OG0010279	ENSGALG00000016926.6	ENSG00000118922.17
OG0010280	ENSGALG00000016929.6	ENSG00000083535.16
OG0010281	ENSGALG00000035950.2	ENSG00000064300.9
OG0010282	ENSGALG00000016930.7	ENSG00000083520.15
OG0010283	ENSGALG00000035057.3	ENSG00000121073.15
OG0010284	ENSGALG00000044612.2	ENSG00000163362.11
OG0010285	ENSGALG00000009514.6	ENSG00000091129.21
OG0010286	ENSGALG00000042589.2	ENSG00000215717.7
OG0010289	ENSGALG00000016904.7	ENSG00000184564.11
OG0010290	ENSGALG00000016905.3	ENSG00000178235.7
OG0010291	ENSGALG00000005078.6	ENSG00000132182.12
OG0010292	ENSGALG00000026809.4	ENSG00000031698.13
OG0010293	ENSGALG00000016906.7	ENSG00000136158.12
OG0010294	ENSGALG00000009488.4	ENSG00000173114.13
OG0010295	ENSGALG00000016910.6	ENSG00000139746.15
OG0010296	ENSGALG00000016911.6	ENSG00000152193.8
OG0010297	ENSGALG00000029917.2	ENSG00000108823.16
OG0010298	ENSGALG00000027453.3	ENSG00000249581.2
OG0010299	ENSGALG00000001343.6	ENSG00000196878.15
OG0010300	ENSGALG00000009448.6	ENSG00000006652.14
OG0010301	ENSGALG00000023933.3	ENSG00000123689.6
OG0010302	ENSGALG00000001369.6	ENSG00000117594.10
OG0010303	ENSGALG00000009443.6	ENSG00000146802.13
OG0010304	ENSGALG00000009440.6	ENSG00000164603.12
OG0010305	ENSGALG00000016885.6	ENSG00000102572.14
OG0010306	ENSGALG00000043148.2	ENSG00000091947.10
OG0010307	ENSGALG00000009424.7	ENSG00000128573.26
OG0010308	ENSGALG00000040557.3	ENSG00000105967.16
OG0010309	ENSGALG00000035369.3	ENSG00000108861.9
OG0010310	ENSGALG00000028570.3	ENSG00000188112.9
OG0010311	ENSGALG00000033295.3	ENSG00000105971.15
OG0010312	ENSGALG00000040864.2	ENSG00000116455.14
OG0010313	ENSGALG00000043287.2	ENSG00000105974.12
OG0010314	ENSGALG00000001452.6	ENSG00000116459.11
OG0010315	ENSGALG00000054002.1	ENSG00000141349.8
OG0010316	ENSGALG00000001504.7	ENSG00000064703.12
OG0010317	ENSGALG00000036883.3	ENSG00000105976.15
OG0010318	ENSGALG00000026182.3	ENSG00000143079.15
OG0010319	ENSGALG00000000581.7	ENSG00000198231.13
OG0010320	ENSGALG00000043947.2, ENSGALG00000016881.6	ENSG00000169508.7
OG0010321	ENSGALG00000032986.2	ENSG00000001626.16
OG0010322	ENSGALG00000023881.4	ENSG00000161381.14
OG0010323	ENSGALG00000009029.5	ENSG00000106025.9
OG0010325	ENSGALG00000016868.7	ENSG00000102452.17
OG0010327	ENSGALG00000016867.6	ENSG00000198542.14
OG0010328	ENSGALG00000001733.6	ENSG00000198799.12
OG0010329	ENSGALG00000040038.3	ENSG00000100427.15
OG0010330	ENSGALG00000033664.2	ENSG00000073146.16
OG0010332	ENSGALG00000000003.5	ENSG00000073150.14
OG0010333	ENSGALG00000016864.7	ENSG00000139780.7
OG0010334	ENSGALG00000001956.6	ENSG00000116774.12
OG0010335	ENSGALG00000038467.2	ENSG00000073169.14
OG0010336	ENSGALG00000016862.6	ENSG00000134901.13
OG0010337	ENSGALG00000032156.2	ENSG00000128159.12
OG0010338	ENSGALG00000041251.3	ENSG00000100429.18
OG0010339	ENSGALG00000002038.6	ENSG00000175984.15
OG0010340	ENSGALG00000016855.4	ENSG00000134884.15
OG0010341	ENSGALG00000002082.7	ENSG00000116748.21
OG0010343	ENSGALG00000016849.7	ENSG00000153487.12
OG0010344	ENSGALG00000031009.2	ENSG00000102606.18
OG0010345	ENSGALG00000039861.2	ENSG00000196576.15
OG0010347	ENSGALG00000033997.3	ENSG00000048405.10
OG0010348	ENSGALG00000040954.2	ENSG00000170775.3
OG0010349	ENSGALG00000002550.7	ENSG00000134200.4
OG0010351	ENSGALG00000000226.6	ENSG00000116857.17
OG0010352	ENSGALG00000016833.6	ENSG00000057593.13
OG0010353	ENSGALG00000026677.2	ENSG00000126218.12
OG0010354	ENSGALG00000016832.6	ENSG00000126231.14
OG0010355	ENSGALG00000000309.7	ENSG00000159166.15
OG0010356	ENSGALG00000000313.6	ENSG00000159173.19
OG0010357	ENSGALG00000037697.3	ENSG00000185896.11
OG0010358	ENSGALG00000016828.7	ENSG00000139835.14
OG0010359	ENSGALG00000037370.2	ENSG00000134369.15
OG0010360	ENSGALG00000035839.3	ENSG00000184497.13
OG0010363	ENSGALG00000000374.6	ENSG00000176393.11
OG0010364	ENSGALG00000040114.2	ENSG00000106278.12
OG0010366	ENSGALG00000039299.2	ENSG00000002834.18
OG0010367	ENSGALG00000000607.6	ENSG00000170075.9
OG0010368	ENSGALG00000008975.6	ENSG00000196937.11
OG0010369	ENSGALG00000019738.5	ENSG00000204952.3
OG0010371	ENSGALG00000016816.6	ENSG00000130177.16
OG0010372	ENSGALG00000019397.5	ENSG00000100422.14
OG0010373	ENSGALG00000034274.2	ENSG00000075240.17
OG0010374	ENSGALG00000000106.7	ENSG00000121931.16
OG0010375	ENSGALG00000016813.8	ENSG00000198824.7
OG0010376	ENSGALG00000000172.6	ENSG00000122180.5
OG0010377	ENSGALG00000016809.6	ENSG00000135960.10
OG0010378	ENSGALG00000014391.7	ENSG00000181982.18
OG0010379	ENSGALG00000014395.6	ENSG00000109606.13
OG0010380	ENSGALG00000000086.4	ENSG00000134375.11
OG0010381	ENSGALG00000042851.2	ENSG00000109819.9
OG0010382	ENSGALG00000028721.3	ENSG00000163431.13
OG0010383	ENSGALG00000032893.2	ENSG00000198892.6
OG0010384	ENSGALG00000016804.6	ENSG00000115665.9
OG0010385	ENSGALG00000000436.7	ENSG00000183155.5
OG0010386	ENSGALG00000016801.6	ENSG00000115652.14
OG0010387	ENSGALG00000043690.3	ENSG00000119147.10
OG0010388	ENSGALG00000016795.4	ENSG00000135966.13
OG0010389	ENSGALG00000037353.3	ENSG00000075568.17
OG0010390	ENSGALG00000031906.2	ENSG00000125998.8
OG0010391	ENSGALG00000014425.6	ENSG00000109805.10
OG0010392	ENSGALG00000038355.2	ENSG00000125965.9
OG0010393	ENSGALG00000026151.3	ENSG00000126001.16
OG0010394	ENSGALG00000041854.2	ENSG00000047662.5
OG0010395	ENSGALG00000043118.2	ENSG00000206190.12
OG0010396	ENSGALG00000016744.6	ENSG00000186297.12
OG0010397	ENSGALG00000040856.2	ENSG00000214078.12
OG0010398	ENSGALG00000030253.2	ENSG00000244462.8
OG0010399	ENSGALG00000038576.2, ENSGALG00000052027.1	ENSG00000285868.1, ENSG00000172568.5
OG0010400	ENSGALG00000001420.6	ENSG00000170471.15
OG0010401	ENSGALG00000016728.6	ENSG00000102218.6
OG0010402	ENSGALG00000014335.7	ENSG00000111203.13
OG0010404	ENSGALG00000016721.5	ENSG00000182378.14
OG0010405	ENSGALG00000016717.7	ENSG00000178605.13
OG0010406	ENSGALG00000013420.7	ENSG00000111206.12
OG0010407	ENSGALG00000029033.3	ENSG00000101342.10
OG0010408	ENSGALG00000003409.6	ENSG00000149639.15
OG0010409	ENSGALG00000016698.6	ENSG00000185960.14
OG0010410	ENSGALG00000017289.6	ENSG00000047621.12
OG0010411	ENSGALG00000016681.7	ENSG00000214717.12
OG0010412	ENSGALG00000024488.4, ENSGALG00000029002.4	ENSG00000002586.20
OG0010413	ENSGALG00000014346.6	ENSG00000011105.14
OG0010414	ENSGALG00000053526.1	ENSG00000185652.12
OG0010415	ENSGALG00000035266.2	ENSG00000011201.12
OG0010416	ENSGALG00000017274.6	ENSG00000010278.14
OG0010417	ENSGALG00000016615.6	ENSG00000101850.13
OG0010418	ENSGALG00000034834.2	ENSG00000047644.18
OG0010419	ENSGALG00000016602.5	ENSG00000047648.23
OG0010420	ENSGALG00000033541.2	ENSG00000169933.15
OG0010421	ENSGALG00000012921.7	ENSG00000139083.11
OG0010422	ENSGALG00000003147.5	ENSG00000100991.12
OG0010423	ENSGALG00000016574.7	ENSG00000046647.13
OG0010424	ENSGALG00000016569.7	ENSG00000181544.15
OG0010425	ENSGALG00000016568.7	ENSG00000130150.12
OG0010426	ENSGALG00000029694.2	ENSG00000101400.6
OG0010427	ENSGALG00000041470.2	ENSG00000186951.16
OG0010428	ENSGALG00000014234.6	ENSG00000130638.17
OG0010429	ENSGALG00000041494.2	ENSG00000173230.15
OG0010430	ENSGALG00000014233.4	ENSG00000077942.19
OG0010431	ENSGALG00000014232.6	ENSG00000128408.9
OG0010432	ENSGALG00000014228.6	ENSG00000077935.17
OG0010433	ENSGALG00000014218.6	ENSG00000056487.16
OG0010434	ENSGALG00000016554.6	ENSG00000130234.11
OG0010435	ENSGALG00000014213.6	ENSG00000186654.21
OG0010436	ENSGALG00000001219.6	ENSG00000101464.10
OG0010437	ENSGALG00000001182.6	ENSG00000198646.14
OG0010438	ENSGALG00000001062.6	ENSG00000131067.17
OG0010439	ENSGALG00000024081.3	ENSG00000118707.10
OG0010440	ENSGALG00000016548.6	ENSG00000169895.6
OG0010441	ENSGALG00000042936.3	ENSG00000217442.4
OG0010442	ENSGALG00000014178.6	ENSG00000159307.19
OG0010443	ENSGALG00000016543.6	ENSG00000188158.15
OG0010444	ENSGALG00000016529.6	ENSG00000008086.13
OG0010445	ENSGALG00000016523.5	ENSG00000102104.9
OG0010446	ENSGALG00000001816.6	ENSG00000081026.19
OG0010447	ENSGALG00000003658.5	ENSG00000101452.15
OG0010448	ENSGALG00000016511.6	ENSG00000173698.18
OG0010449	ENSGALG00000003568.3	ENSG00000101445.10
OG0010450	ENSGALG00000039659.2	ENSG00000186472.20
OG0010451	ENSGALG00000038919.2	ENSG00000101438.4
OG0010452	ENSGALG00000038225.2	ENSG00000170381.14
OG0010453	ENSGALG00000016420.6	ENSG00000147010.18
OG0010454	ENSGALG00000006560.6	ENSG00000075213.11
OG0010455	ENSGALG00000003932.6	ENSG00000124145.6
OG0010456	ENSGALG00000003952.6	ENSG00000124232.11
OG0010457	ENSGALG00000004028.6	ENSG00000124159.15
OG0010458	ENSGALG00000004074.6	ENSG00000124134.9
OG0010459	ENSGALG00000016388.5	ENSG00000185915.5
OG0010460	ENSGALG00000019157.5	ENSG00000091482.8
OG0010461	ENSGALG00000016382.6	ENSG00000012174.12
OG0010462	ENSGALG00000034198.2	ENSG00000065328.16
OG0010463	ENSGALG00000016375.7	ENSG00000102174.9
OG0010464	ENSGALG00000016357.7	ENSG00000123131.13
OG0010465	ENSGALG00000047383.1	ENSG00000064205.10
OG0010466	ENSGALG00000054564.1	ENSG00000174010.9
OG0010467	ENSGALG00000004220.6	ENSG00000132824.14
OG0010468	ENSGALG00000004244.4	ENSG00000124120.11
OG0010469	ENSGALG00000046204.2	ENSG00000101074.4
OG0010470	ENSGALG00000053100.1	ENSG00000197296.6
OG0010472	ENSGALG00000054473.1	ENSG00000158296.14
OG0010473	ENSGALG00000014083.7	ENSG00000064102.15
OG0010474	ENSGALG00000004498.6	ENSG00000197496.6
OG0010475	ENSGALG00000014084.5	ENSG00000111790.14
OG0010476	ENSGALG00000004508.7	ENSG00000064655.19
OG0010477	ENSGALG00000042604.2	ENSG00000004848.8
OG0010478	ENSGALG00000027435.4	ENSG00000152944.9
OG0010479	ENSGALG00000016281.6	ENSG00000198947.15
OG0010480	ENSGALG00000016284.6	ENSG00000157625.15
OG0010481	ENSGALG00000004570.5	ENSG00000124151.19
OG0010482	ENSGALG00000016286.6	ENSG00000120280.6
OG0010483	ENSGALG00000016287.5	ENSG00000169297.8
OG0010484	ENSGALG00000004593.6	ENSG00000196562.14
OG0010485	ENSGALG00000016262.6	ENSG00000047597.7
OG0010486	ENSGALG00000016261.6	ENSG00000165168.8
OG0010487	ENSGALG00000043100.2	ENSG00000101955.15
OG0010488	ENSGALG00000016241.6	ENSG00000182220.15
OG0010489	ENSGALG00000004707.6	ENSG00000124207.17
OG0010490	ENSGALG00000016238.6	ENSG00000180182.11
OG0010491	ENSGALG00000008056.6	ENSG00000158470.5
OG0010492	ENSGALG00000038834.2	ENSG00000187391.21
OG0010493	ENSGALG00000008026.4	ENSG00000158480.11
OG0010494	ENSGALG00000008335.7	ENSG00000006576.16
OG0010495	ENSGALG00000008021.5	ENSG00000124226.11
OG0010496	ENSGALG00000016228.6	ENSG00000188937.5
OG0010497	ENSGALG00000008330.5	ENSG00000135211.6
OG0010498	ENSGALG00000051957.1	ENSG00000127947.16
OG0010499	ENSGALG00000026906.3	ENSG00000240849.11
OG0010500	ENSGALG00000035930.2	ENSG00000087495.17
OG0010501	ENSGALG00000021220.4	ENSG00000132825.7
OG0010502	ENSGALG00000026542.3	ENSG00000196227.11
OG0010504	ENSGALG00000005125.7	ENSG00000149657.20
OG0010505	ENSGALG00000005145.7	ENSG00000184402.15
OG0010506	ENSGALG00000005200.7	ENSG00000130706.13
OG0010507	ENSGALG00000031637.2	ENSG00000277117.5, ENSG00000160223.17
OG0010508	ENSGALG00000022804.4	ENSG00000160218.13
OG0010509	ENSGALG00000031932.2	ENSG00000160216.20
OG0010510	ENSGALG00000016202.6	ENSG00000160207.9
OG0010511	ENSGALG00000041988.3	ENSG00000275993.3, ENSG00000142178.9
OG0010512	ENSGALG00000005345.6	ENSG00000149679.11
OG0010513	ENSGALG00000045938.2	ENSG00000130701.4
OG0010514	ENSGALG00000005460.7	ENSG00000101187.16
OG0010515	ENSGALG00000005531.7	ENSG00000101189.7
OG0010516	ENSGALG00000016187.7	ENSG00000160193.12
OG0010517	ENSGALG00000016186.6	ENSG00000160191.18
OG0010518	ENSGALG00000043976.2	ENSG00000160188.10
OG0010519	ENSGALG00000016169.6	ENSG00000160183.16
OG0010520	ENSGALG00000016164.6	ENSG00000160179.18
OG0010521	ENSGALG00000005652.7	ENSG00000101191.17
OG0010522	ENSGALG00000016147.6	ENSG00000173276.14
OG0010523	ENSGALG00000028225.3	ENSG00000101194.18
OG0010524	ENSGALG00000005762.6	ENSG00000101197.13
OG0010525	ENSGALG00000040189.2	ENSG00000183421.12
OG0010526	ENSGALG00000005781.6	ENSG00000101199.13
OG0010527	ENSGALG00000008060.6	ENSG00000005249.13, ENSG00000284096.2
OG0010528	ENSGALG00000016140.6	ENSG00000183844.17
OG0010529	ENSGALG00000034932.2	ENSG00000182240.16
OG0010530	ENSGALG00000038981.3	ENSG00000105879.12
OG0010531	ENSGALG00000016125.7	ENSG00000157578.13
OG0010532	ENSGALG00000016070.6	ENSG00000182093.16, ENSG00000285815.1
OG0010533	ENSGALG00000007931.7	ENSG00000091140.14
OG0010534	ENSGALG00000016059.7	ENSG00000157557.13
OG0010535	ENSGALG00000034118.3	ENSG00000203883.7
OG0010536	ENSGALG00000007905.6	ENSG00000091136.14
OG0010537	ENSGALG00000016058.7	ENSG00000157554.19
OG0010538	ENSGALG00000016055.6	ENSG00000157551.19
OG0010539	ENSGALG00000016054.6	ENSG00000157542.11
OG0010540	ENSGALG00000016053.4	ENSG00000157540.21
OG0010541	ENSGALG00000016052.6	ENSG00000157538.14
OG0010543	ENSGALG00000016047.6	ENSG00000159267.14
OG0010544	ENSGALG00000016044.7	ENSG00000159263.16
OG0010545	ENSGALG00000016042.4	ENSG00000159259.8
OG0010546	ENSGALG00000004683.6	ENSG00000101150.17
OG0010547	ENSGALG00000007098.6	ENSG00000139116.18
OG0010548	ENSGALG00000036556.3	ENSG00000159256.13
OG0010549	ENSGALG00000016014.6	ENSG00000159200.18
OG0010551	ENSGALG00000016011.2	ENSG00000277277.3, ENSG00000222018.2
OG0010552	ENSGALG00000030793.2	ENSG00000159197.3
OG0010553	ENSGALG00000027579.3	ENSG00000243927.6
OG0010554	ENSGALG00000031922.2	ENSG00000100416.15
OG0010555	ENSGALG00000014290.6	ENSG00000078140.14
OG0010556	ENSGALG00000043480.2	ENSG00000150625.16
OG0010557	ENSGALG00000053335.1	ENSG00000078177.14
OG0010558	ENSGALG00000014277.4	ENSG00000168421.13
OG0010559	ENSGALG00000014267.6	ENSG00000163694.15
OG0010560	ENSGALG00000030530.2	ENSG00000164107.8
OG0010561	ENSGALG00000040059.2	ENSG00000262938.6, ENSG00000205929.11
OG0010562	ENSGALG00000037962.3	ENSG00000159079.19
OG0010563	ENSGALG00000037709.3	ENSG00000132581.10
OG0010564	ENSGALG00000032882.2	ENSG00000166979.13
OG0010565	ENSGALG00000015884.6	ENSG00000159055.4
OG0010567	ENSGALG00000014250.6	ENSG00000109132.7
OG0010568	ENSGALG00000033965.2	ENSG00000156304.15
OG0010569	ENSGALG00000014248.6	ENSG00000109133.13
OG0010570	ENSGALG00000015844.7	ENSG00000142168.14
OG0010571	ENSGALG00000014242.6	ENSG00000188848.16
OG0010572	ENSGALG00000015822.5	ENSG00000156265.16
OG0010573	ENSGALG00000023032.3	ENSG00000215203.2
OG0010574	ENSGALG00000014225.6	ENSG00000183783.7
OG0010575	ENSGALG00000015804.6	ENSG00000198862.14
OG0010576	ENSGALG00000013940.7	ENSG00000072201.14
OG0010577	ENSGALG00000015795.6	ENSG00000154736.6
OG0010578	ENSGALG00000040342.2	ENSG00000154734.15
OG0010579	ENSGALG00000013929.7	ENSG00000134853.12
OG0010580	ENSGALG00000038634.2	ENSG00000157404.15
OG0010581	ENSGALG00000013907.6	ENSG00000128052.10
OG0010582	ENSGALG00000015730.5	ENSG00000154646.9
OG0010583	ENSGALG00000015720.6	ENSG00000154645.14
OG0010584	ENSGALG00000015511.6	ENSG00000169855.20
OG0010585	ENSGALG00000042771.2	ENSG00000114480.13
OG0010586	ENSGALG00000015497.7	ENSG00000206538.9
OG0010587	ENSGALG00000015496.4	ENSG00000083937.9
OG0010588	ENSGALG00000015495.6	ENSG00000064835.11
OG0010589	ENSGALG00000015494.5	ENSG00000179097.5
OG0010590	ENSGALG00000013674.6	ENSG00000104723.21
OG0010591	ENSGALG00000013661.6	ENSG00000155970.12
OG0010592	ENSGALG00000015488.4	ENSG00000121634.5
OG0010593	ENSGALG00000039452.2	ENSG00000265107.3
OG0010594	ENSGALG00000036021.2	ENSG00000003987.14
OG0010595	ENSGALG00000024480.5	ENSG00000113845.10
OG0010596	ENSGALG00000003273.5	ENSG00000103160.12
OG0010597	ENSGALG00000003258.6	ENSG00000154099.18
OG0010598	ENSGALG00000003224.5	ENSG00000102878.16
OG0010599	ENSGALG00000003195.7	ENSG00000102871.16
OG0010600	ENSGALG00000044138.2	ENSG00000143167.12
OG0010601	ENSGALG00000021345.6	ENSG00000237172.4
OG0010602	ENSGALG00000015453.7	ENSG00000198842.10
OG0010603	ENSGALG00000015446.6	ENSG00000143190.23
OG0010604	ENSGALG00000015441.4	ENSG00000198821.10
OG0010605	ENSGALG00000015437.6	ENSG00000143158.11
OG0010606	ENSGALG00000013606.6	ENSG00000104760.17
OG0010607	ENSGALG00000024077.4	ENSG00000080200.10
OG0010608	ENSGALG00000019215.6	ENSG00000113966.10
OG0010609	ENSGALG00000015413.6	ENSG00000178750.3
OG0010610	ENSGALG00000015402.6	ENSG00000179021.10
OG0010611	ENSGALG00000013535.6	ENSG00000145476.16
OG0010612	ENSGALG00000015389.5	ENSG00000176040.13
OG0010613	ENSGALG00000013468.6	ENSG00000164342.12
OG0010614	ENSGALG00000015378.6	ENSG00000144827.9
OG0010615	ENSGALG00000015375.6	ENSG00000240891.8
OG0010616	ENSGALG00000015367.7	ENSG00000177707.11
OG0010617	ENSGALG00000015360.6	ENSG00000163507.14
OG0010618	ENSGALG00000010610.6	ENSG00000109762.16
OG0010619	ENSGALG00000010611.7	ENSG00000164323.14
OG0010620	ENSGALG00000020210.6	ENSG00000151725.12
OG0010621	ENSGALG00000010645.6	ENSG00000164303.11
OG0010622	ENSGALG00000010646.7	ENSG00000173320.12
OG0010623	ENSGALG00000010661.7	ENSG00000168564.6
OG0010624	ENSGALG00000015356.6	ENSG00000114446.5
OG0010625	ENSGALG00000010668.6	ENSG00000151718.16
OG0010626	ENSGALG00000015353.7	ENSG00000114439.19
OG0010627	ENSGALG00000015351.6	ENSG00000114423.22
OG0010628	ENSGALG00000010719.7	ENSG00000109674.4
OG0010629	ENSGALG00000010847.5	ENSG00000150630.4
OG0010630	ENSGALG00000043106.2	ENSG00000150627.15
OG0010631	ENSGALG00000015347.6	ENSG00000170044.8
OG0010632	ENSGALG00000015346.4	ENSG00000144802.11
OG0010633	ENSGALG00000009948.6	ENSG00000164161.10
OG0010634	ENSGALG00000015285.6	ENSG00000154174.8
OG0010635	ENSGALG00000015275.6	ENSG00000114021.12
OG0010636	ENSGALG00000009886.6	ENSG00000170185.10
OG0010637	ENSGALG00000015258.6	ENSG00000057019.16
OG0010638	ENSGALG00000009880.6	ENSG00000109452.12
OG0010639	ENSGALG00000015253.6	ENSG00000144810.16
OG0010640	ENSGALG00000015252.7	ENSG00000064225.12
OG0010641	ENSGALG00000015249.7	ENSG00000116830.12
OG0010642	ENSGALG00000009865.7	ENSG00000170153.11
OG0010643	ENSGALG00000015246.6	ENSG00000143155.13
OG0010644	ENSGALG00000009855.6	ENSG00000109436.8
OG0010645	ENSGALG00000039376.2	ENSG00000143196.5
OG0010646	ENSGALG00000015233.7	ENSG00000143153.13
OG0010647	ENSGALG00000015230.6	ENSG00000143156.14
OG0010648	ENSGALG00000009809.5	ENSG00000196782.12
OG0010649	ENSGALG00000015225.6	ENSG00000117475.14
OG0010650	ENSGALG00000009800.7	ENSG00000145391.13
OG0010651	ENSGALG00000009790.4	ENSG00000172007.7
OG0010652	ENSGALG00000029298.3	ENSG00000198734.12
OG0010653	ENSGALG00000009732.6	ENSG00000189184.11
OG0010654	ENSGALG00000015204.6	ENSG00000144848.11
OG0010655	ENSGALG00000015193.7	ENSG00000091986.15
OG0010656	ENSGALG00000015185.6	ENSG00000197780.10
OG0010657	ENSGALG00000009498.6	ENSG00000164128.7
OG0010658	ENSGALG00000015152.7	ENSG00000144857.14
OG0010659	ENSGALG00000015136.7	ENSG00000145103.15
OG0010660	ENSGALG00000035629.3	ENSG00000178075.20
OG0010661	ENSGALG00000037485.3	ENSG00000151576.10
OG0010662	ENSGALG00000009451.6	ENSG00000171497.5
OG0010663	ENSGALG00000015123.5	ENSG00000184307.15
OG0010664	ENSGALG00000015094.6	ENSG00000181722.16
OG0010665	ENSGALG00000015089.6	ENSG00000172020.12
OG0010666	ENSGALG00000015079.6	ENSG00000114638.8
OG0010667	ENSGALG00000015077.7	ENSG00000031081.11
OG0010668	ENSGALG00000015069.7	ENSG00000121578.13
OG0010669	ENSGALG00000019087.6	ENSG00000133111.3
OG0010670	ENSGALG00000017052.6	ENSG00000133101.10
OG0010671	ENSGALG00000017053.7	ENSG00000133104.14
OG0010672	ENSGALG00000009395.6	ENSG00000109738.11
OG0010673	ENSGALG00000009378.2	ENSG00000145431.11
OG0010674	ENSGALG00000017064.4	ENSG00000133119.13
OG0010675	ENSGALG00000035946.2	ENSG00000164116.16
OG0010676	ENSGALG00000017070.7	ENSG00000083642.19
OG0010677	ENSGALG00000009276.6	ENSG00000121207.12
OG0010678	ENSGALG00000009268.7	ENSG00000171557.17
OG0010679	ENSGALG00000009266.6	ENSG00000171560.16
OG0010680	ENSGALG00000017073.5	ENSG00000139618.15
OG0010681	ENSGALG00000009262.6	ENSG00000171564.11
OG0010682	ENSGALG00000009257.7	ENSG00000171566.12
OG0010684	ENSGALG00000009241.5	ENSG00000145423.5
OG0010685	ENSGALG00000017076.7	ENSG00000187676.8
OG0010686	ENSGALG00000026781.3	ENSG00000132965.9
OG0010687	ENSGALG00000010097.6	ENSG00000059691.12
OG0010688	ENSGALG00000010090.6	ENSG00000164142.16
OG0010689	ENSGALG00000010081.7	ENSG00000109686.18
OG0010690	ENSGALG00000017084.7	ENSG00000122042.10
OG0010691	ENSGALG00000017085.6	ENSG00000139514.13
OG0010692	ENSGALG00000017089.5	ENSG00000139508.14
OG0010693	ENSGALG00000010031.5	ENSG00000071205.12
OG0010694	ENSGALG00000010022.5	ENSG00000164169.13
OG0010695	ENSGALG00000017154.6	ENSG00000149289.11
OG0010696	ENSGALG00000010019.5	ENSG00000164168.8
OG0010697	ENSGALG00000010009.7	ENSG00000137473.17
OG0010698	ENSGALG00000045414.2	ENSG00000132972.19
OG0010699	ENSGALG00000010207.6	ENSG00000138709.19
OG0010700	ENSGALG00000010209.5	ENSG00000164040.18
OG0010701	ENSGALG00000017145.5	ENSG00000196199.14
OG0010702	ENSGALG00000017142.7	ENSG00000121390.19
OG0010703	ENSGALG00000010185.5	ENSG00000164070.12
OG0010704	ENSGALG00000017139.6	ENSG00000121741.16
OG0010705	ENSGALG00000017135.7	ENSG00000165475.15
OG0010706	ENSGALG00000011823.6	ENSG00000196159.11
OG0010707	ENSGALG00000040007.2	ENSG00000172458.4
OG0010708	ENSGALG00000011831.6	ENSG00000151458.12
OG0010709	ENSGALG00000011833.7	ENSG00000145375.8
OG0010710	ENSGALG00000052784.1	ENSG00000181004.10
OG0010711	ENSGALG00000044995.2	ENSG00000164113.11
OG0010712	ENSGALG00000017128.7	ENSG00000165480.16
OG0010713	ENSGALG00000017126.7	ENSG00000180776.15
OG0010714	ENSGALG00000017125.7	ENSG00000165487.14
OG0010715	ENSGALG00000017120.7	ENSG00000151835.16
OG0010716	ENSGALG00000017119.6	ENSG00000127863.15
OG0010717	ENSGALG00000011880.6	ENSG00000138686.10
OG0010718	ENSGALG00000017118.6	ENSG00000027001.10
OG0010719	ENSGALG00000027868.3	ENSG00000165566.12
OG0010720	ENSGALG00000027981.4	ENSG00000149313.11
OG0010721	ENSGALG00000011962.7	ENSG00000173376.14
OG0010722	ENSGALG00000028658.3	ENSG00000182359.15
OG0010723	ENSGALG00000017177.7	ENSG00000170903.11
OG0010724	ENSGALG00000011963.7	ENSG00000138738.10
OG0010725	ENSGALG00000044207.2	ENSG00000183324.11
OG0010726	ENSGALG00000041814.2	ENSG00000187240.16
OG0010727	ENSGALG00000011990.5	ENSG00000145390.11
OG0010728	ENSGALG00000011994.5	ENSG00000172403.11
OG0010729	ENSGALG00000011998.6	ENSG00000150961.15
OG0010730	ENSGALG00000012000.5	ENSG00000145388.15
OG0010731	ENSGALG00000012044.6	ENSG00000145362.20
OG0010732	ENSGALG00000017197.6	ENSG00000149972.11
OG0010733	ENSGALG00000012074.6	ENSG00000073331.18
OG0010734	ENSGALG00000028807.3	ENSG00000138660.12
OG0010735	ENSGALG00000037129.2	ENSG00000174749.6
OG0010736	ENSGALG00000017200.6	ENSG00000087053.18
OG0010737	ENSGALG00000031410.3	ENSG00000138792.10
OG0010738	ENSGALG00000017208.6	ENSG00000166025.18
