gene,kTotal,MM.turquoise,kWithin,description
107303163,19.05378967,0.300711003,7.48616318,progestin and adipoQ receptor family member III
107283609,30.34862368,0.300363594,4.439519072,probable acyl-CoA dehydrogenase 6
107301150,12.22734272,0.300172854,3.509726466,Bardet-Biedl syndrome 2 protein-like
107293144,20.23055501,0.299518732,5.657945921,ectonucleoside triphosphate diphosphohydrolase 4
107283036,21.84360883,0.29945931,9.241325549,Yip1 domain family member 1
107289849,26.2638918,0.29945487,8.744848676,PRELI domain containing 2
107285527,40.78821786,0.298756859,7.795645715,armadillo repeat containing 8
107291500,10.53325015,0.29754545,2.723895107,crystallin beta A2
107287423,22.68074094,0.296729114,5.721389596,MGA MAX dimerization protein
107288011,12.49605576,0.296006573,2.800360843,ras-related and estrogen-regulated growth inhibitor-like protein
107285344,22.37951632,0.295855558,6.690805786,transcription factor 20 (AR1)
107282698,11.1897345,0.295621179,3.208285363,translational activator of cytochrome c oxidase 1
107292208,15.7271513,0.295593152,3.695380302,carboxymethylenebutenolidase homolog
107290989,15.09013783,0.294668142,4.439412689,membrane associated guanylate kinase WW and PDZ domain containing 3
107293635,17.29493978,0.294507928,3.778120493,spermatogenesis associated serine rich 2
107296607,12.93062078,0.294298713,2.820895583,pre-mRNA-splicing factor SYF1-like
107295281,15.76828153,0.294105872,6.266845195,C2 domain-containing protein 2-like
107294175,88.27970433,0.292727239,5.94816096,very low density lipoprotein receptor
107294341,36.26522219,0.292635769,10.43548008,adenylate kinase 4
107293692,30.15893384,0.291499286,9.178172822,ubiquitin conjugating enzyme E2E 3
107290322,12.10427758,0.290946401,3.996097082,small integral membrane protein 5
107301091,9.299143982,0.290931425,2.392130495,uncharacterized LOC107301091
107296220,25.07049878,0.290885082,7.186962397,ATP synthase H+ transporting mitochondrial Fo complex subunit s (factor B)
107297169,8.013796715,0.290827671,2.617317386,olfactory receptor 5V1-like
ERCC-00136,29.67652134,0.290513862,14.81514041,
107297083,27.72596858,0.290233287,4.658355941,RNA pseudouridylate synthase domain containing 3
107285309,18.65101772,0.289922209,4.294821842,zinc finger protein 219-like
107298952,17.411386,0.289649306,5.442092523,family with sequence similarity 185 member A
107290240,11.70076176,0.289493804,3.161926451,mitogen-activated protein kinase 7
107300312,16.9631755,0.289317199,3.228681457,arf-GAP with Rho-GAP domain ANK repeat and PH domain-containing protein 1-like
107290012,7.220950313,0.289132526,2.934164631,pleckstrin homology domain containing A3
107298443,15.08999284,0.288789195,3.07715299,acyl-CoA thioesterase 8
107288775,14.34265612,0.288526975,3.242853982,astrotactin 2
107285956,12.27099319,0.288034276,4.469086363,chromosome unknown open reading frame human C14orf1
107285068,14.20026938,0.287912307,3.171687088,acyl-CoA dehydrogenase C-4 to C-12 straight chain
107300605,19.611418,0.287723634,3.952619994,circadian locomoter output cycles protein kaput-like
107298177,12.99981298,0.287533395,3.486574711,arginine-glutamic acid dipeptide repeats protein-like
107284046,9.064380092,0.287218253,2.882457688,lin-7 homolog A crumbs cell polarity complex component
107296640,17.53360237,0.287142993,4.974454653,TOX high mobility group box family member 3
107285563,21.29225071,0.287112555,5.48873316,asparagine--tRNA ligase cytoplasmic-like
107293115,12.1391557,0.286772648,2.815597974,uncharacterized LOC107293115
107297236,21.43816885,0.286718985,3.731530734,microphthalmia-associated transcription factor
107289624,8.209942481,0.286563106,2.406953913,olfactory receptor 2T2-like
107300021,7.820695448,0.286464145,2.81948358,dual specificity mitogen-activated protein kinase kinase 2-like
107293370,31.80914886,0.285951017,6.851216631,DNA (cytosine-5-)-methyltransferase 3 alpha
107296284,10.44793141,0.285824887,4.122404247,sulfotransferase 1C2-like
107284712,18.44027122,0.285182594,4.273716085,bromodomain adjacent to zinc finger domain 1B
107286424,14.03600088,0.284845761,4.090225905,huntingtin interacting protein 1
107286373,18.92952374,0.284423161,3.230864162,phospholipase A2 receptor 1
107300052,28.83655148,0.284350847,7.231098928,leucine rich repeat containing 20
107288084,7.77572138,0.283867019,2.697244382,solute carrier family 25 member 16
107291509,13.14454661,0.283807255,3.648232285,chromosome unknown open reading frame human C12orf10
107291970,20.52670085,0.283449327,3.391444144,symplekin
107293812,20.31659876,0.283252725,4.245718953,eukaryotic translation initiation factor 1A domain containing
107296049,8.701610338,0.282873901,2.818313357,COP9 signalosome subunit 7B
107300708,7.402414295,0.282590904,2.215775727,uncharacterized LOC107300708
107301671,22.63656438,0.282459696,4.174340671,DNA repair protein SWI5 homolog
107297622,9.879086418,0.282340563,2.374213217,RAB11B member RAS oncogene family
107301634,12.42682849,0.282197944,3.325698699,glutamate--cysteine ligase catalytic subunit-like
107302420,11.43802951,0.282051269,3.315887529,betacellulin
107300941,7.673061004,0.281873404,1.887938422,semaphorin-3D-like
107299040,21.51263764,0.281814194,4.658785839,transmembrane protein 164
107298035,18.06929732,0.281023261,2.690314072,E3 ubiquitin-protein ligase CBL-like
107291022,14.95093189,0.280985488,3.866882563,vav guanine nucleotide exchange factor 2
107298293,8.536873375,0.280774359,2.597659904,ubiquitin carboxyl-terminal hydrolase 32-like
107295258,22.40062923,0.28074752,4.772091566,receptor-interacting serine/threonine-protein kinase 2-like
107298646,11.04624088,0.280691332,3.335299487,zinc finger protein 436-like
107292232,14.17330223,0.280629796,3.056021289,transmembrane protein 204
107302168,12.89927352,0.28013651,3.976650079,neuroblast differentiation-associated protein AHNAK-like
107298701,28.66045387,0.279828099,5.445205121,tubulin delta 1
107300189,21.0343853,0.278569067,3.594234535,exocyst complex component 6B-like
107300458,10.6196173,0.278109601,3.961359803,hydrolethalus syndrome protein 1 homolog
107289112,17.14770683,0.277919024,3.40779492,S-adenosylmethionine synthase isoform type-1-like
107289916,18.58684764,0.277453743,2.819143697,uncharacterized LOC107289916
107296260,14.75892425,0.277226651,4.29092378,protein arginine methyltransferase 3
107295203,16.65452919,0.277061272,4.20686511,highly divergent homeobox
107296040,34.59778309,0.276910025,7.196674498,ribosomal protein S6 kinase A3
107292827,12.69248322,0.276464449,2.910063407,zinc finger protein 574-like
107299929,10.92205239,0.276104229,2.519114628,cytohesin-3-like
107288164,10.57190756,0.275730703,2.866351276,uncharacterized LOC107288164
107288948,19.03178844,0.27551773,6.622594746,armadillo repeat containing 1
107286194,12.24248174,0.275283037,2.740080858,methylmalonic aciduria (cobalamin deficiency) cblA type
107283542,29.4055562,0.275090066,6.621050542,spermatogenesis associated 5
107292658,14.74634983,0.274979417,4.050285231,mitochondrial translational release factor 1 like
107292315,9.320920041,0.274968353,3.279501498,APEX nuclease (multifunctional DNA repair enzyme) 1
107297089,15.0797168,0.274811605,2.783903113,histone H4
107301183,11.139416,0.2744175,2.15722054,sodium-dependent proline transporter-like
107303039,9.397115113,0.274304686,2.390237251,mitochondrial peptide methionine sulfoxide reductase-like
107298987,14.70841112,0.273490232,3.553725695,vacuolar protein sorting-associated protein 52 homolog
107289288,12.82107589,0.273454373,4.128559811,protein tyrosine phosphatase non-receptor type 14
107301031,12.75452715,0.273373078,4.120121594,protein CIP2A homolog
107303305,22.48923577,0.272909754,6.169505812,limb development membrane protein 1
107291638,12.11993175,0.272294671,2.267194554,vasodilator-stimulated phosphoprotein
107292164,10.94902432,0.272042602,2.76712762,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon-like
107302002,8.923129896,0.271670244,1.927506186,leishmanolysin-like peptidase
107301945,10.5619656,0.271186194,2.527390567,neurogenic locus notch homolog protein 1-like
107286755,13.20561216,0.27096482,3.245093164,G protein-coupled receptor 3
107299265,12.54537198,0.27091427,2.808227974,S-adenosylmethionine synthase isoform type-1-like
107300951,8.559623173,0.270256218,2.942945568,28S ribosomal protein S2 mitochondrial-like
107296223,8.749282005,0.269734691,2.05548716,ribonuclease P protein subunit p25-like protein
107288614,27.05555585,0.269343333,6.525559625,DEAD-box helicase 17
107294712,7.511839577,0.269257253,2.242385726,androgen-induced gene 1 protein-like
107286039,7.742537662,0.269026094,2.089210216,transmembrane protein 200B
107297612,10.3083525,0.268437292,3.539315022,pyrroline-5-carboxylate reductase 3-like
107295460,16.28911683,0.268406171,3.383980065,inositol-tetrakisphosphate 1-kinase
107294668,11.36626159,0.268308674,2.435052184,embryonic ectoderm development
107290365,9.05565334,0.268147252,2.404957748,uncharacterized LOC107290365
107298939,13.78518177,0.268026769,2.669805535,attractin
107286525,16.26220217,0.267988916,2.912923093,immunoglobulin like domain containing receptor 1
107301484,8.554055714,0.267672044,3.507496836,HLA class II histocompatibility antigen DQ beta 2 chain-like
107294148,31.95287055,0.267612194,4.18736188,solute carrier family 46 member 3-like
107296232,9.887959415,0.266957792,2.932395756,notch 1
107298779,5.662432598,0.266442856,1.480720711,UV-stimulated scaffold protein A-like
107293161,10.51470846,0.266330161,2.072049231,dachshund homolog 2-like
107299878,16.66987532,0.266223154,2.746591568,formin-binding protein 1-like
107284406,17.04870804,0.266205662,3.783942129,cleavage and polyadenylation specific factor 6
107295515,13.36909916,0.266127963,3.098820635,nectin cell adhesion molecule 4
107298599,11.72562609,0.266062876,2.968637883,N-acetyltransferase domain containing 1
107299042,10.57005427,0.26582053,2.599623962,MICOS complex subunit MIC19-like
107293860,12.75072807,0.265712916,3.827398112,basic immunoglobulin-like variable motif containing
ERCC-00144,27.98787591,0.265475113,13.83531407,
107293679,23.66739237,0.265409308,5.977902196,mitochondrial ribosomal protein S11
107301534,11.10397174,0.265111047,3.127404808,uncharacterized LOC107301534
107294627,11.56547645,0.264698757,3.796523433,protein FAM19A2-like
107300048,18.04830892,0.264614935,3.618655769,suppressor of variegation 3-9 homolog 1
107292122,13.97692968,0.264387376,3.610163931,clock circadian regulator
107289585,18.29931583,0.264008736,2.736217767,activin A receptor type IC
107295878,29.38565068,0.263712641,5.639222755,lysine methyltransferase 5B
107296020,44.61460046,0.263602625,4.223279106,platelet activating factor acetylhydrolase 1b catalytic subunit 3
107293921,9.913236388,0.263310794,2.784496133,zinc finger protein RFP-like
107294543,8.278211046,0.263283351,2.073341563,kelch-like protein 12
107291177,25.31498585,0.26311903,6.999424497,3-hydroxy-3-methylglutaryl-CoA reductase
107300025,12.13599834,0.262348087,2.884379521,protoporphyrinogen oxidase
107289656,12.60653397,0.261543085,3.638153425,sorting nexin 22
107286587,24.19785486,0.261411561,4.136937249,phosphodiesterase 11A
107295087,10.34848665,0.261383764,2.469962087,mitochondrial inner membrane protein OXA1L-like
107296998,8.356161908,0.260735194,2.335330053,NECAP endocytosis associated 2
107296208,11.63588874,0.260441297,2.046624695,protein FAM102A-like
107290872,18.3359939,0.259789605,3.64519794,A-kinase anchoring protein 7
107294869,11.11760607,0.259538591,1.766320578,transmembrane protein 218
107288685,28.06853967,0.258867678,7.496543498,ubiquitin carboxyl-terminal hydrolase 4-like
ERCC-00147,19.04082015,0.258780372,9.157484549,
107301036,14.49112482,0.258715184,3.091158546,mitogen-activated protein kinase 8-like
107284855,20.47674831,0.258601858,3.588291161,erb-b2 receptor tyrosine kinase 3
107298224,11.39415489,0.258452916,2.743034861,phosphatidylserine synthase 1
107295755,11.84108409,0.258445,3.283625567,synaptosome associated protein 23kDa
107284529,11.59504446,0.258335668,3.030075835,mitochondrial carrier 1
107299575,13.62509723,0.257765071,2.600424052,isocitrate dehydrogenase [NAD] subunit alpha mitochondrial
ERCC-00154,22.98193066,0.257699647,9.137164675,
107282894,14.90538021,0.257511915,3.360116036,homeobox protein Meis1
107293170,15.94032541,0.25740097,2.464787599,chromosome unknown open reading frame human C3orf58
107302233,22.90353581,0.257181023,5.464738621,major histocompatibility complex class I-related gene protein-like
107291581,10.50505078,0.256786957,2.533458395,translocase of inner mitochondrial membrane 8 homolog A (yeast)
107302718,12.47211932,0.256735096,4.308348138,Na+/K+ transporting ATPase interacting 3
107296910,16.61012377,0.256244042,3.120951994,microtubule affinity regulating kinase 2
107288548,8.526974269,0.256193529,2.89210332,1-acylglycerol-3-phosphate O-acyltransferase 5
107285105,11.54114432,0.255990662,2.096609356,39S ribosomal protein L10 mitochondrial-like
107298653,8.956172116,0.255959901,2.463271795,mitochondrial ribosomal protein L41
107296803,14.47982412,0.255598703,3.58546834,polymerase (DNA) iota
107288965,10.46982591,0.254834659,3.452323612,E3 ubiquitin-protein ligase TRIM58-like
107301277,7.777064849,0.254721341,1.804416997,HLA class II histocompatibility antigen DRB1-15 beta chain-like
107282702,16.70270937,0.254588062,2.814707026,mitogen-activated protein kinase 1-like
107302938,12.92208604,0.254581128,2.59956601,ubiquitin related modifier 1
107295497,13.8042121,0.25332761,3.906467671,BCL2 associated athanogene 2
107301603,10.07511278,0.252588854,2.337001935,pyruvate dehydrogenase protein X component mitochondrial-like
107301819,9.98810127,0.252516015,2.649223127,beta-adrenergic receptor kinase 1-like
107286225,6.77562139,0.25177046,1.700013658,uncharacterized LOC107286225
107291311,7.158281565,0.251699269,1.828656162,vomeronasal type-2 receptor 26-like
107289413,10.81713292,0.251218562,2.998981879,fidgetin like 2
107286976,14.16538623,0.250979815,2.965260531,G protein-coupled receptor 19
107284738,18.63571155,0.250901593,6.553596578,mitochondrial transcription termination factor 2
107292457,11.68782363,0.250873811,3.171646409,Sad1 and UNC84 domain containing 2
107288707,11.12211182,0.2508425,2.18083503,proline rich Gla (G-carboxyglutamic acid) 1
107283829,19.33376923,0.25079685,5.243726886,zinc finger C3H1-type containing
107284434,6.422510631,0.250173729,1.751254489,protocadherin 17
107288790,32.71276572,0.250112195,4.263099209,acyl-CoA dehydrogenase family member 11-like
107300464,9.876246311,0.249962306,2.273290132,TM2 domain-containing protein 2-like
107301491,7.685196996,0.249663993,2.227741226,RUN and FYVE domain-containing protein 2-like
107301939,6.873951731,0.249351359,2.274430806,ataxin-3-like
107287231,8.043358546,0.248354931,2.703788619,pre-B-cell leukemia homeobox 4
107286903,8.941820354,0.248337791,1.961631089,syntaxin-10-like
107301521,10.21337658,0.248121283,2.493488658,acylphosphatase-1-like
107290662,8.753701091,0.247795419,1.642979365,39S ribosomal protein L39 mitochondrial-like
107301806,9.841412061,0.247502307,1.938271065,S-arrestin-like
107297926,17.93632489,0.247124278,3.467143583,nemo-like kinase
107301946,11.66480714,0.245931498,2.492489879,anaphase-promoting complex subunit 4-like
107283937,10.80298987,0.245800644,3.322679346,ceroid-lipofuscinosis neuronal 6 late infantile variant
107288907,29.05709231,0.245499327,4.132575809,glucose-fructose oxidoreductase domain containing 2
107285805,17.44209242,0.245470749,2.7238605,olfactory receptor 2A5-like
107294312,31.36384843,0.24487661,4.434132347,mitogen-activated protein kinase kinase kinase 6
107283880,13.67086268,0.244801889,3.343570499,lines homolog 1
107296680,5.914017876,0.244273997,1.951162371,EGF like domain multiple 8
107302658,19.23943222,0.244161661,4.621419774,NACHT and WD repeat domain-containing protein 2-like
107289096,13.34160128,0.244102273,2.497574746,endoplasmic reticulum oxidoreductase alpha
107296447,14.71602488,0.243773699,2.327956616,zinc finger and BTB domain containing 17
107296551,20.9617772,0.243533785,4.178975584,deleted in malignant brain tumors 1 protein-like
107300807,12.21661026,0.243377847,2.487759706,protein SCAF8-like
107292757,8.612217035,0.242609025,2.645428374,procollagen C-endopeptidase enhancer 2
107299479,13.26285147,0.242544863,2.19337273,ubiquitin B
107283680,13.75753514,0.242132793,2.089614107,StAR related lipid transfer domain containing 7
107285000,7.732807567,0.242127369,2.482468178,POP7 homolog ribonuclease P/MRP subunit
107285621,6.930610785,0.24193107,1.945255474,actin like 7A
107293564,9.071674236,0.24177552,1.884673092,neuropeptide Y receptor Y2
ERCC-00028,18.75894052,0.24127505,10.40489379,
107284186,30.33031162,0.241250154,7.473774521,microtubule associated serine/threonine kinase family member 4
107299695,8.485544149,0.240928074,2.68396603,nurim-like
107282269,15.9883715,0.240910413,2.624367247,SIN3 transcription regulator family member B
107288687,36.61321375,0.240451655,7.805366632,NADH:ubiquinone oxidoreductase subunit B2
107288155,9.778969001,0.240140241,2.744272483,carbohydrate sulfotransferase 10
107303144,11.21772832,0.239843225,2.737431053,uncharacterized LOC107303144
107292976,12.15047172,0.239753099,3.343878479,mediator complex subunit 27
107288871,11.10828029,0.239722124,1.530143801,TNF alpha induced protein 8 like 3
107302276,10.71014372,0.239489129,2.945543534,pleckstrin homology-like domain family A member 2
107297462,6.834753732,0.238724477,2.016764185,serine/threonine kinase-like domain containing 1
107294622,22.23858,0.238268481,5.707898016,host cell factor C2
107300297,8.320961834,0.237494477,1.857492869,opioid growth factor receptor-like
107297620,7.344642626,0.237440096,1.814336475,translocase of inner mitochondrial membrane 44 homolog (yeast)
107288960,7.763850983,0.236858867,1.643898873,family with sequence similarity 196 member A
107297003,5.704817088,0.236659191,1.251319543,SUZ RNA binding domain containing 1
107301978,11.87601134,0.236462978,2.765385414,cystatin-1-like
107292752,6.536753557,0.236065852,1.45873885,RAD54 homolog B (S. cerevisiae)
107297248,6.721661765,0.23604049,1.708412533,tetratricopeptide repeat domain 7B
107295228,8.802919127,0.235781991,2.052427545,centrosomal protein 57kDa
107295686,8.089372983,0.235746696,2.722351987,olfactory receptor 10Q1
ERCC-00019,22.2188426,0.235723553,13.14856497,
107301486,6.849077113,0.235706413,1.24020456,glutamine-dependent NAD(+) synthetase-like
107298953,10.05887449,0.235592724,2.118738895,histone H2A type 2-C-like
107285357,8.331223327,0.234709665,1.380095884,galanin receptor 1
107301337,11.7259412,0.234285453,2.732694537,alpha-aminoadipic semialdehyde dehydrogenase-like
107301539,9.180633144,0.233663567,2.157479447,HLA class II histocompatibility antigen DRB1-4 beta chain-like
107302116,6.384566574,0.233648367,1.547857314,cytoplasmic dynein 1 heavy chain 1-like
107293796,10.33968266,0.233550995,3.21822757,C-Jun-amino-terminal kinase-interacting protein 3-like
107295725,20.37406792,0.233232488,2.948612188,RAS like family 11 member B
107299816,11.97301263,0.233006051,3.160000373,zinc finger and SCAN domain-containing protein 2-like
107296129,9.257780067,0.232674707,2.39719943,olfactory marker protein
107296218,13.25213832,0.232634498,3.411468334,SOS Ras/Rho guanine nucleotide exchange factor 2
107295651,16.48611078,0.232419181,3.055199145,alanine aminotransferase 2-like
107295325,15.71937583,0.232255551,2.818881741,amino-terminal enhancer of split
107299114,19.1845702,0.231850972,3.91896605,endoglin-like
107285771,9.45578235,0.230085231,1.936345577,G protein-coupled receptor 162
107296843,10.69719347,0.229839787,1.786137727,small glutamine rich tetratricopeptide repeat containing alpha
107283412,17.57089722,0.229525991,4.236135554,transmembrane protein 69
107297594,6.660546317,0.229520181,2.042464639,probable 2-ketogluconate reductase
107295084,12.81646182,0.229087079,3.496812882,probable phospholipid-transporting ATPase IH
107289670,8.322932727,0.228677539,2.193866257,cuticlin-2-like
107284206,14.5519684,0.228104147,2.481533952,inhibitor of kappa light polypeptide gene enhancer in B-cells kinase gamma
107289562,7.249104661,0.22740922,1.742162468,WD repeat domain 81
107288595,14.10512269,0.227281298,1.974966683,BCL2 associated athanogene 3
107287958,13.78885893,0.226997931,2.959317595,polymerase (DNA) mu
107285619,25.83965012,0.226845104,5.624486475,purine-rich element binding protein G
107294631,14.33039306,0.226241051,3.53035876,rho GTPase-activating protein 24-like
107301348,13.88371383,0.22605526,2.131275287,nuclear export mediator factor NEMF-like
107302629,24.00913516,0.225449315,6.616513923,ubiquitin family domain containing 1
107284017,18.11161966,0.225440504,2.159194258,gap junction protein delta 4
107288999,8.088226366,0.225378042,2.075004303,potassium two pore domain channel subfamily K member 7
107301441,6.117846552,0.225264045,1.58352837,prostaglandin E2 receptor EP1 subtype-like
107293625,6.856003686,0.225037787,1.468818468,protein tyrosine phosphatase receptor type C associated protein
107301916,6.967228137,0.224934683,1.578389494,uncharacterized LOC107301916
107301765,15.61583492,0.224824,3.044038957,uncharacterized LOC107301765
107292400,8.567713446,0.224470197,2.146042574,integrator complex subunit 5
107299309,7.990448279,0.224304449,1.763241828,uncharacterized protein C7orf62 homolog
107286754,7.991125997,0.224252537,1.708530433,CD164 molecule like 2
107300882,7.229538919,0.223832917,2.244164282,H-2 class II histocompatibility antigen E-D alpha chain-like
107295273,13.20969551,0.223798565,2.687573086,B9 protein domain 2
107302817,10.6100588,0.223087189,1.836497576,FK506 binding protein 15
ERCC-00123,12.78830861,0.222897364,2.821573637,
107300056,14.82895831,0.222599605,3.268145215,casein kinase 2 alpha 1 polypeptide
107288005,11.32518125,0.2220462,1.856563595,zinc metallopeptidase STE24
107299296,8.073515914,0.221887014,2.25100991,dehydrogenase/reductase SDR family member 13-like
107283229,10.58199479,0.221755772,2.597110256,deoxyguanosine kinase
107287224,11.34591908,0.2217318,2.246375544,F-box and leucine-rich repeat protein 12
107300860,12.02027946,0.221613895,2.535566576,delta(14)-sterol reductase-like
107292269,13.98879376,0.221379694,3.65967224,phosphatidylinositol-45-bisphosphate 3-kinase catalytic subunit beta
107287527,6.077361719,0.221229605,1.442651705,dishevelled segment polarity protein 1
107296029,8.080557102,0.221150345,1.779848964,limb and CNS expressed 1 like
107289529,13.11766151,0.221016827,3.293034166,ADP ribosylation factor like GTPase 8A
107294311,11.41081257,0.220648939,2.188256327,transmembrane protein 222
107301725,5.864747883,0.220634178,2.186298656,dual specificity protein phosphatase 15-like
107302810,14.39592546,0.219292116,2.163451605,uncharacterized LOC107302810
107294688,7.080709027,0.219167875,1.643446176,maestro heat-like repeat-containing protein family member 1
107300755,8.391615246,0.218912695,1.838807448,cell adhesion molecule 4-like
107301605,6.392572521,0.218679382,1.799807258,putative sodium-coupled neutral amino acid transporter 8
107289201,9.6062152,0.218519736,2.345040388,DENN domain containing 6B
107289378,7.723598878,0.218107116,1.783247811,CCAAT/enhancer binding protein beta
107291286,12.07667263,0.217581302,3.443347244,solute carrier family 25 member 47
107301900,10.18577228,0.216873921,2.068821801,uncharacterized LOC107301900
107302434,8.389078169,0.216494874,2.179282501,uncharacterized LOC107302434
107288291,8.891032532,0.216055757,2.56989032,EGF like fibronectin type III and laminin G domains
107300966,13.38062276,0.215981632,2.887243612,UV-stimulated scaffold protein A-like
107301311,16.55412624,0.215970774,2.270767856,TIR domain-containing adapter molecule 1-like
107283738,8.368119491,0.215925805,1.532523452,transmembrane protein 54
107293782,10.46359341,0.215831924,2.253885351,RAB43 member RAS oncogene family
107302909,9.359432899,0.215806136,1.555567707,charged multivesicular body protein 4C
107283219,10.94560936,0.215741757,1.747263665,cannabinoid receptor interacting protein 1
ERCC-00016,14.65998615,0.215415029,2.461428537,
107295535,8.559874824,0.215067512,1.670791419,makorin ring finger protein 2
107285436,13.31956408,0.214582349,3.202627659,adhesion G protein-coupled receptor L4
107293896,6.696900232,0.214287015,1.975654256,collagen alpha-1(IX) chain-like
107298298,10.77028263,0.214167912,2.876135265,solute carrier family 35 member F5
107296539,18.94453718,0.214161889,3.499586948,putative DMBT1-like protein
107292194,8.467838397,0.214050575,1.515158077,SLIT-ROBO Rho GTPase activating protein 3
107289803,7.382111713,0.213936417,1.314764697,tubulin gamma complex associated protein 4
107294454,25.87938442,0.213683772,2.674388139,eukaryotic translation initiation factor 2A
107297086,8.571730328,0.2132684,1.735538459,histone H3-like
107294670,17.76526195,0.213203978,3.820097879,DEAD-box helicase 59
107288418,9.733631635,0.212636061,2.475432653,shisa family member 2
107282914,6.352782325,0.212448405,1.5855482,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase
107301361,6.958772809,0.212184198,1.700657879,ankyrin repeat and BTB/POZ domain-containing protein 1-like
107302195,10.12617108,0.211836704,2.155151303,microtubule-associated protein 4-like
107295926,10.55350748,0.211725929,2.275970631,3-oxoacid CoA-transferase 1
107284304,10.70389809,0.211225816,2.730510978,succinate-CoA ligase ADP-forming beta subunit
107287217,9.420186976,0.210348647,2.174902966,DEAD-box helicase 24
107300150,5.714910718,0.210123914,1.547715367,phosphatidylserine synthase 2
107300800,19.67987785,0.210048019,2.518204217,TRIO and F-actin-binding protein-like
107290495,14.81436648,0.209919851,2.90968352,ATP binding cassette subfamily D member 4
107294309,11.27871262,0.209677142,2.435769421,solute carrier family 9 member A1
107292453,6.44189497,0.209649337,1.305172951,neuronal pentraxin receptor
107301535,6.537420485,0.208826838,1.753513771,kelch-like protein 32
107302149,8.275983993,0.208269829,1.880368655,SHC-transforming protein 1-like
107291462,7.242270142,0.208002109,1.865607106,leucine-rich repeats and immunoglobulin-like domains 2
107282234,12.56896528,0.207715583,2.19663382,plasmalemma vesicle associated protein
107294834,16.01671525,0.207689609,2.911916884,F-box and leucine-rich repeat protein 15
107292279,10.50532079,0.207602761,2.716532303,BCL2 like 13
107301776,9.774529781,0.207469404,2.943908521,uncharacterized LOC107301776
107297962,9.757314373,0.206629796,2.17359874,MTOR associated protein LST8 homolog
107282696,8.533132175,0.20638266,2.991782912,histone H4
107293257,16.20807136,0.206141929,2.204367278,RasGEF domain family member 1A
107288000,13.06973481,0.205830937,2.601446387,glycosylated lysosomal membrane protein
107289235,10.59601635,0.205089168,2.869854307,mal T-cell differentiation protein
107289134,9.64351614,0.204954151,2.347679624,mediator complex subunit 9
107301267,24.62859715,0.204821943,6.058432385,transmembrane protein 261
107300122,11.70835015,0.204701654,2.395080366,solute carrier organic anion transporter family member 4A1-like
107300823,9.652299147,0.204594571,1.529678774,transmembrane protein 50B
107300239,12.47710021,0.204385501,2.581352652,transmembrane protein 266-like
107302745,10.26357734,0.204360606,1.704500489,cullin 4B
107283225,11.32408045,0.204255425,1.677342784,chromosome unknown open reading frame human C17orf80
107302725,16.39546527,0.2039389,3.88169297,zinc finger protein 706
107301831,8.840049106,0.203911366,1.187958786,kunitz-type serine protease inhibitor bitisilin-2-like
107301259,12.42547466,0.203837832,2.045263662,X-ray repair cross-complementing protein 5-like
107283317,18.43497646,0.20349624,4.099156915,ATP binding cassette subfamily B member 1
107300988,10.98398558,0.203403435,2.00861754,protein phosphatase 1J-like
107297221,11.32912305,0.203077751,2.659283178,KIAA1456 ortholog
107282847,9.840081991,0.202876734,2.16077231,PWWP domain-containing protein MUM1
107294354,24.19007517,0.202571958,4.70321655,bisphosphoglycerate mutase
107282736,8.031434778,0.202427315,1.21207836,ras-related protein Rab-35-like
107300144,9.125685925,0.202414396,2.220041865,lymphocyte antigen 96-like
107293505,10.9797993,0.202234482,3.009962863,adrenomedullin
107284422,6.847886113,0.201913841,1.254344709,Kruppel-like factor 9
107301479,7.669194835,0.201423244,1.541049744,uncharacterized LOC107301479
107297587,6.831571523,0.200816301,1.511517042,dehydrogenase/reductase SDR family member 13-like
107291341,6.325694659,0.200770654,1.498590074,nuclear pore complex protein Nup214-like
107287532,11.73168733,0.200559011,2.09899652,sodium channel epithelial 1 delta subunit
107300773,7.9959013,0.200136438,1.309301329,PDZ and LIM domain protein 5-like
107292881,6.432489346,0.199976774,1.829219132,olfactory receptor 11H6-like
107297009,6.034843998,0.199375729,1.382601724,hephaestin-like protein 1
107294750,8.064349637,0.198563279,2.15174266,ADP-ribosylhydrolase like 2
107291298,6.71184756,0.198041952,1.808551061,zinc finger C4H2-type containing
107282986,13.02931488,0.197706116,2.905469487,chromodomain protein Y-like
107297604,5.848311049,0.197613573,1.593679466,chromosome unknown open reading frame human C2orf76
107291556,18.98821621,0.197542519,1.781967056,XK related X-linked
107302418,10.22848028,0.197293476,2.365207756,cleavage stimulation factor 3' pre-RNA subunit 3
107292351,5.24800333,0.197281499,1.260325989,transmembrane protein 201
107296562,17.08051436,0.19691745,4.327179735,RUN and FYVE domain containing 1
107296068,11.5745626,0.196389573,4.122763931,nudix hydrolase 21
107302816,12.6975172,0.196231409,2.97828047,uncharacterized LOC107302816
107298932,14.26642804,0.195946597,2.531808886,amyloid beta precursor protein binding family B member 2
107290245,18.20080184,0.194504701,2.805125002,lactamase beta 2
107295435,12.88383478,0.194419044,3.188957821,coiled-coil domain containing 115
107301058,7.153020858,0.194258051,1.569029454,mitochondrial import receptor subunit TOM70-like
