Orthogroup	P_troglodytes.pep	H_sapiens.pep
OG0012382	ENSPTRG00000020049.6	ENSG00000275074.2
OG0012383	ENSPTRG00000009475.4	ENSG00000062716.13
OG0012384	ENSPTRG00000003794.6	ENSG00000168003.16
OG0012385	ENSPTRG00000013620.4	ENSG00000124171.9
OG0012386	ENSPTRG00000007222.6	ENSG00000255346.10
OG0012387	ENSPTRG00000020094.6	ENSG00000184661.14
OG0012388	ENSPTRG00000007729.3	ENSG00000067836.12
OG0012389	ENSPTRG00000020081.5	ENSG00000167034.10
OG0012390	ENSPTRG00000020458.5	ENSG00000104356.11
OG0012391	ENSPTRG00000005535.4	ENSG00000111786.9
OG0012392	ENSPTRG00000020403.6	ENSG00000156103.16
OG0012393	ENSPTRG00000020401.5	ENSG00000176571.12
OG0012394	ENSPTRG00000020398.7	ENSG00000170289.12
OG0012395	ENSPTRG00000001399.6	ENSG00000160688.19
OG0012396	ENSPTRG00000005484.6	ENSG00000139405.16
OG0012397	ENSPTRG00000010336.5	ENSG00000174917.8
OG0012398	ENSPTRG00000005489.5	ENSG00000089060.11
OG0012399	ENSPTRG00000005490.3	ENSG00000151176.8
OG0012401	ENSPTRG00000028398.4	ENSG00000204381.11
OG0012402	ENSPTRG00000004263.3	ENSG00000150750.8
OG0012404	ENSPTRG00000020359.7	ENSG00000164751.15
OG0012405	ENSPTRG00000052297.1	ENSG00000187609.16
OG0012406	ENSPTRG00000050638.1	ENSG00000254986.7
OG0012407	ENSPTRG00000046813.1	ENSG00000107562.16
OG0012408	ENSPTRG00000002783.6	ENSG00000107438.9
OG0012409	ENSPTRG00000002778.6	ENSG00000119969.15
OG0012410	ENSPTRG00000020294.5	ENSG00000137561.5
OG0012411	ENSPTRG00000029192.2	ENSG00000099617.4
OG0012412	ENSPTRG00000014856.3	ENSG00000181585.6
OG0012413	ENSPTRG00000028226.2	ENSG00000269743.3
OG0012414	ENSPTRG00000001760.6	ENSG00000157060.16
OG0012415	ENSPTRG00000012901.4	ENSG00000115457.10
OG0012416	ENSPTRG00000011180.6	ENSG00000124440.15
OG0012417	ENSPTRG00000013214.5	ENSG00000088826.18
OG0012418	ENSPTRG00000049481.1	ENSG00000168286.3
OG0012419	ENSPTRG00000008245.6	ENSG00000102904.14
OG0012420	ENSPTRG00000011186.5	ENSG00000160013.9
OG0012421	ENSPTRG00000000345.7	ENSG00000001460.18
OG0012422	ENSPTRG00000008239.5	ENSG00000102981.9
OG0012423	ENSPTRG00000008513.6	ENSG00000167693.17
OG0012424	ENSPTRG00000010035.2	ENSG00000174448.8
OG0012425	ENSPTRG00000006415.5	ENSG00000126814.7
OG0012426	ENSPTRG00000010036.6	ENSG00000166845.15
OG0012427	ENSPTRG00000010038.6	ENSG00000041353.10
OG0012428	ENSPTRG00000010039.5	ENSG00000166510.14
OG0012429	ENSPTRG00000010040.6	ENSG00000196628.18
OG0012430	ENSPTRG00000012479.7	ENSG00000150551.11
OG0012431	ENSPTRG00000006401.5	ENSG00000151838.12
OG0012432	ENSPTRG00000010045.7	ENSG00000066926.11
OG0012433	ENSPTRG00000004425.5	ENSG00000110013.13
OG0012434	ENSPTRG00000010052.5	ENSG00000198796.7
OG0012435	ENSPTRG00000002444.6	ENSG00000198915.11
OG0012436	ENSPTRG00000010211.7	ENSG00000071564.16
OG0012437	ENSPTRG00000044965.1	ENSG00000133661.16
OG0012438	ENSPTRG00000030985.4	ENSG00000221947.8
OG0012439	ENSPTRG00000001249.6	ENSG00000118298.12
OG0012440	ENSPTRG00000021592.4	ENSG00000176978.14
OG0012441	ENSPTRG00000021303.5	ENSG00000106780.9
OG0012442	ENSPTRG00000021173.6	ENSG00000095380.11
OG0012443	ENSPTRG00000049117.1	ENSG00000184992.13
OG0012444	ENSPTRG00000000342.4	ENSG00000142677.4
OG0012445	ENSPTRG00000021977.5	ENSG00000131080.15
OG0012446	ENSPTRG00000007757.3	ENSG00000153060.8
OG0012447	ENSPTRG00000016298.4	ENSG00000163116.10
OG0012448	ENSPTRG00000007085.6	ENSG00000128833.13
OG0012449	ENSPTRG00000005604.6	ENSG00000111358.14
OG0012450	ENSPTRG00000009938.6	ENSG00000154080.14
OG0012451	ENSPTRG00000043308.1	ENSG00000244020.3
OG0012451	ENSPTRG00000031204.3	ENSG00000205362.11
OG0012452	ENSPTRG00000045016.1	ENSG00000162591.16
OG0012453	ENSPTRG00000007245.5	ENSG00000175318.12
OG0012454	ENSPTRG00000000060.6	ENSG00000130762.15
OG0012455	ENSPTRG00000002638.6	ENSG00000172586.8
OG0012456	ENSPTRG00000007242.6	ENSG00000278570.5
OG0012457	ENSPTRG00000009926.6	ENSG00000141447.18
OG0012458	ENSPTRG00000051842.1	ENSG00000115266.11
OG0012459	ENSPTRG00000002646.6	ENSG00000122861.16
OG0012460	ENSPTRG00000017691.6	ENSG00000214113.10
OG0012461	ENSPTRG00000000422.6	ENSG00000158156.8
OG0012463	ENSPTRG00000002062.5	ENSG00000143816.8
OG0012464	ENSPTRG00000045355.1	ENSG00000187792.5
OG0012465	ENSPTRG00000000428.7	ENSG00000285390.2, ENSG00000130770.18
OG0012467	ENSPTRG00000012085.4	ENSG00000005448.17
OG0012468	ENSPTRG00000052103.1	ENSG00000215271.9
OG0012469	ENSPTRG00000045750.1	ENSG00000139722.7
OG0012470	ENSPTRG00000028604.3	ENSG00000126500.3
OG0012471	ENSPTRG00000045046.1	ENSG00000168874.13
OG0012472	ENSPTRG00000002658.4	ENSG00000165644.11
OG0012473	ENSPTRG00000003823.4	ENSG00000149761.9
OG0012474	ENSPTRG00000003824.5	ENSG00000110011.13
OG0012475	ENSPTRG00000002660.5	ENSG00000148655.15
OG0012476	ENSPTRG00000002956.5	ENSG00000043591.6
OG0012477	ENSPTRG00000020182.6	ENSG00000168615.12
OG0012478	ENSPTRG00000014767.5	ENSG00000168026.18
OG0012479	ENSPTRG00000008418.5	ENSG00000140950.16
OG0012480	ENSPTRG00000013481.5	ENSG00000101413.12
OG0012481	ENSPTRG00000020679.5	ENSG00000179091.5
OG0012482	ENSPTRG00000006934.5	ENSG00000104140.7
OG0012483	ENSPTRG00000002946.7	ENSG00000197142.10
OG0012484	ENSPTRG00000020674.6	ENSG00000178719.17
OG0012485	ENSPTRG00000045114.1	ENSG00000188277.10
OG0012486	ENSPTRG00000000449.3	ENSG00000162510.6
OG0012487	ENSPTRG00000014751.6	ENSG00000187091.13
OG0012488	ENSPTRG00000044053.1	ENSG00000241399.7
OG0012489	ENSPTRG00000052438.1	ENSG00000116667.14
OG0012490	ENSPTRG00000004400.5	ENSG00000154127.10
OG0012491	ENSPTRG00000013152.4	ENSG00000125898.13
OG0012492	ENSPTRG00000004402.6	ENSG00000109944.11
OG0012494	ENSPTRG00000013154.6	ENSG00000101282.9
OG0012495	ENSPTRG00000042921.1	ENSG00000113532.13
OG0012496	ENSPTRG00000000602.5	ENSG00000127129.10
OG0012497	ENSPTRG00000046989.1	ENSG00000132975.8
OG0012498	ENSPTRG00000006918.4	ENSG00000140323.6
OG0012499	ENSPTRG00000006917.6	ENSG00000188549.12
OG0012500	ENSPTRG00000001762.4	ENSG00000058085.15
OG0012501	ENSPTRG00000046115.1	ENSG00000183638.6
OG0012502	ENSPTRG00000004031.7	ENSG00000165458.14
OG0012503	ENSPTRG00000013143.6	ENSG00000101255.11
OG0012504	ENSPTRG00000052757.1	ENSG00000285147.2, ENSG00000171060.11
OG0012505	ENSPTRG00000029353.3	ENSG00000206432.4
OG0012506	ENSPTRG00000030670.3	ENSG00000177732.8
OG0012507	ENSPTRG00000004499.6	ENSG00000149328.15
OG0012508	ENSPTRG00000030723.3	ENSG00000175793.12
OG0012509	ENSPTRG00000022426.6	ENSG00000278057.4
OG0012510	ENSPTRG00000017123.6	ENSG00000186952.15
OG0012511	ENSPTRG00000001902.6	ENSG00000158711.14
OG0012512	ENSPTRG00000004043.5	ENSG00000171631.14
OG0012513	ENSPTRG00000014795.6	ENSG00000093183.14
OG0012514	ENSPTRG00000014797.6	ENSG00000114857.18
OG0012515	ENSPTRG00000014800.6	ENSG00000010282.15
OG0012516	ENSPTRG00000021554.4	ENSG00000165684.4
OG0012517	ENSPTRG00000050885.1, ENSPTRG00000019496.6	ENSG00000106336.13
OG0012518	ENSPTRG00000017147.4	ENSG00000164221.13
OG0012520	ENSPTRG00000051014.1	ENSG00000177485.7
OG0012521	ENSPTRG00000001918.5	ENSG00000162891.10
OG0012522	ENSPTRG00000022230.5	ENSG00000125356.7
OG0012523	ENSPTRG00000008273.5	ENSG00000103044.11
OG0012524	ENSPTRG00000001922.6	ENSG00000162897.16
OG0012525	ENSPTRG00000007978.6	ENSG00000149929.16
OG0012526	ENSPTRG00000040638.2	ENSG00000188959.9
OG0012527	ENSPTRG00000010252.6	ENSG00000065717.15
OG0012528	ENSPTRG00000007565.4	ENSG00000007376.8
OG0012531	ENSPTRG00000019868.6	ENSG00000164867.11
OG0012532	ENSPTRG00000018294.6	ENSG00000146147.15
OG0012533	ENSPTRG00000005204.5	ENSG00000135678.12
OG0012534	ENSPTRG00000010102.4	ENSG00000150637.9
OG0012535	ENSPTRG00000018295.7	ENSG00000137251.16
OG0012536	ENSPTRG00000041671.2	ENSG00000186591.13
OG0012537	ENSPTRG00000018298.4	ENSG00000187871.2
OG0012538	ENSPTRG00000029279.4	ENSG00000206043.7
OG0012539	ENSPTRG00000043634.1	ENSG00000166473.17
OG0012540	ENSPTRG00000049992.1, ENSPTRG00000045928.1	ENSG00000146910.12
OG0012541	ENSPTRG00000049179.1	ENSG00000135643.5
OG0012542	ENSPTRG00000050198.1	ENSG00000181027.11
OG0012543	ENSPTRG00000011192.5	ENSG00000090372.15
OG0012544	ENSPTRG00000010129.5	ENSG00000131196.17
OG0012545	ENSPTRG00000010134.4	ENSG00000178342.4
OG0012546	ENSPTRG00000008258.3	ENSG00000182810.6
OG0012547	ENSPTRG00000017471.3	ENSG00000039600.11
OG0012548	ENSPTRG00000008442.4	ENSG00000176678.5
OG0012549	ENSPTRG00000000323.5	ENSG00000179546.4
OG0012550	ENSPTRG00000008404.6	ENSG00000140961.14
OG0012551	ENSPTRG00000008406.3	ENSG00000103154.9
OG0012552	ENSPTRG00000007945.4	ENSG00000176953.12
OG0012553	ENSPTRG00000002241.6	ENSG00000185736.16
OG0012555	ENSPTRG00000017765.6	ENSG00000145996.11
OG0012556	ENSPTRG00000002420.7	ENSG00000095794.19
OG0012557	ENSPTRG00000028521.3	ENSG00000174807.4
OG0012558	ENSPTRG00000004735.6	ENSG00000023697.13
OG0012560	ENSPTRG00000043978.1	ENSG00000180008.9
OG0012561	ENSPTRG00000045372.1	ENSG00000180537.13
OG0012562	ENSPTRG00000022780.6	ENSG00000179454.13
OG0012563	ENSPTRG00000012427.5	ENSG00000169967.16
OG0012564	ENSPTRG00000015258.4	ENSG00000144837.9
OG0012565	ENSPTRG00000013544.7	ENSG00000244274.7
OG0012566	ENSPTRG00000051065.1	ENSG00000054965.10
OG0012567	ENSPTRG00000010457.6	ENSG00000130813.18
OG0012568	ENSPTRG00000004063.4	ENSG00000149380.12
OG0012570	ENSPTRG00000008176.4	ENSG00000103021.9
OG0012571	ENSPTRG00000008353.6	ENSG00000166816.14
OG0012572	ENSPTRG00000010459.6	ENSG00000130810.20
OG0012573	ENSPTRG00000040877.2	ENSG00000244165.2, ENSG00000243207.6
OG0012574	ENSPTRG00000008349.6	ENSG00000168404.13
OG0012575	ENSPTRG00000013202.5	ENSG00000132622.11
OG0012576	ENSPTRG00000001568.5	ENSG00000162755.14
OG0012577	ENSPTRG00000007544.5	ENSG00000161992.6
OG0012578	ENSPTRG00000044218.1, ENSPTRG00000010926.5	ENSG00000099341.11
OG0012579	ENSPTRG00000022368.7	ENSG00000063601.17
OG0012580	ENSPTRG00000047346.1	ENSG00000175229.7
OG0012581	ENSPTRG00000021178.6	ENSG00000165138.18
OG0012582	ENSPTRG00000002366.6	ENSG00000099256.19
OG0012583	ENSPTRG00000012063.4	ENSG00000116127.18
OG0012584	ENSPTRG00000016047.4	ENSG00000109180.14
OG0012585	ENSPTRG00000020265.2	ENSG00000172680.1
OG0012586	ENSPTRG00000050524.1	ENSG00000152760.10
OG0012587	ENSPTRG00000015860.4	ENSG00000163956.13
OG0012588	ENSPTRG00000021176.6	ENSG00000095383.20
OG0012589	ENSPTRG00000019873.6	ENSG00000164889.14
OG0012590	ENSPTRG00000020257.4	ENSG00000206579.9
OG0012591	ENSPTRG00000002342.5	ENSG00000120594.17
OG0012592	ENSPTRG00000002750.4	ENSG00000174721.10
OG0012593	ENSPTRG00000012551.6	ENSG00000136541.14
OG0012594	ENSPTRG00000002772.5	ENSG00000176273.15
OG0012595	ENSPTRG00000007247.6	ENSG00000137817.17
OG0012596	ENSPTRG00000003314.4	ENSG00000183801.8
OG0012597	ENSPTRG00000008693.5	ENSG00000277957.1, ENSG00000161956.13
OG0012598	ENSPTRG00000014868.5	ENSG00000114648.12
OG0012599	ENSPTRG00000041446.2	ENSG00000143340.6
OG0012600	ENSPTRG00000004373.3	ENSG00000172350.10
OG0012601	ENSPTRG00000052846.1	ENSG00000163320.11
OG0012602	ENSPTRG00000019370.6	ENSG00000105784.15
OG0012603	ENSPTRG00000001695.7	ENSG00000183831.7, ENSG00000285777.1
OG0012604	ENSPTRG00000001696.5	ENSG00000076321.11
OG0012606	ENSPTRG00000017376.3	ENSG00000173250.2
OG0012607	ENSPTRG00000047463.1	ENSG00000121446.20
OG0012608	ENSPTRG00000005143.5	ENSG00000135454.14
OG0012609	ENSPTRG00000009430.5	ENSG00000183691.6
OG0012610	ENSPTRG00000003921.5	ENSG00000174684.7
OG0012611	ENSPTRG00000021577.5	ENSG00000107223.13
OG0012612	ENSPTRG00000050515.1, ENSPTRG00000019486.6	ENSG00000078487.17
OG0012613	ENSPTRG00000021579.6	ENSG00000159069.14
OG0012614	ENSPTRG00000045299.1	ENSG00000215906.8
OG0012615	ENSPTRG00000001702.5	ENSG00000135870.12
OG0012616	ENSPTRG00000010946.6	ENSG00000282905.2, ENSG00000104825.17
OG0012617	ENSPTRG00000008974.5	ENSG00000131242.18
OG0012618	ENSPTRG00000052592.1, ENSPTRG00000019388.5	ENSG00000127989.14
OG0012619	ENSPTRG00000030014.2	ENSG00000178473.7
OG0012620	ENSPTRG00000003867.5	ENSG00000149792.9
OG0012621	ENSPTRG00000002262.7	ENSG00000134470.21
OG0012622	ENSPTRG00000039641.2	ENSG00000249992.2
OG0012623	ENSPTRG00000044781.1	ENSG00000107331.17
OG0012624	ENSPTRG00000033985.3	ENSG00000215440.12
OG0012625	ENSPTRG00000008965.4	ENSG00000172171.11
OG0012626	ENSPTRG00000003864.6	ENSG00000149809.16
OG0012627	ENSPTRG00000019736.4	ENSG00000157680.15
OG0012628	ENSPTRG00000020055.4	ENSG00000168490.14
OG0012629	ENSPTRG00000022613.4	ENSG00000197181.12
OG0012630	ENSPTRG00000003726.5	ENSG00000006118.14
OG0012631	ENSPTRG00000007967.3	ENSG00000079616.12
OG0012633	ENSPTRG00000019471.2	ENSG00000168090.10
OG0012634	ENSPTRG00000000330.6	ENSG00000282899.2, ENSG00000007968.7
OG0012635	ENSPTRG00000003729.5	ENSG00000110448.11
OG0012636	ENSPTRG00000008611.6	ENSG00000141503.17
OG0012637	ENSPTRG00000004774.6	ENSG00000118307.19
OG0012638	ENSPTRG00000001264.4	ENSG00000163131.11
OG0012639	ENSPTRG00000004909.5	ENSG00000135519.8
OG0012640	ENSPTRG00000000143.4	ENSG00000171819.5
OG0012641	ENSPTRG00000011233.3	ENSG00000105467.9
OG0012642	ENSPTRG00000008944.4	ENSG00000179761.12
OG0012643	ENSPTRG00000014999.3	ENSG00000010319.7
OG0012644	ENSPTRG00000017366.3	ENSG00000183775.11
OG0012645	ENSPTRG00000011145.6	ENSG00000007047.15
OG0012646	ENSPTRG00000015644.5	ENSG00000121864.10
OG0012647	ENSPTRG00000004763.4	ENSG00000121361.5
OG0012648	ENSPTRG00000007913.7	ENSG00000077238.14
OG0012649	ENSPTRG00000007524.6, ENSPTRG00000039315.2	ENSG00000124334.17
OG0012650	ENSPTRG00000004897.3	ENSG00000167550.11
OG0012651	ENSPTRG00000004765.4	ENSG00000111726.13
OG0012652	ENSPTRG00000050648.1	ENSG00000111728.10
OG0012653	ENSPTRG00000003739.6	ENSG00000162144.9
OG0012654	ENSPTRG00000015635.6	ENSG00000144962.7
OG0012655	ENSPTRG00000003741.6	ENSG00000187049.10
OG0012656	ENSPTRG00000011240.6	ENSG00000142235.11
OG0012657	ENSPTRG00000044921.1	ENSG00000205808.7
OG0012658	ENSPTRG00000006747.5	ENSG00000166126.10
OG0012659	ENSPTRG00000003744.5	ENSG00000162148.11
OG0012660	ENSPTRG00000005476.6	ENSG00000089169.15
OG0012661	ENSPTRG00000051590.1	ENSG00000101695.9
OG0012663	ENSPTRG00000015623.7	ENSG00000163581.14
OG0012664	ENSPTRG00000001690.7	ENSG00000117560.8
OG0012665	ENSPTRG00000011497.6	ENSG00000180061.10
OG0012666	ENSPTRG00000050838.1	ENSG00000063515.2
OG0012668	ENSPTRG00000020108.5	ENSG00000168077.14
OG0012669	ENSPTRG00000013278.6	ENSG00000089006.16
OG0012670	ENSPTRG00000005078.2	ENSG00000135482.7
OG0012671	ENSPTRG00000015613.6	ENSG00000173890.17
OG0012672	ENSPTRG00000013285.7	ENSG00000089091.16
OG0012673	ENSPTRG00000050442.1	ENSG00000052126.14
OG0012674	ENSPTRG00000010450.6	ENSG00000127452.9
OG0012675	ENSPTRG00000045831.1	ENSG00000131504.17
OG0012676	ENSPTRG00000011246.6	ENSG00000063176.16
OG0012677	ENSPTRG00000011245.6	ENSG00000063177.13
OG0012679	ENSPTRG00000011044.5	ENSG00000105732.13
OG0012680	ENSPTRG00000004813.6	ENSG00000151743.11
OG0012681	ENSPTRG00000004801.5	ENSG00000133704.10
OG0012682	ENSPTRG00000018946.3	ENSG00000106511.6
OG0012683	ENSPTRG00000011236.4	ENSG00000105447.13
OG0012684	ENSPTRG00000018954.3	ENSG00000173467.9
OG0012685	ENSPTRG00000018985.4	ENSG00000156928.5
OG0012686	ENSPTRG00000017306.6	ENSG00000158458.20
OG0012687	ENSPTRG00000017305.6	ENSG00000146005.4
OG0012688	ENSPTRG00000017304.6	ENSG00000171604.12
OG0012689	ENSPTRG00000017301.6	ENSG00000288243.1, ENSG00000184584.13
OG0012690	ENSPTRG00000015537.4	ENSG00000181631.7
OG0012691	ENSPTRG00000015535.5	ENSG00000174946.7
OG0012692	ENSPTRG00000020278.3	ENSG00000173013.6
OG0012693	ENSPTRG00000045536.1	ENSG00000214237.11
OG0012694	ENSPTRG00000015530.6	ENSG00000163645.15
OG0012695	ENSPTRG00000018998.4	ENSG00000105954.2
OG0012696	ENSPTRG00000030099.4	ENSG00000206199.11
OG0012697	ENSPTRG00000014688.5	ENSG00000151789.12
OG0012698	ENSPTRG00000015515.3	ENSG00000163762.7
OG0012699	ENSPTRG00000014036.5	ENSG00000093072.18
OG0012700	ENSPTRG00000015511.6	ENSG00000071794.16
OG0012701	ENSPTRG00000014673.5	ENSG00000131378.14
OG0012702	ENSPTRG00000015491.6	ENSG00000181804.15
OG0012703	ENSPTRG00000043559.1	ENSG00000175040.6
OG0012705	ENSPTRG00000030295.5	ENSG00000206561.13
OG0012706	ENSPTRG00000034032.2	ENSG00000215217.7
OG0012707	ENSPTRG00000016717.6	ENSG00000112941.14
OG0012708	ENSPTRG00000012999.6	ENSG00000115009.13
OG0012709	ENSPTRG00000015399.7	ENSG00000014257.16
OG0012710	ENSPTRG00000001014.5	ENSG00000170989.10
OG0012711	ENSPTRG00000012988.6	ENSG00000144460.12
OG0012712	ENSPTRG00000012987.6	ENSG00000135905.19
OG0012713	ENSPTRG00000014737.5	ENSG00000144681.10
OG0012714	ENSPTRG00000014741.6	ENSG00000168016.14
OG0012715	ENSPTRG00000024078.6	ENSG00000017427.16
OG0012716	ENSPTRG00000019052.5	ENSG00000106341.11
OG0012717	ENSPTRG00000019053.6	ENSG00000154678.18
OG0012718	ENSPTRG00000012972.6	ENSG00000163082.10
OG0012719	ENSPTRG00000019073.6	ENSG00000187258.14
OG0012720	ENSPTRG00000019091.7	ENSG00000086288.12
OG0012721	ENSPTRG00000043334.1	ENSG00000144485.11
OG0012722	ENSPTRG00000013018.6	ENSG00000135916.16
OG0012723	ENSPTRG00000015720.4	ENSG00000181092.10
OG0012724	ENSPTRG00000013103.2	ENSG00000178602.8
OG0012725	ENSPTRG00000019830.6	ENSG00000196511.14
OG0012726	ENSPTRG00000023553.6	ENSG00000198125.13
OG0012727	ENSPTRG00000043053.1	ENSG00000162676.12
OG0012729	ENSPTRG00000019165.7	ENSG00000146678.10
OG0012730	ENSPTRG00000019166.6	ENSG00000146674.15
OG0012731	ENSPTRG00000028788.4	ENSG00000063438.17, ENSG00000286169.1
OG0012732	ENSPTRG00000013431.4	ENSG00000101000.6
OG0012733	ENSPTRG00000022972.5	ENSG00000141959.17
OG0012734	ENSPTRG00000029436.3	ENSG00000278195.2
OG0012735	ENSPTRG00000014333.6	ENSG00000100055.21
OG0012736	ENSPTRG00000014336.7	ENSG00000100065.15
OG0012737	ENSPTRG00000013978.5	ENSG00000160233.8
OG0012738	ENSPTRG00000013980.7	ENSG00000175894.18
OG0012739	ENSPTRG00000016685.5	ENSG00000112877.8
OG0012740	ENSPTRG00000014346.6	ENSG00000100106.22
OG0012741	ENSPTRG00000051110.1	ENSG00000183741.12
OG0012742	ENSPTRG00000009974.6	ENSG00000141425.18
OG0012743	ENSPTRG00000014407.7	ENSG00000239900.12
OG0012744	ENSPTRG00000014412.4	ENSG00000100372.15
OG0012745	ENSPTRG00000013974.6	ENSG00000160224.17
OG0012746	ENSPTRG00000023600.4	ENSG00000100401.19
OG0012747	ENSPTRG00000050656.1	ENSG00000182600.9
OG0012749	ENSPTRG00000000783.7	ENSG00000169174.11
OG0012750	ENSPTRG00000043722.1	ENSG00000143001.5
OG0012751	ENSPTRG00000000778.6	ENSG00000162398.11
OG0012752	ENSPTRG00000000777.6	ENSG00000006555.11
OG0012753	ENSPTRG00000000772.6	ENSG00000162391.12
OG0012754	ENSPTRG00000001053.3	ENSG00000181754.7
OG0012755	ENSPTRG00000046203.1	ENSG00000146859.6
OG0012756	ENSPTRG00000002823.5	ENSG00000138131.4
OG0012758	ENSPTRG00000052836.1	ENSG00000179178.11
OG0012759	ENSPTRG00000050617.1	ENSG00000166130.15
OG0012760	ENSPTRG00000052236.1	ENSG00000117400.18
OG0012761	ENSPTRG00000002811.2	ENSG00000165886.5
OG0012762	ENSPTRG00000046585.1	ENSG00000108830.10
OG0012763	ENSPTRG00000048688.1	ENSG00000175906.5
OG0012764	ENSPTRG00000002913.6	ENSG00000138172.11
OG0012765	ENSPTRG00000000650.5	ENSG00000159214.13
OG0012766	ENSPTRG00000000655.7	ENSG00000117419.16
OG0012767	ENSPTRG00000002934.7	ENSG00000108039.18
OG0012768	ENSPTRG00000005277.5	ENSG00000133641.18
OG0012769	ENSPTRG00000005276.4	ENSG00000165805.10
OG0012770	ENSPTRG00000000661.3	ENSG00000142959.5
OG0012771	ENSPTRG00000002605.6	ENSG00000107738.20
OG0012772	ENSPTRG00000050312.1, ENSPTRG00000049622.1, ENSPTRG00000009502.3	ENSG00000172421.9
OG0012773	ENSPTRG00000000724.5	ENSG00000142700.12
OG0012774	ENSPTRG00000005227.6	ENSG00000080371.6
OG0012775	ENSPTRG00000002583.5	ENSG00000156521.14
OG0012776	ENSPTRG00000002608.5	ENSG00000107742.13
OG0012777	ENSPTRG00000000738.4	ENSG00000085840.13
OG0012778	ENSPTRG00000000741.5	ENSG00000116157.6
OG0012779	ENSPTRG00000033882.2	ENSG00000214285.2
OG0012780	ENSPTRG00000003052.5	ENSG00000186766.8
OG0012781	ENSPTRG00000018095.7	ENSG00000112053.14
OG0012782	ENSPTRG00000009087.4	ENSG00000141750.7
OG0012783	ENSPTRG00000000752.7	ENSG00000162384.14
OG0012784	ENSPTRG00000003079.6	ENSG00000068383.19
OG0012785	ENSPTRG00000009103.6	ENSG00000161405.17
OG0012786	ENSPTRG00000041103.2	ENSG00000174529.7
OG0012788	ENSPTRG00000030219.3	ENSG00000170382.12
OG0012789	ENSPTRG00000009117.6	ENSG00000171475.14
OG0012790	ENSPTRG00000001888.6	ENSG00000133056.13
OG0012791	ENSPTRG00000003031.7	ENSG00000189319.14
OG0012792	ENSPTRG00000009124.6	ENSG00000131746.13
OG0012793	ENSPTRG00000003037.5	ENSG00000175018.13
OG0012794	ENSPTRG00000029661.5	ENSG00000203780.11
OG0012795	ENSPTRG00000001871.5	ENSG00000159388.6
OG0012796	ENSPTRG00000031141.3	ENSG00000172238.5
OG0012797	ENSPTRG00000047723.1	ENSG00000120675.6
OG0012798	ENSPTRG00000018082.6	ENSG00000112033.14
OG0012799	ENSPTRG00000005827.5	ENSG00000120659.15
OG0012800	ENSPTRG00000018079.6	ENSG00000146197.9
OG0012801	ENSPTRG00000005815.6	ENSG00000120662.16
OG0012802	ENSPTRG00000018056.4	ENSG00000161896.12
OG0012803	ENSPTRG00000004855.6	ENSG00000111371.16
OG0012804	ENSPTRG00000004850.5	ENSG00000177119.16
OG0012805	ENSPTRG00000004849.4	ENSG00000185610.6
OG0012806	ENSPTRG00000004847.4	ENSG00000139173.10
OG0012807	ENSPTRG00000044436.1	ENSG00000165621.8
OG0012808	ENSPTRG00000018486.7	ENSG00000135596.18
OG0012809	ENSPTRG00000009360.4	ENSG00000159184.7
OG0012810	ENSPTRG00000009367.4	ENSG00000159224.4
OG0012811	ENSPTRG00000052463.1, ENSPTRG00000049225.1	ENSG00000188243.12
OG0012812	ENSPTRG00000050792.1	ENSG00000182575.7
OG0012813	ENSPTRG00000001823.3	ENSG00000170128.5
OG0012814	ENSPTRG00000005925.6	ENSG00000136122.17
OG0012815	ENSPTRG00000005950.6	ENSG00000102471.14
OG0012816	ENSPTRG00000009389.6	ENSG00000167100.14
OG0012820	ENSPTRG00000009247.6	ENSG00000175832.13
OG0012821	ENSPTRG00000009248.5	ENSG00000005102.14
OG0012822	ENSPTRG00000009249.3	ENSG00000167941.3
OG0012823	ENSPTRG00000039467.2	ENSG00000231256.8
OG0012824	ENSPTRG00000044074.1	ENSG00000214732.3
OG0012825	ENSPTRG00000001104.5	ENSG00000197852.12
OG0012826	ENSPTRG00000005995.6	ENSG00000125245.12
OG0012827	ENSPTRG00000006001.6	ENSG00000175198.17
OG0012828	ENSPTRG00000011350.5	ENSG00000105472.13
OG0012829	ENSPTRG00000011349.4	ENSG00000213023.11
OG0012830	ENSPTRG00000001128.4	ENSG00000118655.7
OG0012831	ENSPTRG00000044699.1	ENSG00000086967.10
OG0012832	ENSPTRG00000006014.7	ENSG00000151287.17
OG0012834	ENSPTRG00000001136.5	ENSG00000116752.6
OG0012835	ENSPTRG00000011338.5	ENSG00000062822.14
OG0012836	ENSPTRG00000014535.6	ENSG00000188130.14
OG0012837	ENSPTRG00000011280.6	ENSG00000177380.14
OG0012838	ENSPTRG00000011274.4	ENSG00000225950.8
OG0012839	ENSPTRG00000001851.7	ENSG00000077157.22
OG0012841	ENSPTRG00000001848.6	ENSG00000143851.15
OG0012842	ENSPTRG00000001850.3	ENSG00000077152.11
OG0012843	ENSPTRG00000001087.5	ENSG00000156171.14
OG0012844	ENSPTRG00000012333.5	ENSG00000163006.12
OG0012845	ENSPTRG00000023652.4	ENSG00000198700.10
OG0012847	ENSPTRG00000021620.7	ENSG00000169093.16
OG0012848	ENSPTRG00000004546.5	ENSG00000111224.14
OG0012849	ENSPTRG00000013426.5	ENSG00000100983.12
OG0012850	ENSPTRG00000051860.1	ENSG00000169084.15
