Orthogroup	P_troglodytes.pep	M_musculus.pep
OG0012720	ENSPTRG00000019091.7	ENSMUSG00000041138.16
OG0012721	ENSPTRG00000043334.1	ENSMUSG00000067071.8
OG0012722	ENSPTRG00000013018.6	ENSMUSG00000026223.15
OG0012723	ENSPTRG00000015720.4	ENSMUSG00000022878.5
OG0012724	ENSPTRG00000013103.2	ENSMUSG00000044055.5
OG0012725	ENSPTRG00000019830.6	ENSMUSG00000029735.17
OG0012726	ENSPTRG00000023553.6	ENSMUSG00000018893.15
OG0012727	ENSPTRG00000043053.1	ENSMUSG00000029275.18
OG0012729	ENSPTRG00000019165.7	ENSMUSG00000020429.7
OG0012730	ENSPTRG00000019166.6	ENSMUSG00000020427.11
OG0012731	ENSPTRG00000028788.4	ENSMUSG00000021575.16
OG0012732	ENSPTRG00000013431.4	ENSMUSG00000027611.12
OG0012733	ENSPTRG00000022972.5	ENSMUSG00000020277.10
OG0012734	ENSPTRG00000029436.3	ENSMUSG00000044933.3
OG0012735	ENSPTRG00000014333.6	ENSMUSG00000018008.8
OG0012736	ENSPTRG00000014336.7	ENSMUSG00000033170.14
OG0012737	ENSPTRG00000013978.5	ENSMUSG00000051652.4
OG0012738	ENSPTRG00000013980.7	ENSMUSG00000069581.12
OG0012739	ENSPTRG00000016685.5	ENSMUSG00000021572.9
OG0012740	ENSPTRG00000014346.6	ENSMUSG00000033088.19
OG0012741	ENSPTRG00000051110.1	ENSMUSG00000089715.12
OG0012742	ENSPTRG00000009974.6	ENSMUSG00000040446.4
OG0012743	ENSPTRG00000014407.7	ENSMUSG00000022407.10
OG0012744	ENSPTRG00000014412.4	ENSMUSG00000022404.8
OG0012745	ENSPTRG00000013974.6	ENSMUSG00000000731.15
OG0012746	ENSPTRG00000023600.4	ENSMUSG00000022391.16
OG0012747	ENSPTRG00000050656.1	ENSMUSG00000026258.5
OG0012749	ENSPTRG00000000783.7	ENSMUSG00000044254.6
OG0012750	ENSPTRG00000043722.1	ENSMUSG00000085933.3
OG0012751	ENSPTRG00000000778.6	ENSMUSG00000054362.9
OG0012752	ENSPTRG00000000777.6	ENSMUSG00000034919.2
OG0012753	ENSPTRG00000000772.6	ENSMUSG00000034871.2
OG0012754	ENSPTRG00000001053.3	ENSMUSG00000050947.9
OG0012755	ENSPTRG00000046203.1	ENSMUSG00000057137.9
OG0012756	ENSPTRG00000002823.5	ENSMUSG00000025185.14
OG0012758	ENSPTRG00000052836.1	ENSMUSG00000050854.9
OG0012759	ENSPTRG00000050617.1	ENSMUSG00000019975.12
OG0012760	ENSPTRG00000052236.1	ENSMUSG00000006389.13
OG0012761	ENSPTRG00000002811.2	ENSMUSG00000025171.2
OG0012762	ENSPTRG00000046585.1	ENSMUSG00000001313.12
OG0012763	ENSPTRG00000048688.1	ENSMUSG00000034936.2
OG0012764	ENSPTRG00000002913.6	ENSMUSG00000033033.10
OG0012765	ENSPTRG00000000650.5	ENSMUSG00000078588.10
OG0012766	ENSPTRG00000000655.7	ENSMUSG00000033423.16
OG0012767	ENSPTRG00000002934.7	ENSMUSG00000025027.18
OG0012768	ENSPTRG00000005277.5	ENSMUSG00000046567.10
OG0012769	ENSPTRG00000005276.4	ENSMUSG00000056912.12
OG0012771	ENSPTRG00000002605.6	ENSMUSG00000020101.14
OG0012772	ENSPTRG00000050312.1, ENSPTRG00000049622.1, ENSPTRG00000009502.3	ENSMUSG00000040838.10, ENSMUSG00000020690.12
OG0012773	ENSPTRG00000000724.5	ENSMUSG00000047143.3
OG0012774	ENSPTRG00000005227.6	ENSMUSG00000020132.10
OG0012775	ENSPTRG00000002583.5	ENSMUSG00000020087.5
OG0012776	ENSPTRG00000002608.5	ENSMUSG00000058297.16
OG0012777	ENSPTRG00000000738.4	ENSMUSG00000028587.18
OG0012778	ENSPTRG00000000741.5	ENSMUSG00000028597.11
OG0012779	ENSPTRG00000033882.2	ENSMUSG00000073804.5
OG0012780	ENSPTRG00000003052.5	ENSMUSG00000048377.7
OG0012781	ENSPTRG00000018095.7	ENSMUSG00000036196.16
OG0012782	ENSPTRG00000009087.4	ENSMUSG00000017400.10
OG0012783	ENSPTRG00000000752.7	ENSMUSG00000028608.15
OG0012784	ENSPTRG00000003079.6	ENSMUSG00000025477.14
OG0012785	ENSPTRG00000009103.6	ENSMUSG00000018168.8
OG0012786	ENSPTRG00000041103.2	ENSMUSG00000048174.2
OG0012788	ENSPTRG00000030219.3	ENSMUSG00000026443.3
OG0012789	ENSPTRG00000009117.6	ENSMUSG00000038013.14
OG0012790	ENSPTRG00000001888.6	ENSMUSG00000026447.16
OG0012791	ENSPTRG00000003031.7	ENSMUSG00000030956.15
OG0012792	ENSPTRG00000009124.6	ENSMUSG00000017607.9
OG0012793	ENSPTRG00000003037.5	ENSMUSG00000030976.3
OG0012794	ENSPTRG00000029661.5	ENSMUSG00000053111.13
OG0012795	ENSPTRG00000001871.5	ENSMUSG00000020423.6
OG0012796	ENSPTRG00000031141.3	ENSMUSG00000073043.5
OG0012797	ENSPTRG00000047723.1	ENSMUSG00000022013.4
OG0012798	ENSPTRG00000018082.6	ENSMUSG00000002250.16
OG0012799	ENSPTRG00000005827.5	ENSMUSG00000022015.8
OG0012800	ENSPTRG00000018079.6	ENSMUSG00000038677.14
OG0012801	ENSPTRG00000005815.6	ENSMUSG00000022022.3
OG0012802	ENSPTRG00000018056.4	ENSMUSG00000024210.3
OG0012803	ENSPTRG00000004855.6	ENSMUSG00000023169.15
OG0012804	ENSPTRG00000004850.5	ENSMUSG00000064210.7
OG0012805	ENSPTRG00000004849.4	ENSMUSG00000045608.7
OG0012806	ENSPTRG00000004847.4	ENSMUSG00000063296.5
OG0012807	ENSPTRG00000044436.1	ENSMUSG00000044819.5
OG0012808	ENSPTRG00000018486.7	ENSMUSG00000019823.17
OG0012809	ENSPTRG00000009360.4	ENSMUSG00000049604.3
OG0012810	ENSPTRG00000009367.4	ENSMUSG00000014351.12
OG0012811	ENSPTRG00000052463.1, ENSPTRG00000049225.1	ENSMUSG00000075486.10
OG0012812	ENSPTRG00000050792.1	ENSMUSG00000046719.7
OG0012813	ENSPTRG00000001823.3	ENSMUSG00000052759.7
OG0012814	ENSPTRG00000005925.6	ENSMUSG00000022070.7
OG0012815	ENSPTRG00000005950.6	ENSMUSG00000053253.16
OG0012816	ENSPTRG00000009389.6	ENSMUSG00000047181.12
OG0012817	ENSPTRG00000046816.1	ENSMUSG00000038994.6
OG0012820	ENSPTRG00000009247.6	ENSMUSG00000017724.14
OG0012821	ENSPTRG00000009248.5	ENSMUSG00000001493.9
OG0012822	ENSPTRG00000009249.3	ENSMUSG00000001494.6
OG0012823	ENSPTRG00000039467.2	ENSMUSG00000010841.13
OG0012824	ENSPTRG00000044074.1	ENSMUSG00000116001.1, ENSMUSG00000047150.8, ENSMUSG00000118455.1, ENSMUSG00000118471.1
OG0012825	ENSPTRG00000001104.5	ENSMUSG00000048458.8
OG0012826	ENSPTRG00000005995.6	ENSMUSG00000050350.8
OG0012827	ENSPTRG00000006001.6	ENSMUSG00000041650.15
OG0012828	ENSPTRG00000011350.5	ENSMUSG00000004473.10
OG0012829	ENSPTRG00000011349.4	ENSMUSG00000030731.13
OG0012830	ENSPTRG00000001128.4	ENSMUSG00000027845.15
OG0012831	ENSPTRG00000044699.1	ENSMUSG00000038670.11
OG0012832	ENSPTRG00000006014.7	ENSMUSG00000026049.11
OG0012833	ENSPTRG00000051474.1	ENSMUSG00000046828.3
OG0012834	ENSPTRG00000001136.5	ENSMUSG00000005687.14
OG0012835	ENSPTRG00000011338.5	ENSMUSG00000038644.14
OG0012836	ENSPTRG00000014535.6	ENSMUSG00000022610.10
OG0012837	ENSPTRG00000011280.6	ENSMUSG00000003863.18
OG0012838	ENSPTRG00000011274.4	ENSMUSG00000074121.3
OG0012839	ENSPTRG00000001851.7	ENSMUSG00000073557.12
OG0012841	ENSPTRG00000001848.6	ENSMUSG00000031506.11
OG0012842	ENSPTRG00000001850.3	ENSMUSG00000026429.9
OG0012843	ENSPTRG00000001087.5	ENSMUSG00000027900.15
OG0012844	ENSPTRG00000012333.5	ENSMUSG00000038010.9
OG0012845	ENSPTRG00000023652.4	ENSMUSG00000041879.13
OG0012848	ENSPTRG00000004546.5	ENSMUSG00000037997.12
OG0012849	ENSPTRG00000013426.5	ENSMUSG00000027610.17
OG0012850	ENSPTRG00000051860.1	ENSMUSG00000063897.3
OG0012851	ENSPTRG00000019828.6	ENSMUSG00000029736.15
OG0012852	ENSPTRG00000004795.6	ENSMUSG00000030301.17
OG0012853	ENSPTRG00000038795.2	ENSMUSG00000051224.13
OG0012854	ENSPTRG00000021676.6	ENSMUSG00000031342.17
OG0012855	ENSPTRG00000014485.5	ENSMUSG00000062760.10
OG0012856	ENSPTRG00000047109.1	ENSMUSG00000015401.12
OG0012857	ENSPTRG00000021703.6	ENSMUSG00000040855.15
OG0012858	ENSPTRG00000001125.6	ENSMUSG00000027843.13
OG0012860	ENSPTRG00000001123.6	ENSMUSG00000058388.14
OG0012861	ENSPTRG00000013490.5	ENSMUSG00000074625.10
OG0012862	ENSPTRG00000013532.6	ENSMUSG00000018322.10
OG0012863	ENSPTRG00000013528.4	ENSMUSG00000035226.5
OG0012864	ENSPTRG00000048338.1	ENSMUSG00000118554.1
OG0012865	ENSPTRG00000048203.1	ENSMUSG00000035268.14
OG0012866	ENSPTRG00000004780.5	ENSMUSG00000030255.13
OG0012867	ENSPTRG00000004788.6	ENSMUSG00000040187.15
OG0012868	ENSPTRG00000021790.4	ENSMUSG00000047344.9
OG0012869	ENSPTRG00000013608.5	ENSMUSG00000017969.13
OG0012870	ENSPTRG00000023101.5	ENSMUSG00000039463.14
OG0012871	ENSPTRG00000034190.3	ENSMUSG00000037358.6
OG0012872	ENSPTRG00000013973.4	ENSMUSG00000000730.13
OG0012873	ENSPTRG00000049805.1	ENSMUSG00000015647.9
OG0012874	ENSPTRG00000013943.6	ENSMUSG00000042345.15
OG0012875	ENSPTRG00000023366.5	ENSMUSG00000038932.13
OG0012876	ENSPTRG00000013735.7	ENSMUSG00000027577.14
OG0012877	ENSPTRG00000048800.1	ENSMUSG00000038751.5
OG0012878	ENSPTRG00000049284.1	ENSMUSG00000027584.17
OG0012879	ENSPTRG00000013912.5	ENSMUSG00000022914.17
OG0012881	ENSPTRG00000013754.5	ENSMUSG00000027583.13
OG0012882	ENSPTRG00000024386.2	ENSMUSG00000051989.11
OG0012883	ENSPTRG00000015999.5	ENSMUSG00000029202.12
OG0012884	ENSPTRG00000016599.4	ENSMUSG00000031610.3
OG0012885	ENSPTRG00000016016.5	ENSMUSG00000050010.8
OG0012886	ENSPTRG00000013846.6	ENSMUSG00000002489.16
OG0012887	ENSPTRG00000046040.1	ENSMUSG00000091204.8
OG0012888	ENSPTRG00000016078.5	ENSMUSG00000036377.19
OG0012889	ENSPTRG00000015254.4	ENSMUSG00000034064.14
OG0012890	ENSPTRG00000015256.7	ENSMUSG00000075122.5
OG0012891	ENSPTRG00000015219.6	ENSMUSG00000052013.15
OG0012892	ENSPTRG00000049170.1	ENSMUSG00000070044.15
OG0012893	ENSPTRG00000015207.6	ENSMUSG00000033149.17
OG0012894	ENSPTRG00000016651.4	ENSMUSG00000050914.16
OG0012895	ENSPTRG00000044593.1	ENSMUSG00000047171.8
OG0012896	ENSPTRG00000015178.5	ENSMUSG00000075033.4
OG0012897	ENSPTRG00000034187.3	ENSMUSG00000040848.11
OG0012898	ENSPTRG00000042723.1	ENSMUSG00000026572.11
OG0012899	ENSPTRG00000004252.5	ENSMUSG00000005131.4
OG0012900	ENSPTRG00000016564.6	ENSMUSG00000036469.16
OG0012901	ENSPTRG00000016560.3	ENSMUSG00000014907.10
OG0012902	ENSPTRG00000015150.4	ENSMUSG00000047293.7
OG0012903	ENSPTRG00000016555.6	ENSMUSG00000061175.12
OG0012904	ENSPTRG00000015241.7	ENSMUSG00000022705.5
OG0012905	ENSPTRG00000042893.1	ENSMUSG00000022798.8
OG0012906	ENSPTRG00000051107.1	ENSMUSG00000056306.5
OG0012907	ENSPTRG00000016540.6	ENSMUSG00000033900.13
OG0012908	ENSPTRG00000005759.3	ENSMUSG00000029660.10
OG0012909	ENSPTRG00000005758.4	ENSMUSG00000029659.16
OG0012910	ENSPTRG00000005740.7	ENSMUSG00000042817.15
OG0012911	ENSPTRG00000052327.1	ENSMUSG00000037211.12
OG0012912	ENSPTRG00000051807.1	ENSMUSG00000037225.13
OG0012913	ENSPTRG00000005698.5	ENSMUSG00000021974.15
OG0012914	ENSPTRG00000016410.4	ENSMUSG00000027715.9
OG0012915	ENSPTRG00000004239.5	ENSMUSG00000025898.6
OG0012916	ENSPTRG00000016405.5	ENSMUSG00000044162.12
OG0012917	ENSPTRG00000016399.4	ENSMUSG00000023057.5
OG0012918	ENSPTRG00000004217.3	ENSMUSG00000070323.11
OG0012920	ENSPTRG00000047838.1	ENSMUSG00000027967.8
OG0012921	ENSPTRG00000004192.6	ENSMUSG00000032009.8
OG0012922	ENSPTRG00000015516.5	ENSMUSG00000027800.14
OG0012924	ENSPTRG00000016202.6	ENSMUSG00000029484.12
OG0012927	ENSPTRG00000004125.4	ENSMUSG00000030643.14
OG0012928	ENSPTRG00000016145.6	ENSMUSG00000035528.4
OG0012930	ENSPTRG00000040660.2	ENSMUSG00000074651.3
OG0012931	ENSPTRG00000016862.4	ENSMUSG00000015536.14
OG0012932	ENSPTRG00000046280.1	ENSMUSG00000074715.3
OG0012933	ENSPTRG00000016820.3	ENSMUSG00000022151.16
OG0012934	ENSPTRG00000016903.6	ENSMUSG00000021696.9
OG0012935	ENSPTRG00000016939.5	ENSMUSG00000021624.9
OG0012936	ENSPTRG00000045309.1	ENSMUSG00000045312.12
OG0012937	ENSPTRG00000017015.4	ENSMUSG00000021686.6
OG0012938	ENSPTRG00000044250.1	ENSMUSG00000012422.14
OG0012939	ENSPTRG00000017086.7	ENSMUSG00000021590.7
OG0012940	ENSPTRG00000010549.5	ENSMUSG00000003824.12
OG0012941	ENSPTRG00000010565.5	ENSMUSG00000019362.8
OG0012942	ENSPTRG00000020774.7	ENSMUSG00000005994.14
OG0012943	ENSPTRG00000020775.6	ENSMUSG00000048706.3
OG0012944	ENSPTRG00000021093.3	ENSMUSG00000062248.5
OG0012945	ENSPTRG00000043705.1	ENSMUSG00000038843.18
OG0012946	ENSPTRG00000046632.1	ENSMUSG00000048572.5
OG0012947	ENSPTRG00000020740.6	ENSMUSG00000064202.15
OG0012948	ENSPTRG00000023432.5	ENSMUSG00000028397.13
OG0012949	ENSPTRG00000020834.5	ENSMUSG00000049799.13
OG0012950	ENSPTRG00000050201.1	ENSMUSG00000043753.2
OG0012951	ENSPTRG00000003471.3	ENSMUSG00000027166.14
OG0012952	ENSPTRG00000005149.4	ENSMUSG00000006724.12
OG0012953	ENSPTRG00000005155.4	ENSMUSG00000078429.9
OG0012954	ENSPTRG00000006438.6	ENSMUSG00000033454.6
OG0012955	ENSPTRG00000030719.4	ENSMUSG00000021057.15
OG0012956	ENSPTRG00000048987.1	ENSMUSG00000021298.8
OG0012957	ENSPTRG00000047301.1	ENSMUSG00000031066.10
OG0012958	ENSPTRG00000012452.5	ENSMUSG00000026126.15
OG0012959	ENSPTRG00000021865.6	ENSMUSG00000031166.13
OG0012960	ENSPTRG00000022997.4	ENSMUSG00000001661.5
OG0012961	ENSPTRG00000006640.5	ENSMUSG00000047014.7
OG0012962	ENSPTRG00000005025.3	ENSMUSG00000001655.6
OG0012963	ENSPTRG00000006632.6	ENSMUSG00000021185.16
OG0012964	ENSPTRG00000005021.4	ENSMUSG00000023052.8
OG0012965	ENSPTRG00000047008.1	ENSMUSG00000021886.7
OG0012966	ENSPTRG00000010372.5	ENSMUSG00000005824.7
OG0012967	ENSPTRG00000010367.5	ENSMUSG00000044279.15
OG0012968	ENSPTRG00000010362.6	ENSMUSG00000002658.9
OG0012969	ENSPTRG00000010572.5	ENSMUSG00000012889.8
OG0012970	ENSPTRG00000006580.4	ENSMUSG00000072919.4
OG0012971	ENSPTRG00000006565.6	ENSMUSG00000021254.9
OG0012972	ENSPTRG00000006562.3	ENSMUSG00000021253.7
OG0012973	ENSPTRG00000006542.5	ENSMUSG00000042320.17
OG0012974	ENSPTRG00000010553.3	ENSMUSG00000033751.5
OG0012975	ENSPTRG00000010555.6	ENSMUSG00000001911.16
OG0012976	ENSPTRG00000030698.3	ENSMUSG00000071235.12
OG0012977	ENSPTRG00000010504.7	ENSMUSG00000039632.13
OG0012978	ENSPTRG00000043387.1	ENSMUSG00000051238.6
OG0012979	ENSPTRG00000048424.1	ENSMUSG00000040563.13
OG0012980	ENSPTRG00000010490.4	ENSMUSG00000032193.9
OG0012981	ENSPTRG00000022713.2	ENSMUSG00000045930.3
OG0012982	ENSPTRG00000010392.6	ENSMUSG00000004567.16
OG0012983	ENSPTRG00000030783.4	ENSMUSG00000020950.10
OG0012984	ENSPTRG00000010476.6	ENSMUSG00000035047.9
OG0012985	ENSPTRG00000010477.5	ENSMUSG00000096472.2
OG0012986	ENSPTRG00000010487.5	ENSMUSG00000048429.10
OG0012987	ENSPTRG00000004640.6	ENSMUSG00000040627.14
OG0012988	ENSPTRG00000005789.3	ENSMUSG00000036632.9
OG0012989	ENSPTRG00000001220.7	ENSMUSG00000028089.5
OG0012990	ENSPTRG00000021084.6	ENSMUSG00000021483.8
OG0012991	ENSPTRG00000021870.7	ENSMUSG00000031161.15
OG0012992	ENSPTRG00000042704.1	ENSMUSG00000019088.13
OG0012993	ENSPTRG00000006515.5	ENSMUSG00000090843.2
OG0012994	ENSPTRG00000024398.6	ENSMUSG00000002010.17
OG0012995	ENSPTRG00000006981.6	ENSMUSG00000027284.16
OG0012996	ENSPTRG00000022412.6	ENSMUSG00000002014.12
OG0012997	ENSPTRG00000022413.6	ENSMUSG00000002006.12
OG0012998	ENSPTRG00000022416.7	ENSMUSG00000031391.18
OG0012999	ENSPTRG00000006962.6	ENSMUSG00000074899.6
OG0013000	ENSPTRG00000047942.1	ENSMUSG00000033902.12
OG0013001	ENSPTRG00000049057.1	ENSMUSG00000001964.14
OG0013002	ENSPTRG00000038696.2	ENSMUSG00000040495.4
OG0013003	ENSPTRG00000021889.4	ENSMUSG00000031143.4
OG0013004	ENSPTRG00000003551.4	ENSMUSG00000075040.9
OG0013005	ENSPTRG00000021928.5	ENSMUSG00000025257.5
OG0013006	ENSPTRG00000021926.5	ENSMUSG00000041115.16
OG0013007	ENSPTRG00000009419.5	ENSMUSG00000056158.14
OG0013008	ENSPTRG00000003532.6	ENSMUSG00000068735.14
OG0013009	ENSPTRG00000004920.6	ENSMUSG00000043144.6
OG0013010	ENSPTRG00000003535.6	ENSMUSG00000027221.5
OG0013011	ENSPTRG00000003536.4	ENSMUSG00000049922.8
OG0013012	ENSPTRG00000004964.4	ENSMUSG00000000532.11
OG0013013	ENSPTRG00000005101.5	ENSMUSG00000044005.13
OG0013014	ENSPTRG00000005100.5	ENSMUSG00000051346.9
OG0013015	ENSPTRG00000041394.2	ENSMUSG00000075012.4
OG0013016	ENSPTRG00000003445.3	ENSMUSG00000092118.1
OG0013017	ENSPTRG00000003446.4	ENSMUSG00000030498.15
OG0013019	ENSPTRG00000003479.6	ENSMUSG00000045106.12
OG0013020	ENSPTRG00000004894.5	ENSMUSG00000059213.7
OG0013021	ENSPTRG00000003487.6	ENSMUSG00000068373.15
OG0013022	ENSPTRG00000003359.3	ENSMUSG00000030787.4
OG0013023	ENSPTRG00000003350.5	ENSMUSG00000031016.9
OG0013024	ENSPTRG00000003342.6	ENSMUSG00000007279.14
OG0013025	ENSPTRG00000003340.4	ENSMUSG00000031021.13
OG0013026	ENSPTRG00000003338.5	ENSMUSG00000031022.15
OG0013027	ENSPTRG00000044060.1	ENSMUSG00000044617.8
OG0013028	ENSPTRG00000028707.3	ENSMUSG00000096146.2
OG0013029	ENSPTRG00000003404.7	ENSMUSG00000030838.19
OG0013030	ENSPTRG00000003405.6	ENSMUSG00000009487.10
OG0013031	ENSPTRG00000004968.6	ENSMUSG00000037185.9
OG0013032	ENSPTRG00000051372.1	ENSMUSG00000041629.7
OG0013034	ENSPTRG00000003424.6	ENSMUSG00000014402.15
OG0013035	ENSPTRG00000051390.1	ENSMUSG00000010021.13
OG0013036	ENSPTRG00000009605.6	ENSMUSG00000034677.9
OG0013037	ENSPTRG00000003430.6	ENSMUSG00000030854.17
OG0013038	ENSPTRG00000003578.6	ENSMUSG00000025314.16
OG0013039	ENSPTRG00000044094.1	ENSMUSG00000037606.18
OG0013040	ENSPTRG00000009738.4	ENSMUSG00000013483.14
OG0013043	ENSPTRG00000052259.1	ENSMUSG00000053113.3
OG0013044	ENSPTRG00000009707.5	ENSMUSG00000017716.15
OG0013045	ENSPTRG00000003130.6	ENSMUSG00000025505.16
OG0013046	ENSPTRG00000045625.1	ENSMUSG00000019464.6
OG0013047	ENSPTRG00000003983.7	ENSMUSG00000024913.16
OG0013048	ENSPTRG00000010617.4	ENSMUSG00000038146.8
OG0013049	ENSPTRG00000049947.1	ENSMUSG00000054065.12
OG0013050	ENSPTRG00000015448.3	ENSMUSG00000056267.14
OG0013051	ENSPTRG00000015295.6	ENSMUSG00000049502.17
OG0013052	ENSPTRG00000008743.3	ENSMUSG00000046490.7
OG0013053	ENSPTRG00000015320.2	ENSMUSG00000022808.5
OG0013054	ENSPTRG00000015315.6	ENSMUSG00000075254.12
OG0013055	ENSPTRG00000015313.5	ENSMUSG00000022817.15
OG0013056	ENSPTRG00000008749.5	ENSMUSG00000048329.7
OG0013059	ENSPTRG00000012415.5	ENSMUSG00000026380.10
OG0013060	ENSPTRG00000012938.6	ENSMUSG00000006538.12
OG0013061	ENSPTRG00000012918.3	ENSMUSG00000026176.13
OG0013062	ENSPTRG00000038735.2	ENSMUSG00000064272.3
OG0013063	ENSPTRG00000003969.4	ENSMUSG00000037916.14
OG0013064	ENSPTRG00000040291.2	ENSMUSG00000079415.2
OG0013065	ENSPTRG00000041861.2	ENSMUSG00000086598.9
OG0013066	ENSPTRG00000034232.3	ENSMUSG00000027077.7
OG0013067	ENSPTRG00000009661.3	ENSMUSG00000020773.11
OG0013068	ENSPTRG00000009660.5	ENSMUSG00000034341.17
OG0013069	ENSPTRG00000045004.1	ENSMUSG00000090258.7
OG0013070	ENSPTRG00000006441.7	ENSMUSG00000052609.9
OG0013071	ENSPTRG00000009028.6	ENSMUSG00000018925.3
OG0013072	ENSPTRG00000012948.6	ENSMUSG00000026201.12
OG0013074	ENSPTRG00000052436.1	ENSMUSG00000051510.13
OG0013075	ENSPTRG00000030739.4	ENSMUSG00000025138.14
OG0013076	ENSPTRG00000012510.5	ENSMUSG00000049744.15
OG0013077	ENSPTRG00000010408.4	ENSMUSG00000046589.7
OG0013078	ENSPTRG00000017512.6	ENSMUSG00000069910.2
OG0013079	ENSPTRG00000017403.6	ENSMUSG00000033871.14
OG0013080	ENSPTRG00000012883.5	ENSMUSG00000062209.15
OG0013081	ENSPTRG00000012886.4	ENSMUSG00000045648.15
OG0013082	ENSPTRG00000011781.5	ENSMUSG00000029136.9
OG0013083	ENSPTRG00000011783.6	ENSMUSG00000052139.18
OG0013084	ENSPTRG00000017362.5	ENSMUSG00000036452.18
OG0013085	ENSPTRG00000012785.5	ENSMUSG00000038305.15
OG0013086	ENSPTRG00000043208.1, ENSPTRG00000017227.6	ENSMUSG00000036216.5
OG0013087	ENSPTRG00000017236.6	ENSMUSG00000000782.16
OG0013088	ENSPTRG00000012793.6	ENSMUSG00000026035.15
OG0013089	ENSPTRG00000012755.5	ENSMUSG00000045954.7
OG0013091	ENSPTRG00000017416.7	ENSMUSG00000024613.16
OG0013092	ENSPTRG00000045686.1	ENSMUSG00000090550.2
OG0013093	ENSPTRG00000030469.2	ENSMUSG00000049800.13
OG0013094	ENSPTRG00000013234.6	ENSMUSG00000027357.16
OG0013095	ENSPTRG00000052485.1	ENSMUSG00000050087.3
OG0013096	ENSPTRG00000017636.6	ENSMUSG00000020362.13
OG0013097	ENSPTRG00000017603.6	ENSMUSG00000063564.13
OG0013098	ENSPTRG00000017292.4	ENSMUSG00000071862.3
OG0013099	ENSPTRG00000018188.7	ENSMUSG00000023972.10
OG0013100	ENSPTRG00000005899.7	ENSMUSG00000031478.16
OG0013101	ENSPTRG00000018184.4	ENSMUSG00000023971.9
OG0013102	ENSPTRG00000013248.5	ENSMUSG00000027281.16
OG0013103	ENSPTRG00000018177.7	ENSMUSG00000023973.13
OG0013104	ENSPTRG00000017575.6	ENSMUSG00000021488.8
OG0013105	ENSPTRG00000013238.4	ENSMUSG00000027358.6
OG0013106	ENSPTRG00000017582.6	ENSMUSG00000021490.11
OG0013107	ENSPTRG00000017285.4	ENSMUSG00000034300.17
OG0013110	ENSPTRG00000005881.6	ENSMUSG00000046168.9
OG0013111	ENSPTRG00000011713.6	ENSMUSG00000020640.10
OG0013112	ENSPTRG00000018257.5	ENSMUSG00000023919.7
OG0013113	ENSPTRG00000048140.1	ENSMUSG00000057969.15
OG0013114	ENSPTRG00000011701.6	ENSMUSG00000020627.10
OG0013115	ENSPTRG00000014954.6	ENSMUSG00000036091.8
OG0013116	ENSPTRG00000043627.1	ENSMUSG00000042210.17
OG0013117	ENSPTRG00000044611.1	ENSMUSG00000020257.13
OG0013118	ENSPTRG00000014993.6	ENSMUSG00000020253.15
OG0013119	ENSPTRG00000014988.5	ENSMUSG00000053716.9
OG0013120	ENSPTRG00000011627.5	ENSMUSG00000020638.8
OG0013121	ENSPTRG00000034152.3	ENSMUSG00000021922.17
OG0013122	ENSPTRG00000011697.6	ENSMUSG00000037660.5
OG0013123	ENSPTRG00000021111.5	ENSMUSG00000021390.6
OG0013125	ENSPTRG00000014625.6	ENSMUSG00000030314.16
OG0013126	ENSPTRG00000014630.5	ENSMUSG00000030317.8
OG0013127	ENSPTRG00000014634.5	ENSMUSG00000000439.9
OG0013128	ENSPTRG00000050264.1	ENSMUSG00000030055.16
OG0013129	ENSPTRG00000041466.2	ENSMUSG00000030054.4
OG0013130	ENSPTRG00000015366.4	ENSMUSG00000068263.11
OG0013131	ENSPTRG00000015027.4	ENSMUSG00000015970.19
OG0013132	ENSPTRG00000018329.6	ENSMUSG00000026147.16
OG0013133	ENSPTRG00000018445.7	ENSMUSG00000040478.14
OG0013136	ENSPTRG00000018410.4	ENSMUSG00000028264.16
OG0013137	ENSPTRG00000018574.3	ENSMUSG00000019789.9
OG0013138	ENSPTRG00000002015.6	ENSMUSG00000043429.7
OG0013139	ENSPTRG00000042771.1	ENSMUSG00000038583.13
OG0013140	ENSPTRG00000006211.5	ENSMUSG00000002332.16
OG0013141	ENSPTRG00000015335.4	ENSMUSG00000056643.5
OG0013142	ENSPTRG00000018466.6	ENSMUSG00000038240.13
OG0013143	ENSPTRG00000047094.1	ENSMUSG00000030098.15
OG0013144	ENSPTRG00000014655.5	ENSMUSG00000034063.8
OG0013145	ENSPTRG00000014568.5	ENSMUSG00000030101.15
OG0013146	ENSPTRG00000014712.5	ENSMUSG00000056880.12
OG0013147	ENSPTRG00000051886.1	ENSMUSG00000072872.3
OG0013148	ENSPTRG00000015097.5	ENSMUSG00000044086.8
OG0013149	ENSPTRG00000015065.4	ENSMUSG00000060579.13
OG0013150	ENSPTRG00000018361.2	ENSMUSG00000049511.5
OG0013151	ENSPTRG00000018360.7	ENSMUSG00000032343.15
OG0013152	ENSPTRG00000049628.1	ENSMUSG00000040365.14
OG0013153	ENSPTRG00000022440.4	ENSMUSG00000015290.15
OG0013154	ENSPTRG00000051548.1	ENSMUSG00000032806.13
OG0013155	ENSPTRG00000002226.7	ENSMUSG00000037243.17
OG0013156	ENSPTRG00000014641.5	ENSMUSG00000034245.10
