Orthogroup	P_troglodytes.pep	P_Mucros.pep
OG0013198	ENSPTRG00000018173.4	XP_015670258.1
OG0013199	ENSPTRG00000001978.6	XP_015673509.1
OG0013200	ENSPTRG00000002021.5	XP_015675845.1
OG0013201	ENSPTRG00000018134.5	XP_015675114.1
OG0013202	ENSPTRG00000011790.5	XP_029142266.1
OG0013203	ENSPTRG00000011797.6	XP_015676434.1
OG0013204	ENSPTRG00000030135.3	XP_015675672.1
OG0013205	ENSPTRG00000050408.1	XP_029142589.1
OG0013206	ENSPTRG00000002026.5	XP_029141162.1
OG0013207	ENSPTRG00000011908.6	XP_015674463.1
OG0013208	ENSPTRG00000011927.6	XP_015686911.1
OG0013209	ENSPTRG00000047403.1	XP_015686932.1
OG0013210	ENSPTRG00000011941.6	XP_029143023.1
OG0013211	ENSPTRG00000011923.6	XP_029139517.1
OG0013212	ENSPTRG00000042639.1	YP_008081109.1
OG0013213	ENSPTRG00000042661.1	YP_008081106.1
OG0013214	ENSPTRG00000042637.1	YP_008081112.1
OG0013215	ENSPTRG00000021485.4	XP_015680805.1
OG0013216	ENSPTRG00000005735.2	XP_015671141.1
OG0013217	ENSPTRG00000017254.5	XP_015670414.1
OG0013219	ENSPTRG00000008649.6	XP_015670331.1, XP_015670330.1
OG0013220	ENSPTRG00000008232.4	XP_015667677.1
OG0013221	ENSPTRG00000001369.6	XP_029139450.1
OG0013222	ENSPTRG00000001370.5	XP_015668869.1
OG0013223	ENSPTRG00000001385.4	XP_029139449.1
OG0013224	ENSPTRG00000009095.6	XP_029143183.1, XP_015687741.1
OG0013225	ENSPTRG00000000050.3	XP_015678541.1
OG0013226	ENSPTRG00000008825.4	XP_015673313.1
OG0013227	ENSPTRG00000023374.4	XP_015675085.1
OG0013228	ENSPTRG00000038958.2, ENSPTRG00000039245.2	XP_015680995.1
OG0013229	ENSPTRG00000051687.1	XP_029142293.1, XP_029142294.1, XP_029142292.1
OG0013230	ENSPTRG00000000803.6	XP_029139887.1
OG0013231	ENSPTRG00000008591.5	XP_015686813.1
OG0013232	ENSPTRG00000030250.4	XP_029139149.1
OG0013233	ENSPTRG00000045654.1	XP_015676553.1
OG0013234	ENSPTRG00000051449.1, ENSPTRG00000021836.6	XP_015680657.1
OG0013235	ENSPTRG00000008420.5	XP_015666078.1
OG0013236	ENSPTRG00000004318.6	XP_015668392.1
OG0013239	ENSPTRG00000047325.1	XP_015667757.1
OG0013241	ENSPTRG00000001424.7	XP_029142033.1
OG0013243	ENSPTRG00000044189.1	XP_015677625.1
OG0013244	ENSPTRG00000007759.6	XP_015667470.2
OG0013245	ENSPTRG00000034313.3	XP_015678653.1
OG0013246	ENSPTRG00000041879.2	XP_015672769.1, XP_015686053.1
OG0013247	ENSPTRG00000048908.1	XP_015676081.1
OG0013248	ENSPTRG00000020169.4	XP_015680238.1
OG0013249	ENSPTRG00000004323.6	XP_029139343.1
OG0013250	ENSPTRG00000030269.2	XP_015668603.1
OG0013252	ENSPTRG00000005585.6	XP_029139500.1
OG0013253	ENSPTRG00000000275.5	XP_015675872.1
OG0013254	ENSPTRG00000007649.7	XP_015682435.1
OG0013255	ENSPTRG00000007194.6	XP_015667376.1
OG0013256	ENSPTRG00000048446.1	XP_029140307.1
OG0013257	ENSPTRG00000011972.5	XP_015667894.1
OG0013258	ENSPTRG00000022088.5	XP_029140794.1
OG0013259	ENSPTRG00000010653.6, ENSPTRG00000048166.1	XP_015665402.1
OG0013261	ENSPTRG00000045494.1	XP_015675875.2
OG0013262	ENSPTRG00000021564.6	XP_015680083.1
OG0013264	ENSPTRG00000006336.6	XP_015678066.1
OG0013265	ENSPTRG00000010267.6	XP_015665418.1
OG0013266	ENSPTRG00000050832.1	XP_015665553.2
OG0013267	ENSPTRG00000011006.7	XP_015669382.1
OG0013268	ENSPTRG00000021580.5	XP_015687143.1
OG0013269	ENSPTRG00000021301.4	XP_015669462.1
OG0013270	ENSPTRG00000008972.4	XP_029141958.1
OG0013271	ENSPTRG00000043250.1	XP_015682097.1
OG0013272	ENSPTRG00000021322.7	XP_015679827.1
OG0013273	ENSPTRG00000018968.6	XP_015666300.1
OG0013274	ENSPTRG00000023462.5	XP_029141763.1
OG0013275	ENSPTRG00000021324.6	XP_015679845.2
OG0013276	ENSPTRG00000022085.5	XP_015676075.2
OG0013277	ENSPTRG00000051082.1	XP_015672953.1
OG0013279	ENSPTRG00000029092.2	XP_015665530.2
OG0013280	ENSPTRG00000002270.6	XP_015683663.1, XP_015683664.1
OG0013281	ENSPTRG00000007114.5	XP_015666532.1
OG0013282	ENSPTRG00000000092.4	XP_015668253.1
OG0013284	ENSPTRG00000020042.5	XP_015666602.1
OG0013285	ENSPTRG00000038712.2	XP_015671966.1
OG0013286	ENSPTRG00000008450.5	XP_015677498.1
OG0013287	ENSPTRG00000021195.4	XP_015677176.1
OG0013288	ENSPTRG00000023351.3	XP_015670131.1, XP_015670133.1
OG0013289	ENSPTRG00000001446.6	XP_015675340.1
OG0013290	ENSPTRG00000007038.3	XP_015685491.1
OG0013291	ENSPTRG00000028542.3	XP_029139336.1
OG0013292	ENSPTRG00000000085.7	XP_015668215.1
OG0013295	ENSPTRG00000016918.5	XP_015668132.1
OG0013296	ENSPTRG00000042161.2	XP_015682130.1, XP_015687469.1
OG0013297	ENSPTRG00000018476.6	XP_015676797.1
OG0013299	ENSPTRG00000018219.4	XP_015680797.1
OG0013300	ENSPTRG00000052099.1	XP_015687131.1
OG0013301	ENSPTRG00000004275.6	XP_029139290.1
OG0013302	ENSPTRG00000014719.3	XP_015667917.1
OG0013304	ENSPTRG00000010666.5	XP_015682223.1
OG0013305	ENSPTRG00000001458.6	XP_015675335.1
OG0013306	ENSPTRG00000029090.2	XP_015665544.1
OG0013307	ENSPTRG00000010736.7	XP_029139468.1
OG0013308	ENSPTRG00000007419.4	XP_029142890.1
OG0013309	ENSPTRG00000019127.6	XP_015666608.1
OG0013310	ENSPTRG00000000082.5	XP_015668212.1
OG0013311	ENSPTRG00000021291.6	XP_015678815.1
OG0013312	ENSPTRG00000030912.3	XP_015683890.1
OG0013313	ENSPTRG00000005606.5	XP_015669126.1
OG0013314	ENSPTRG00000010318.3	XP_015681903.1
OG0013315	ENSPTRG00000009223.5	XP_015669693.1
OG0013316	ENSPTRG00000010670.6	XP_015665410.1
OG0013317	ENSPTRG00000019251.6	XP_015671047.1
OG0013318	ENSPTRG00000001663.3	XP_029143146.1
OG0013320	ENSPTRG00000007416.7	XP_015667649.1
OG0013321	ENSPTRG00000012379.6	XP_029139007.1, XP_029139002.1
OG0013322	ENSPTRG00000029035.3	XP_015676514.1
OG0013323	ENSPTRG00000046047.1	XP_015666180.1
OG0013324	ENSPTRG00000010671.4	XP_015665482.1
OG0013325	ENSPTRG00000021405.5	XP_015683783.1
OG0013326	ENSPTRG00000042665.1	XP_015681611.1
OG0013328	ENSPTRG00000052725.1, ENSPTRG00000014224.6	XP_029140267.1
OG0013330	ENSPTRG00000021544.4	XP_029141595.1
OG0013331	ENSPTRG00000045356.1	XP_015679839.1
OG0013332	ENSPTRG00000008120.6	XP_015683140.1
OG0013333	ENSPTRG00000012372.5	XP_029139011.1
OG0013334	ENSPTRG00000014826.5	XP_015678854.1
OG0013335	ENSPTRG00000045171.1	XP_015682808.1
OG0013336	ENSPTRG00000028973.3	XP_015683517.1
OG0013337	ENSPTRG00000012368.4	XP_015666640.1
OG0013339	ENSPTRG00000023749.5	XP_015682554.1
OG0013340	ENSPTRG00000020067.4	XP_015673466.1
OG0013341	ENSPTRG00000043437.1, ENSPTRG00000047297.1	XP_015668064.1
OG0013342	ENSPTRG00000019488.4, ENSPTRG00000043299.1	XP_029139401.1, XP_029142802.1
OG0013343	ENSPTRG00000014211.6	XP_015671264.2
OG0013344	ENSPTRG00000001668.6	XP_015687514.1
OG0013345	ENSPTRG00000014543.6	XP_015682015.1
OG0013346	ENSPTRG00000008520.6	XP_015683874.1
OG0013347	ENSPTRG00000008618.5	XP_015668646.1
OG0013348	ENSPTRG00000014210.7	XP_015671262.2
OG0013350	ENSPTRG00000021551.6	XP_029140916.1
OG0013352	ENSPTRG00000000149.5	XP_015678857.1
OG0013353	ENSPTRG00000014209.4	XP_015671296.1
OG0013355	ENSPTRG00000021435.3	XP_015683766.1
OG0013356	ENSPTRG00000001468.6	XP_029142601.1
OG0013358	ENSPTRG00000008400.5	XP_015665943.1
OG0013360	ENSPTRG00000021280.4	XP_015687155.2
OG0013361	ENSPTRG00000007436.5	XP_029139850.1
OG0013362	ENSPTRG00000008403.4	XP_015665966.1
OG0013363	ENSPTRG00000049021.1	XP_015669556.1
OG0013364	ENSPTRG00000043935.1	XP_015673743.1
OG0013365	ENSPTRG00000021988.6	XP_015666253.1
OG0013366	ENSPTRG00000043476.1	XP_029138938.1
OG0013367	ENSPTRG00000041719.2, ENSPTRG00000007736.6	XP_029141661.1
OG0013368	ENSPTRG00000010339.6	XP_029138800.1
OG0013369	ENSPTRG00000008810.2	XP_015684185.1
OG0013370	ENSPTRG00000009008.6	XP_029140289.1
OG0013372	ENSPTRG00000029057.2	XP_015684177.1
OG0013373	ENSPTRG00000043726.1	XP_015668722.1
OG0013374	ENSPTRG00000007580.6	XP_029140312.1
OG0013375	ENSPTRG00000010344.5	XP_015680695.1
OG0013376	ENSPTRG00000033875.3	XP_015686673.1
OG0013377	ENSPTRG00000008203.4	XP_015673053.1
OG0013378	ENSPTRG00000001569.3	XP_015678487.1
OG0013379	ENSPTRG00000020944.6	XP_015675717.1
OG0013380	ENSPTRG00000042720.1	XP_015666478.1
OG0013381	ENSPTRG00000010349.4	XP_015665406.2
OG0013382	ENSPTRG00000001884.6	XP_015687654.2
OG0013384	ENSPTRG00000000049.6	XP_015678543.1
OG0013385	ENSPTRG00000008207.6	XP_015673079.1
OG0013386	ENSPTRG00000011090.4	XP_015685537.1, XP_015680511.1
OG0013388	ENSPTRG00000008643.6	XP_029139770.1
OG0013389	ENSPTRG00000030013.3	XP_015676211.1
OG0013390	ENSPTRG00000012033.6	XP_015666592.1
OG0013392	ENSPTRG00000012031.5	XP_015666595.1
OG0013393	ENSPTRG00000045506.1	XP_029141302.1
OG0013394	ENSPTRG00000022462.7, ENSPTRG00000043026.1	XP_015680208.1
OG0013395	ENSPTRG00000010412.4	XP_029142188.1
OG0013396	ENSPTRG00000051848.1	XP_015685929.2
OG0013397	ENSPTRG00000001048.4	XP_015687138.1
OG0013399	ENSPTRG00000029148.5	XP_015667356.1
OG0013400	ENSPTRG00000007425.5	XP_015684071.1
OG0013402	ENSPTRG00000014201.6	XP_015671258.1
OG0013403	ENSPTRG00000007298.6	XP_015685779.1
OG0013405	ENSPTRG00000005721.7	XP_015672525.2
OG0013406	ENSPTRG00000021270.6	XP_015683873.2
OG0013407	ENSPTRG00000007297.6	XP_015685835.1
OG0013408	ENSPTRG00000022224.4	XP_015684379.1
OG0013409	ENSPTRG00000000170.6	XP_015675865.1
OG0013411	ENSPTRG00000000946.5	XP_015675049.1
OG0013412	ENSPTRG00000009025.5	XP_029140500.1
OG0013414	ENSPTRG00000010803.5	XP_029141013.1
OG0013415	ENSPTRG00000003454.6	XP_015670866.1
OG0013417	ENSPTRG00000021459.5	XP_015678152.1
OG0013418	ENSPTRG00000014192.6	XP_015671255.1
OG0013419	ENSPTRG00000010057.2	XP_015682482.1
OG0013420	ENSPTRG00000038742.2	XP_015686280.1, XP_015681954.1
OG0013421	ENSPTRG00000015488.4	XP_015677362.1
OG0013422	ENSPTRG00000008580.4	XP_015676373.1
OG0013423	ENSPTRG00000008578.5	XP_015670317.1
OG0013425	ENSPTRG00000010151.6	XP_015684424.1
OG0013426	ENSPTRG00000008574.3	XP_015681986.1
OG0013428	ENSPTRG00000022217.6	XP_029141239.1
OG0013429	ENSPTRG00000033860.2	XP_015681985.1
OG0013430	ENSPTRG00000008572.6	XP_015681984.1
OG0013432	ENSPTRG00000007346.7	XP_029142895.1
OG0013433	ENSPTRG00000003896.6	XP_029142057.1
OG0013434	ENSPTRG00000012137.5	XP_015666596.1
OG0013435	ENSPTRG00000003898.3	XP_029142059.1
OG0013436	ENSPTRG00000003899.4	XP_015686045.1, XP_015681950.1
OG0013437	ENSPTRG00000006277.3	XP_015672986.1
OG0013438	ENSPTRG00000034175.2	XP_015670256.1
OG0013439	ENSPTRG00000006741.5	XP_015682864.1
OG0013440	ENSPTRG00000009877.5	XP_015679661.1
OG0013441	ENSPTRG00000005854.5	XP_029140466.1
OG0013442	ENSPTRG00000051193.1	XP_015669578.1
OG0013443	ENSPTRG00000009662.5	XP_015674536.1, XP_015685481.2
OG0013444	ENSPTRG00000008568.2	XP_015681784.1
OG0013445	ENSPTRG00000007609.6	XP_015678472.1
OG0013446	ENSPTRG00000009873.6	XP_015679662.1
OG0013448	ENSPTRG00000030557.3	XP_015675619.1
OG0013449	ENSPTRG00000047534.1	XP_015673414.1
OG0013450	ENSPTRG00000001362.5	XP_015668830.1
OG0013451	ENSPTRG00000000226.6	XP_015681842.1, XP_015681843.1
OG0013452	ENSPTRG00000052586.1	XP_015669646.1
OG0013453	ENSPTRG00000007627.5	XP_015687217.1
OG0013456	ENSPTRG00000048496.1	XP_029141416.1
OG0013457	ENSPTRG00000000492.7	XP_029139114.1, XP_015667136.1
OG0013459	ENSPTRG00000004590.6	XP_029139586.1
OG0013460	ENSPTRG00000007527.6	XP_015667475.1
OG0013461	ENSPTRG00000012259.7	XP_015665428.1
OG0013462	ENSPTRG00000021484.7	XP_015680806.1
OG0013463	ENSPTRG00000007270.5	XP_015685855.1
OG0013464	ENSPTRG00000045965.1	XP_029141337.1
OG0013465	ENSPTRG00000047245.1	XP_015681668.1
OG0013466	ENSPTRG00000002479.6	XP_015678621.1
OG0013467	ENSPTRG00000004597.6	XP_015669547.1
OG0013469	ENSPTRG00000003923.5	XP_015687220.1
OG0013470	ENSPTRG00000006943.4	XP_015680916.1
OG0013472	ENSPTRG00000044863.1	XP_015684704.1
OG0013473	ENSPTRG00000046730.1	XP_015678054.1
OG0013474	ENSPTRG00000013334.4	XP_015669317.1
OG0013476	ENSPTRG00000013581.4	XP_015680954.1
OG0013477	ENSPTRG00000017005.5	XP_015678198.1
OG0013478	ENSPTRG00000017309.4	XP_015667642.1, XP_015667640.1, XP_015667641.1
OG0013480	ENSPTRG00000000414.7	XP_015671451.1
OG0013481	ENSPTRG00000010161.6	XP_015666189.1
OG0013482	ENSPTRG00000010162.5	XP_029138923.1
OG0013483	ENSPTRG00000005428.4	XP_015671280.1
OG0013484	ENSPTRG00000005429.6	XP_015671281.1
OG0013485	ENSPTRG00000020313.6	XP_029141606.1
OG0013486	ENSPTRG00000016332.6	XP_015675033.1
OG0013487	ENSPTRG00000049897.1, ENSPTRG00000052183.1	XP_015665490.1
OG0013488	ENSPTRG00000013577.4	XP_015683009.2
OG0013490	ENSPTRG00000010682.6	XP_029142920.1
OG0013491	ENSPTRG00000015329.5	XP_015678578.1
OG0013492	ENSPTRG00000013657.6	XP_015680906.2
OG0013493	ENSPTRG00000052715.1	XP_015686496.1
OG0013494	ENSPTRG00000044435.1	XP_015670037.1
OG0013495	ENSPTRG00000016330.6	XP_015683746.1, XP_015683735.1
OG0013496	ENSPTRG00000013188.4	XP_015681219.1, XP_015681218.1
OG0013497	ENSPTRG00000013566.7	XP_029142355.1
OG0013498	ENSPTRG00000014087.6	XP_029140455.1
OG0013500	ENSPTRG00000017751.3	XP_015676010.1
OG0013501	ENSPTRG00000005434.6	XP_015671289.1
OG0013502	ENSPTRG00000010687.4	XP_029141989.1
OG0013503	ENSPTRG00000013192.6	XP_015683993.1
OG0013504	ENSPTRG00000010688.4	XP_015686203.1, XP_015681692.1
OG0013506	ENSPTRG00000048023.1	XP_015682729.1
OG0013507	ENSPTRG00000016322.6	XP_015683867.1
OG0013508	ENSPTRG00000023147.5	XP_015678251.1
OG0013509	ENSPTRG00000008082.4	XP_015674452.1
OG0013510	ENSPTRG00000013317.3	XP_015682601.1
OG0013511	ENSPTRG00000010208.5	XP_015665557.1
OG0013512	ENSPTRG00000016320.3	XP_015683855.1
OG0013513	ENSPTRG00000013320.6	XP_015671466.1
OG0013514	ENSPTRG00000011371.4	XP_015672088.1
OG0013515	ENSPTRG00000003790.5	XP_015676967.1
OG0013517	ENSPTRG00000018640.7	XP_029141460.1
OG0013518	ENSPTRG00000015430.3	XP_015674371.1
OG0013519	ENSPTRG00000000241.6	XP_029142914.1, XP_029142026.1
OG0013520	ENSPTRG00000012049.6	XP_029142785.1
OG0013521	ENSPTRG00000047249.1	XP_015676968.1
OG0013522	ENSPTRG00000010885.3	XP_015676516.1
OG0013523	ENSPTRG00000023708.5	XP_015676945.1
OG0013525	ENSPTRG00000015833.5	XP_015683815.1
OG0013526	ENSPTRG00000011731.6	XP_015685326.1
OG0013527	ENSPTRG00000015834.7	XP_029142466.1
OG0013528	ENSPTRG00000011727.3	XP_015683963.1
OG0013529	ENSPTRG00000044843.1	XP_015679080.1
OG0013530	ENSPTRG00000010227.4	XP_015665562.1
OG0013532	ENSPTRG00000017446.3	XP_015675403.1
OG0013533	ENSPTRG00000013357.5, ENSPTRG00000050334.1	XP_015682571.1
OG0013534	ENSPTRG00000014069.6	XP_015679079.1
OG0013536	ENSPTRG00000015836.7	XP_015685159.1
OG0013538	ENSPTRG00000010715.6	XP_015666209.1
OG0013539	ENSPTRG00000010716.5	XP_015666169.1
OG0013541	ENSPTRG00000010238.4	XP_015678246.1
OG0013542	ENSPTRG00000010718.5	XP_029138931.1
OG0013543	ENSPTRG00000044298.1	XP_015681679.1, XP_015686878.1
OG0013544	ENSPTRG00000015380.3	XP_015681680.1
OG0013545	ENSPTRG00000020150.5	XP_015676535.1
OG0013546	ENSPTRG00000010609.4	XP_015665471.1
OG0013547	ENSPTRG00000001242.4	XP_015674261.1, XP_015674249.1
OG0013548	ENSPTRG00000010723.5	XP_015666191.1
OG0013549	ENSPTRG00000010726.6	XP_015666176.1
OG0013550	ENSPTRG00000010728.6	XP_015666212.1
OG0013551	ENSPTRG00000039907.2	XP_015666214.1
OG0013552	ENSPTRG00000042817.1, ENSPTRG00000013221.7	XP_015667059.1
OG0013553	ENSPTRG00000013223.7	XP_015666792.1
OG0013554	ENSPTRG00000001200.5	XP_015680855.1
OG0013555	ENSPTRG00000001201.7	XP_015680854.1
OG0013556	ENSPTRG00000010264.6	XP_015665497.1
OG0013557	ENSPTRG00000010733.5	XP_015666216.1
OG0013558	ENSPTRG00000012107.5	XP_015667841.1
OG0013559	ENSPTRG00000030660.3	XP_015675849.1
OG0013560	ENSPTRG00000000614.5	XP_015675871.1
OG0013561	ENSPTRG00000000618.5	XP_015674350.1
OG0013562	ENSPTRG00000019852.6, ENSPTRG00000047715.1	XP_015681587.1
OG0013563	ENSPTRG00000044371.1	XP_029140204.1
OG0013568	ENSPTRG00000005431.5, ENSPTRG00000039747.2	XP_015671283.1
OG0013569	ENSPTRG00000031154.2	XP_015687831.1, XP_015687832.1
OG0013570	ENSPTRG00000010650.6	XP_015665527.1
OG0013571	ENSPTRG00000030540.2	XP_015684355.1, XP_015684354.1
OG0013572	ENSPTRG00000023827.5	XP_015665549.1
OG0013573	ENSPTRG00000045332.1, ENSPTRG00000012267.5	XP_015686247.1
OG0013575	ENSPTRG00000043844.1, ENSPTRG00000022275.4	XP_015682923.1, XP_029142281.1
OG0013584	ENSPTRG00000010876.4	XP_029140166.1, XP_015672460.2
OG0013611	ENSPTRG00000051400.1	XP_029139499.1
OG0013612	ENSPTRG00000017686.6	XP_015670790.1
OG0013613	ENSPTRG00000005451.3	XP_015670911.1
OG0013615	ENSPTRG00000030788.5	XP_029141148.1
OG0013618	ENSPTRG00000008590.6	XP_029140900.1
OG0013620	ENSPTRG00000001272.6	XP_015677521.1
OG0013621	ENSPTRG00000005407.6	XP_029139935.1
OG0013622	ENSPTRG00000006169.6	XP_015679550.1, XP_015677716.1
OG0013625	ENSPTRG00000029772.4	XP_015670915.1
OG0013626	ENSPTRG00000042577.2	XP_015668631.1
OG0013628	ENSPTRG00000018875.5	XP_015675002.1
OG0013630	ENSPTRG00000018877.6	XP_015675014.2
OG0013631	ENSPTRG00000018878.6	XP_029140620.1
OG0013632	ENSPTRG00000008412.5	XP_015676502.2
OG0013633	ENSPTRG00000044799.1	XP_015666617.1
OG0013635	ENSPTRG00000018872.6	XP_029140614.1
OG0013637	ENSPTRG00000001441.6	XP_015683906.1
OG0013638	ENSPTRG00000008098.4	XP_029140511.1
OG0013640	ENSPTRG00000002544.6	XP_029140293.1
OG0013641	ENSPTRG00000011212.6	XP_015678550.1
OG0013642	ENSPTRG00000010995.5	XP_015669351.1
OG0013645	ENSPTRG00000048821.1	XP_015683640.1
OG0013646	ENSPTRG00000011007.4	XP_015669381.1
OG0013650	ENSPTRG00000017253.4	XP_029141623.1
OG0013651	ENSPTRG00000002577.4	XP_015679601.1
OG0013652	ENSPTRG00000001365.5	XP_029139457.1
OG0013653	ENSPTRG00000003913.4	XP_015685132.2
OG0013656	ENSPTRG00000044428.1	XP_015684751.1
OG0013657	ENSPTRG00000049433.1	XP_015676637.1
OG0013658	ENSPTRG00000010184.6	XP_015680001.1
OG0013660	ENSPTRG00000011018.5	XP_029141637.1
OG0013663	ENSPTRG00000021876.5	XP_015670448.1
OG0013664	ENSPTRG00000043943.1	XP_015676517.1
OG0013665	ENSPTRG00000011026.4	XP_015680055.2
OG0013666	ENSPTRG00000021874.5	XP_015670442.1
OG0013668	ENSPTRG00000019518.5	XP_015668659.1
OG0013669	ENSPTRG00000016306.5	XP_029140261.1
OG0013671	ENSPTRG00000007998.6	XP_015684121.1, XP_015665991.1
OG0013672	ENSPTRG00000023807.5	XP_015687850.1
OG0013674	ENSPTRG00000011493.4	XP_015665718.1
OG0013675	ENSPTRG00000001504.4	XP_015671579.1, XP_015671580.1
OG0013677	ENSPTRG00000045174.1	XP_015682493.1
OG0013678	ENSPTRG00000001401.4	XP_029141953.1
OG0013679	ENSPTRG00000013388.5	XP_015682507.1
OG0013681	ENSPTRG00000001539.6	XP_029142310.1
OG0013682	ENSPTRG00000022457.6	XP_015680206.1
OG0013684	ENSPTRG00000007067.7	XP_029141259.1
OG0013685	ENSPTRG00000010826.6	XP_029139995.1
OG0013688	ENSPTRG00000010855.4	XP_015684110.1
OG0013690	ENSPTRG00000010865.6	XP_015672092.1
OG0013691	ENSPTRG00000010864.4	XP_015672057.1
OG0013692	ENSPTRG00000003887.5	XP_015673164.1
OG0013693	ENSPTRG00000048188.1	XP_015667135.1
OG0013695	ENSPTRG00000006151.7	XP_015678812.1
OG0013696	ENSPTRG00000006143.4	XP_015671103.1
OG0013699	ENSPTRG00000011892.4	XP_015671905.2
OG0013701	ENSPTRG00000046658.1	XP_029140950.1
OG0013703	ENSPTRG00000008696.7	XP_015683116.1
OG0013705	ENSPTRG00000011163.4	XP_029142102.1
OG0013706	ENSPTRG00000020107.5	XP_015675470.1
OG0013707	ENSPTRG00000010020.4	XP_015667624.2
OG0013708	ENSPTRG00000011122.5	XP_029142269.1
OG0013709	ENSPTRG00000034180.3	XP_015671729.1
OG0013710	ENSPTRG00000010027.3	XP_015667627.1
OG0013712	ENSPTRG00000008048.7	XP_015681978.1
OG0013713	ENSPTRG00000047706.1	XP_029141898.1
OG0013714	ENSPTRG00000022616.3	XP_015687565.1
OG0013715	ENSPTRG00000013670.6	XP_015687564.1
OG0013716	ENSPTRG00000013663.6	XP_015676693.1
OG0013718	ENSPTRG00000013363.4	XP_029142708.1
OG0013722	ENSPTRG00000005001.4	XP_015675441.1
OG0013724	ENSPTRG00000014843.6	XP_015678505.1
OG0013726	ENSPTRG00000014771.7	XP_015678810.1
OG0013727	ENSPTRG00000014725.5	XP_015678082.1
OG0013728	ENSPTRG00000041094.2	XP_015687379.1
OG0013730	ENSPTRG00000034496.2	XP_015677160.1
OG0013732	ENSPTRG00000052076.1	XP_015666877.1
OG0013734	ENSPTRG00000020638.3	XP_015683551.1
OG0013739	ENSPTRG00000000512.5	XP_029140699.1
OG0013742	ENSPTRG00000046205.1	XP_015676917.1
OG0013743	ENSPTRG00000019519.5	XP_015668681.1
OG0013746	ENSPTRG00000018116.6	XP_015668091.1
OG0013747	ENSPTRG00000049065.1	XP_015681989.1
OG0013748	ENSPTRG00000045690.1	XP_015682016.1
OG0013749	ENSPTRG00000022777.3	XP_015680524.1
OG0013750	ENSPTRG00000044035.1	XP_015683461.1
OG0013751	ENSPTRG00000013173.5	XP_015682594.1
OG0013752	ENSPTRG00000013742.4	XP_015683044.2
OG0013753	ENSPTRG00000049634.1	XP_015682842.1
OG0013757	ENSPTRG00000045649.1	XP_029142568.1
OG0013758	ENSPTRG00000007394.7	XP_015681132.1
OG0013761	ENSPTRG00000000104.5	XP_015674355.1
OG0013762	ENSPTRG00000010834.5	XP_029139998.1
OG0013763	ENSPTRG00000040723.2	XP_015682085.1
OG0013764	ENSPTRG00000019669.3	XP_015681327.1
OG0013765	ENSPTRG00000010850.5	XP_015677225.1
OG0013767	ENSPTRG00000008700.6	XP_029141677.1
OG0013768	ENSPTRG00000008701.4	XP_015683901.1
OG0013771	ENSPTRG00000049269.1	XP_015685131.1
OG0013773	ENSPTRG00000050834.1, ENSPTRG00000003839.6	XP_015676966.1
OG0013774	ENSPTRG00000000318.6	XP_015668241.1
OG0013775	ENSPTRG00000015977.4	XP_015682325.1
OG0013776	ENSPTRG00000033733.3	XP_015668061.1
OG0013777	ENSPTRG00000007645.6	XP_015678319.1
OG0013778	ENSPTRG00000008221.6	XP_015673052.1
OG0013779	ENSPTRG00000034443.3	XP_015672341.1, XP_015685133.1
OG0013786	ENSPTRG00000045947.1	XP_029142906.1
OG0013787	ENSPTRG00000005632.6	XP_015682477.1
OG0013788	ENSPTRG00000029269.2	XP_015677746.1
OG0013789	ENSPTRG00000000040.6	XP_015675078.1
OG0013790	ENSPTRG00000010298.5	XP_015685869.1
OG0013792	ENSPTRG00000002889.5	XP_029141553.1
OG0013794	ENSPTRG00000011040.5	XP_015683864.1
OG0013795	ENSPTRG00000034500.3	XP_015672008.2, XP_029140076.1
OG0013797	ENSPTRG00000009925.6	XP_029140771.1
OG0013798	ENSPTRG00000003289.4	XP_029140234.1
OG0013802	ENSPTRG00000006164.6	XP_015679556.1
OG0013803	ENSPTRG00000006158.6	XP_029141372.1
OG0013804	ENSPTRG00000003826.5	XP_015683908.1
OG0013805	ENSPTRG00000021187.3	XP_015683604.1
OG0013806	ENSPTRG00000012096.5	XP_015677087.1
OG0013809	ENSPTRG00000009823.6	XP_015668955.1
OG0013810	ENSPTRG00000013153.5	XP_015671662.1
OG0013812	ENSPTRG00000024223.6	XP_029142417.1
OG0013813	ENSPTRG00000039682.2	XP_015684624.1
OG0013817	ENSPTRG00000008091.6	XP_029140652.1
OG0013825	ENSPTRG00000050857.1	XP_029140407.1
OG0013826	ENSPTRG00000043779.1	XP_029140572.1
OG0013827	ENSPTRG00000021232.4	XP_015669316.1
OG0013829	ENSPTRG00000004736.3	XP_029140770.1
OG0013832	ENSPTRG00000012425.5	XP_015686643.1
OG0013833	ENSPTRG00000013502.6	XP_015671229.1
OG0013835	ENSPTRG00000000294.6	XP_029139232.1
OG0013836	ENSPTRG00000001412.7	XP_015681522.1
OG0013839	ENSPTRG00000049721.1	XP_015667093.1
OG0013840	ENSPTRG00000010933.5	XP_029141326.1
OG0013841	ENSPTRG00000000839.7	XP_029142871.1
OG0013842	ENSPTRG00000000566.5	XP_015667122.1
OG0013843	ENSPTRG00000000600.7	XP_029140092.1
OG0013849	ENSPTRG00000048695.1, ENSPTRG00000046663.1	XP_015683117.1
OG0013850	ENSPTRG00000007893.6	XP_029142747.1
OG0013851	ENSPTRG00000001660.7	XP_029143148.1
