Pm_gene_id,Nn_target_id,description,class,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,sg_1,sg_2,sg_3,sg_4,hrt_1,hr2_2,kidn_1,kidn_2,kidn_3,livr_1,livr_2,livr_3,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107294403,Nana03477,tetratricopeptide repeat domain 21B,NA,42.53,246.21,208.75,100.05,54,98.95,24,76.65,143,41.57,219.27,69.32,158.62,54.84,34.01,98.21,40,21.22,213.55,88.91,79.57,359.45,182.5,197.98,93.7,159.49,82.08,20,135.01,59.03,52.83,52,30.29,46,65,53.91,71.79,86.83,67.8,98.05,22,14.48,17,11,51.25,0.21,0.02,1.07,0.23,219.78,219.43,4.61,4.99,6.66,0.34,0.29,0.57,2.541957,0.8088546,3.264047,3.604866,1.662299,6.087244,2.459889,1.684155,11.51727,12.49509,4.00348,1.671741,7.352888
107294404,Nana03478,polypeptide N-acetylgalactosaminyltransferase 3,NA,105,467,902,306,143,371,52,298,273,62,352,67,361,117,90,160,48,51,402,150,163,602,449,328,258,685,217,6,500,89,1,8,2,35,14,88,43,52,44,87,4,3,1,1,10,0,0,0,0,0.25,0.23,64.07,65.75,64.33,0.07,0.05,0.04,1.87738,1.06544,3.34507,2.9785,0.79714,2.37072,0.0305841,0.0232486,1.52658,2.19584,0.779613,0.434045,11.2528
107294406,Nana03479,cysteine-serine-rich nuclear protein 3,NA,1,6,2.43,1.01,1,1,0,1.43,9.12,4.5,3.06,2.3,1,0.67,0,1,0,0,1.95,0,0,0,18.64,1.84,2,5.97,2,1,5.14,1,13,4,9,8.7,7,9,18,12,12,18,0,1,3,0,2,10.5,10.01,10.52,10.24,21.29,22.35,59.36,59.5,63.17,75.74,68.12,72.75,0,0,0.0190966,0.0192072,0.0630154,0,0.0347117,0,2.50195,2.39592,1.09165,0.328416,0.152851
107294407,Nana09611,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G,NA,4,3,2,2,0,4,1,0,1,0,4,4,1,2,1,0,1,0,7,1,0,0,7,2,1,5,4,1,4,1,1,0,1,4,2,0,0,1,2,0,0,0,1,1,2,3.22,4.58,4.74,3.5,20.89,19.79,46.27,43.78,39.75,51.53,50.41,46.17,0.923139,0.466951,1.42536,1.42904,1.6274,0.499585,3.52863,0.935814,4.29462,5.77441,1.89161,0.666556,4.54878
107294408,Nana04212,"proteasome 26S subunit, non-ATPase 13",NA,741,344,615,391,359,253,71,172,286,94,355,266,251,151,116,204,153,142,410,166,112,321,630,276,605,399,167,269,420,246,53,70,65,46,150,58,52,101,104,143,47,84,71,73,179,0.38,1.21,0.18,0.17,2.06,1.59,10.46,8.17,10.18,2.72,3.1,3.17,15.1818,31.9322,33.998,20.9803,41.9626,14.937,19.5918,32.3457,21.0593,19.6622,11.816,4.18369,34.6396
107294411,Nana09613,sirtuin 7,NA,161,183,232,144,94,114,76,123,160,57,178,244,144,108,93,137,94,81,224,97,154,225,300,149,168,250,100,100,122,165,44,96,29,57,45,163,104,164,125,90,89,112,86,107,108,66.87,61.53,69.46,60.52,364.52,331.65,542.03,527.19,550.23,538.14,538.89,526.89,1.644162,2.04722,4.174115,2.795974,6.17343,6.650811,9.071973,3.285197,23.7127,16.9358,2.886539,1.479432,11.64904
107294413,Nana14556,lymphocyte expansion molecule,NA,3,12,10,11,2,16,3,19,18,7,25,5,26,11,3,21,1,3,50,14,26,51,12,31,2,32,10,0,13,3,3,0,0,0,0,3,1,1,2,5,0,0,0,0,1,2.33,1.43,2.68,1.85,4.95,3.85,20.94,18.92,19.85,23.73,24.46,22.39,0,0,0,0,0,2.02918,0,0,0,0,0,0,0.448741
107294414,Nana14553,"prolyl-tRNA synthetase 2, mitochondrial (putative)",NA,56,74,79,50,23,40,20,28,55,17,42,107,44,36,38,29,30,34,43,23,23,67,136,44,29,81,31,39,36,28,99,72,116,30,93,84,99,93,74,91,40,135,124,70,79,0,0.27,0.26,0.13,0.17,0.32,0.5,0.63,0.59,0.05,0.1,0.04,1.81948,2.28121,2.66322,2.57868,3.05026,3.31411,3.88353,2.10863,6.93642,5.47051,1.90545,0.773537,3.25731
107294416,Nana14555,tetratricopeptide repeat domain 22,NA,84,378,375,213,127,216,96,202,156,90,306,270,205,90,120,221,124,94,384,179,183,403,471,317,222,276,130,39,196,71,0,0,0,5,0,91,90,253,162,198,2,1,0,0,2,0.62,0.44,0.26,0.31,8.61,8.39,11.78,12.29,11.7,2.82,2.58,3.31,1.64131,0.394937,5.25781,1.93722,1.38995,2.88929,0.259332,0.0328553,0.083782,1.70476,0.255145,0.236751,5.26566
107294417,Nana14557,24-dehydrocholesterol reductase,NA,457,360,424,1363,1796,627,599,353,485,674,319,365,360,364,260,213,720,671,330,351,353,687,1070,565,286,266,459,582,527,1189,85,42,32,41,72,1362,1274,1062,1310,796,1175,1719,951,2155,1604,3.65,2.93,3.46,3.23,53.29,47.05,80.39,75.22,79.16,46.5,45.7,46.92,0.507364,0,0.455168,0.419733,0.177051,2.37353,174.163,47.5707,141.377,15.9878,0.732733,0.0755454,15.2908
107294420,Nana11623,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",NA,37,281,316,103,44,137,16,67,167,27,171,249,158,33,28,57,30,32,349,44,75,183,376,129,134,260,75,10,129,47,41,204,77,79,44,178,229,231,283,182,21,39,31,30,18,3.75,4.15,3.28,2.12,4.02,4.04,4.52,4.64,4.81,3.1,2.28,2.77,0.158992,0,0.648966,0.902576,0.114924,2.29476,0,0,4.81592,5.42794,2.58758,0.914144,8.28291
107294421,Nana11624,frataxin,NA,54,65,79,40,25,55,14,42,44,22,47,32,52,41,22,26,24,22,67,29,31,59,68,63,71,56,34,53,64,44,87,99,61,23,83,189,140,192,168,224,221,173,111,90,163,0.35,0.36,0.6,0.58,3.69,2.47,14.77,15.73,17.04,11.9,9.86,11.9,4.65968,16.9145,10.2662,7.28386,57.7155,13.1642,2.46816,6.48847,12.2598,19.4572,20.144,16.4897,6.33989
107294422,Nana11627,tight junction protein 2,NA,741,862,1427,378,477,485,224,323,551,295,736,735,725,373,378,453,422,428,1065,758,308,845,2525,668,1247,563,505,201,658,577,169,163,152,211,111,342,229,370,257,283,237,361,184,228,340,1.32,1.48,2.31,1.21,64.19,52.36,37.55,35.03,36.15,11.57,12.96,12.22,9.21326,4.30155,19.4095,16.2773,20.2193,10.5264,8.93744,8.78071,24.089,19.6532,6.87766,2.32321,41.0055
107294425,Nana27758,interleukin 15 receptor subunit alpha,NA,1,9,4,3,0,8,0,1,9,1,12,5,2,3,0,2,0,2,12,0,2,1,3,10,9,7,3,0,5,4,2,5,8,6,19,21,27,53,19,45,3,13,4,4,10,2.72,3.37,2.68,2.89,3.97,2.88,22.99,22.55,23.15,12.98,13.31,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0
107294435,Nana16530,RALY RNA binding protein-like,NA,0,6,13,7,1,4,3,7,15,2,15,4,8.99,5,3,4,4,0,11,2,3,14,8,10,0,20,2,0,4,5,2,0,1,4,0,7,33,6,83,26,1,1,0,0,0,1.21,1.82,1.68,1.53,7.98,6.14,22.07,21.32,23.38,21.51,21.5,25.18,0,0,0,0,0,1.40159,0,0,0.596937,1.97376,0.528837,0.490712,1.56698
107294453,Nana20393,E3 ubiquitin-protein ligase SIAH2-like,NA,41,89,130,36,18,56,14,34,92,19,77,38,47,37,13,20,51,13,75,25,32,73,156,68,45,55,17,36,103,42,9,18,1,17,4,41,17,19,30,31,19,7,4,17,21,0.75,0.85,0.96,0.62,11.69,10.11,101.66,99.6,103.05,25.15,24.54,24.59,3.49728,0.674975,2.1184,4.39109,2.49594,1.3208,1.5196,2.79156,5.27755,4.52641,4.34927,1.21912,3.88269
107294454,Nana20390,eukaryotic translation initiation factor 2A,NA,803.06,1017.27,767.93,496.55,413.6,426.19,228.49,310.84,566.68,324.43,702.9,844.31,334.23,425.92,478.21,390.23,333.8,263.31,657.62,353.8,304.49,609.45,1527.79,513.92,930.53,628.47,520.79,237,708.52,359.3,548.88,647.97,640.05,205.81,487.9,1898.71,1353.27,1904.49,812.62,1490.56,1174.35,1060.03,693.04,415.92,1060.71,0.86,0.2,0.36,0.4,2.08,2.31,37.34,38.68,38.1,47.49,47.08,47.26,7.81482,12.8166,13.0687,9.48153,19.4243,5.170373,9.9369,8.91898,10.8854,7.18958,6.81032,4.50221,9.85904
107294456,Nana20392,glutamate rich 6,NA,21,131,96,57,29,71,7,27,58,14,54,30,42,7,11,54,17,5,141,38,18,97,123,41,17,56,16,12,51,17,38,11,9,6,7,64,24,20,9,17,10,8,16,7,14,0.07,0.08,0.07,0.05,28.3,22.9,12.14,12.75,12.33,1.66,1.66,1.53,0.172777,0.2176,0.285794,0.368963,0.679362,2.37095,5.85094,0.0543073,0.942943,0.777506,0.178918,0.118585,1.10831
107294460,Nana26098,cellular repressor of E1A stimulated genes 2,NA,0,1,2,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,2,0,0,2,0,0,0.33,0.46,0.66,0.22,7.55,7.33,12.02,11.86,12.1,8.5,8.31,8.32,0.0980985,0,0.165346,0.0838603,0.82539,0,0,0,0,0.0933998,0.162662,0,0.444905
107294465,Nana05002,tau tubulin kinase 2,NA,29,77,84.87,21.85,18.64,57.37,4,31,43.34,37.94,59.11,54,48,13,14.36,33.34,5.29,23,37.97,14,19.55,81.5,139,47.62,42.21,41.09,24.31,11,53.34,18.64,37.84,46.32,36,81,36.62,30,43,48.08,43.37,26.85,5,14.91,10,11.47,24,0.26,0.22,0.3,0.23,1.31,1.41,3.17,2.49,2.59,0.92,0.7,0.83,0.0606928,0.094497,0.063184,0.109871,0.437711,0.235344,0.231655,0.0628906,0.753752,1.72337,0.408472,0.131834,1.53012
107294466,Nana05004,codanin 1,NA,71,124,92,36,41,69,32,34,91,15,61,26,44,32,39,31,33,44,106,41,25,76,154,60.98,110,79,65,13,86,30,68,46,88,66,64,98,74,121,74,66,46,63,51,31,61,4.77,3.49,5.73,5.57,5.49,5.43,10.4,10.19,9.94,13.05,12.39,14.92,0.971283,1.12409,2.15386,1.89089,1.45057,1.54234,2.36018,1.30574,4.11132,6.37411,2.66521,2.01929,3.70506
107294469,Nana24690,listerin E3 ubiquitin protein ligase 1,NA,11365.82,4599.1,3275.27,2123.02,3849.9,3928.26,1209.77,1757.23,2289.9,1875.67,2947.36,2455.1,1788.71,2105.33,2392.57,1535.65,1225.16,1603.74,3801.25,2083.41,1560.71,3208.53,2877.08,2530.18,11233.56,2662.44,5793.18,1345.16,3110.11,1179,3482.34,2348.25,3194.53,2726.79,4254.8,10089.7,7122.14,8797.06,7407.49,10225.57,6591.19,6723.18,4045.69,3245.18,5456.46,13.09,20.18,13.86,9.82,10.61,7.79,9.84,10.39,10.95,7.85,5.56,5.62,11.88845,32.9625,27.7436,23.25803,66.486,16.36165,40.4281,49.7766,52.9548,78.3699,49.9458,40.6772,30.63865
107294470,Nana24691,N-6 adenine-specific DNA methyltransferase 1 (putative),NA,275,322,387,209,189,196,119,131,253,142,220,280,242,132,173,148,172,139,372,145,185,258,302,295,336,340,208,184,435,154,286,327,151,98,170,205,116,203,209,169,177,94,53,54,142,8.31,4.98,6.6,6.07,14.45,12.56,15.2,14.92,16.74,10.45,10.39,11.24,4.91104,2.95659,11.8808,5.97632,24.4685,26.1526,12.675,5.02103,14.0149,18.7033,10.7778,5.95605,12.3157
107294473,Nana33131,"guanine nucleotide binding protein (G protein), beta 5",NA,1,7,3,0,4,1,2,3,8,2,5,6,0,1,1,2,1,2,9,4,1,12,22,4,10,2,0,1,1,0,9,13,17,3,10,5,0,7,2,3,0,0,1,1,0,0.03,0.05,0.08,0.05,0.15,0.08,0.1,0.14,0.1,0.04,0.05,0.03,2.66775,0.953038,12.4964,3.27391,12.0788,3.77607,3.79274,1.90283,26.136,27.1606,8.87422,2.53077,6.19796
107294474,Nana33127,myosin VA,NA,2,13,17,7,3,4,1,6.92,5.39,0,10,5,7.43,3.46,2,3,4,1,8,4,3,10,18.65,14,9,12,5.76,11,7.38,2,1.15,5,2,31.23,4,19,18,15,35,9,2,5,2,8,9,18.59,11.42,16.06,13.32,9.02,7.1,20.44,19.6,19.7,28.33,24.66,25.23,0.597103,0.0687215,0.229748,0.824553,0.483719,0.302775,0.827297,0.200096,0.492002,1.12019,2.90642,0.277136,3.86976
107294476,Nana33134,BCL2 like 10,NA,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,1,3,4,0,1,2,0,0,0,0,0,0.19,0.26,0.37,0.15,3.39,2.47,2.52,2.87,2.72,3.92,3.76,3.73,3.34245,33.7793,8.19449,6.10426,3.59146,0,1.87774,1.69501,9.66834,17.9369,6.54997,3.85704,1.95229
107294477,Nana33143,"LEO1 homolog, Paf1/RNA polymerase II complex component",NA,238,194,275,156,175,211.99,65,120,184,113,214,317,122,148,62,105,136,123,255,128,112,246,436,209,338,166,158,147,335,147,92,70,86,78,102,116,83,121,106,93,43,80,67,54,114,1.04,0.41,1.11,0.9,28.1,24.13,54.64,52.6,53.89,49.34,48.38,49.22,10.1967,4.58976,15.6685,14.5313,21.408,5.39337,16.102,14.3589,21.6813,22.4627,12.2099,4.98844,27.1515
107294480,Nana33129,myosin VC,NA,234,85,121,130,85,76,110,107,138,101,127,104,62,109,182,101,173,208,113,142,96,113,133,141,228,43,241,200,80,154,4,1,2,26,0,115,73,101,111,122,1,7,2,0,1,0.21,0,0,0,0.24,0.08,1.7,1.5,1.55,0.66,0.85,0.88,10.3533,2.68503,17.9881,16.2085,13.9214,2.53376,0.156108,0.0524487,3.12199,13.7205,3.6677,2.74724,11.5178
107294482,Nana33122,family with sequence similarity 214 member A,NA,395,402,542,413,219,378,121,285,359,236,423,356,399,206,189,308,322,188,399,258,184,347,815,412,311,315,252,305,636,366,341,367,307,342,499,246,194,359,252,293,149,271,113,256,413,0.01,0,0.12,0,29.32,25.59,1.86,2.18,2.42,1.35,0.97,0.78,4.82482,10.8371,7.76011,7.69195,12.066,8.32378,22.9989,12.0328,23.4204,21.0404,8.26402,2.57209,21.1247
107294490,Nana05583,bradykinin receptor B2,NA,5,10,5,3,5,4,3,3,0,0,8,2,2,1,2,3,2,0,4,3,3,7,11,5,8,4,1,1,8,3,3,18,10,0,23,1,4,12,2,8,2,0,0,9,8,0.63,1.03,1.31,1.03,2.06,1.79,1.68,1.44,1.39,1.03,1.52,0.88,0.244506,0,0.329693,0.167214,0.0587785,0.107452,1.43542,0.315856,0.366109,0.605266,0.608143,0.15048,0.480526
107294499,Nana01924,peroxisomal biogenesis factor 7,NA,105,188,259,60,57,148,50,87,132,72,155,60,106,58,84,73,79,55,207,129,77,182,258,118,165,91,96,28,108,30,71,73,64,55,49,481,337,544,277,442,138,147,173,94,207,4.26,4.18,9.07,4.74,1.2,1.31,20.16,21.43,20.57,0.13,0.26,0.19,4.04505,4.50807,4.30608,5.45991,16.207,3.27463,3.28909,7.12561,4.46293,6.28371,3.35366,1.14648,7.08071
107294501,Nana01914,TNF alpha induced protein 3,NA,59,39,83,26,56,29,16,42,38,15,165,37,54,18,24,26,27,20,80,39,21,83,149,82,89,36,69,11,54,16,6,8,15,68,9,108,17,74,54,27,9,20,20,19,21,0.58,0.48,0.2,0.77,0.4,0.69,2.66,2.61,2.33,1,0.93,1.1,1.00313,0.285807,1.80044,2.25741,2.61171,1.98482,2.56865,1.17113,8.08638,4.64934,3.36926,0.287548,7.94163
107294504,Nana27511,F-box and leucine-rich repeat protein 14,NA,4,1,0,0,1,0,0,1,0,1,0,4,0,0,0,2,0,0,0,0,1,2,1,2,5,0,2,8,5,0,1,2,1,7,0,4,0,2,0,2,0,1,2,0,3,1.54,1.62,3.27,1.88,26.59,23.72,38.25,36.31,37.27,28.18,25.65,28.2,4.62668,5.676,5.01319,6.12107,13.7794,1.98485,3.77814,5.80862,8.94007,9.33457,7.12377,2.40679,10.9413
107294506,Nana27513,adiponectin receptor 2,NA,164,60,81,110,171,77,143,131,88,152,117,87,37,103,111,106,205,183,108,187,93,64,135,79,300,65,143,89,65,73,47,14,25,64,14,93,77,111,107,71,199,318,195,295,160,0.55,0.74,0.49,0.54,2.75,2.44,3.83,3.83,4.04,3.71,4.25,3.91,66.748,22.1259,66.5964,94.7424,82.742,30.4989,39.9347,58.0751,36.9229,33.3467,40.564,20.4189,42.1357
107294507,Nana27515,leucine-rich repeats and transmembrane domains 2,NA,0,3,0,0,0,0,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,4,13,0,0,0,0,0,0,0,1,1,0,0,1,41,36,6,15,4,10,31,14,29,3,0.4,0.34,0.46,0.5,7.48,7.94,19.35,19.55,19.39,5.2,5.41,5.75,0.0136367,0,0.0827451,0.00699447,0.0262258,0,0.290733,0.225806,0.251152,0.202543,0.34596,0.0629448,0.0494771
107294513,Nana29554,Mov10 RISC complex RNA helicase like 1,NA,62,12,25,2,70,10,40,9,46,4,22,15,6,43,14,12,68,35,21,8,9,14,91,18,49,20,28,23,29,14,41,0,60,6,17,14,16,115,13,15,4,0,21,7,8,3.41,2.02,2.26,2.46,5.98,7.21,5.19,5.63,4.91,1.93,1.31,1.64,0,0,0.0908794,0,0.0108015,0,2.1866,0.01583,4.32937,4.87689,0.48055,0.269617,0.326046
107294514,Nana29552,tubulin tyrosine ligase like 8,NA,1,33,16,3,4,19,0,6,6,2,8,7,1,5,3,6,0,0,5,7,3,9,6,11,19,25,4,9,11,2,0,2,3,1,5,1,2,4,3,0,0,0,0,0,1,0.47,0.39,0.54,0.87,0.44,0.66,2.84,1.64,2.18,1.5,1.28,2.01,0,0,0,0,0,0.0785164,0,0.0419637,0,0,0,0,0.0540195
107294515,Nana29555,pannexin 2,NA,3,10,7,0,3,9,0,2,4,0,7,6,8,4,0,6,0,3,3,0,0,7,14,2,10,8,4,5,15,1,2,7,10,9,16,1,0,4,3,2,0,1,0,1,1,0.03,0.04,0.01,0.01,6.47,5.39,4.05,4.04,4.29,0.85,0.98,0.77,0,0,0,0,0,0,0.0385817,0,0,0,0,0,0.226522
107294516,Nana29553,megalencephalic leukoencephalopathy with subcortical cysts 1,NA,8,49,57,12,12,26,0,7,42,5,7,53,6,8,10,20,1,4,25,2,7,20,72,16,11,64,7,4,21,2,0,9,16,0,0,0,4,27,4,4,0,0,0,4,0,0.02,0.02,0.02,0.01,0.31,0.2,0.42,0.24,0.27,0.29,0.31,0.41,0.0672872,4.18533,0.978186,0.431407,0.121317,0.887108,0.0779647,0.0296326,0.264474,0.384386,0.0836793,0.23294,1.22067
107294521,Nana29521,cadherin EGF LAG seven-pass G-type receptor 1,NA,107,202,277,84,65,87,19,53,161,41,125,141,147,74,74,80,63,62,190,97,43,165,373,173,253,157,146,67,202,70,18,7,27,112,19,74,94,64,52,53,5,26,11,19,49,10.98,9.38,14.09,10.84,8.62,9.56,8.66,9.13,9.34,9.06,9.63,10.16,0.796812,0.196008,1.6401,1.53451,1.9618,1.59139,2.05244,1.99848,9.39655,7.06895,3.34852,1.69541,12.0873
107294522,Nana05585,GSK3B interacting protein,NA,1027,977,1080,976,622,571,447,485,693,415,575,830,610,557,439,482,395,447,932,551,605,823,1066,910,972,949,831,244,762,562,877,1341,712,448,739,658,579,1499,1005,824,659,405,437,284,351,4.49,3.8,5.33,3.72,7.76,6.76,8.24,7.27,7.51,7.43,7.24,7.89,2.58422,8.8832,7.8403,4.35517,13.0057,8.98214,6.96857,2.86143,4.52276,4.19874,5.74307,1.65758,6.19496
107294525,Nana29520,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,NA,27,14,19,9,10,18,6,5,7,6,10,12,6,9,9,13,12,9,21,11,13,9,28,22,26,13,10,3,19,27,13,8,10,12,14,35,26,37,31,47,30,65,63,56,73,1.91,2.64,2.18,1.92,62.14,55.47,53.07,52.85,52.44,6.28,6.85,6.81,1.87167,3.81201,2.99989,2.54971,4.52126,1.86999,7.33902,5.57715,7.24917,6.41672,4.40966,1.03661,3.34894
107294527,Nana04518,"signal peptide, CUB domain and EGF like domain containing 2",NA,3,7.89,13,1,6,6,4,5,13,0,2,11.84,11,0,5,3.95,0,7,14,1,1.32,11.84,51.31,3,3,5.26,1.32,0,8,0,7.86,19,8,9,22.27,14,4,21,14.41,11,2,3,2.62,0,7,1.77,1.7,2.14,1.82,19.26,21.78,11.86,12.69,11.2,15.8,16.61,10.85,0.116953,0.137772,0.056863,0.219183,0.118648,0.326171,0.565174,0.379706,0.355409,2.56107,0.4451,0.195798,1.40781
107294537,Nana02205,mannosidase endo-alpha,NA,108,164,199,170,80,94,63,163,136,58,164,153,139,72,100,57,97,110,152,115,96,349,266,217,179,167,137,23,202,56,21,54,71,30,63,115,93,148,168,131,60,107,65,152,168,1.38,0.18,0.83,0.57,0.33,0.37,4.26,3.91,4.7,1.54,1.13,1.84,0.816858,0.448437,1.33092,1.31901,1.37459,3.19093,11.3578,2.17441,4.87888,2.78256,2.76915,0.488766,8.85009
107294540,Nana03594,methyl-CpG binding domain protein 5,NA,38,58,53,40,52,46,14,22,38,28,53,26,29,25,25,28,21,27,54,29,16,59,116,50,77,43,47,26,51,28,27,26,33,122,35,45,45,56,31,26,20,34,28,31,36,1.54,0.46,1.63,1.02,8.93,7.25,37.53,34.15,39.29,26.67,28.81,25.71,1.32266,1.4241,1.91448,2.09529,1.09581,0.574695,2.80535,2.41332,3.5078,3.32259,1.70374,0.735844,3.39473
107294542,Nana03585,Rho family GTPase 3,NA,465,1831,1805,881,638,787,281,300,1154,410,1143,947,1192,333,386,683,680,463,2049,367,130,2040,3933,1900,1137,1460,1145,123,1385,276,399,653,1071,808,1148,384,633,1010,809,647,1050,2357,1400,1833,1482,0.91,0.8,0.63,0.72,16.64,16.04,18.82,20.74,19.94,4.59,3.95,4.75,3.13736,4.1344,5.60306,4.24554,8.79378,3.65223,10.1786,41.003,12.309,16.1684,4.89783,1.01679,19.3754
107294544,Nana25298,"chromosome unknown open reading frame, human C11orf97",NA,0,3,7,6,1,5,1,20,8,2,11,2,15,3,1,18,3,3,21,9,9,38,6,13,3,11,5,8,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,6.83,3.81,5.19,5.75,49.48,39.06,145.66,136.46,140.45,119.38,123.48,123.72,0.0718983,0,0.33988,0.220648,0.312183,23.1438,0.588653,0.334891,3.89554,3.865,2.89629,0.522096,7.80432
107294547,Nana19266,dickkopf WNT signaling pathway inhibitor 1,NA,0,56,108,2,9,6,2,0,26,1,24,17,25,1,6,14,0,1,34,16,4,23,161,16,1,4,1,0,55,4,1,4,0,0,0,5,4,4,6,2,0,0,0,0,0,43.07,29.71,30.47,33.61,78.9,80.13,60.22,71.9,71.3,54.85,53.9,57.77,0.189955,0,0.0686078,0.139187,0,0,0,0.0478024,0.121898,0.15502,0,0,0.0615357
107294548,Nana19267,"protein kinase, cGMP-dependent, type I",NA,130,272,231,107,67,113,60,106,202,61,292,121,106,67,71,92,77,48,150,59,79,156,180,178,147,169,115,54,203,156,91,122,43,64,109,167,66,77,40,100,61,37,23,21,65,0.67,0.85,1,0.48,37.02,33.55,28.2,26.87,28.96,20.69,21.58,22.64,0.0923201,2.27403,0.247699,0.193275,0.0634099,0.0745188,0.244503,0.262195,0.207352,0.618875,0.665433,0.108708,0.307615
107294551,Nana04733,two pore segment channel 2,NA,25,71,48.54,29.2,27,37.82,11,24.15,16,10,54.23,9.06,44.8,21.12,18,14.08,20.14,12,27,40,1,43.56,165.33,13,70.59,36.34,34,5.11,41,11.04,20,9,41.23,18.19,25,55,40,58.41,37,36.25,11,63,37.99,29.41,54.57,0.14,0,0,0,123.93,114.87,0.79,0.59,0.84,0.17,0.08,0.09,0.939312,1.493357,1.834366,1.488984,2.725043,1.76156,3.024208,1.780849,2.90295,3.758769,3.942369,1.440638,5.453315
107294552,Nana04726,E2F transcription factor 8,NA,1,18,13,3,8,38,2,33,10,4,38,3,27,16,8,11,4,1,15,10,9,50,19,20,2,10,7,2,34,0,21,16,55,30,12,0,0,52,46,13,4,0,1,0,0,0.14,0.3,0.11,0.32,0.73,0.67,152.37,145.44,156.43,706,702.88,739.95,0.0257078,0.13609,0.178739,0.148342,0,0,0.0297873,0,0.0433051,0,0.127883,0,0.714128
107294555,Nana04732,NAD synthetase 1,NA,252,490,484.64,181.73,102.14,237.65,109.54,138.2,265,148,230.51,275.21,167.6,123.18,109.77,108.32,166.65,164.25,434.16,147.1,107.24,206.04,547.83,360.48,240.42,238.77,167.82,21.72,310.49,104.25,184,194.6,149.32,90.26,255.78,271,267,389.26,290.35,407.32,120,215.23,131.42,125.64,335.7,0.21,0.39,0.41,0.39,11.55,12.47,13.53,14.61,13.03,3.43,4.64,5.67,1.79486,3.19704,4.4808,2.82263,2.27952,3.64624,10.6469,4.62333,16.8224,11.0917,8.22656,2.42291,9.43294
107294559,Nana04727,cysteine and glycine rich protein 3,NA,23,280,128,887,36,136,11,47,76,12,552,41,108,10,25,17,20,15,228,14,7,64,26,1152,29,112,28,9,61,11,87833,30578,74859,6103,75153,17,4,15,38,5,2,0,8,24,6,2.09,2.81,2.16,1.78,8.09,7.73,12.83,12.57,13.29,10.67,10.71,9.87,3.04956,38.9109,3.5748,3.68284,10.5655,0.896414,5.80231,3.54329,5.99872,6.30627,3.81671,1.59316,6.95969
107294563,Nana22910,pleckstrin homology and RUN domain containing M1,NA,67,95,126,112,53,115,22,62,87,72,79,119,67,54,47,34,33,77,121,52,96,176,390,108,108,169,55,33,129,61,38,67,103,178,78,67,53,204,130,130,47,37,60,69,116,0.59,1.74,0.31,0.62,2.35,3.03,6.09,6.14,5.75,3.09,2.73,3.41,2.99672,1.49454,3.88714,4.69318,7.07318,3.56518,4.44575,2.09119,4.31649,6.801,2.3435,1.21681,10.2588
107294575,Nana18520,death domain containing 1,NA,3,10,8,6,4,2,0,11,5,4,20,6,12,1,0,7,4,1,20,9,4,27,20,11,9,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,0,0.03,0.05,7.91,5.86,27.25,27.39,25.91,9.89,10,8.62,0.182541,0,0.115378,0,0.767941,2.40661,0,0,0.102498,0,0,0,3.93242
107294579,Nana05824,trans-L-3-hydroxyproline dehydratase-like,NA,5.13,6.45,5.25,0,4.7,1.43,0,2.21,0,2.92,7.17,8.42,3.94,0,1.29,4.33,2.16,0,1.33,2.49,1.05,1.27,7.54,8.31,4.24,2.71,2.78,4.05,0,0,10.3,11.67,3.26,1.47,8.33,46.58,29.24,26.22,21.41,19.9,8.19,16.8,8.38,8.15,20.89,0,0,0,0,0.06,0.02,0.53,0.35,0.65,0.18,0.1,0.33,2.41926,11.9159,3.7323,3.88452,4.77444,7.55426,9.16318,4.00385,12.1975,9.9439,3.20308,1.83479,4.86126
