gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Homo_sg_1,Homo_sg_2,Canis_sg_1,Canis_sg_2
107303007,wingless-type MMTV integration site family member 9B,1,14,9,13,1,17,0,3,3,2,7,6,2,2,0,3,0,0,3,2,4,18,19,3,1,11,1,1,20,0,0,0,0,0.0232305,0.0153083,0.0315025,0.053222781,0.117318166
107303033,N-ethylmaleimide sensitive factor,1262,222,326,1053,366,349,1065,1534,456,838,411,388,149,468,1450,796,731,1673,380,649,1299,471,1170,222,560,373,960,246,326,523,8.222598,4.399737,5.276210282,4.3609405,4.2337247,5.6084585,0.1017864,0.079997209
107303029,mitogen-activated protein kinase kinase kinase 14,6,21,25,27,7,28,8,18,9,13,42,25,25,16,4,16,4,17,24,5,20,55,46,22,17,40,13,1,40,12,0.458997,0.781939,0.774787,0.545112,1.946027,2.4217202,0,0.01576377
107303031,formin like 1,2,5,6,5,1,10,3,5,3,6,39,6,14,8,1,5,1,4,20,0,11,35,21,14,5,16,20,0,10,1,4.078969,3.768317046,2.6677724,4.914842,4.846127,9.067749,0,0.0074712
107286293,dephospho-CoA kinase domain containing,33,57,105,159,97,84,62,95,93,63,80,100,58,49,24,53,44,60,85,59,83,167,161,63,74,107,73,26,133,54,3.209176,3.991520274,5.417448,5.912216,7.343648,8.06321,2.59428,3.17836
107302369,gap junction protein gamma 1,14,54,96,48,11,58,2,16,31,29,65,101,30,12,12,15,6,35,67,28,41,131,217,69,41,120,23,7,53,21,0.120182027,0.3973865,0.513101,0.5378877,0.7873765,0.632058,0,0
107303053,solute carrier family 25 member 39,991,531,778,942,592,672,371,411,666,508,518,1071,395,506,464,554,467,575,757,409,547,729,1142,468,683,778,486,668,512,497,37.299263,45.545801,43.096907,47.719886,10.5869037,20.171147,0.11255,12.068
107303047,ankyrin repeat and SOCS box containing 16,140,509,337,481,157,880,30,391,120,303,516,294,258,92,102,98,38,77,338,62,164,594,290,342,428,988,90,96,1899,31,1.35802,2.37461,1.65365,1.77409,0.218381,0.624963,0,0
107285924,vesicle amine transport 1,17,28,30,16,10,18,4,7,25,16,22,40,13,15,5,4,15,11,18,8,14,36,149,27,47,10,21,8,51,1,11.2243,11.7356,10.8963,12.0864,15.3619958,32.9113504,0.398472,0.236252
107285936,interferon induced protein 35,63,149,87,105,31,100,22,114,95,73,202,168,104,42,74,105,34,76,138,45,113,294,234,134,102,194,73,14,163,34,6.123547,7.4862,6.164521,6.834993,3.4212689,5.305767,0,0.0695231
107285922,RUN domain containing 1,238,140,170,210,109,193,56,176,94,183,125,265,87,92,58,116,83,315,114,104,128,292,715,97,237,238,108,49,308,123,1.69649,2.2121,3.03335,2.47522,3.606286,3.551663,0.0390413,0
107302425,contactin associated protein 1,0,4,2,1,0,3,2,4,2,2,8,0,0,0,0,0,0,7,0,1,4,13,1,3,0,11,6,0,11,0,0.206242,0.241088,0.126004,0.2017483,0.814207,0.724857,0.682316007,1.175910054
107282677,"N-acetylglucosaminidase, alpha",66,58,76,70,31,97,36,60,40,54,76,52,47,36,32,45,46,100,64,76,37,116,289,53,74,92,55,6,81,19,2.38497,2.43398,3.721566,2.9572263,5.2052788,8.424378,0.0550898,0.0142915
107282649,lysine acetyltransferase 2A,92,100,161,97,69,145,23,64,87,61,104,169,95,48,41,38,51,62,89,52,50,208,511,72,172,198,63,41,177,46,3.413438,4.56644,3.912599,4.511546,7.228097,8.9099815,0,0.0308551
107303042,tetratricopeptide repeat domain 25,37,221,216,343,48,329,25,293,149,132,199,258,251,67,45,191,31,64,419,116,321,900,374,257,61,490,88,11,271,37,2.593175,3.049454,2.36742,2.55941,0.2301884,0.06211795,0,0
107303021,chemokine (C-C motif) receptor 7,1,21,4.98,3,1,7,1,10,3,0,81,2,9,2,1,1,1,2,8,3,2,69,19,1,9,9,4,0,1,2,1.77299,2.16316,2.31914,2.78655,0.409732,0.470005,0,0
107303087,tensin 4,97,680,700,195,160,561,37,236,165,137,533,855,255,104,65,195,61,115,920,181,331,1118,3161,585,367,1331,55,5,675,3,2.1876237,4.134901,4.2402063,4.19205,9.371424,6.418536,0,0.0167008
107303075,"proteasome 26S subunit, non-ATPase 3",2220,1604,1925,3908,1497,2423,518,1462,1166,1445,1179,3350,1012,781,710,800,848,1667,1842,624,1393,2884,4974,1746,2342,3073,1231,841,3600,1010,10.2960624,12.489055,12.550752,12.1090756,12.634362,15.077455,0.156772,0.264344
107303066,StAR related lipid transfer domain containing 3,599,642,806,412,245,483,184,348,378,329,626,482,317,189,404,263,184,278,511,264,298,837,1254,494,523,498,469,106,541,275,7.067854656,7.590902,9.461596,7.98589,5.208948817,6.5055849,0.366252,0.11694
107303064,cyclin-dependent kinase 12,194,116,164,157,128,136,54,139,145,114,238,229,78,95,48,78,124,143,114,87,114,232,660,92,273,203,130,89,258,120,1.58755,2.477698,1.962738,1.887364,5.881676,4.820434,0.0500778,0.0939991
107282421,plexin domain containing 1,5.56,79,89,70,5,28,6,26,73,10,66,70,36,14,19,13,9,5,86,10,17,90,127,52,28,117,24,8,67,6,0.091317,0.195115,0.244581,0.223322271,4.1603723,1.75269446,0.0489581,0.0253994
107286404,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",32.25,46.25,60.57,18,17.71,33,6.49,38,33.63,26,49.25,21,14.55,27,11.78,22.3,19.37,10,32.54,13.89,21,74,83,47.3,47.64,25,27.3,7,38,13.5,1.1502,1.43097,1.54103,1.82065,3.309899,2.949337,0.0585208,0.0303594
107282646,CDGSH iron sulfur domain 3,14,23,47,84,13,51,9,64,31,23,25,64,23,22,13,39,21,38,54,19,38,77,95,49,31,101,30,32,76,14,4.517058,6.789376,5.192284,5.81449125,1.101693,2.366605,0,0
107282642,SRC kinase signaling inhibitor 1,3,15,16,14,4,18,1,15,2,13,16,8,3,4,0,8,0,2,17,8,6,38,49,17,9,20,1,3,18,6,0.12099,0.1674663,0.1512406,0.1253347,0.9173663,2.412664,0,0.01085628
107282641,Rho GTPase activating protein 23,25,63,82,50,40,100,16,69,53,67,77,100,35,37,27,27,35,70,42,27,47,130,412,32,51,75,37,33,130,21,0.825837,0.66126112,1.0103501,0.787301,1.451336,1.186189,0,0
107282595,T-box 21,0,3,2,1,0,8,0,3,0,4,4,1,0,3,0,0,0,0,1,0,0,3,1,0,0,4,0,0,5,0,0.178801,0.0456261,0.0953003,0.217544,0.144355,0.165099,0,0
107282635,secernin 2,28,54,60,41,13,41,11,39,15,47,34,105,28,29,14,29,11,39,66,24,51,81,126,44,49,47,32,2,65,15,2.511872,3.309263,1.9443,2.268023,3.526415,12.3783738,0.0531268,0.0551234
107282634,Sp6 transcription factor,31,30,29,34,23,17,19,74,348,19,42,630,58,8,8,19,14,26,56,16,11,292,2763,22,40,26,25,5,38,12,0.061522,0.125387,0,0.059808,0.03648845,0.08698675,0,0
107282593,homeobox B1,0,2,3,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0
107282621,ubiquitin conjugating enzyme E2Z,82.58,97.22,89.75,100,52.87,72,27.13,74,70,53,106.01,95,35.54,46.75,32.79,50.08,57.53,50,75.02,39.17,69,98,159,83.44,71.86,131,41,69.9,88,71,7.60248,9.01617,9.30646,9.73673,13.2086404,15.6035214,0.104053,0.161841
107282620,"SNF8, ESCRT-II complex subunit",664,366,478,660,267,490,143,361,304,192,313,1185,196,157,223,167,137,275,463,156,419,730,1026,421,443,817,325,121,473,182,8.996709,11.364012,10.236896,9.121667,11.842067,27.124545,0.211376,0.109566
107282586,"phosphatase, orphan 1",4,6,5,6,5,13,1,5,83,2,8,42,6,2,0,4,0,1,5,1,5,22,244,4,18,13,3,0,15,1,14.72525,12.58166,17.99163,15.40624,0.2823959,0.127652,0,0
107282610,integrin subunit alpha 3,7,24,27,17,16,24,7,18,22,18,32,28,13,11,3,14,4,28,27,6,15,43,237,19,29,49,21,3,44,21,1.2410039,1.9680298,2.003578,2.103517134,6.1326419,4.5571329,0.0208035,0.0323823
107282607,protein phosphatase 1 regulatory subunit 9B,0,22,21,5,4,9,1,9,5,8,41,8,16,9,4,7,4,8,21,11.35,4,26,50,22,14,12,6,0,21,5,5.824165,8.03199,7.16805,7.47371,1.798753,4.61654,0,0
107284097,spermatogenesis associated 20,701,669,648,257,270,643,176,292,388,283,459,772,328,215,254,268,219,178,1002,312,222,540,681,402,994,390,489,180,727,259,0,0,0,0,3.3653857,12.53122043,0,0
107284096,calcium voltage-gated channel subunit alpha1 G,16,20,28,4,2,15,0,11,12,3,21,26,19,7,1,2,4,2,48,8,1,42,100,37,25,29,7,5,17,4,0.0883557,0.089946488,0.188753001,0.5349157,0.0849944,0.103663757,0.041233753,0.051325324
107293899,ankyrin repeat domain 40,18,14,9,14,2,6,1,7,8,5,12,14,5,8,5,2,3,8,9,6,4,16,34,5,12,14,10,3,21,7,8.7163,11.22018,13.64810112,10.321653,9.8328971,6.656684,0,0.0337166
107287222,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",2,7,8,1,4,0,0,4,2,0,3,0,12,2,0,3,0,2,0,1,2,8,9,1,8,9,0,3,33,0,0.0620708,0.0632547,0,0.204572,0.00820791,0.0188346,0,0
107288852,mbt domain containing 1,35,205,144,31,27,71,9,50,81,25,166,63,107,48,54,58,34,28,147,52,51,112,225,78,64,130,62,15,79,29,2.9405311,2.9525266,2.2532133,2.5743907,5.1536765,3.3109777,0,0.0171476
107288853,"UTP18, small subunit processome component",482,351,556,336,286,249,92,174,318,129,313,476,201,144,111,140,206,189,343,127,127,295,624,443,429,474,249,242,440,258,2.16386,2.42457,2.182837,2.14705,10.37424,8.7117083,5.69916,6.98141
107302740,target of myb1 like 1 membrane trafficking protein,1675,3924,4310,2015,1584,2665,1185,2464,1759,1431,2049,3648,1308,1120,2027,1751,1328,1682,4400,1650,2275,2055,3771,3787,4352,3012,3660,270,2435,716,7.6694459,7.90737,8.2353422,8.794532,15.8748063,16.3986972,0.2875733,0.444844
107302737,syntaxin binding protein 4,13,54,84,22,21,37,25,18,42,19,63,23,37,10,17,17,26,20,85,23,15,45,73,62,55,66,22,19,74,12,0.0692638,0.182152,0.133246,0.0871731,1.33075,0.7049551,0,0.0769048
107288593,diacylglycerol kinase epsilon,13,16,12,1,8,6,1,7.99,9,9,9,3,8,12,4,10,1,6,20,4,3,9,27,19,7,24,7,3,14,1,0.4256956,0.231254,0.2933954,0.487691,1.512608,0.6243042,0,0
107295177,SMG8 nonsense mediated mRNA decay factor,12.07,9,19.48,10,9.91,12.08,4.55,5,16,7,28.6,16.46,10,10,4.87,10,4.87,4.87,6,3,4,10.56,25.73,22.73,32.29,9,11,34.67,11,2.94,1.136899,1.59689,1.1606,1.68882,4.01432,2.810564,0,0.0122606
107299555,glycerophosphodiester phosphodiesterase domain containing 1,13,3,7,3,8,4,0,5,3,8,3,16,4,8,6,2,6,5,15,13,5,8,19,4,11,5,2,1,2,4,3.87285,3.02691,3.10986,3.72412,1.942762,1.094153,0.0499687,0
107294097,dual specificity phosphatase 14,16,36,39,16,8,30,8,17,77,10,30,120,44,14,14,31,3,2,52,13,22,92,219,29,25,29,17,4,33,12,0.645336,1.07490652,0.43120719,0.866462,2.871729,0.4318894,0,0
107303027,acid sensing ion channel subunit 2,3,8,9,4,3,10,1,9,1,3,15,12,5,2,1,1,0,1,2,2,5,15,16,3,0,8,0,0,10,0,0,0,0,0,0.0438359,0.00338909,0,0
107296932,"rhomboid, veinlet-like 3 (Drosophila)",0,0,1,0,0,0,0,0,6,0,0,2,7,0,0,0,0,0,1,0,1,1,23,0,0,3,0,1,0,0,0.291297,0.385822,0.341138,0.509652,0.0384821,0.06674564,0,0
107292196,cytokine receptor-like factor 3,7,18,17,5,6,12,4,12,15,12,26,5,8,14,5,6,6,4,16,11,3,35,49,9,26,8,5,4,15,1,1.8179512,2.12746,2.23255,2.949449,7.51885,3.898698,4.38997,3.754656
107285330,RAB11 family interacting protein 4 (class II),81.72,221.83,220.44,186.49,92.92,140.08,39.57,145.21,117.95,52.9,242.44,81.33,128.81,76.05,58.96,147,35.23,165.58,209.36,130.4,99.89,198.86,245.56,233.13,127.21,199.25,203.15,43.82,122.27,84.91,3.227262,4.68925,4.535032,4.584394,1.6199011,2.6970383,0,0
107297926,nemo-like kinase,46,54,72,40,45,22,24,56,36,25,60,26,55,34,20,26,28,31,60,30,38,68,106,57,47,33,43,28,54,31,1.6783,2.48994,2.945664,1.60697,4.516446,2.2360072,0,0.0441253
107300069,"solute carrier family 46 (folate transporter), member 1",4,1,1,3,1,0,0,1,0,1,3,0,0,1,1,0,2,4,1,0,2,0,0,3,1,1,0,4,0,1,3.340616,3.995001,5.6515057,5.665182,5.2518844,5.3366309,0,0.0751049
107299136,VPS53 GARP complex subunit,0,1,0,0,0,0,0.58,0,2.15,1,0,1.72,0,1,0.58,0,2,0,1.15,0,0,1.58,0,0,0,0,2,0.1,0,3,3.542042788,5.246135002,4.545111,4.470389,2.647135,2.24731,0,0.0134471
107302532,NADPH dependent diflavin oxidoreductase 1,90,37,102,47,111,69,57,90,63,112,65,125,36,101,37,115,138,98,144,91,50,83,231,149,171,56,85,91,111,84,7.55E-09,0,0,0,1.327674,2.019561,0,0.06681277
107302533,transmembrane protein 203,36,24,27,33,24,20,18,16,54,16,27,20,14,30,30,20,17,16,34,18,19,18,25,35,24,24,26,122,19,68,2.68069,2.9241,2.88218,3.51159,9.2148,8.866,0,0
107302546,phosphohistidine phosphatase 1,58,27,71,64,29,39,14,10,56,21,36,55,28,19,16,27,20,20,77,19,21,68,73,70,71,74,43,102,61,50,6.65782,4.807042817,5.9952,4.44165,24.989779,34.871861,0.272736,0.830172
107295286,family with sequence similarity 69 member B,0,2,2,0,3,0,0,1,1,0,1,2,1,0,0,0,0,1,1,0,0,5,7,6,1,1,0,3,0,0,0.464543,0.218259,0.303634,0.45275,1.816602,1.752042,0,0
107297469,surfeit 2,268,87,113,165,132,64,49,47,106,106,54,107,37,81,55,72,103,129,105,47,71,49,105,103,152,98,54,412,96,145,2.9070857,3.418283,3.2012741,3.726866,1.282288,4.580784,0,0.280242
107297467,surfeit 4,1339,279,393,848,802,266,357,355,486,448,348,465,215,574,360,384,371,489,420,380,339,283,720,337,740,312,517,837,215,924,32.41023,34.95586,34.11391,38.70869,18.686958,25.156795,0.276188,0.286494
107291025,ADAMTS like 2,12,28,48,6,9,25,12,5,18,15,31,27,19,12,17,12,11,8,36,8,9,40,102,60,86,15,23,3,24,11,1.039686,0.382587,0.2443531,0.4285705,0.5402864,0.5505448,0,0
107291024,sarcosine dehydrogenase,85,46,52,129,73,50,57,62,103,60,38,48,22,81,50,68,72,62,73,45,32,53,78,61,94,51,63,203,39,119,2.370234965,4.496899,4.4973629,3.0754166,0.634531,6.5121025,0,0.0122034
107291344,"ABL proto-oncogene 1, non-receptor tyrosine kinase",176,245.76,185,200,124,120,114,82,191,83,188.3,160,138,127.69,170.91,107,107,118,190,83,123,157,264,203,290.86,186,131,184,123,256,3.2845961,4.701286,4.8165274,5.9175265,7.40769,11.12817,0,0.0160661
107296756,protein phosphatase 2A regulatory subunit 4,204,112,171,168,233,134,83,166,183,195,188,173,86,160,123,120,160,136,242,151,111,110,266,97,335,105,173,326,213,184,10.200097,14.314014,12.52329802,12.814052,17.980418,29.5287011,0.191891,0.3108308
107296250,nucleoporin 188kDa,20,13,15,16,19,12,6,7,14,6,22,17,11,7,4,9,10,6,21,9,8,16,37,23,29,9,12,19,6,15,1.317986,1.60543,2.87959,1.45911,4.4151849,3.5637279,0.0230945,0.0419413
107296254,leucine-rich repeat containing 8 family member A,4,1,8,3,4,3,2,2,1,6,5,11,4,3,1,3,4,3,7,2,4,4,28,8,22,5,3,6,7,1,1.26742,1.86916,2.47788,2.084322,3.913735,4.7892869,0,0
107288587,midkine (neurite growth-promoting factor 2),1611,1636,2729,600,547,666,704,619,4572,668,1182,4692,2258,1054,812,656,1313,542,3398,760,574,1810,12439,1653,1811,663,782,511,1426,1308,0.930537,1.77961,1.8190822,3.815999,3.4552725,9.460236,9.44807,7.36412
107302940,"solute carrier family 27 (fatty acid transporter), member 4",17,11,19,21,29,11,22,16,19,22,11,11,10,19,16,23,30,29,12,19,13,11,37,28,37,5,20,29,10,14,3.05007,3.662918,3.53137,3.45804,1.1428,2.134518,0.294117,0.228893
107298049,SH2 domain containing 3C,5,14,18,3,8,8,4,9,2,4,12,11,2,8,0,6,1,2,5,8,3,8,25,11,14,3,2,3,13,7,1.757811,1.410143,1.24833,1.334518,1.1013155,1.2183919,0,0.029663
107302610,ubiquitin conjugating enzyme E2I,473,464,562,371,192,280,115,206,299,149,519,386,320,232,159,214,206,194,520,209,281,450,709,467,535,458,275,370,308,334,15.30835,19.226086,18.95453603,17.8242448,21.5117097,21.2108469,1.09888,32.71425
107295065,DAB2 interacting protein,6,5,9,7,7,4,8,2,4,0,14,9,4,3,1,0,1,0,2,6,3,7,12,7,2,8,5,11,4,5,4.0393663,5.58274714,4.844555326,5.867739,5.274393715,8.0086712,0.0466483,0.0161778
107293138,potassium voltage-gated channel subfamily D member 2,0,6,5,1,2,1,2,3,0,0,0,0,0,0,0,3,0,0,2,0,0,2,8,2,1,1,0,0,4,0,0,0,0.0222127,0,0.3797302,0.0891112,0.0628406,0
107285175,matrilin 2,73,280,134,45,32,78,15,14,70,38,112,48,90,45,65,37,81,26,204,78,32,123,196,98,103,100,68,8,142,49,1.0460853,1.8780739,1.88689,1.999823015,19.836684,16.932326,17.101425,4.6701045
107284878,ANKH inorganic pyrophosphate transport regulator,4653,290,253,1687,2403,823,1672,1487,940,1523,592,1107,110,1242,1906,1130,2443,2381,395,2120,1043,141,738,281,2414,122,1975,725,224,1770,2.73117,2.0033635,2.78817,2.314657,13.5921369,23.1540334,5.066572011,2.4788852
107291885,family with sequence similarity 20 member C,1,4,8,1,1,4,0,0,11,0,1,3,10,0,0,1,0,1,11,3,0,0,12,5,1,0,3,2,5,0,0.813093,3.017945,1.2294327,2.030289,16.17356,30.24701,0.0201994,14.7778
107291884,golgi to ER traffic protein 4,240,250,270,209,150,233,82,82,190,125,165,284,113,149,91,90,65,75,241,119,69,135,274,212,293,208,109,499,239,341,10.088945,10.840333,8.652425,12.96676602,3.183789,9.166309,0.200361,28.15841
107289118,G protein-coupled receptor 146,13,18,18,6,16,9,3,4,10,9,22,16,10,6,8,27,13,21,12,12,2,17,54,20,38,9,18,16,29,13,0.599534,1.03539,1.10978,0.987865,3.361296,4.888715,0,8.79681
107282413,tubulin folding cofactor D,2228.62,545.85,629.62,1889.44,1251.7,1019.47,2603.91,2745.77,1621.09,1492.39,1071.94,888.71,328.07,1243.69,3154.29,2054.24,3725.42,3132.22,758.01,1795.75,2540,514.43,787.55,524.34,1052.6,360.37,1938.01,1428.81,405.47,937.8,5.046822,5.130111,5.4359738,4.908022,26.9513007,45.1522738,0.621402,0.6653408
107296056,G protein-coupled receptor 143,1,7,0,0,0,5,0,1,2,0,4,3,7,0,2,0,2,0,6,3,3,2,0,2,1,5,3,0,4,0,0,0,0,0,0.594634,1.856744,1.64879,3.81007
107288519,chloride voltage-gated channel 4,25,63,44,13,17,25,11,19,31,13,29,18,22,16,26,15,15,12,40,16,18,32,65,46,31,32,26,2,26,23,4.4623384,5.3701002,5.811696,5.612647,1.233502,1.171918,0.0590975,0.015558902
107288403,Rho GTPase activating protein 6,662.23,2196.06,1893.05,740.5,588.69,905.68,308.86,726.48,1038.74,422.62,1205.84,644.17,768.31,435.4,484.52,523.29,381.65,355.6,1291.56,461.06,437.83,987.41,1588.46,1304.15,1321.35,1600.06,845.1,470.72,1250.03,567.57,0.337483601,0.353388901,0.543971201,0.4718738,1.1942687,1.2541639,0,0
107290458,male-specific lethal 3 homolog (Drosophila),90,252,300,93,85,106,45,108,179,65,215,122,158,79,136,94,110,56,261,105,96,153,331,190,202,116,150,25,178,40,3.71619,4.434032,4.93964,5.587146,5.606474365,4.130481529,0.0894501,0.137206
107302471,toll like receptor 7,1,5,7,1,1,1,0,3,4,0,6,1,1,2,0,0,7,0,9,4,2,20,2,1,8,2,0,0,4,0,0.647141,0.440247,0.680691,0.741228,1.317626,0.641768,1.11907,2.79352
107290064,motile sperm domain containing 2,129,77,177,199,109,65,81,73,154,59,85,92,70,90,73,71,111,73,146,58,80,71,110,80,85,112,104,99,74,164,3.069681,3.337873,3.28187,4.702851,5.115981,3.8845569,0.207055,0.134273
107293204,NHS actin remodeling regulator,0,32,33,7,6,10,7,7,55,7,21,10,13,2,2,0,5,2,13,2,2,21,38,18,10,10,10,3,15,2,0.0965029,0.0490624,0.0641234,0.0234146,0.913611,0.4193566,0,0
107295947,cyclin dependent kinase like 5,87,72,84,32,16,61,16,25,76,39,48,64,28,37,33,19,34,36,95,33,36,33,69,30,78,54,77,14,52,46,1.5919541,1.10941,0.9545717,1.3625185,1.5001337,0.9334087,0,0.011146484
107295876,retinoschisin 1,0,1,1,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,2,0,3,4,1,0,1,1,0,0,0,0,0,0,0,0
107295897,adhesion G protein-coupled receptor G2,11,227,319,23,29,83,3,77,43,19,134,49,72,17,38,40,11,11,105,58,36,41,115,77,94,128,48,7,133,1,0.422353993,0.238904511,0.374453,0.404036344,8.258729,9.518329,0,0
107286130,kelch like family member 34,33,140,69,124,32,128,16,49,20,60,44,14,55,24,32,30,7,6,34,18,15,50,10,61,84,107,34,20,88,3,0,0,0,0,0,0.0117413,0,0.0188681
107286126,"membrane bound transcription factor peptidase, site 2",265,250,302,168,150,158,72,161,181,121,251,133,215,166,135,160,120,162,219,127,120,347,592,210,251,228,185,76,212,124,1.4968336,1.05247,1.680275,1.673877,5.455432,3.4949813,0.0418779,0.021726801
107298440,kelch like family member 15,83,352,296,141,75,152,26,73,181,64,134,58,113,38,51,94,35,50,331,89,48,190,310,176,133,193,87,19,119,44,0.728047891,0.0978125,0.342223016,0.9192079,3.98048,1.47078,0,0
107298496,"phosphate cytidylyltransferase 1, choline, beta",40,90,86,59,21,47,20,76,46,26,59,36,63,32,29,50,25,20,79,28,38,104,71,78,50,101,76,39,52,15,0.08855843,0.0450784,0.07067188,0.064518006,0.074588,0.0319248,0,0
107284430,TGF-beta activated kinase 1/MAP3K7 binding protein 3,100,104,134,82,55,80,22,61,77,38,120,26,85,39,25,52,51,54,102,61,72,124,173,117,183,93,104,59,118,57,1.02504,1.16251,0.804241,1.23998,6.707685,5.2380189,0,0.0161345
107294658,cytochrome b-245 heavy chain,1,66,48,43,9,19,3,17,12,1,76,9,20,18,3,4,3,5,91,7,14,67,74,32,18,29,18,1,21,0,1.496353,2.19491,1.81112,2.437477,6.430526,3.548041,0,0
107284254,retinitis pigmentosa 2 (X-linked recessive),510,617,699,592,263,256,134,343,469,197,375,306,308,260,296,262,302,279,547,272,273,524,739,429,457,574,493,129,413,350,1.928374,1.719499015,2.24156,2.293011,4.42819,2.19354,0.286621,0.956818
107296985,complement factor properdin,114,700,1008,388,203,295,57,251,468,156,830,465,478,164,102,272,64,62,855,235,230,946,726,1117,295,335,272,86,607,120,2.059511,3.0986,4.470747,4.05129,0.424873,0.2939544,0,0
107300037,TBC1 domain family member 25,0,4,3,0,4,1,0,2,2,1,3,1,2,0,1,0,2,1,3,1,2,1,3,9,2,2,4,1,2,0,0.994758,1.22355421,1.541113,1.036549781,1.716473,2.3771894,0,0
107300285,Wiskott-Aldrich syndrome,4,26,13,15,1,9,0,15,11,3,45,17,21,10,2,2,3,3,36,7,9,40,15,28,15,17,15,8,7,5,1.22602,2.475895,2.208507,1.60786,1.279854,1.294763,0.245734,1.32533
107291298,zinc finger C4H2-type containing,0,2,0,1,0,3,2,1,3,0,0,0,2,1,1,0,1,1,2,1,2,1,1,0,3,1,1,1,1,0,0,0.103205,0.231744,0.152264,2.2691648,2.1275163,0,0.162263
107291295,zinc finger CCCH-type containing 12B,64,40,30,36,28,33,19,40,37,31,67,55,27,28,19,23,17,23,42,10,16,44,89,51,43,37,22,54,51,29,0.030907,0.0158204,0.0830543,0.0157185,0.534387,0.2291246,0,0
107284616,V-set and immunoglobulin domain containing 4,59,434,470,310,75,54,18,72,149,31,463,119,194,113,67,102,47,53,493,70,135,285,506,631,111,318,193,101,120,55,0,0,0,0,3.78785,2.349431,0.58582,1.34757
107282929,ectodysplasin A,1,3,3,1,2,0,0,1,1,2,2,0,1,1,1,0,1,0,3,0,1,1,6,1,0,2,1,1,3,1,0.350643071,0.423917,0.303115069,0.48811309,0.9101173,1.290518722,0.0937128,0.487028
107297091,kinesin family member 4A,1,4.97,8.99,2,0,6.99,1.99,5,4,2,15,0,6,3,2,3,4,3,3.99,4,3,5.98,8.99,11.99,4.98,8,2.99,4,6,2,0.0648261,0.3954411,0.2542356,0.0629688,0.0549255,0.067563,0,0
107282932,"ring finger protein, LIM domain interacting",118,88,111,86,55,48,31,40,107,42,80,100,42,53,50,53,52,48,85,52,33,68,140,70,130,91,60,182,91,146,2.079908126,2.7970185,2.63875186,2.42125,4.881926,2.390609,0,0
107284612,fibroblast growth factor 16,41,47,35,22,20,25,5,15,28,9,25,17,26,14,14,9,7,12,32,9,18,29,19,42,44,38,24,10,32,20,0,0,0,0,0.0556248,0.00686404,0,0
107284623,magnesium transporter 1,2554,911,1068,2079,1646,744,1067,786,1324,1009,836,797,527,1520,1133,1050,1048,998,981,957,624,663,1085,788,1314,894,1033,2114,837,2521,12.264275,13.75666001,15.19518294,15.22472,26.4591846,16.275145,0.0652743,0.203172
107295203,highly divergent homeobox,17,24,26,15,19,14,6,17,25,18,34,23,10,21,18,20,12,25,21,15,7,37,74,18,22,19,15,9,30,18,0,0,0,0,0.2687017,0.1946002,0,0
107296183,"premature ovarian failure, 1B",29,76,76,29,28,45,14,63,122,13,100,76,93,17,4,25,4,5,96,26,37,102,198,88,45,45,29,5,75,11,1.48183,1.82285,1.63699,1.76627,5.104128,3.341863,0.0730804,0.100998007
107291579,centromere protein I,0,12,26,3,2,14,2,28,25,4,65,3,43,13,12,15,3,2,58,13,20,85,53,33,7,19,15,1,16,0,0.105663,0.2420552,0.2378217,0.1438551,0.3595363,0.153923,0.306199,0.637529
107303196,PIH1 domain containing 3,10,13,14,29,3,11,6,9,23,6,13,9,18,0,3,17,0,6,21,3,21,18,18,21,7,15,7,18,17,10,0,0,0,0,0,0.0159071,0.812541,1.47902
107297981,N-acetylglucosamine kinase,18,10,27,13,9,9,12,4,14,18,23,7,6,11,12,12,21,15,17,7,9,4,7,25,18,5,15,76,13,29,4.8983794,6.446931,6.21522,4.9282399,29.399128,39.2714048,22.9577,20.8081
107294225,chordin-like 1,1,10,10,1,14,2,1,0,3,1,4,2,10,2,4,0,0,0,3,0,3,3,7,1,0,10,1,1,4,0,0.3740624,0.559833,0.3473565,0.8901296,15.553623,6.5351704,0,0
107303287,kelch like family member 13,11,10,9,7,9,10,17,17,6,13,15,32,13,15,5,22,5,13,22,8,11,26,41,40,50,11,3,11,8,3,0.62411,0.7343064,0.753508,1.131775,3.569776,1.182434128,0.0591842,0.0157462
107303245,dedicator of cytokinesis 11,59,225,235,118,72,124,32,185,171,53,314,216,149,60,60,95,50,41,285,114,98,282,397,311,247,167,86,38,287,55,0.809702,0.64862,0.5672571,0.971322,3.165354,1.119234,0,0.0223226
